player_a,player_b,color_a,color_b,condition,round_type,exec_score_a,upside_score_a,score_a,exec_score_b,upside_score_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Cameron Young,Sepp Straka,Green,Blue,Calm,Survival,7.98,-0.57,3.705,-1.81,-1.26,-1.5350000000000001,3.705,-1.5350000000000001,Cameron Young,Cameron Young,True
Harris English,Patrick Cantlay,Blue,Blue,Calm,Survival,-2.15,-1.86,-2.005,-1.81,-1.26,-1.5350000000000001,-1.5350000000000001,-2.005,Patrick Cantlay,Patrick Cantlay,True
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,-0.53,-1.01,-0.77,-0.11500000000000002,-0.77,Andrew Novak,Robert MacIntyre,False
Brian Harman,Akshay Bhatia,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,0.79,8.4,4.595000000000001,4.595000000000001,-2.5949999999999998,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-2.15,-1.86,-2.005,-2.005,-2.5949999999999998,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Green,Yellow,Calm,Survival,7.98,-0.57,3.705,-0.53,0.3,-0.11500000000000002,3.705,-0.11500000000000002,Xander Schauffele,Shane Lowry,False
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Survival,0.79,8.4,4.595000000000001,-1.81,-1.26,-1.5350000000000001,4.595000000000001,-1.5350000000000001,Scottie Scheffler,Scottie Scheffler,True
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Survival,0.79,0.3,0.545,0.79,8.4,4.595000000000001,4.595000000000001,0.545,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Yellow,Yellow,Calm,Survival,-0.53,-1.01,-0.77,-0.53,-1.01,-0.77,-0.77,-0.77,TIE,Keith Mitchell,
Nicolai Hojgaard,Austin Smotherman,Blue,Orange,Calm,Survival,-2.15,-1.86,-2.005,1.09,3.04,2.065,2.065,-2.005,Austin Smotherman,Nicolai Hojgaard,False
Si Woo Kim,Bud Cauley,Yellow,Yellow,Calm,Survival,0.79,8.4,4.595000000000001,-0.53,0.3,-0.11500000000000002,4.595000000000001,-0.11500000000000002,Si Woo Kim,Push,
Lucas Glover,Ryo Hisatsune,Yellow,Yellow,Calm,Survival,-0.53,-1.01,-0.77,0.79,8.4,4.595000000000001,4.595000000000001,-0.77,Ryo Hisatsune,Lucas Glover,False
Ryan Gerard,Jason Day,Blue,Blue,Calm,Survival,-1.81,-1.86,-1.835,-2.15,-1.86,-2.005,-1.835,-2.005,Ryan Gerard,Ryan Gerard,True
Taylor Pendrith,Denny McCarthy,Yellow,Orange,Calm,Survival,-0.53,0.3,-0.11500000000000002,1.09,3.04,2.065,2.065,-0.11500000000000002,Denny McCarthy,Taylor Pendrith,False
Kurt Kitayama,Pierceson Coody,Orange,Blue,Calm,Survival,1.09,3.04,2.065,-2.15,-1.86,-2.005,2.065,-2.005,Kurt Kitayama,Pierceson Coody,False
Jordan Spieth,Sam Stevens,Purple,Blue,Calm,Survival,4.09,-0.42,1.835,-1.81,-1.26,-1.5350000000000001,1.835,-1.5350000000000001,Jordan Spieth,Jordan Spieth,True
Sam Burns,Sungjae Im,Purple,Orange,Calm,Survival,-1.02,-2.65,-1.835,1.09,3.04,2.065,2.065,-1.835,Sungjae Im,Sungjae Im,True
J.J. Spaun,Nick Taylor,Green,Blue,Calm,Survival,7.98,-0.57,3.705,-2.15,-3.04,-2.5949999999999998,3.705,-2.5949999999999998,J.J. Spaun,J.J. Spaun,True
Keegan Bradley,Maverick McNealy,Blue,Yellow,Calm,Survival,-1.81,-1.26,-1.5350000000000001,-0.53,-1.01,-0.77,-0.77,-1.5350000000000001,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Blue,Yellow,Calm,Survival,-1.81,-1.26,-1.5350000000000001,0.79,8.4,4.595000000000001,4.595000000000001,-1.5350000000000001,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-0.11500000000000002,TIE,Nico Echavarria,
Jacob Bridgeman,Chris Gotterup,Yellow,Yellow,Calm,Survival,-0.53,-1.01,-0.77,-0.53,-1.01,-0.77,-0.77,-0.77,TIE,Push,
Justin Thomas,Hideki Matsuyama,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-0.11500000000000002,TIE,Hideki Matsuyama,
Rory McIlroy,Viktor Hovland,Orange,Yellow,Calm,Survival,1.09,3.04,2.065,-0.53,-1.01,-0.77,2.065,-0.77,Rory McIlroy,Viktor Hovland,False
Rickie Fowler,Michael Kim,Yellow,Blue,Calm,Survival,-0.53,-1.01,-0.77,-2.15,-1.86,-2.005,-0.77,-2.005,Rickie Fowler,Michael Kim,False
Chris Kirk,Sahith Theegala,Blue,Purple,Calm,Survival,-1.81,-1.86,-1.835,-1.02,-2.65,-1.835,-1.835,-1.835,TIE,Push,
Daniel Bennett,Joel Dahmen,Yellow,Blue,Calm,Survival,0.79,0.3,0.545,-2.15,-1.86,-2.005,0.545,-2.005,Daniel Bennett,Joel Dahmen,False
Jhonattan Vegas,Tom Hoge,Yellow,Blue,Calm,Survival,0.79,0.3,0.545,-2.15,-1.86,-2.005,0.545,-2.005,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,0.79,0.3,0.545,0.545,-0.11500000000000002,Billy Horschel,Ryan Fox,False
Brian Campbell,Patrick Rodgers,Blue,Yellow,Calm,Survival,-1.81,-1.86,-1.835,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-1.835,Patrick Rodgers,Patrick Rodgers,True
Matt McCarty,Max Greyserman,Yellow,Blue,Calm,Survival,-0.53,0.3,-0.11500000000000002,-1.81,-1.26,-1.5350000000000001,-0.11500000000000002,-1.5350000000000001,Matt McCarty,Matt McCarty,True
Taylor Moore,Andrew Putnam,Purple,Yellow,Calm,Survival,-1.02,-2.65,-1.835,0.79,0.3,0.545,0.545,-1.835,Andrew Putnam,Taylor Moore,False
Daniel Berger,Alex Noren,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-2.5949999999999998,Alex Noren,Alex Noren,True
Min Woo Lee,Michael Thorbjornsen,Blue,Yellow,Calm,Survival,-2.15,-1.86,-2.005,-0.53,-1.01,-0.77,-0.77,-2.005,Michael Thorbjornsen,Min Woo Lee,False
Harry Hall,Corey Conners,Yellow,Purple,Calm,Survival,-0.53,0.3,-0.11500000000000002,-1.02,-2.65,-1.835,-0.11500000000000002,-1.835,Harry Hall,Harry Hall,True
Cameron Young,Sepp Straka,Green,Blue,Calm,Survival,7.98,-0.57,3.705,-1.81,-1.26,-1.5350000000000001,3.705,-1.5350000000000001,Cameron Young,Sepp Straka,False
Harris English,Patrick Cantlay,Blue,Blue,Calm,Survival,-2.15,-1.86,-2.005,-1.81,-1.26,-1.5350000000000001,-1.5350000000000001,-2.005,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,-0.53,-1.01,-0.77,-0.11500000000000002,-0.77,Andrew Novak,Andrew Novak,True
Brian Harman,Akshay Bhatia,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,0.79,8.4,4.595000000000001,4.595000000000001,-2.5949999999999998,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-2.15,-1.86,-2.005,-2.005,-2.5949999999999998,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Green,Yellow,Calm,Survival,7.98,-0.57,3.705,-0.53,0.3,-0.11500000000000002,3.705,-0.11500000000000002,Xander Schauffele,Push,
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Survival,0.79,8.4,4.595000000000001,-1.81,-1.26,-1.5350000000000001,4.595000000000001,-1.5350000000000001,Scottie Scheffler,Russell Henley,False
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Survival,0.79,0.3,0.545,0.79,8.4,4.595000000000001,4.595000000000001,0.545,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Yellow,Yellow,Calm,Survival,-0.53,-1.01,-0.77,-0.53,-1.01,-0.77,-0.77,-0.77,TIE,Keith Mitchell,
Ugo Coussaud,Sebastian Garcia Rodriguez,Yellow,Yellow,Calm,Survival,0.79,-1.01,-0.10999999999999999,0.79,8.4,4.595000000000001,4.595000000000001,-0.10999999999999999,Sebastian Garcia Rodriguez,Sebastian Garcia Rodriguez,True
Manuel Elvira,Ben Schmidt,Yellow,Purple,Calm,Survival,0.79,8.4,4.595000000000001,4.09,2.58,3.335,4.595000000000001,3.335,Manuel Elvira,Manuel Elvira,True
Mikael Lindberg,Eddie Pepperell,Yellow,Blue,Calm,Survival,0.79,8.4,4.595000000000001,-2.15,-3.04,-2.5949999999999998,4.595000000000001,-2.5949999999999998,Mikael Lindberg,Push,
Marcus Armitage,Jason Scrivener,Green,Yellow,Calm,Survival,-1.03,-0.66,-0.845,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-0.845,Jason Scrivener,Marcus Armitage,False
Kiradech Aphibarnrat,Shubhankar Sharma,Yellow,Purple,Calm,Survival,-0.53,-1.01,-0.77,4.09,2.58,3.335,3.335,-0.77,Shubhankar Sharma,Kiradech Aphibarnrat,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-2.5949999999999998,Rocco Repetto Taylor,Oihan Guillamoundeguy,False
Andy Sullivan,Rafa Cabrera Bello,Yellow,Yellow,Calm,Survival,0.79,-1.01,-0.10999999999999999,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-0.10999999999999999,TIE,Andy Sullivan,
Adrian Otaegui,Dylan Frittelli,Orange,Yellow,Calm,Survival,0.5,3.04,1.77,-0.53,0.3,-0.11500000000000002,1.77,-0.11500000000000002,Adrian Otaegui,Dylan Frittelli,False
Jordan Gumberg,David Law,Blue,Yellow,Calm,Survival,-1.81,-1.26,-1.5350000000000001,-0.53,-1.01,-0.77,-0.77,-1.5350000000000001,David Law,Push,
Tom Vaillant,Kazuma Kobori,Blue,Orange,Calm,Survival,-1.81,-1.86,-1.835,0.5,3.04,1.77,1.77,-1.835,Kazuma Kobori,Kazuma Kobori,True
Aaron Cockerill,Stefano Mazzoli,Yellow,Yellow,Calm,Survival,0.79,8.4,4.595000000000001,0.79,-1.01,-0.10999999999999999,4.595000000000001,-0.10999999999999999,Aaron Cockerill,Push,
Darius van Driel,Freddy Schott,Green,Yellow,Calm,Survival,7.98,-0.57,3.705,-0.53,0.3,-0.11500000000000002,3.705,-0.11500000000000002,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Yellow,Blue,Calm,Survival,-0.53,0.3,-0.11500000000000002,-1.81,-1.86,-1.835,-0.11500000000000002,-1.835,Tobias Jonsson,Nathan Kimsey,False
Zander Lombard,James Morrison,Yellow,Yellow,Calm,Survival,0.79,-1.01,-0.10999999999999999,0.79,8.4,4.595000000000001,4.595000000000001,-0.10999999999999999,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Blue,Blue,Calm,Survival,-1.81,-1.86,-1.835,-1.81,-1.26,-1.5350000000000001,-1.5350000000000001,-1.835,Francesco Molinari,Francesco Molinari,True
Pablo Larrazabal,Angel Ayora,Yellow,Blue,Calm,Survival,0.79,8.4,4.595000000000001,-1.81,-1.26,-1.5350000000000001,4.595000000000001,-1.5350000000000001,Pablo Larrazabal,Angel Ayora,False
Oliver Lindell,Jorge Campillo,Yellow,Purple,Calm,Survival,0.79,-1.01,-0.10999999999999999,0.08,2.58,1.33,1.33,-0.10999999999999999,Jorge Campillo,Jorge Campillo,True
Calum Hill,Brandon Robinson Thompson,Blue,Blue,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-2.15,-3.04,-2.5949999999999998,-2.5949999999999998,-2.5949999999999998,TIE,Calum Hill,
Frederic Lacroix,Martin Couvra,Yellow,Blue,Calm,Survival,-0.53,-1.01,-0.77,-1.81,-1.86,-1.835,-0.77,-1.835,Frederic Lacroix,Martin Couvra,False
Wenyi Ding,Yanhan Zhou,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-0.53,-1.01,-0.77,-0.77,-2.5949999999999998,Yanhan Zhou,Yanhan Zhou,True
Grant Forrest,Junghwan Lee,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-0.11500000000000002,Junghwan Lee,Grant Forrest,False
Joost Luiten,Joel Girrbach,Blue,Yellow,Calm,Survival,-1.81,-1.86,-1.835,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-1.835,Joel Girrbach,Joost Luiten,False
Dan Bradbury,Niklas Norgaard,Yellow,Purple,Calm,Survival,0.79,-1.01,-0.10999999999999999,0.08,2.58,1.33,1.33,-0.10999999999999999,Niklas Norgaard,Niklas Norgaard,True
Nacho Elvira,Sean Crocker,Purple,Blue,Calm,Survival,0.08,2.58,1.33,-1.81,-1.86,-1.835,1.33,-1.835,Nacho Elvira,Sean Crocker,False
Mikael Lindberg,Grant Forrest,Yellow,Yellow,Calm,Survival,0.79,8.4,4.595000000000001,-0.53,0.3,-0.11500000000000002,4.595000000000001,-0.11500000000000002,Mikael Lindberg,Mikael Lindberg,True
Adrian Otaegui,Jorge Campillo,Orange,Purple,Calm,Survival,0.5,3.04,1.77,0.08,2.58,1.33,1.77,1.33,Adrian Otaegui,Jorge Campillo,False
Matthew Jordan,Niklas Norgaard,Yellow,Purple,Calm,Survival,-0.53,-1.01,-0.77,0.08,2.58,1.33,1.33,-0.77,Niklas Norgaard,Matthew Jordan,False
Sean Crocker,Francesco Molinari,Blue,Blue,Calm,Survival,-1.81,-1.86,-1.835,-1.81,-1.26,-1.5350000000000001,-1.5350000000000001,-1.835,Francesco Molinari,Sean Crocker,False
Nathan Kimsey,Dan Bradbury,Blue,Yellow,Calm,Survival,-1.81,-1.86,-1.835,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-1.835,Dan Bradbury,Push,
Thriston Lawrence,Martin Couvra,Yellow,Blue,Calm,Survival,-0.53,-1.01,-0.77,-1.81,-1.86,-1.835,-0.77,-1.835,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Blue,Yellow,Calm,Survival,-2.15,-3.04,-2.5949999999999998,0.79,-1.01,-0.10999999999999999,-0.10999999999999999,-2.5949999999999998,Eugenio Chacarra,Wenyi Ding,False
Calum Hill,Joost Luiten,Blue,Blue,Calm,Survival,-2.15,-3.04,-2.5949999999999998,-1.81,-1.86,-1.835,-1.835,-2.5949999999999998,Joost Luiten,Push,
Abraham Ancer,Laurie Canter,Purple,Orange,Calm,Positioning,-3.49,-1.87,-2.68,-1.68,0.47,-0.605,-0.605,-2.68,Laurie Canter,Abraham Ancer,False
Yosuke Asaji,John Catlin,Orange,Orange,Calm,Positioning,-1.68,0.47,-0.605,-1.68,0.47,-0.605,-0.605,-0.605,TIE,Yosuke Asaji,
Dean Burmester,Victor Perez,Blue,Orange,Calm,Positioning,0.27,3.12,1.695,1.29,-1.38,-0.04499999999999993,1.695,-0.04499999999999993,Dean Burmester,Dean Burmester,True
Ben Campbell,Anthony Kim,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,-1.38,-1.5299999999999998,-0.04499999999999993,-1.5299999999999998,Ben Campbell,Anthony Kim,False
Bryson DeChambeau,Tyrrell Hatton,Yellow,Orange,Calm,Positioning,-2.28,2.57,0.14500000000000002,-1.68,0.47,-0.605,0.14500000000000002,-0.605,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Peter Uihlein,Yellow,Orange,Calm,Positioning,4.2,2.57,3.385,1.29,-1.38,-0.04499999999999993,3.385,-0.04499999999999993,Talor Gooch,Peter Uihlein,False
Branden Grace,Lucas Herbert,Yellow,Blue,Calm,Positioning,4.2,-3.62,0.29000000000000004,4.22,3.12,3.67,3.67,0.29000000000000004,Lucas Herbert,Lucas Herbert,True
Charles Howell III,Jason Kokrak,Orange,Orange,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,1.29,-1.38,-0.04499999999999993,-0.04499999999999993,-1.5299999999999998,Jason Kokrak,Jason Kokrak,True
Dustin Johnson,Miguel Tabuena,Orange,Blue,Calm,Positioning,-1.68,0.47,-0.605,0.27,3.12,1.695,1.695,-0.605,Miguel Tabuena,Dustin Johnson,False
Sebastian Munoz,Thomas Detry,Yellow,Yellow,Calm,Positioning,4.2,-3.62,0.29000000000000004,4.2,-3.62,0.29000000000000004,0.29000000000000004,0.29000000000000004,TIE,Thomas Detry,
Jon Rahm,Joaquin Niemann,Yellow,Orange,Calm,Positioning,-2.28,2.57,0.14500000000000002,-1.68,-1.38,-1.5299999999999998,0.14500000000000002,-1.5299999999999998,Jon Rahm,Jon Rahm,True
Cameron Smith,Marc Leishman,Orange,Purple,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-3.49,0.98,-1.2550000000000001,-0.04499999999999993,-1.2550000000000001,Cameron Smith,Cameron Smith,True
Elvis Smylie,Thomas Pieters,Blue,Blue,Calm,Positioning,0.27,3.12,1.695,0.27,3.12,1.695,1.695,1.695,TIE,Thomas Pieters,
Scott Vincent,Brendan Steele,Orange,Purple,Calm,Positioning,-1.68,0.47,-0.605,0.91,-1.87,-0.48000000000000004,-0.48000000000000004,-0.605,Brendan Steele,push,False
Jon Rahm,Bryson DeChambeau,Yellow,Yellow,Calm,Positioning,-2.28,2.57,0.14500000000000002,-2.28,2.57,0.14500000000000002,0.14500000000000002,0.14500000000000002,TIE,Bryson DeChambeau,
Ben Campbell,Anthony Kim,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,-1.38,-1.5299999999999998,-0.04499999999999993,-1.5299999999999998,Ben Campbell,Anthony Kim,False
Talor Gooch,Branden Grace,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,4.2,-3.62,0.29000000000000004,3.385,0.29000000000000004,Talor Gooch,Branden Grace,False
Lucas Herbert,Sebastian Munoz,Blue,Yellow,Calm,Positioning,4.22,3.12,3.67,4.2,-3.62,0.29000000000000004,3.67,0.29000000000000004,Lucas Herbert,Lucas Herbert,True
Peter Uihlein,Scott Vincent,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,0.47,-0.605,-0.04499999999999993,-0.605,Peter Uihlein,push,False
Joaquin Niemann,Tyrrell Hatton,Orange,Orange,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,-1.68,0.47,-0.605,-0.605,-1.5299999999999998,Tyrrell Hatton,Tyrrell Hatton,True
Thomas Detry,Abraham Ancer,Yellow,Purple,Calm,Positioning,4.2,-3.62,0.29000000000000004,-3.49,-1.87,-2.68,0.29000000000000004,-2.68,Thomas Detry,Thomas Detry,True
Marc Leishman,Brendan Steele,Purple,Purple,Calm,Positioning,-3.49,0.98,-1.2550000000000001,0.91,-1.87,-0.48000000000000004,-0.48000000000000004,-1.2550000000000001,Brendan Steele,Brendan Steele,True
Cameron Smith,Laurie Canter,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,0.47,-0.605,-0.04499999999999993,-0.605,Cameron Smith,Cameron Smith,True
Charles Howell III,John Catlin,Orange,Orange,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,-1.68,0.47,-0.605,-0.605,-1.5299999999999998,John Catlin,Charles Howell III,False
Jason Kokrak,Charl Schwartzel,Orange,Yellow,Calm,Positioning,1.29,-1.38,-0.04499999999999993,4.2,-3.62,0.29000000000000004,0.29000000000000004,-0.04499999999999993,Charl Schwartzel,Jason Kokrak,False
Dustin Johnson,Dean Burmester,Orange,Blue,Calm,Positioning,-1.68,0.47,-0.605,0.27,3.12,1.695,1.695,-0.605,Dean Burmester,Dean Burmester,True
Wade Ormsby,Miguel Tabuena,Purple,Blue,Calm,Positioning,0.91,-1.87,-0.48000000000000004,0.27,3.12,1.695,1.695,-0.48000000000000004,Miguel Tabuena,push,False
Victor Perez,Ben Schmidt,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,-1.38,-1.5299999999999998,-0.04499999999999993,-1.5299999999999998,Victor Perez,Victor Perez,True
Matthew Wolff,Graeme McDowell,Blue,Orange,Calm,Positioning,4.22,3.02,3.62,-1.68,-1.38,-1.5299999999999998,3.62,-1.5299999999999998,Matthew Wolff,Matthew Wolff,True
Ryan Peake,Sebastian Soderberg,Yellow,Green,Calm,Positioning,4.2,-3.62,0.29000000000000004,2.46,0.04,1.25,1.25,0.29000000000000004,Sebastian Soderberg,Sebastian Soderberg,True
Romain Langasque,Junghwan Lee,Yellow,Green,Calm,Positioning,4.2,-3.62,0.29000000000000004,-3.87,1.1,-1.385,0.29000000000000004,-1.385,Romain Langasque,Junghwan Lee,False
Niklas Norgaard,Pablo Larrazabal,Red,Green,Calm,Positioning,-0.66,-5.95,-3.305,-3.87,0.04,-1.915,-1.915,-3.305,Pablo Larrazabal,Niklas Norgaard,False
Clement Charmasson,Sam Bairstow,Yellow,Blue,Calm,Positioning,-2.28,2.57,0.14500000000000002,4.22,3.02,3.62,3.62,0.14500000000000002,Sam Bairstow,Sam Bairstow,True
Bernd Wiesberger,Brandon Stone,Orange,Green,Calm,Positioning,-1.68,0.47,-0.605,-3.87,1.1,-1.385,-0.605,-1.385,Bernd Wiesberger,Brandon Stone,False
Olihan Guillamoundeguy,Renato Paratore,Orange,Blue,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,0.27,3.12,1.695,1.695,-1.5299999999999998,Renato Paratore,Oihan Guillamoundeguy,False
Adrian Otaegui,Taehoon Ok,Pink,Blue,Calm,Positioning,0.46,-0.19,0.135,4.22,3.02,3.62,3.62,0.135,Taehoon Ok,push,False
Benjamin Follett-Smith,Nathan Kimsey,Green,Orange,Calm,Positioning,2.46,0.04,1.25,-1.68,0.47,-0.605,1.25,-0.605,Benjamin Follett-Smith,Benjamin Follett-Smith,True
Jayden Schaper,Adri Arnaus,Red,Yellow,Calm,Positioning,-0.66,-5.95,-3.305,-2.28,2.57,0.14500000000000002,0.14500000000000002,-3.305,Adri Arnaus,push,False
Tom Vaillant,Francesco Laporta,Orange,Orange,Calm,Positioning,-1.68,0.47,-0.605,-1.68,0.47,-0.605,-0.605,-0.605,TIE,push,
Antoine Rozner,Calum Hill,Orange,Orange,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-1.68,-1.38,-1.5299999999999998,-0.04499999999999993,-1.5299999999999998,Antoine Rozner,push,False
Marcus Armitage,Julien Guerrier,Purple,Blue,Calm,Positioning,0.91,-1.87,-0.48000000000000004,4.22,3.02,3.62,3.62,-0.48000000000000004,Julien Guerrier,Marcus Armitage,False
Andy Sullivan,Padraig Harrington,Purple,Yellow,Calm,Positioning,-3.49,0.98,-1.2550000000000001,4.2,-3.62,0.29000000000000004,0.29000000000000004,-1.2550000000000001,Padraig Harrington,Padraig Harrington,True
Frederic Lacroix,Jacques Kruyswijk,Yellow,Orange,Calm,Positioning,-2.28,2.57,0.14500000000000002,1.29,-1.38,-0.04499999999999993,0.14500000000000002,-0.04499999999999993,Frederic Lacroix,Frederic Lacroix,True
Sean Crocker,Tobias Jonson,Orange,Green,Calm,Positioning,-1.68,0.47,-0.605,-3.87,1.1,-1.385,-0.605,-1.385,Sean Crocker,Tobias Jonsson,False
Daniel van Tonder,Nacho Elvira,Yellow,Red,Calm,Positioning,4.2,-3.62,0.29000000000000004,-0.66,-5.95,-3.305,0.29000000000000004,-3.305,Daniel van Tonder,Nacho Elvira,False
Adam Blomme,Dylan Frittelli,Red,Blue,Calm,Positioning,-0.66,-5.95,-3.305,4.22,3.02,3.62,3.62,-3.305,Dylan Frittelli,Dylan Frittelli,True
Daniel Rodrigues,Matthew Jordan,Orange,Yellow,Calm,Positioning,1.29,-1.38,-0.04499999999999993,-2.28,2.57,0.14500000000000002,0.14500000000000002,-0.04499999999999993,Matthew Jordan,Daniel Rodrigues,False
Dan Bradbury,Marcus Kinhult,Purple,Red,Calm,Positioning,-3.49,0.98,-1.2550000000000001,-5.01,-5.95,-5.48,-1.2550000000000001,-5.48,Dan Bradbury,Dan Bradbury,True
Cameron Adam,Jason Scrivener,Yellow,Green,Calm,Positioning,4.2,-3.62,0.29000000000000004,-3.87,1.1,-1.385,0.29000000000000004,-1.385,Cameron Adam,Jason Scrivener,False
Todd Clements,Kiradech Aphibarnrat,Purple,Purple,Calm,Positioning,-3.49,0.98,-1.2550000000000001,0.91,-1.87,-0.48000000000000004,-0.48000000000000004,-1.2550000000000001,Kiradech Aphibarnrat,Todd Clements,False
Oliver Lindell,Guido Migliozzi,Purple,Purple,Calm,Positioning,-3.49,0.98,-1.2550000000000001,0.91,-1.87,-0.48000000000000004,-0.48000000000000004,-1.2550000000000001,Guido Migliozzi,Oliver Lindell,False
Sadom Kaewkanjana,Mikael Lindberg,Yellow,Blue,Calm,Positioning,-2.28,2.57,0.14500000000000002,4.22,3.12,3.67,3.67,0.14500000000000002,Mikael Lindberg,Mikael Lindberg,True
Hugo Townsend,Quentin Debove,Orange,Orange,Calm,Positioning,-1.68,0.47,-0.605,-1.68,0.47,-0.605,-0.605,-0.605,TIE,Quentin Debove,
Jesper Svensson,Rafa Cabrera Bello,Purple,Purple,Calm,Positioning,-3.49,0.98,-1.2550000000000001,-3.49,0.98,-1.2550000000000001,-1.2550000000000001,-1.2550000000000001,TIE,Rafa Cabrera Bello,
Johannes Veerman,Grant Forrest,Blue,Yellow,Calm,Positioning,4.22,3.12,3.67,4.2,-3.62,0.29000000000000004,3.67,0.29000000000000004,Johannes Veerman,Johannes Veerman,True
Gregorio De Leo,Hennie du Plessis,Green,Orange,Calm,Positioning,2.46,0.04,1.25,1.29,-1.38,-0.04499999999999993,1.25,-0.04499999999999993,Gregorio De Leo,Gregorio De Leo,True
Kazuma Kobori,Paul Waring,Pink,Blue,Calm,Positioning,0.46,-0.19,0.135,4.22,3.12,3.67,3.67,0.135,Paul Waring,Kazuma Kobori,False
David Micheluzzi,Jacob Olesen,Brown,Blue,Calm,Positioning,-0.19,0.88,0.345,4.22,3.02,3.62,3.62,0.345,Jacob Olesen,Jacob Skov Olesen,False
Kota Kaneko,Angel Ayora,Blue,Orange,Calm,Positioning,0.27,3.12,1.695,1.29,-1.38,-0.04499999999999993,1.695,-0.04499999999999993,Kota Kaneko,Angel Ayora,False
Ewen Ferguson,Matt Wallace,Purple,Red,Calm,Positioning,0.91,-1.87,-0.48000000000000004,-0.66,-5.95,-3.305,-0.48000000000000004,-3.305,Ewen Ferguson,push,False
Daniel Hillier,Richard Sterne,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,-2.28,2.57,0.14500000000000002,3.385,0.14500000000000002,Daniel Hillier,Daniel Hillier,True
Joakim Lagergren,Patrick Reed,Orange,Red,Calm,Positioning,-1.68,0.47,-0.605,-5.01,-5.95,-5.48,-0.605,-5.48,Joakim Lagergren,Patrick Reed,False
