condition,round_type,tithi,life_path,n,edge,roi,conf,mean_error
Moderate,Closing,12.0,5.0,60,6.666666666666665,3.6363636363636354,HIGH,-0.3814756122850001
Calm,Survival,27.0,2.0,115,-5.2173913043478235,-3.636363636363635,HIGH,0.10223970255652158
Calm,Open,18.0,8.0,143,-4.8951048951048985,-3.6269430051813494,HIGH,0.4648658790902097
Moderate,Survival,17.0,9.0,143,4.895104895104896,3.6269430051813476,HIGH,-0.21246241686363632
Moderate,Positioning,4.0,2.0,88,5.681818181818185,3.6231884057971033,HIGH,0.3287103939909091
Moderate,Open,27.0,9.0,282,4.255319148936174,3.6144578313253044,HIGH,0.00887682339574468
Calm,Closing,19.0,7.0,61,-6.55737704918033,-3.603603603603605,HIGH,0.531115645380328
Calm,Closing,25.0,1.0,61,-6.557377049180327,-3.6036036036036037,HIGH,0.1386363162459015
Calm,Open,20.0,7.0,117,5.128205128205127,3.592814371257484,HIGH,-0.06774492346666657
Tough,Survival,20.0,5.0,6,-33.333333333333336,-3.5714285714285716,WEAK,0.8663810217
Tough,Positioning,19.0,7.0,6,-33.333333333333336,-3.5714285714285716,WEAK,1.9291204158483328
Tough,Open,2.0,7.0,6,33.333333333333336,3.5714285714285716,WEAK,-0.561714262365
Tough,Open,13.0,6.0,6,33.333333333333336,3.5714285714285716,WEAK,-0.8395598879833334
Moderate,Positioning,13.0,5.0,62,6.451612903225806,3.5714285714285716,HIGH,0.05374013120645162
Calm,Survival,8.0,5.0,62,-6.451612903225806,-3.5714285714285716,HIGH,0.21216073406451608
Tough,Closing,13.0,4.0,6,-33.333333333333336,-3.5714285714285716,WEAK,3.159722514566667
Calm,Positioning,27.0,8.0,90,-5.555555555555555,-3.5714285714285716,HIGH,0.5191837796744442
Calm,Survival,15.0,7.0,6,-33.33333333333333,-3.5714285714285707,WEAK,4.003418243766666
Tough,Survival,29.0,6.0,6,-33.33333333333333,-3.5714285714285707,WEAK,0.92882545371
Tough,Open,8.0,7.0,6,-33.33333333333333,-3.5714285714285707,WEAK,1.3944379580333333
Tough,Positioning,26.0,2.0,6,33.33333333333333,3.5714285714285707,WEAK,-0.57107366784
Tough,Open,22.0,2.0,6,-33.33333333333333,-3.5714285714285707,WEAK,0.9601310217000002
Moderate,Open,1.0,3.0,6,-33.33333333333333,-3.5714285714285707,WEAK,1.7238307516333335
Tough,Closing,3.0,1.0,6,-33.33333333333333,-3.5714285714285707,WEAK,0.030992220119999914
Tough,Open,7.0,1.0,6,33.33333333333333,3.5714285714285707,WEAK,-0.5912006583366668
Moderate,Closing,30.0,7.0,6,-33.33333333333333,-3.5714285714285707,WEAK,2.4998953176
Tough,Closing,28.0,8.0,6,33.33333333333333,3.5714285714285707,WEAK,-0.8290654359666666
Moderate,Positioning,9.0,9.0,6,33.33333333333333,3.5714285714285707,WEAK,-0.4166415602666666
Tough,Survival,30.0,6.0,6,33.33333333333333,3.5714285714285707,WEAK,-0.9350129505599997
Tough,Survival,7.0,9.0,6,-33.33333333333333,-3.5714285714285707,WEAK,0.44653138193333325
Tough,Survival,12.0,4.0,6,33.33333333333333,3.5714285714285707,WEAK,-2.0132081782833335
Moderate,Closing,23.0,5.0,35,8.571428571428575,3.5294117647058836,HIGH,0.025553570162857333
Calm,Closing,12.0,4.0,121,4.958677685950414,3.5087719298245617,HIGH,-0.18197471991735545
Tough,Closing,12.0,5.0,7,-28.57142857142857,-3.5087719298245608,WEAK,1.731943631642857
Calm,Closing,7.0,7.0,7,-28.57142857142857,-3.5087719298245608,WEAK,1.3944609368285714
Calm,Survival,10.0,9.0,7,-28.57142857142857,-3.5087719298245608,WEAK,1.7881769972857142
Tough,Survival,6.0,1.0,7,-28.57142857142857,-3.5087719298245608,WEAK,1.9634400495000004
Tough,Positioning,7.0,9.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.8890324548285713
Moderate,Positioning,18.0,2.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.3070971818571429
Tough,Open,17.0,9.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.9695180745571432
Tough,Survival,16.0,3.0,7,28.57142857142857,3.5087719298245608,WEAK,-0.9946671118914285
Tough,Closing,27.0,9.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.1787506166285713
Tough,Open,23.0,5.0,7,-28.57142857142857,-3.5087719298245608,WEAK,0.24397846727428568
Moderate,Closing,6.0,3.0,7,-28.57142857142857,-3.5087719298245608,WEAK,0.5283534583142858
Tough,Positioning,23.0,5.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.7091803888054282
Tough,Survival,26.0,1.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.3644182592000005
Calm,Survival,17.0,2.0,7,-28.57142857142857,-3.5087719298245608,WEAK,1.4168916385285715
Tough,Closing,25.0,3.0,7,-28.57142857142857,-3.5087719298245608,WEAK,-0.2495407230617143
Tough,Survival,10.0,7.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.454831131744
Tough,Survival,19.0,8.0,7,28.57142857142857,3.5087719298245608,WEAK,-1.336102190435714
Moderate,Open,16.0,2.0,36,-8.333333333333334,-3.4883720930232562,HIGH,0.40929543670833357
Moderate,Positioning,23.0,3.0,151,-4.635761589403975,-3.482587064676618,HIGH,-0.13200180621788088
Moderate,Survival,17.0,8.0,181,4.41988950276243,3.4632034632034627,HIGH,0.2621419892723757
Moderate,Open,8.0,5.0,37,8.108108108108109,3.4482758620689657,HIGH,0.22844371747027026
Tough,Open,10.0,5.0,8,25.0,3.4482758620689653,WEAK,-1.1796985746625
Moderate,Closing,18.0,2.0,8,25.0,3.4482758620689653,WEAK,-1.164240039
Tough,Closing,21.0,6.0,8,-25.0,-3.4482758620689653,WEAK,0.22953524557137503
Tough,Survival,13.0,2.0,8,25.0,3.4482758620689653,WEAK,-0.4644455194325
Tough,Open,22.0,4.0,8,25.0,3.4482758620689653,WEAK,-0.8230475606700001
Tough,Open,3.0,1.0,8,-25.0,-3.4482758620689653,WEAK,0.030992220119999914
Tough,Survival,5.0,4.0,8,25.0,3.4482758620689653,WEAK,-1.66283097814375
Tough,Positioning,7.0,1.0,8,-25.0,-3.4482758620689653,WEAK,0.4204082140949999
Tough,Positioning,11.0,4.0,8,-25.0,-3.4482758620689653,WEAK,-0.9232621776199998
Moderate,Closing,21.0,5.0,8,25.0,3.4482758620689653,WEAK,0.07820035130000003
Tough,Closing,3.0,4.0,8,-25.0,-3.4482758620689653,WEAK,1.1477678308725001
Calm,Survival,1.0,3.0,8,25.0,3.4482758620689653,WEAK,-0.27510453580000005
Tough,Positioning,5.0,3.0,8,25.0,3.4482758620689653,WEAK,-1.0693642636225
Moderate,Closing,2.0,6.0,8,-25.0,-3.4482758620689653,WEAK,0.617875575875
Tough,Open,30.0,6.0,8,25.0,3.4482758620689653,WEAK,-1.08725805176
Moderate,Positioning,21.0,5.0,8,25.0,3.4482758620689653,WEAK,-1.1717996487
Calm,Open,1.0,8.0,8,25.0,3.4482758620689653,WEAK,-0.5697848912000001
Calm,Open,1.0,3.0,8,-25.0,-3.4482758620689653,WEAK,1.2248954641999998
Moderate,Positioning,30.0,7.0,8,25.0,3.4482758620689653,WEAK,-1.43530149895
Calm,Open,13.0,4.0,270,-4.074074074074077,-3.4375000000000027,HIGH,0.36828057682407395
Moderate,Survival,17.0,1.0,96,-5.208333333333334,-3.4246575342465757,HIGH,0.4951825849389582
Calm,Survival,14.0,1.0,68,-5.882352941176472,-3.389830508474577,HIGH,0.25610594630147077
Moderate,Closing,22.0,4.0,68,5.882352941176472,3.389830508474577,HIGH,0.1811338013691175
Tough,Open,16.0,9.0,9,22.22222222222222,3.3898305084745766,WEAK,-1.1336094983333334
Tough,Open,28.0,1.0,9,-22.22222222222222,-3.3898305084745766,WEAK,0.47141338162777774
Calm,Positioning,6.0,3.0,9,22.22222222222222,3.3898305084745766,WEAK,-0.43384345436666666
Moderate,Closing,24.0,1.0,9,22.22222222222222,3.3898305084745766,WEAK,-0.5768146217111111
Moderate,Open,9.0,8.0,69,-5.797101449275363,-3.361344537815127,HIGH,0.1254881398750724
Calm,Survival,25.0,1.0,100,5.000000000000002,3.3333333333333344,HIGH,-0.36544318446000007
Moderate,Open,28.0,1.0,100,-5.000000000000002,-3.3333333333333344,HIGH,0.232176986407
Tough,Open,11.0,6.0,10,-20.0,-3.333333333333333,WEAK,0.8746620538800001
Calm,Open,8.0,5.0,70,5.7142857142857135,3.333333333333333,HIGH,-0.0045835466285716175
Tough,Survival,29.0,8.0,10,20.0,3.333333333333333,WEAK,-0.6516032016239997
Calm,Positioning,6.0,7.0,10,-20.0,-3.333333333333333,WEAK,1.135891956
Tough,Positioning,15.0,1.0,10,20.0,3.333333333333333,WEAK,-0.39806441311600016
Moderate,Positioning,21.0,8.0,10,20.0,3.333333333333333,WEAK,-1.1131816822
Moderate,Positioning,4.0,4.0,10,20.0,3.333333333333333,WEAK,-0.29177051999799997
Moderate,Open,13.0,6.0,100,4.999999999999999,3.3333333333333326,HIGH,0.10448628187600006
Calm,Survival,29.0,8.0,131,-4.5801526717557275,-3.314917127071825,HIGH,0.36640364533740466
Moderate,Closing,5.0,2.0,101,-4.95049504950495,-3.3112582781456945,HIGH,0.31805979822970293
Moderate,Open,17.0,8.0,192,4.166666666666669,3.305785123966944,HIGH,0.05773933864635413
Moderate,Closing,2.0,7.0,41,7.3170731707317085,3.2967032967032974,HIGH,-0.10662793411219515
Calm,Survival,2.0,6.0,41,-7.317073170731706,-3.296703296703296,HIGH,0.09870943294556091
Moderate,Closing,20.0,7.0,41,7.317073170731706,3.296703296703296,HIGH,-0.13429243072439004
Calm,Closing,17.0,8.0,193,4.145077720207254,3.2921810699588483,HIGH,-0.23352451454507775
Calm,Closing,27.0,7.0,11,-18.181818181818183,-3.2786885245901645,WEAK,0.9177791552363637
Moderate,Positioning,19.0,6.0,11,18.181818181818183,3.2786885245901645,WEAK,-0.8998855838636363
Tough,Positioning,28.0,1.0,11,-18.181818181818183,-3.2786885245901645,WEAK,0.04304483234999996
Calm,Survival,8.0,6.0,11,-18.181818181818183,-3.2786885245901645,WEAK,1.408822256272727
Moderate,Closing,8.0,2.0,11,18.181818181818183,3.2786885245901645,WEAK,-0.33418012237272726
Calm,Closing,22.0,6.0,42,7.142857142857142,3.2608695652173907,HIGH,-0.27476349968095237
Moderate,Positioning,17.0,9.0,73,-5.47945205479452,-3.252032520325203,HIGH,0.5383007825452056
Calm,Survival,26.0,2.0,73,-5.47945205479452,-3.252032520325203,HIGH,0.04025109699315071
Tough,Survival,20.0,6.0,12,-16.666666666666668,-3.2258064516129035,WEAK,-0.06054715922583339
Calm,Positioning,11.0,7.0,74,5.405405405405405,3.2258064516129035,HIGH,-0.21347171715135138
Moderate,Positioning,9.0,6.0,12,16.666666666666668,3.2258064516129035,WEAK,-0.9729539793333336
Calm,Positioning,19.0,6.0,12,-16.666666666666668,-3.2258064516129035,WEAK,-0.2618219287033335
Tough,Positioning,26.0,9.0,12,-16.666666666666668,-3.2258064516129035,WEAK,0.04435638846333339
Tough,Open,25.0,2.0,12,16.666666666666668,3.2258064516129035,WEAK,-0.1726186928608333
Moderate,Survival,14.0,2.0,105,-4.761904761904762,-3.225806451612903,HIGH,0.3243882892335238
Moderate,Survival,4.0,9.0,12,-16.666666666666664,-3.2258064516129026,WEAK,1.49966181239
Moderate,Positioning,7.0,7.0,12,-16.666666666666664,-3.2258064516129026,WEAK,0.49510311285833336
Tough,Positioning,21.0,7.0,12,16.666666666666664,3.2258064516129026,WEAK,-0.9436370163333333
Tough,Positioning,30.0,6.0,12,16.666666666666664,3.2258064516129026,WEAK,-0.9125776577066665
Moderate,Open,18.0,6.0,12,16.666666666666664,3.2258064516129026,WEAK,-0.2764232267000001
Tough,Survival,25.0,2.0,12,-16.666666666666664,-3.2258064516129026,WEAK,-0.03978237070166659
Calm,Closing,1.0,6.0,43,-6.97674418604651,-3.225806451612902,HIGH,-0.023092015451162747
Calm,Open,22.0,6.0,74,-5.405405405405403,-3.2258064516129017,HIGH,0.6108690412594594
Moderate,Closing,16.0,3.0,44,6.8181818181818175,3.1914893617021276,HIGH,-0.05924848660169319
Calm,Survival,25.0,9.0,44,6.818181818181815,3.1914893617021263,HIGH,-0.8813738423636366
Moderate,Open,29.0,7.0,107,4.672897196261683,3.184713375796179,HIGH,0.3748027211828038
Tough,Survival,8.0,7.0,13,-15.384615384615385,-3.1746031746031744,WEAK,-0.08664874968307688
Calm,Closing,9.0,8.0,45,-6.666666666666665,-3.1578947368421044,HIGH,-0.1328495535711112
Calm,Positioning,25.0,3.0,205,-3.9024390243902447,-3.137254901960785,HIGH,0.19007044067356102
Tough,Positioning,27.0,1.0,14,14.285714285714285,3.125,WEAK,-0.661366266509
Calm,Open,28.0,6.0,14,-14.285714285714285,-3.125,WEAK,2.052700644657143
Tough,Survival,5.0,3.0,14,-14.285714285714285,-3.125,WEAK,0.14542386119642853
Tough,Open,8.0,1.0,14,14.285714285714285,3.125,WEAK,-0.715221822945714
Calm,Closing,24.0,5.0,14,-14.285714285714285,-3.125,WEAK,0.35689633771428586
Tough,Positioning,8.0,1.0,14,-14.285714285714285,-3.125,WEAK,1.3208899792607143
Tough,Survival,15.0,2.0,14,-14.285714285714285,-3.125,WEAK,0.15200291597
Calm,Closing,29.0,9.0,14,14.285714285714285,3.125,WEAK,-0.5338852256428572
Tough,Positioning,21.0,6.0,14,14.285714285714285,3.125,WEAK,-0.3538336101805001
Moderate,Survival,19.0,6.0,46,6.521739130434778,3.124999999999998,HIGH,0.47560848728260885
Calm,Closing,27.0,8.0,79,-5.063291139240508,-3.1007751937984507,HIGH,0.3683212131556959
Calm,Positioning,7.0,2.0,47,-6.382978723404253,-3.0927835051546384,HIGH,-1.5095361124425524
Moderate,Open,14.0,3.0,112,-4.464285714285715,-3.08641975308642,HIGH,0.43849541692732136
Calm,Survival,25.0,3.0,242,-3.719008264462814,-3.0821917808219212,HIGH,0.4791223116395869
Moderate,Survival,11.0,7.0,80,4.999999999999999,3.0769230769230766,HIGH,-0.38598628972
Moderate,Closing,11.0,7.0,48,-6.25,-3.061224489795918,HIGH,0.3230793127791667
Moderate,Survival,27.0,9.0,278,3.597122302158273,3.0487804878048776,HIGH,-0.03539210989100716
Moderate,Open,18.0,9.0,49,-6.122448979591838,-3.030303030303031,HIGH,0.32883545333469383
Moderate,Closing,7.0,7.0,16,-12.5,-3.0303030303030303,EXPLORATORY,1.099269779525
Moderate,Open,6.0,3.0,16,-12.5,-3.0303030303030303,EXPLORATORY,0.5551391726
Moderate,Survival,10.0,5.0,116,4.31034482758621,3.0120481927710867,HIGH,-0.37867512205448284
Calm,Survival,26.0,1.0,116,-4.31034482758621,-3.0120481927710867,HIGH,0.29711935505198267
Calm,Positioning,14.0,1.0,83,4.81927710843374,3.007518796992484,HIGH,0.1705599946385544
Calm,Survival,28.0,7.0,83,-4.819277108433734,-3.0075187969924806,HIGH,0.6058247295638552
Moderate,Closing,26.0,3.0,50,-6.0,-3.0,HIGH,0.6063582319944
Moderate,Survival,9.0,5.0,50,-6.0,-3.0,HIGH,-0.04996204829800016
Moderate,Open,22.0,6.0,50,-6.0,-3.0,HIGH,0.20435921828600004
Moderate,Open,6.0,2.0,184,-3.8043478260869596,-2.9914529914529937,HIGH,0.14499348057554345
Moderate,Closing,18.0,7.0,17,-11.764705882352944,-2.9850746268656723,EXPLORATORY,0.8757676647047912
Tough,Positioning,16.0,3.0,17,11.76470588235294,2.9850746268656714,EXPLORATORY,-0.5079227814682353
Moderate,Positioning,28.0,8.0,85,4.705882352941179,2.962962962962965,HIGH,-0.024810348440235372
Calm,Survival,13.0,4.0,221,-3.6199095022624443,-2.9520295202952034,HIGH,0.2610434763755655
Calm,Survival,17.0,8.0,256,-3.515625,-2.9411764705882355,HIGH,0.4545620702257812
Moderate,Closing,5.0,9.0,18,-11.111111111111112,-2.9411764705882355,EXPLORATORY,-0.43877681744444436
Moderate,Positioning,8.0,1.0,120,4.166666666666666,2.941176470588235,HIGH,-0.25099964244
Tough,Survival,8.0,1.0,18,-11.11111111111111,-2.941176470588235,EXPLORATORY,-0.5611890930922222
Moderate,Positioning,23.0,6.0,18,-11.11111111111111,-2.941176470588235,EXPLORATORY,-0.10899962977777809
Calm,Open,7.0,1.0,154,-3.8961038961038947,-2.941176470588234,HIGH,-0.37666999693571424
Calm,Survival,2.0,7.0,121,-4.132231404958678,-2.923976608187135,HIGH,-0.06541748542148784
Calm,Open,3.0,6.0,122,-4.098360655737704,-2.906976744186046,HIGH,0.2850510238696722
Tough,Open,26.0,9.0,19,-10.526315789473683,-2.8985507246376807,EXPLORATORY,1.2736401785573686
Calm,Survival,1.0,7.0,89,4.49438202247191,2.877697841726619,HIGH,-0.1941984343932583
Calm,Open,23.0,5.0,125,-4.0000000000000036,-2.85714285714286,HIGH,0.23367434948880014
Calm,Survival,18.0,7.0,55,-5.454545454545457,-2.8571428571428585,HIGH,0.3475952703799999
Moderate,Open,1.0,5.0,90,-4.4444444444444455,-2.857142857142858,HIGH,0.5917467079244444
Moderate,Open,27.0,7.0,20,-10.000000000000004,-2.857142857142858,EXPLORATORY,0.9727353927999998
Moderate,Open,21.0,5.0,20,10.000000000000004,2.857142857142858,EXPLORATORY,0.16943926945999993
Calm,Positioning,21.0,5.0,20,10.0,2.8571428571428568,EXPLORATORY,-0.2932808939999999
Moderate,Open,23.0,5.0,55,5.454545454545453,2.8571428571428568,HIGH,-0.23184930961272726
Moderate,Survival,15.0,9.0,20,-10.0,-2.8571428571428568,EXPLORATORY,0.27616258009999994
Moderate,Closing,24.0,4.0,20,10.0,2.8571428571428568,EXPLORATORY,-0.899566085
Moderate,Positioning,22.0,6.0,20,-10.0,-2.8571428571428568,EXPLORATORY,1.013926673325
Calm,Closing,21.0,5.0,20,-9.999999999999998,-2.8571428571428563,EXPLORATORY,1.3067191059999996
Calm,Open,9.0,8.0,90,-4.444444444444443,-2.8571428571428563,HIGH,-0.2566895436344446
Moderate,Open,13.0,3.0,55,-5.454545454545451,-2.8571428571428554,HIGH,-0.10915720981090919
Moderate,Survival,28.0,7.0,56,5.357142857142858,2.8301886792452833,HIGH,-0.015903525978571427
Moderate,Open,4.0,3.0,21,9.523809523809524,2.816901408450704,EXPLORATORY,-0.03722450944285726
Moderate,Positioning,2.0,4.0,21,9.523809523809524,2.816901408450704,EXPLORATORY,0.11534560664285719
Moderate,Survival,2.0,4.0,58,-5.17241379310345,-2.777777777777779,HIGH,0.3544020673724138
Moderate,Open,23.0,4.0,58,-5.1724137931034475,-2.7777777777777777,HIGH,0.6083307908310344
Calm,Survival,18.0,8.0,131,-3.816793893129769,-2.762430939226518,HIGH,0.5682871286526718
Moderate,Survival,19.0,1.0,59,-5.084745762711865,-2.7522935779816518,HIGH,0.4788574739171187
Calm,Closing,5.0,2.0,168,3.57142857142857,2.7522935779816504,HIGH,-0.14468567808928579
Moderate,Closing,11.0,5.0,60,-4.999999999999999,-2.7272727272727266,HIGH,0.37227826883666687
Moderate,Open,2.0,4.0,60,4.999999999999999,2.7272727272727266,HIGH,-0.08925514676999997
Moderate,Positioning,29.0,6.0,24,8.333333333333334,2.702702702702703,EXPLORATORY,-0.06642836959583347
Calm,Closing,15.0,9.0,24,-8.333333333333334,-2.702702702702703,EXPLORATORY,0.6450926950000001
Calm,Positioning,13.0,5.0,98,-4.081632653061224,-2.702702702702702,HIGH,0.03128504384897963
Moderate,Closing,27.0,9.0,136,3.676470588235298,2.6881720430107556,HIGH,-0.2545216347507353
Calm,Open,10.0,7.0,212,-3.3018867924528292,-2.671755725190839,HIGH,0.5460479661691507
Moderate,Open,14.0,4.0,25,8.000000000000002,2.666666666666667,EXPLORATORY,-0.4430460091
Calm,Positioning,2.0,3.0,25,-8.000000000000002,-2.666666666666667,EXPLORATORY,0.4331434161000001
Moderate,Positioning,20.0,5.0,25,-7.9999999999999964,-2.666666666666665,EXPLORATORY,0.40394234489999986
Moderate,Open,23.0,6.0,25,-7.9999999999999964,-2.666666666666665,EXPLORATORY,0.008778147999999888
Calm,Positioning,8.0,7.0,138,3.6231884057971007,2.659574468085106,HIGH,0.06904006981884078
Moderate,Closing,25.0,3.0,101,3.9603960396039612,2.649006622516557,HIGH,-0.25439097066534655
Moderate,Survival,2.0,6.0,26,7.6923076923076925,2.6315789473684212,EXPLORATORY,-0.27195097045000005
Moderate,Closing,14.0,3.0,64,-4.6875,-2.631578947368421,HIGH,0.00738729721124981
Moderate,Survival,27.0,7.0,26,7.69230769230769,2.6315789473684204,EXPLORATORY,0.5073507774153848
Moderate,Closing,23.0,3.0,179,-3.351955307262572,-2.6200873362445436,HIGH,0.07468272733016754
Calm,Positioning,27.0,9.0,332,-3.0120481927710827,-2.6178010471204174,HIGH,-0.023643144149096268
Calm,Positioning,19.0,9.0,65,-4.615384615384616,-2.608695652173913,HIGH,0.26303440199999994
Calm,Survival,16.0,2.0,65,4.615384615384616,2.608695652173913,HIGH,0.4479118014184616
Calm,Survival,9.0,9.0,27,-7.4074074074074066,-2.597402597402597,EXPLORATORY,0.3136438540259259
Calm,Closing,17.0,9.0,144,3.472222222222221,2.5773195876288653,HIGH,0.017378811779166718
Calm,Positioning,1.0,7.0,67,-4.477611940298506,-2.564102564102563,HIGH,0.171474495955224
Moderate,Open,14.0,1.0,67,4.477611940298506,2.564102564102563,HIGH,0.4215503388523881
Calm,Closing,19.0,9.0,67,4.477611940298506,2.564102564102563,HIGH,-0.17610519626865673
Moderate,Closing,20.0,5.0,29,6.896551724137931,2.531645569620253,EXPLORATORY,0.08118372421034492
Moderate,Closing,22.0,2.0,29,6.896551724137928,2.531645569620252,EXPLORATORY,0.7303992816000004
Moderate,Positioning,10.0,8.0,30,-6.666666666666665,-2.4999999999999996,HIGH,0.26934010673333336
Calm,Open,29.0,7.0,190,-3.157894736842104,-2.4999999999999987,HIGH,0.14747283956210525
Moderate,Survival,13.0,5.0,151,-3.3112582781456954,-2.4875621890547266,HIGH,0.18777925240264903
Calm,Survival,10.0,6.0,71,-4.225352112676056,-2.479338842975207,HIGH,0.7273917196042254
Moderate,Closing,15.0,4.0,71,-4.225352112676056,-2.479338842975207,HIGH,-0.06559742797042253
Calm,Closing,6.0,9.0,31,6.451612903225806,2.4691358024691357,HIGH,-0.20891269980645163
Calm,Positioning,18.0,9.0,31,6.451612903225806,2.4691358024691357,HIGH,-0.13243012309677424
Moderate,Positioning,15.0,2.0,72,4.1666666666666625,2.4590163934426204,HIGH,0.371398750748611
Moderate,Survival,28.0,9.0,32,6.25,2.4390243902439024,HIGH,-0.45583440652499996
Moderate,Open,17.0,9.0,157,-3.1847133757961776,-2.4154589371980673,HIGH,0.23788083855987263
Moderate,Survival,12.0,7.0,33,-6.0606060606060606,-2.4096385542168677,HIGH,-0.17170653554848472
Moderate,Closing,19.0,1.0,33,-6.0606060606060606,-2.4096385542168677,HIGH,-0.1778032881030303
Calm,Positioning,5.0,4.0,75,-4.0000000000000036,-2.400000000000002,HIGH,0.1286635420799999
Moderate,Survival,23.0,4.0,75,-4.000000000000001,-2.4000000000000004,HIGH,0.12324311955359998
Calm,Survival,2.0,4.0,76,3.9473684210526354,2.380952380952383,HIGH,-1.0148116454921052
Calm,Positioning,14.0,3.0,118,3.3898305084745783,2.3809523809523823,HIGH,-0.11839171309322011
Moderate,Closing,23.0,4.0,34,5.882352941176472,2.3809523809523814,HIGH,0.5161603950870587
Moderate,Positioning,22.0,4.0,76,3.9473684210526327,2.3809523809523814,HIGH,-0.2606587538802633
Moderate,Positioning,14.0,2.0,34,-5.882352941176469,-2.3809523809523805,HIGH,0.8207625519235293
Calm,Closing,27.0,2.0,77,3.8961038961038974,2.36220472440945,HIGH,-0.24630036772727293
Calm,Closing,18.0,9.0,35,5.714285714285711,2.3529411764705865,HIGH,0.1513800332457143
Moderate,Open,4.0,4.0,36,-5.555555555555558,-2.3255813953488382,HIGH,0.7424169704833337
Calm,Positioning,8.0,8.0,122,3.278688524590165,2.3255813953488382,HIGH,0.11814852874590162
Moderate,Positioning,7.0,1.0,36,-5.555555555555558,-2.3255813953488382,HIGH,0.8204521608277777
Calm,Open,7.0,7.0,36,5.555555555555555,2.3255813953488373,HIGH,0.3068593177999999
Calm,Survival,6.0,9.0,36,-5.555555555555553,-2.325581395348836,HIGH,0.3542291211305554
Moderate,Survival,13.0,2.0,82,-3.6585365853658542,-2.272727272727273,HIGH,-0.38774473257682945
Calm,Survival,15.0,2.0,214,-2.803738317757007,-2.2727272727272707,HIGH,0.011818862042523345
Calm,Open,24.0,3.0,261,-2.6819923371647514,-2.250803858520901,HIGH,0.048343412339080405
Moderate,Positioning,3.0,3.0,39,5.128205128205132,2.247191011235957,HIGH,-0.37003559004102554
Moderate,Survival,20.0,5.0,39,5.1282051282051295,2.2471910112359557,HIGH,-0.0001602192025640694
Calm,Survival,11.0,6.0,220,-2.7272727272727284,-2.222222222222223,HIGH,0.17894680527136383
Moderate,Positioning,9.0,8.0,40,5.000000000000002,2.2222222222222228,HIGH,0.237658301558
Moderate,Positioning,23.0,1.0,40,4.999999999999999,2.222222222222222,HIGH,0.3119673390999999
Moderate,Closing,14.0,1.0,40,4.999999999999999,2.222222222222222,HIGH,-0.020308269999999906
Calm,Open,3.0,4.0,178,-2.8089887640449422,-2.1929824561403497,HIGH,0.4680908965348314
Calm,Closing,15.0,3.0,133,-3.007518796992481,-2.1857923497267757,HIGH,-0.26521058607368425
Moderate,Survival,6.0,1.0,88,-3.409090909090912,-2.1739130434782625,HIGH,0.2427673621159091
Moderate,Survival,5.0,9.0,42,-4.761904761904762,-2.1739130434782608,HIGH,-0.16099903966666657
Moderate,Survival,19.0,8.0,42,-4.761904761904762,-2.1739130434782608,HIGH,0.37379408849285717
Moderate,Positioning,10.0,7.0,88,-3.4090909090909087,-2.1739130434782603,HIGH,0.039610441822045456
Moderate,Positioning,26.0,9.0,134,2.985074626865669,2.173913043478259,HIGH,0.18211203305746268
Calm,Open,26.0,2.0,89,3.3707865168539324,2.158273381294964,HIGH,-0.23998741770224716
Moderate,Positioning,24.0,3.0,89,-3.3707865168539324,-2.158273381294964,HIGH,0.42312447714943807
Calm,Closing,23.0,3.0,276,2.536231884057971,2.147239263803681,HIGH,-0.3166539985025361
Calm,Closing,12.0,7.0,44,4.545454545454547,2.127659574468086,HIGH,-0.6155959289999999
Moderate,Survival,26.0,9.0,185,-2.7027027027027026,-2.127659574468085,HIGH,0.1660742666502704
Calm,Closing,3.0,6.0,44,-4.545454545454544,-2.1276595744680846,HIGH,-0.06594747212727277
Moderate,Open,25.0,9.0,45,4.444444444444443,2.105263157894736,HIGH,0.18394135034444462
Calm,Open,26.0,1.0,140,-2.8571428571428523,-2.105263157894733,HIGH,0.11924514653449987
Calm,Positioning,12.0,4.0,141,2.8368794326241122,2.094240837696334,HIGH,-0.009079295042553252
Calm,Survival,6.0,2.0,238,-2.5210084033613467,-2.083333333333335,HIGH,0.3105737063386555
Moderate,Positioning,27.0,1.0,46,-4.347826086956524,-2.0833333333333344,HIGH,0.2646731256456521
Calm,Survival,12.0,7.0,46,-4.347826086956519,-2.083333333333332,HIGH,-0.2134220159565214
Moderate,Closing,27.0,8.0,46,-4.347826086956519,-2.083333333333332,HIGH,-0.21239479059130453
Calm,Closing,9.0,5.0,47,-4.255319148936171,-2.061855670103093,HIGH,0.3014897677319149
Moderate,Open,21.0,6.0,96,3.125,2.054794520547945,HIGH,-0.0022767162531250515
Calm,Positioning,3.0,6.0,49,-4.081632653061224,-2.02020202020202,HIGH,0.2520766712142856
Moderate,Survival,28.0,1.0,99,-3.0303030303030276,-2.0134228187919447,HIGH,-0.5007307623575759
Moderate,Survival,26.0,1.0,101,-2.970297029702973,-1.986754966887419,HIGH,0.024678133106930733
