player_a,player_b,condition,round_type,prediction,actual_winner,gap,score_a,score_b,result,correct
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Open,SKIP,Sebastian Garcia Rodriguez,-3.0,-3.0,0.0,SKIP,
Cameron Adam,Matthew Baldwin,Calm,Open,SKIP,Matthew Baldwin,-3.0,-3.0,0.0,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Open,SKIP,Jason Scrivener,-5.7,-5.7,0.0,SKIP,
Niklas Lemke,Ivan Cantero Gutierrez,Calm,Open,SKIP,Ivan Cantero Gutierrez,-4.2,-4.2,0.0,SKIP,
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,SKIP,Shubhankar Sharma,-4.2,-4.2,0.0,SKIP,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,SKIP,Rocco Repetto Taylor,-4.2,-4.2,0.0,SKIP,
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,SKIP,Rafa Cabrera Bello,-5.7,-5.7,0.0,SKIP,
Adrian Otaegui,Dylan Frittelli,Calm,Open,Dylan Frittelli,Push,-6.8,-6.8,0.0,PUSH,
Jordan Gumberg,David Law,Calm,Open,SKIP,Jordan Gumberg,-4.9,-4.9,0.0,SKIP,
Tom Vaillant,Kazuma Kobori,Calm,Open,Kazuma Kobori,Push,-6.1,-6.1,0.0,PUSH,
Aaron Cockerill,Stefano Mazzoli,Calm,Open,Stefano Mazzoli,Aaron Cockerill,-8.3,-8.3,0.0,LOSS,False
Matt Killeen,Adri Arnaus,Calm,Open,SKIP,Adri Arnaus,-4.1,-4.1,0.0,SKIP,
Jack Senior,Felix Mory,Calm,Open,SKIP,Jack Senior,-4.2,-4.2,0.0,SKIP,
Maximilian Steinlechner,Joshua Berry,Calm,Open,SKIP,Maximilian Steinlechner,-4.2,-4.2,0.0,SKIP,
Nathan Kimsey,Niklas Norgaard,Calm,Open,SKIP,Nathan Kimsey,1.2,1.2,0.0,SKIP,
Angel Ayora,Oliver Lindell,Calm,Open,SKIP,Oliver Lindell,-4.2,-4.2,0.0,SKIP,
Jorge Campillo,Adrian Otaegui,Calm,Open,SKIP,Jorge Campillo,-5.7,-5.7,0.0,SKIP,
Thriston Lawrence,Frederic Lacroix,Calm,Open,SKIP,Thriston Lawrence,-5.7,-5.7,0.0,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Open,SKIP,Wenyi Ding,-4.2,-4.2,0.0,SKIP,
Mikael Lindberg,Martin Couvra,Calm,Open,Martin Couvra,Martin Couvra,-8.3,-8.3,0.0,WIN,True
Grant Forrest,Dan Bradbury,Calm,Open,SKIP,Dan Bradbury,-3.0,-3.0,0.0,SKIP,
Joost Luiten,Sean Crocker,Calm,Open,Sean Crocker,Joost Luiten,-11.7,-11.7,0.0,LOSS,False
Jose Luis Ballester,Sergio Garcia,Calm,Open,Sergio Garcia,Sergio Garcia,-6.8,-6.8,0.0,WIN,True
Bryson DeChambeau,Joaquin Niemann,Calm,Open,Joaquin Niemann,Bryson DeChambeau,-7.4,-7.4,0.0,LOSS,False
Talor Gooch,Dustin Johnson,Calm,Open,SKIP,Talor Gooch,-4.1,-4.1,0.0,SKIP,
Tyrrell Hatton,Thomas Pieters,Calm,Open,SKIP,Thomas Pieters,-4.5,-4.5,0.0,SKIP,
Marc Leishman,Louis Oosthuizen,Calm,Open,Louis Oosthuizen,Louis Oosthuizen,-6.8,-6.8,0.0,WIN,True
Sebastian Munoz,Thomas Detry,Calm,Open,Thomas Detry,Thomas Detry,-6.8,-6.8,0.0,WIN,True
Carlos Ortiz,Tom McKibbin,Calm,Open,SKIP,Carlos Ortiz,-4.1,-4.1,0.0,SKIP,
David Puig,Dean Burmester,Calm,Open,SKIP,David Puig,-4.1,-4.1,0.0,SKIP,
Cameron Smith,Lucas Herbert,Calm,Open,Lucas Herbert,Cameron Smith,-6.8,-6.8,0.0,LOSS,False
Elvis Smylie,Branden Grace,Calm,Open,Branden Grace,Branden Grace,-8.3,-8.3,0.0,WIN,True
Caleb Surratt,Richard T. Lee,Calm,Open,SKIP,Push,-4.2,-4.2,0.0,PUSH,
Ricky Castillo,Alex Smalley,Calm,Open,SKIP,Push,-4.5,-4.5,0.0,PUSH,
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,SKIP,Christiann Bezuidenhout,-4.2,-4.2,0.0,SKIP,
Matt Wallace,Matti Schmid,Calm,Open,Matti Schmid,Push,-6.1,-6.1,0.0,PUSH,
Keegan Bradley,Aaron Rai,Calm,Open,Aaron Rai,Aaron Rai,-10.7,-10.7,0.0,WIN,True
Patrick Cantlay,Corey Conners,Calm,Open,Corey Conners,Corey Conners,-8.3,-8.3,0.0,WIN,True
Brooks Koepka,J.J. Spaun,Calm,Open,SKIP,Brooks Koepka,-4.5,-4.5,0.0,SKIP,
Xander Schauffele,Viktor Hovland,Calm,Open,Viktor Hovland,Xander Schauffele,-6.8,-6.8,0.0,LOSS,False
Davis Thompson,Matt McCarty,Calm,Open,SKIP,Davis Thompson,-4.2,-4.2,0.0,SKIP,
Eric Cole,Kevin Roy,Calm,Open,SKIP,Push,-4.2,-4.2,0.0,PUSH,
Doug Ghim,Austin Eckroat,Calm,Open,SKIP,Doug Ghim,-5.7,-5.7,0.0,SKIP,
Jordan Spieth,Rasmus Hojgaard,Calm,Open,Rasmus Hojgaard,Jordan Spieth,-8.3,-8.3,0.0,LOSS,False
Bud Cauley,Michael Kim,Calm,Open,SKIP,Bud Cauley,-4.5,-4.5,0.0,SKIP,
Nicolai Hojgaard,Sahith Theegala,Calm,Open,SKIP,Nicolai Hojgaard,-4.5,-4.5,0.0,SKIP,
Jacob Bridgeman,Justin Thomas,Calm,Open,Justin Thomas,Jacob Bridgeman,-9.7,-9.7,0.0,LOSS,False
Ben Griffin,Wyndham Clark,Calm,Open,SKIP,Push,-5.7,-5.7,0.0,PUSH,
Tony Finau,Jordan Smith,Calm,Open,SKIP,Push,-0.2,-0.2,0.0,PUSH,
