player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Antoine Rozner,Marcus Armitage,Moderate,Open,-6.2492659494503435,0.0,-6.2492659494503435,SKIP,Blue,nan,25,25,75,75,25-50,25-50,75-100,75-100,-4.6321525885558605,0.0,-7.866379310344826,0.0
Xander Schauffele,Viktor Hovland,Calm,Open,-6.119999625799575,0.0,-6.119999625799575,SKIP,Blue,nan,25,25,50,25,25-50,25-50,50-75,25-50,-7.372942018611314,0.0,-4.867057232987835,0.0
Daniel Berger,Alex Noren,Calm,Open,-6.119999625799575,0.0,-6.119999625799575,SKIP,Blue,nan,25,50,50,75,25-50,50-75,50-75,75-100,-7.372942018611314,0.0,-4.867057232987835,0.0
Collin Morikawa,Justin Rose,Calm,Open,-6.119999625799575,0.0,-6.119999625799575,SKIP,Blue,nan,25,25,50,75,25-50,25-50,50-75,75-100,-7.372942018611314,0.0,-4.867057232987835,0.0
Adrian Otaegui,Dylan Frittelli,Calm,Open,-6.119999625799575,0.0,-6.119999625799575,SKIP,Blue,nan,25,25,50,50,25-50,25-50,50-75,50-75,-7.372942018611314,0.0,-4.867057232987835,0.0
Talor Gooch,Dustin Johnson,Calm,Open,-6.119999625799575,0.0,-6.119999625799575,SKIP,Blue,nan,25,75,50,50,25-50,75-100,50-75,50-75,-7.372942018611314,0.0,-4.867057232987835,0.0
Ben Griffin,Jake Knapp,Tough,Closing,-11.06264869151467,-17.170918943328065,6.108270251813394,SKIP,Blue,Purple,50,50,75,50,50-75,50-75,75-100,50-75,-14.43298969072165,-20.388349514563107,-7.692307692307693,-13.953488372093023
Jayden Schaper,Thriston Lawrence,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Oliver Lindell,Charl Schwartzel,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Jorge Campillo,Martin Couvra,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,25,50-75,50-75,50-75,25-50,-5.978538579458352,0.0,-6.228049637087334,0.0
Ewen Ferguson,Matthew Jordan,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Rasmus Neergaard-Petersen,Alex Smalley,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,25,50-75,50-75,50-75,25-50,-5.978538579458352,0.0,-6.228049637087334,0.0
Nicolai Hojgaard,Sahith Theegala,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,75,50-75,50-75,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Guido Migliozzi,Freddy Schott,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Jacob Bridgeman,Chris Gotterup,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Rickie Fowler,Michael Kim,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Zander Lombard,Daniel Van Tonder,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Thomas Pieters,Anthony Kim,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,50,50-75,25-50,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Thriston Lawrence,Frederic Lacroix,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Thriston Lawrence,Zhao Jin,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
John Parry,Tom Kim,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Marcus Armitage,Alejandro Del Rey,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Caleb Surratt,Richard T. Lee,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Daniel Berger,Michael Thorbjornsen,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Christiaan Bezuidenhout,Haotong Li,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
J.T. Poston,Keith Mitchell,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Jordan Smith,Rico Hoey,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Jack Senior,Felix Mory,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,50,50-75,25-50,50-75,50-75,-5.978538579458352,0.0,-6.228049637087334,0.0
Angel Ayora,Oliver Lindell,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Marcus Armitage,Jason Scrivener,Calm,Open,-6.103294108272843,0.0,-6.103294108272843,SKIP,Yellow,nan,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,0.0,-6.228049637087334,0.0
Cameron Smith,Lucas Herbert,Calm,Open,-6.0870416498972055,0.0,-6.0870416498972055,SKIP,Purple,nan,75,25,75,50,75-100,25-50,75-100,50-75,-10.067114093959727,0.0,-2.1069692058346843,0.0
Akshay Bhatia,Shane Lowry,Tough,Closing,-17.118660196022457,-11.09956546382014,-6.019094732202317,SKIP,Yellow,Purple,50,25,50,75,50-75,25-50,50-75,75-100,-20.79646017699115,-4.477611940298508,-13.440860215053764,-17.72151898734177
Brian Harman,Akshay Bhatia,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Davis Thompson,Matt McCarty,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,75,50,50,25-50,75-100,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Thriston Lawrence,Casey Jarvis,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,50,50,75,25-50,50-75,50-75,75-100,-5.797845048742943,0.0,-6.228049637087334,0.0
Jordan Spieth,Rasmus Hojgaard,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Eric Cole,Kevin Roy,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Si Woo Kim,Bud Cauley,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,75,50,75,25-50,75-100,50-75,75-100,-5.797845048742943,0.0,-6.228049637087334,0.0
Cameron Young,Sepp Straka,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Scottie Scheffler,Russell Henley,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Jordan Spieth,Sam Stevens,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Brooks Koepka,J.J. Spaun,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Abraham Ancer,Carlos Ortiz,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,25,50,75,25-50,25-50,50-75,75-100,-5.797845048742943,0.0,-6.228049637087334,0.0
J.J. Spaun,Nick Taylor,Calm,Open,-6.0129473429151385,0.0,-6.0129473429151385,SKIP,Yellow,nan,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,0.0,-6.228049637087334,0.0
Maverick McNealy,Adam Scott,Tough,Closing,-11.06264869151467,-16.925232709438497,5.862584017923826,SKIP,Blue,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-14.43298969072165,-14.43298969072165,-7.692307692307693,-19.417475728155345
Shane Lowry,Adam Scott,Tough,Open,-5.8573853989813225,0.0,-5.8573853989813225,SKIP,Purple,nan,25,50,75,50,25-50,50-75,75-100,50-75,-6.451612903225805,0.0,-5.26315789473684,0.0
Alex Fitzpatrick,Casey Jarvis,Calm,Open,-13.47647287232165,-7.629423036380654,-5.847049835940997,SKIP,Orange,Green,25,50,50,75,25-50,50-75,50-75,75-100,-15.048183839881396,-9.87284966342558,-11.904761904761903,-5.385996409335728
Sergio Garcia,Peter Uihlein,Calm,Open,-5.7766986451965,0.0,-5.7766986451965,SKIP,Green,nan,75,75,75,75,75-100,75-100,75-100,75-100,-6.167400881057271,0.0,-5.385996409335728,0.0
Andrew Novak,Robert MacIntyre,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,50,75,50,75-100,50-75,75-100,50-75,-3.808180535966146,0.0,-7.33063700707786,0.0
Jon Rahm,Bryson DeChambeau,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,75,75,75,75-100,75-100,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Justin Thomas,Hideki Matsuyama,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,75,75,75,75-100,75-100,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Sam Burns,Sungjae Im,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Nico Echavarria,Ludvig Aberg,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,50,75,75,75-100,50-75,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Taylor Pendrith,Denny McCarthy,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Harry Hall,Corey Conners,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,75,75,75,75-100,75-100,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Ryan Fox,Billy Horschel,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Taylor Moore,Andrew Putnam,Calm,Open,-5.569408771522003,0.0,-5.569408771522003,SKIP,Yellow,nan,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,0.0,-7.33063700707786,0.0
Jose Luis Ballester,Sergio Garcia,Calm,Open,-5.169521856763286,0.0,-5.169521856763286,SKIP,Blue,nan,25,50,25,75,25-50,50-75,25-50,75-100,-7.372942018611314,0.0,-2.966101694915256,0.0
Jacob Bridgeman,Justin Thomas,Calm,Open,-5.169521856763286,0.0,-5.169521856763286,SKIP,Blue,nan,25,50,25,75,25-50,50-75,25-50,75-100,-7.372942018611314,0.0,-2.966101694915256,0.0
Robert MacIntyre,Justin Rose,Tough,Open,-5.167810831426392,0.0,-5.167810831426392,SKIP,Purple,nan,50,25,75,50,50-75,25-50,75-100,50-75,-5.072463768115943,0.0,-5.26315789473684,0.0
Keegan Bradley,Akshay Bhatia,Tough,Open,-5.167810831426392,0.0,-5.167810831426392,SKIP,Purple,nan,50,50,75,50,50-75,50-75,75-100,50-75,-5.072463768115943,0.0,-5.26315789473684,0.0
Rickie Fowler,Jason Day,Tough,Closing,-21.968478022379877,-16.851595006934815,-5.116883015445062,SKIP,Yellow,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-20.79646017699115,-14.285714285714285,-23.1404958677686,-19.417475728155345
Taylor Pendrith,Pierceson Coody,Tough,Open,5.071533382245045,0.0,5.071533382245045,SKIP,Yellow,nan,25,25,75,50,25-50,25-50,75-100,50-75,11.206896551724135,0.0,-1.0638297872340448,0.0
Hideki Matsuyama,Collin Morikawa,Tough,Open,5.071533382245045,0.0,5.071533382245045,SKIP,Yellow,nan,25,50,75,50,25-50,50-75,75-100,50-75,11.206896551724135,0.0,-1.0638297872340448,0.0
Nico Echavarria,Matt McCarty,Tough,Open,5.071533382245045,0.0,5.071533382245045,SKIP,Yellow,nan,25,50,75,50,25-50,50-75,75-100,50-75,11.206896551724135,0.0,-1.0638297872340448,0.0
Tyrrell Hatton,Thomas Pieters,Calm,Open,-5.01811508652674,0.0,-5.01811508652674,SKIP,Yellow,nan,75,25,50,25,75-100,25-50,50-75,25-50,-3.808180535966146,0.0,-6.228049637087334,0.0
Patrick Reed,Branden Grace,Calm,Open,-5.01811508652674,0.0,-5.01811508652674,SKIP,Yellow,nan,75,50,50,50,75-100,50-75,50-75,50-75,-3.808180535966146,0.0,-6.228049637087334,0.0
Ricky Castillo,Stephan Jaeger,Calm,Open,-5.01811508652674,0.0,-5.01811508652674,SKIP,Yellow,nan,75,50,50,25,75-100,50-75,50-75,25-50,-3.808180535966146,0.0,-6.228049637087334,0.0
Dean Burmester,Hennie du Plessis,Calm,Open,-5.01811508652674,0.0,-5.01811508652674,SKIP,Yellow,nan,75,50,50,50,75-100,50-75,50-75,50-75,-3.808180535966146,0.0,-6.228049637087334,0.0
Casey Jarvis,Dan Bradbury,Calm,Open,-5.01811508652674,0.0,-5.01811508652674,SKIP,Yellow,nan,75,50,50,50,75-100,50-75,50-75,50-75,-3.808180535966146,0.0,-6.228049637087334,0.0
Min Woo Lee,Wyndham Clark,Tough,Open,11.986426999266325,7.0023356090549775,4.984091390211347,SKIP,Yellow,Orange,25,25,50,50,25-50,25-50,50-75,50-75,11.206896551724135,10.743801652892564,12.765957446808512,3.2608695652173907
Matt Fitzpatrick,Jason Day,Tough,Open,4.937862468931233,0.0,4.937862468931233,SKIP,Green,nan,25,25,75,50,25-50,25-50,75-100,50-75,2.816901408450704,0.0,7.058823529411763,0.0
Collin Morikawa,Viktor Hovland,Tough,Closing,-17.118660196022457,-21.968478022379877,4.84981782635742,SKIP,Yellow,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-20.79646017699115,-20.79646017699115,-13.440860215053764,-23.1404958677686
Alex Noren,Nick Taylor,Tough,Open,1.5388742561701303,6.382978723404256,-4.844104467234126,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-0.6535947712418311,0.0,3.731343283582092,12.765957446808512
Ewen Ferguson,Mikael Lindberg,Calm,Open,-6.0129473429151385,-10.621714015079947,4.608766672164808,SKIP,Yellow,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-5.797845048742943,-7.70901194353963,-6.228049637087334,-13.534416086620263
Marc Leishman,Elvis Smylie,Calm,Open,-4.599156562439124,0.0,-4.599156562439124,SKIP,Green,nan,25,75,75,75,25-50,75-100,75-100,75-100,-3.812316715542521,0.0,-5.385996409335728,0.0
Zander Lombard,James Morrison,Calm,Open,-4.599156562439124,0.0,-4.599156562439124,SKIP,Green,nan,25,50,75,75,25-50,50-75,75-100,75-100,-3.812316715542521,0.0,-5.385996409335728,0.0
Dan Bradbury,Johannes Veerman,Moderate,Open,-4.54196252675938,0.0,-4.54196252675938,SKIP,Blue,nan,25,50,50,50,25-50,50-75,50-75,50-75,-4.6321525885558605,0.0,-4.451772464962899,0.0
Andy Sullivan,Jacques Kruyswijk,Moderate,Open,-4.54196252675938,0.0,-4.54196252675938,SKIP,Blue,nan,25,25,50,75,25-50,25-50,50-75,75-100,-4.6321525885558605,0.0,-4.451772464962899,0.0
Ryan Gerard,Max Homa,Tough,Open,-4.459308807134894,0.0,-4.459308807134894,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-5.072463768115943,0.0,-3.846153846153845,0.0
Ludvig Aberg,Rickie Fowler,Tough,Open,-4.459308807134894,0.0,-4.459308807134894,SKIP,Purple,nan,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,0.0
Cameron Young,Viktor Hovland,Tough,Open,-4.459308807134894,0.0,-4.459308807134894,SKIP,Purple,nan,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,0.0
Keegan Bradley,Aaron Rai,Calm,Open,4.227464332036318,0.0,4.227464332036318,SKIP,Purple,nan,25,25,25,25,25-50,25-50,25-50,25-50,2.2049286640726304,0.0,6.250000000000004,0.0
JC Ritchie,Rafa Cabrera Bello,Moderate,Open,-4.117013184584176,0.0,-4.117013184584176,SKIP,Blue,nan,75,25,75,50,75-100,25-50,75-100,50-75,-0.3676470588235264,0.0,-7.866379310344826,0.0
Richard Sterne,Deon Germishuys,Moderate,Open,-3.976915936331122,0.0,-3.976915936331122,SKIP,Green,nan,50,50,75,75,50-75,50-75,75-100,75-100,-2.4940617577197126,0.0,-5.459770114942531,0.0
Wenyi Ding,Alejandro Del Rey,Calm,Open,-10.621714015079947,-6.654587793268107,-3.9671262218118404,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-5.978538579458352,-13.534416086620263,-7.33063700707786
Si Woo Kim,Chris Gotterup,Tough,Open,-4.459308807134894,-0.5319148936170224,-3.9273939135178715,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,-1.0638297872340448
Ludvig Aberg,Russell Henley,Moderate,Open,-3.8630792336381194,0.0,-3.8630792336381194,SKIP,Purple,nan,50,50,75,75,50-75,50-75,75-100,75-100,-1.803607214428857,0.0,-5.922551252847382,0.0
Andrew Novak,Rico Hoey,Tough,Closing,-14.443811152275105,-11.06264869151467,-3.381162460760434,SKIP,Yellow,Blue,25,50,75,75,25-50,50-75,75-100,75-100,-5.747126436781609,-14.43298969072165,-23.1404958677686,-7.692307692307693
Nathan Kimsey,Ben Schmidt,Calm,Open,-6.564241027910402,-9.789553822772817,3.2253127948624147,SKIP,Yellow,Green,25,50,75,50,25-50,50-75,75-100,50-75,-5.797845048742943,-9.87284966342558,-7.33063700707786,-9.706257982120055
Max Homa,Kristoffer Reitan,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,25,50,25,50-75,25-50,50-75,25-50,-2.4940617577197126,0.0,-3.791982665222105,0.0
Bryson DeChambeau,Tyrrell Hatton,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,0.0,-3.791982665222105,0.0
Harold Varner III,Jose Luis Ballester,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,0.0,-3.791982665222105,0.0
Akshay Bhatia,Viktor Hovland,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,50,50,75,50-75,50-75,50-75,75-100,-2.4940617577197126,0.0,-3.791982665222105,0.0
Elvis Smylie,Abraham Ancer,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,0.0,-3.791982665222105,0.0
Jon Rahm,David Puig,Moderate,Open,-3.1430222114709085,0.0,-3.1430222114709085,SKIP,Green,nan,50,50,50,25,50-75,50-75,50-75,25-50,-2.4940617577197126,0.0,-3.791982665222105,0.0
Ryan Gerard,Jason Day,Calm,Open,-2.801460773912223,0.0,-2.801460773912223,SKIP,Orange,nan,50,25,75,75,50-75,25-50,75-100,75-100,2.121504339440694,0.0,-7.72442588726514,0.0
Jake Knapp,Matt Fitzpatrick,Calm,Open,-2.801460773912223,0.0,-2.801460773912223,SKIP,Orange,nan,50,75,75,75,50-75,75-100,75-100,75-100,2.121504339440694,0.0,-7.72442588726514,0.0
Bryson DeChambeau,Joaquin Niemann,Calm,Open,-2.801460773912223,0.0,-2.801460773912223,SKIP,Orange,nan,50,25,75,50,50-75,25-50,75-100,50-75,2.121504339440694,0.0,-7.72442588726514,0.0
Chris Kirk,Sahith Theegala,Calm,Open,-2.801460773912223,0.0,-2.801460773912223,SKIP,Orange,nan,50,75,75,75,50-75,75-100,75-100,75-100,2.121504339440694,0.0,-7.72442588726514,0.0
Jorge Campillo,Francesco Laporta,Calm,Open,-7.076348631915785,-9.789553822772817,2.713205190857032,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Todd Clements,Romain Langasque,Calm,Open,-7.076348631915785,-9.789553822772817,2.713205190857032,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Francesco Laporta,Thriston Lawrence,Moderate,Open,2.438259551103861,0.0,2.438259551103861,SKIP,Purple,nan,25,25,50,75,25-50,25-50,50-75,75-100,1.5189873417721524,0.0,3.35753176043557,0.0
Sepp Straka,Justin Rose,Tough,Open,-0.5319148936170224,1.8589011546758027,-2.390816048292825,SKIP,Yellow,Green,50,25,75,50,50-75,25-50,75-100,50-75,0.0,2.816901408450704,-1.0638297872340448,0.9009009009009016
Grant Forrest,Junghwan Lee,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,75,25-50,25-50,50-75,75-100,2.2049286640726304,0.0,-6.6593285635663175,0.0
Talor Gooch,Byeong-Hun An,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,0.0,-6.6593285635663175,0.0
Grant Forrest,Dan Bradbury,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,75,25-50,25-50,50-75,75-100,2.2049286640726304,0.0,-6.6593285635663175,0.0
Tom Vaillant,Kazuma Kobori,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,0.0,-6.6593285635663175,0.0
Tobias Jonsson,Nathan Kimsey,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,0.0,-6.6593285635663175,0.0
Cameron Adam,Matthew Baldwin,Calm,Open,-2.2271999497468435,0.0,-2.2271999497468435,SKIP,Purple,nan,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,0.0,-6.6593285635663175,0.0
Ryan Fox,Alex Smalley,Moderate,Open,-2.201781955537615,0.0,-2.201781955537615,SKIP,Purple,nan,25,25,75,75,25-50,25-50,75-100,75-100,1.5189873417721524,0.0,-5.922551252847382,0.0
Matt Fitzpatrick,Jake Knapp,Moderate,Open,-2.201781955537615,0.0,-2.201781955537615,SKIP,Purple,nan,25,50,75,75,25-50,50-75,75-100,75-100,1.5189873417721524,0.0,-5.922551252847382,0.0
Bud Cauley,Mac Meissner,Moderate,Open,-2.201781955537615,0.0,-2.201781955537615,SKIP,Purple,nan,25,25,75,75,25-50,25-50,75-100,75-100,1.5189873417721524,0.0,-5.922551252847382,0.0
Ben Griffin,Wyndham Clark,Calm,Open,2.0411972361075694,0.0,2.0411972361075694,SKIP,Yellow,nan,25,50,25,50,25-50,50-75,25-50,50-75,-5.797845048742943,0.0,9.880239520958082,0.0
Ricky Castillo,Alex Smalley,Calm,Open,2.0411972361075694,0.0,2.0411972361075694,SKIP,Yellow,nan,25,50,25,75,25-50,50-75,25-50,75-100,-5.797845048742943,0.0,9.880239520958082,0.0
Patrick Cantlay,Corey Conners,Calm,Open,2.0411972361075694,0.0,2.0411972361075694,SKIP,Yellow,nan,25,50,25,75,25-50,50-75,25-50,75-100,-5.797845048742943,0.0,9.880239520958082,0.0
Doug Ghim,Austin Eckroat,Calm,Open,2.0411972361075694,0.0,2.0411972361075694,SKIP,Yellow,nan,25,50,25,50,25-50,50-75,25-50,50-75,-5.797845048742943,0.0,9.880239520958082,0.0
Scottie Scheffler,Xander Schauffele,Tough,Open,2.0129504504504516,0.0,2.0129504504504516,SKIP,Green,nan,50,50,50,50,50-75,50-75,50-75,50-75,3.1250000000000018,0.0,0.9009009009009016,0.0
Nico Echavarria,Chris Kirk,Calm,Open,1.9508504707498648,0.0,1.9508504707498648,SKIP,Yellow,nan,50,50,25,50,50-75,50-75,25-50,50-75,-5.978538579458352,0.0,9.880239520958082,0.0
Shane Lowry,Nicolai Hojgaard,Calm,Open,1.9508504707498648,0.0,1.9508504707498648,SKIP,Yellow,nan,50,50,25,50,50-75,50-75,25-50,50-75,-5.978538579458352,0.0,9.880239520958082,0.0
Jacob Olesen,Julien Guerrier,Calm,Open,1.9508504707498648,0.0,1.9508504707498648,SKIP,Yellow,nan,50,50,25,25,50-75,50-75,25-50,25-50,-5.978538579458352,0.0,9.880239520958082,0.0
Sami Valimaki,Max Homa,Calm,Open,1.9508504707498648,0.0,1.9508504707498648,SKIP,Yellow,nan,50,50,25,50,50-75,50-75,25-50,50-75,-5.978538579458352,0.0,9.880239520958082,0.0
