player_a,player_b,condition,round_type,gap,prediction,actual_winner,result,correct
Thomas Detry,Thomas Pieters,Calm,Open,0.2533805302968339,SKIP,Push,PUSH,
Thomas Detry,Thomas Pieters,Calm,Open,0.2533805302968339,SKIP,Push,PUSH,
Thomas Detry,Thomas Pieters,Calm,Open,0.2533805302968339,SKIP,Push,PUSH,
Justin Walters,Antoine Rozner,Tough,Positioning,0.2523442048273212,SKIP,Antoine Rozner,SKIP,
Paul Waring,Jason Scrivener,Calm,Closing,-0.2305912085618672,SKIP,Jason Scrivener,SKIP,
Jayden Schaper,Cameron Adam,Calm,Closing,-0.2264413107823268,SKIP,Jayden Schaper,SKIP,
Taehoon Ok,Bowen Xiao,Calm,Closing,0.2115392700975431,SKIP,Taehoon Ok,SKIP,
Harry Hall,Corey Conners,Calm,Open,0.2072898736744974,SKIP,Corey Conners,SKIP,
Harry Hall,Corey Conners,Calm,Open,0.2072898736744974,SKIP,Corey Conners,SKIP,
Harry Hall,Corey Conners,Calm,Open,0.2072898736744974,SKIP,Harry Hall,SKIP,
Sam Stevens,J.T. Poston,Calm,Open,-0.2072898736744974,SKIP,Sam Stevens,SKIP,
Michael Kim,Chris Kirk,Moderate,Positioning,0.2031908932731703,SKIP,Chris Kirk,SKIP,
Jordan Spieth,Keegan Bradley,Moderate,Positioning,0.2031908932731703,SKIP,Jordan Spieth,SKIP,
Max Homa,Alex Smalley,Moderate,Positioning,0.2031908932731703,SKIP,Max Homa,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Open,-0.1847404799908893,SKIP,Maverick McNealy,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Open,-0.1847404799908893,SKIP,Keegan Bradley,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Open,-0.1847404799908893,SKIP,Maverick McNealy,SKIP,
Thriston Lawrence,Frederic Lacroix,Calm,Open,0.1847404799908893,SKIP,Thriston Lawrence,SKIP,
Sebastian Munoz,Thomas Detry,Calm,Open,-0.1847404799908893,SKIP,Thomas Detry,SKIP,
Sebastian Munoz,Thomas Detry,Calm,Open,-0.1847404799908893,SKIP,Thomas Detry,SKIP,
Kevin Yu,Matt Wallace,Calm,Open,-0.1847404799908893,SKIP,Kevin Yu,SKIP,
John Parry,Tom Kim,Calm,Open,0.1847404799908893,SKIP,John Parry,SKIP,
Thriston Lawrence,Zhao Jin,Calm,Open,0.1847404799908893,SKIP,Thriston Lawrence,SKIP,
Ryan Gerard,Rasmus Hojgaard,Calm,Open,-0.1847404799908893,SKIP,Rasmus Hojgaard,SKIP,
Ryan Gerard,Rasmus Hojgaard,Calm,Open,-0.1847404799908893,SKIP,Ryan Gerard,SKIP,
J.T. Poston,Adam Schenk,Moderate,Open,-0.1753831328345114,SKIP,J.T. Poston,SKIP,
Patrick Rodgers,Sepp Straka,Calm,Positioning,-0.1602658631848283,SKIP,Sepp Straka,SKIP,
Niklas Norgaard,Pablo Larrazabal,Calm,Positioning,-0.1602658631848283,SKIP,Niklas Norgaard,SKIP,
Tyrrell Hatton,Thomas Pieters,Calm,Open,0.1514067702365453,SKIP,Thomas Pieters,SKIP,
Sam Burns,Chris Gotterup,Calm,Positioning,-0.1455812185274292,SKIP,Chris Gotterup,SKIP,
Andy Sullivan,Padraig Harrington,Calm,Positioning,-0.1428508918389113,SKIP,Padraig Harrington,SKIP,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Survival,0.13156147859228,SKIP,Rocco Repetto Taylor,SKIP,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Survival,0.13156147859228,SKIP,Oihan Guillamoundeguy,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Survival,0.13156147859228,SKIP,Wenyi Ding,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Survival,0.13156147859228,SKIP,Wenyi Ding,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Max Greyserman,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Matt McCarty,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Matt McCarty,SKIP,
Alex Fitzpatrick,Casey Jarvis,Calm,Survival,0.1309472101377231,SKIP,Casey Jarvis,SKIP,
Alex Fitzpatrick,Casey Jarvis,Calm,Survival,0.1309472101377231,SKIP,Casey Jarvis,SKIP,
Stephan Jaeger,S.H. Kim,Calm,Survival,-0.1309472101377231,SKIP,S.H. Kim,SKIP,
Angel Ayora,Calum Hill,Calm,Survival,0.1309472101377231,SKIP,Angel Ayora,SKIP,
Angel Ayora,Calum Hill,Calm,Survival,0.1309472101377231,SKIP,Angel Ayora,SKIP,
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Calm,Survival,0.1309472101377231,SKIP,Oihan Guillamoundeguy,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Max Greyserman,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Matt McCarty,SKIP,
Matt McCarty,Max Greyserman,Calm,Survival,-0.1309472101377231,SKIP,Matt McCarty,SKIP,
Sepp Straka,Shane Lowry,Moderate,Open,-0.1070803387222536,SKIP,Sepp Straka,SKIP,
Denny McCarthy,Andrew Novak,Moderate,Open,-0.1070803387222536,SKIP,Andrew Novak,SKIP,
Sam Burns,Sepp Straka,Moderate,Open,0.1070803387222536,SKIP,Sam Burns,SKIP,
Denny McCarthy,Stephan Jaeger,Moderate,Open,-0.1070803387222536,SKIP,Stephan Jaeger,SKIP,
Xander Schauffele,Hideki Matsuyama,Calm,Open,0.1046995555631813,SKIP,Hideki Matsuyama,SKIP,
Nathan Kimsey,Niklas Norgaard,Calm,Open,-0.1046995555631813,SKIP,Nathan Kimsey,SKIP,
Cameron Young,Sepp Straka,Calm,Open,0.0903467653577045,SKIP,Cameron Young,SKIP,
Cameron Young,Sepp Straka,Calm,Open,0.0903467653577045,SKIP,Cameron Young,SKIP,
Cameron Young,Sepp Straka,Calm,Open,0.0903467653577045,SKIP,Sepp Straka,SKIP,
Maximilian Steinlechner,Joshua Berry,Calm,Open,0.0903467653577045,SKIP,Maximilian Steinlechner,SKIP,
Dan Bradbury,Niklas Norgaard,Calm,Open,0.0903467653577045,SKIP,Dan Bradbury,SKIP,
Dan Bradbury,Niklas Norgaard,Calm,Open,0.0903467653577045,SKIP,Niklas Norgaard,SKIP,
Oliver Lindell,Jorge Campillo,Calm,Open,0.0903467653577045,SKIP,Jorge Campillo,SKIP,
Oliver Lindell,Jorge Campillo,Calm,Open,0.0903467653577045,SKIP,Jorge Campillo,SKIP,
Jordan Spieth,Rasmus Hojgaard,Calm,Open,0.0903467653577045,SKIP,Jordan Spieth,SKIP,
Thomas Pieters,Anthony Kim,Calm,Open,-0.0903467653577045,SKIP,Anthony Kim,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Open,-0.0903467653577045,SKIP,Wenyi Ding,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Open,-0.0903467653577045,SKIP,Wenyi Ding,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Joel Dahmen,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Jhonattan Vegas,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Tom Hoge,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Jhonattan Vegas,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Survival,-0.0871156403259671,SKIP,Joel Dahmen,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Jhonattan Vegas,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Tom Hoge,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Survival,-0.0871156403259671,SKIP,Jhonattan Vegas,SKIP,
Rasmus Hojgaard,Pierceson Coody,Calm,Closing,0.0843079891975882,SKIP,Rasmus Hojgaard,SKIP,
Ewen Ferguson,Paul Waring,Calm,Closing,0.0814706371101586,SKIP,Ewen Ferguson,SKIP,
Cameron Smith,Lucas Herbert,Calm,Open,-0.0740943069820669,SKIP,Cameron Smith,SKIP,
Cameron Smith,Lucas Herbert,Calm,Open,-0.0740943069820669,SKIP,Cameron Smith,SKIP,
Corey Conners,Keith Mitchell,Calm,Open,0.0740943069820669,SKIP,Keith Mitchell,SKIP,
Nathan Kimsey,Francesco Laporta,Moderate,Closing,0.0691523062073762,SKIP,Francesco Laporta,SKIP,
Nathan Kimsey,Francesco Laporta,Moderate,Closing,0.0691523062073762,SKIP,Francesco Laporta,SKIP,
Bud Cauley,Sam Stevens,Moderate,Closing,-0.0691523062073762,SKIP,Bud Cauley,SKIP,
Danny Walker,Kristoffer Reitan,Calm,Positioning,-0.0655809661957549,SKIP,Danny Walker,SKIP,
Tommy Fleetwood,Ludvig Aberg,Moderate,Survival,-0.062243726610365,SKIP,Ludvig Aberg,SKIP,
Daniel Hillier,Oliver Lindell,Calm,Closing,0.0609594447888827,SKIP,Oliver Lindell,SKIP,
Jason Scrivener,Darius van Driel,Calm,Closing,0.0609594447888827,SKIP,Darius van Driel,SKIP,
J.T. Poston,Davis Thompson,Calm,Closing,0.0609594447888827,SKIP,J.T. Poston,SKIP,
Oliver Lindell,Wenyi Ding,Calm,Closing,0.0609594447888827,SKIP,Oliver Lindell,SKIP,
Patrick Rodgers,Keith Mitchell,Calm,Positioning,-0.0550420846812584,SKIP,Keith Mitchell,SKIP,
Ryo Hisatsune,Brian Harman,Calm,Positioning,0.0530446577532146,SKIP,Ryo Hisatsune,SKIP,
John Parry,David Ford,Calm,Survival,0.0272233339559671,SKIP,Push,PUSH,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,Sam Burns,SKIP,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,,SKIP,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,Sungjae Im,SKIP,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,Sam Burns,SKIP,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,,SKIP,
Sam Burns,Sungjae Im,Calm,Survival,0.0259261830460006,SKIP,Sungjae Im,SKIP,
Harris English,Ben Griffin,Calm,Open,-0.0162524583756376,SKIP,Harris English,SKIP,
Russell Henley,Matt Fitzpatrick,Calm,Positioning,0.0027303266885179,SKIP,Matt Fitzpatrick,SKIP,
Justin Thomas,Sepp Straka,Calm,Positioning,-0.0027303266885179,SKIP,Sepp Straka,SKIP,
Taylor Moore,Keegan Bradley,Calm,Positioning,-0.0027303266885179,SKIP,Keegan Bradley,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
Thriston Lawrence,Hennie du Plessis,Calm,Open,0.0,SKIP,Thriston Lawrence,SKIP,
Thriston Lawrence,Hennie du Plessis,Calm,Open,0.0,SKIP,Hennie du Plessis,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Open,0.0,SKIP,Brian Campbell,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Open,0.0,SKIP,Patrick Rodgers,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Open,0.0,SKIP,Patrick Rodgers,SKIP,
Christiaan Bezuidenhout,Thorbjorn Olesen,Moderate,Open,0.0,SKIP,Christiaan Bezuidenhout,SKIP,
Brian Harman,Michael Brennan,Moderate,Survival,0.0,SKIP,Brian Harman,SKIP,
Aaron Rai,Keegan Bradley,Moderate,Open,0.0,SKIP,Aaron Rai,SKIP,
Harold Varner III,Jose Luis Ballester,Moderate,Open,0.0,SKIP,Harold Varner III,SKIP,
Ben Griffin,Maverick McNealy,Tough,Open,0.0,SKIP,Maverick McNealy,SKIP,
Mark Hubbard,Austin Smotherman,Moderate,Positioning,0.0,SKIP,Push,PUSH,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Push,PUSH,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Nico Echavarria,SKIP,
Elvis Smylie,Abraham Ancer,Moderate,Open,0.0,SKIP,Elvis Smylie,SKIP,
Anirban Lahiri,Jason Kokrak,Moderate,Open,0.0,SKIP,Push,PUSH,
Sergio Garcia,Talor Gooch,Moderate,Open,0.0,SKIP,Talor Gooch,SKIP,
Dean Burmester,Thomas Pieters,Moderate,Open,0.0,SKIP,Push,PUSH,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Andy Sullivan,Rafa Cabrera Bello,Calm,Survival,0.0,SKIP,Rafa Cabrera Bello,SKIP,
Andy Sullivan,Rafa Cabrera Bello,Calm,Survival,0.0,SKIP,Andy Sullivan,SKIP,
Tommy Fleetwood,Si Woo Kim,Moderate,Open,0.0,SKIP,Tommy Fleetwood,SKIP,
Patrick Cantlay,Maverick McNealy,Moderate,Open,0.0,SKIP,Maverick McNealy,SKIP,
Sepp Straka,Chris Gotterup,Moderate,Open,0.0,SKIP,Sepp Straka,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,0.0,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,0.0,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,0.0,SKIP,Cameron Young,SKIP,
Jordan Spieth,J.J. Spaun,Moderate,Open,0.0,SKIP,J.J. Spaun,SKIP,
J.J. Spaun,Wyndham Clark,Calm,Positioning,0.0,SKIP,J.J. Spaun,SKIP,
Brian Harman,Akshay Bhatia,Calm,Open,0.0,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Open,0.0,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Open,0.0,SKIP,Akshay Bhatia,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Survival,0.0,SKIP,Push,PUSH,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Survival,0.0,SKIP,Keith Mitchell,SKIP,
Daniel Berger,Akshay Bhatia,Calm,Positioning,0.0,SKIP,Akshay Bhatia,SKIP,
Michael Thorbjornsen,Sepp Straka,Calm,Positioning,0.0,SKIP,Sepp Straka,SKIP,
Michael Kim,Max Greyserman,Calm,Positioning,0.0,SKIP,Michael Kim,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Open,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Open,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Open,0.0,SKIP,Hideki Matsuyama,SKIP,
Todd Clements,Jason Scrivener,Calm,Positioning,0.0,SKIP,Jason Scrivener,SKIP,
Todd Clements,Jason Scrivener,Calm,Positioning,0.0,SKIP,Todd Clements,SKIP,
Wenyi Ding,Alex Fitzpatrick,Calm,Positioning,0.0,SKIP,Alex Fitzpatrick,SKIP,
Wenyi Ding,Alex Fitzpatrick,Calm,Positioning,0.0,SKIP,Alex Fitzpatrick,SKIP,
Wenyi Ding,Alex Fitzpatrick,Calm,Positioning,0.0,SKIP,Alex Fitzpatrick,SKIP,
Tom McKibbin,Sebastian Munoz,Calm,Open,0.0,SKIP,Push,PUSH,
Jon Rahm,David Puig,Calm,Open,0.0,SKIP,Jon Rahm,SKIP,
Jon Rahm,David Puig,Calm,Open,0.0,SKIP,Jon Rahm,SKIP,
Min Woo Lee,Jason Day,Moderate,Closing,0.0,SKIP,Min Woo Lee,SKIP,
David Puig,Joaquin Niemann,Calm,Open,0.0,SKIP,Joaquin Niemann,SKIP,
Paul Casey,Cameron Tringale,Calm,Open,0.0,SKIP,Paul Casey,SKIP,
Branden Grace,Louis Oosthuizen,Calm,Open,0.0,SKIP,Branden Grace,SKIP,
Elvis Smylie,Lucas Herbert,Calm,Open,0.0,SKIP,Lucas Herbert,SKIP,
Christiaan Bezuidenhout,Haotong Li,Calm,Open,0.0,SKIP,Push,PUSH,
Eric Cole,Kevin Roy,Moderate,Closing,0.0,SKIP,Push,PUSH,
Eric Cole,Kevin Roy,Moderate,Closing,0.0,SKIP,Eric Cole,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.0,SKIP,Nico Echavarria,SKIP,
Anirban Lahiri,Laurie Canter,Moderate,Positioning,0.0,SKIP,Anirban Lahiri,SKIP,
Sergio Garcia,Tom McKibbin,Moderate,Positioning,0.0,SKIP,Sergio Garcia,SKIP,
Collin Morikawa,Brooks Koepka,Calm,Open,0.0,SKIP,Collin Morikawa,SKIP,
Taylor Pendrith,Nico Echavarria,Calm,Positioning,0.0,SKIP,Push,PUSH,
Keith Mitchell,Lucas Glover,Calm,Positioning,0.0,SKIP,Lucas Glover,SKIP,
Casey Jarvis,Calum Hill,Calm,Positioning,0.0,SKIP,Calum Hill,SKIP,
Casey Jarvis,Calum Hill,Calm,Positioning,0.0,SKIP,Casey Jarvis,SKIP,
Maverick McNealy,Viktor Hovland,Calm,Open,0.0,SKIP,Maverick McNealy,SKIP,
Akshay Bhatia,Brooks Koepka,Calm,Positioning,0.0,SKIP,Brooks Koepka,SKIP,
Cameron Young,Si Woo Kim,Calm,Open,0.0,SKIP,Si Woo Kim,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.0,SKIP,Hideki Matsuyama,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Open,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Open,0.0,SKIP,Chris Gotterup,SKIP,
Jacob Bridgeman,Chris Gotterup,Calm,Open,0.0,SKIP,Push,PUSH,
J.J. Spaun,Nick Taylor,Calm,Open,0.0,SKIP,Nick Taylor,SKIP,
J.J. Spaun,Nick Taylor,Calm,Open,0.0,SKIP,Push,PUSH,
J.J. Spaun,Nick Taylor,Calm,Open,0.0,SKIP,J.J. Spaun,SKIP,
Lucas Herbert,Talor Gooch,Moderate,Positioning,0.0,SKIP,Lucas Herbert,SKIP,
Joost Luiten,Joel Girrbach,Calm,Open,0.0,SKIP,Joost Luiten,SKIP,
Joost Luiten,Joel Girrbach,Calm,Open,0.0,SKIP,Joost Luiten,SKIP,
Calum Hill,Brandon Robinson Thompson,Calm,Open,0.0,SKIP,Calum Hill,SKIP,
Calum Hill,Brandon Robinson Thompson,Calm,Open,0.0,SKIP,Calum Hill,SKIP,
Xander Schauffele,Tommy Fleetwood,Moderate,Positioning,0.0,SKIP,Tommy Fleetwood,SKIP,
Frederic Lacroix,Joakim Lagergren,Calm,Survival,0.0,SKIP,Joakim Lagergren,SKIP,
Frederic Lacroix,Joakim Lagergren,Calm,Survival,0.0,SKIP,Frederic Lacroix,SKIP,
Mikael Lindberg,Sebastian Soderberg,Calm,Survival,0.0,SKIP,Push,PUSH,
Nathan Kimsey,Ben Schmidt,Calm,Survival,0.0,SKIP,Nathan Kimsey,SKIP,
Nathan Kimsey,Ben Schmidt,Calm,Survival,0.0,SKIP,Nathan Kimsey,SKIP,
Aldrich Potgieter,Kurt Kitayama,Moderate,Open,0.0,SKIP,Kurt Kitayama,SKIP,
Alejandro Del Rey,Romain Langasque,Moderate,Closing,0.0,SKIP,Romain Langasque,SKIP,
Alejandro Del Rey,Romain Langasque,Moderate,Closing,0.0,SKIP,Alejandro Del Rey,SKIP,
Tom Kim,Dylan Wu,Moderate,Closing,0.0,SKIP,Tom Kim,SKIP,
Oliver Lindell,Charl Schwartzel,Calm,Open,0.0,SKIP,Oliver Lindell,SKIP,
Albin Bergstrom,Andreas Halvorsen,Calm,Open,0.0,SKIP,Albin Bergstrom,SKIP,
Elvis Smylie,Thomas Pieters,Calm,Positioning,0.0,SKIP,Thomas Pieters,SKIP,
Jon Rahm,Bryson DeChambeau,Calm,Positioning,0.0,SKIP,Bryson DeChambeau,SKIP,
Jon Rahm,Bryson DeChambeau,Calm,Positioning,0.0,SKIP,Push,PUSH,
Jon Rahm,Bryson DeChambeau,Calm,Positioning,0.0,SKIP,Bryson DeChambeau,SKIP,
Todd Clements,Jason Scrivener,Moderate,Closing,0.0,SKIP,Jason Scrivener,SKIP,
Todd Clements,Jason Scrivener,Moderate,Closing,0.0,SKIP,Todd Clements,SKIP,
Davis Thompson,Carson Young,Moderate,Closing,0.0,SKIP,Carson Young,SKIP,
Ludvig Aberg,Patrick Rodgers,Calm,Positioning,0.0,SKIP,Ludvig Aberg,SKIP,
Si Woo Kim,Cameron Young,Calm,Positioning,0.0,SKIP,Cameron Young,SKIP,
Sebastian Munoz,Thomas Detry,Calm,Positioning,0.0,SKIP,Thomas Detry,SKIP,
Sebastian Munoz,Thomas Detry,Calm,Positioning,0.0,SKIP,Thomas Detry,SKIP,
Jeff Winther,Kota Kaneko,Tough,Positioning,0.0,SKIP,Jeff Winther,SKIP,
Ryan Gerard,Max Homa,Tough,Open,0.0,SKIP,Max Homa,SKIP,
Todd Clements,Hennie Otto,Tough,Positioning,0.0,SKIP,Todd Clements,SKIP,
Yosuke Asaji,John Catlin,Calm,Positioning,0.0,SKIP,Yosuke Asaji,SKIP,
Brandon Stone,Jesper Svensson,Calm,Closing,0.0,SKIP,Jesper Svensson,SKIP,
Calum Hill,Brandon Robinson Thompson,Calm,Survival,0.0,SKIP,Calum Hill,SKIP,
Calum Hill,Brandon Robinson Thompson,Calm,Survival,0.0,SKIP,Calum Hill,SKIP,
Nacho Elvira,Matt Wallace,Calm,Closing,0.0,SKIP,Nacho Elvira,SKIP,
Christiaan Bezuidenhout,Kristoffer Reitan,Calm,Survival,0.0,SKIP,Push,PUSH,
Angel Ayora,Antoine Rozner,Moderate,Survival,0.0,SKIP,Angel Ayora,SKIP,
Angel Ayora,Antoine Rozner,Moderate,Survival,0.0,SKIP,Antoine Rozner,SKIP,
Joel Dahmen,Zecheng Dou,Moderate,Positioning,0.0,SKIP,Zecheng Dou,SKIP,
Jacob Olesen,Martin Couvra,Moderate,Open,0.0,SKIP,Jacob Olesen,SKIP,
Steven Fisk,Lee Hodges,Moderate,Closing,0.0,SKIP,Steven Fisk,SKIP,
Eric Cole,Daniel Berger,Moderate,Closing,0.0,SKIP,Eric Cole,SKIP,
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,0.0,SKIP,Push,PUSH,
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,0.0,SKIP,Ryan Gerard,SKIP,
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,0.0,SKIP,Ryan Gerard,SKIP,
Jackson Suber,Seamus Power,Moderate,Closing,0.0,SKIP,Seamus Power,SKIP,
Si Woo Kim,J.J. Spaun,Moderate,Open,0.0,SKIP,Si Woo Kim,SKIP,
Jayden Schaper,Dean Burmester,Moderate,Closing,0.0,SKIP,Push,PUSH,
Taylor Pendrith,Jordan Spieth,Moderate,Open,0.0,SKIP,Jordan Spieth,SKIP,
Maverick McNealy,Patrick Cantlay,Moderate,Open,0.0,SKIP,Patrick Cantlay,SKIP,
Eric Cole,Kevin Roy,Calm,Open,0.0,SKIP,Push,PUSH,
Eric Cole,Kevin Roy,Calm,Open,0.0,SKIP,Eric Cole,SKIP,
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,0.0,SKIP,Christiann Bezuidenhout,SKIP,
Darius Van Driel,Rikuya Hoshino,Moderate,Closing,0.0,SKIP,Push,PUSH,
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,0.0,SKIP,Rafa Cabrera Bello,SKIP,
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,0.0,SKIP,Andy Sullivan,SKIP,
Jordan Gumberg,David Law,Calm,Open,0.0,SKIP,Jordan Gumberg,SKIP,
Jordan Gumberg,David Law,Calm,Open,0.0,SKIP,Push,PUSH,
Tom Vaillant,Francesco Laporta,Calm,Positioning,0.0,SKIP,push,PUSH,
Kevin Roy,Zach Bauchou,Moderate,Closing,0.0,SKIP,Push,PUSH,
Rasmus Hojgaard,Thorbjorn Olesen,Moderate,Closing,0.0,SKIP,Rasmus Hojgaard,SKIP,
Russell Henley,Ben Griffin,Moderate,Open,0.0,SKIP,Russell Henley,SKIP,
William Mouw,Aaron Rai,Moderate,Closing,0.0,SKIP,William Mouw,SKIP,
Ryan Fox,Sami Valimaki,Calm,Positioning,0.0,SKIP,Ryan Fox,SKIP,
JC Ritchie,Brandon Stone,Calm,Open,0.0,SKIP,,SKIP,
Haotong Li,Christiaan Bezuidenhout,Moderate,Closing,0.0,SKIP,Haotong Li,SKIP,
Hugo Townsend,Quentin Debove,Calm,Positioning,0.0,SKIP,Quentin Debove,SKIP,
Sudarshan Yellamaraju,Adrien Dumont De Chassart,Moderate,Closing,0.0,SKIP,Sudarshan Yellamaraju,SKIP,
Angel Ayora,Antoine Rozner,Calm,Open,0.0,SKIP,Angel Ayora,SKIP,
Angel Ayora,Antoine Rozner,Calm,Open,0.0,SKIP,Antoine Rozner,SKIP,
Jayden Schaper,Thriston Lawrence,Calm,Open,0.0,SKIP,Push,PUSH,
Jayden Schaper,Thriston Lawrence,Calm,Open,0.0,SKIP,Thriston Lawrence,SKIP,
Lee Hodges,Steven Fisk,Moderate,Closing,0.0,SKIP,Steven Fisk,SKIP,
Jordan Smith,Mackenzie Hughes,Moderate,Closing,0.0,SKIP,Push,PUSH,
