player_a,player_b,player_c,condition,round_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c,score_a,score_b,score_c,best_player,best_vs_second,filter_0pct,filter_0.5pct,filter_1pct,filter_2pct,filter_5pct,filter_8pct,actual_winner,result_type,win_indicator,pl
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Keegan Bradley,Ryan Fox,Chris Kirk,Moderate,Open,Yellow,Purple,Yellow,50,46,50,75.0,75.0,75.0,-8.815040377057523,-2.201781955537615,-8.815040377057523,B,6.613258421519908,True,True,True,True,True,False,,LOSS,0,-100.0
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Adam Schenk,Garrick Higgo,Matt McCarty,Moderate,Open,Purple,Blue,Yellow,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-8.815040377057523,A,6.613258421519908,True,True,True,True,True,False,Matt McCarty,LOSS,0,-100.0
Joel Girrbach,Scott Jamieson,Nathan Kimsey,Calm,Open,Purple,Yellow,Yellow,25,48,25,75.0,78.0,75.0,0.048979729118973,-6.564241027910402,-6.564241027910402,A,6.613220757029375,True,True,True,True,True,False,Nathan Kimsey,LOSS,0,-100.0
David Wakhu,Lukas Nemecz,Jonathan Broomhead,Calm,Open,Purple,Blue,Purple,25,55,50,75.0,62.0,50.0,0.048979729118973,-6.2880345882637325,-7.076348631915785,A,6.337014317382706,True,True,True,True,True,False,Lukas Nemecz,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Maverick McNealy,Akshay Bhatia,Jacob Bridgeman,Tough,Open,Blue,Yellow,Yellow,50,55,50,75.0,62.0,75.0,0.0669034017806595,6.382978723404256,-0.5319148936170224,B,6.316075321623597,True,True,True,True,True,False,Jacob Bridgeman,LOSS,0,-100.0
Renato Paratore,Trevor Fisher Jr,Ross Fisher,Moderate,Open,Yellow,Orange,Purple,25,57,25,75.0,93.0,50.0,-7.868072983664332,-3.781793842034807,2.438259551103861,C,6.220053393138668,True,True,True,True,True,False,Ross Fisher,WIN,1,187.0
Daniel van Tonder,Justin Harding,Angel Hidalgo,Calm,Open,Purple,Blue,Blue,25,40,25,75.0,52.0,50.0,0.048979729118973,-6.119999625799575,-6.119999625799575,A,6.168979354918548,True,True,True,True,True,False,Justin Harding,LOSS,0,-100.0
Quim Vidal,Quentin Debove,Robin Williams,Calm,Open,Blue,Purple,Green,25,48,25,50.0,78.0,50.0,-6.119999625799575,0.048979729118973,-6.759287348831288,B,6.168979354918548,True,True,True,True,True,False,Quim Vidal,LOSS,0,-100.0
Veer Ahlawat,Joshua Berry,Adri Arnaus,Calm,Open,Purple,Blue,Yellow,25,51,50,75.0,82.0,50.0,0.048979729118973,-10.621714015079949,-6.103294108272843,A,6.152273837391816,True,True,True,True,True,False,,2WAY_PUSH_WIN,1,80.0
Matteo Manassero,Njoroge Njunge Kibugu,Dan Bradbury,Calm,Open,Purple,Green,Yellow,25,73,50,75.0,69.0,50.0,0.048979729118973,-9.789553822772817,-6.103294108272843,A,6.152273837391816,True,True,True,True,True,False,Njoroge Njunge Kibugu,LOSS,0,-100.0
Marcel Siem,Brandon Stone,Antoine Rozner,Moderate,Open,Yellow,Yellow,Blue,25,79,25,50.0,78.0,75.0,-7.18010032898105,-0.120672389932154,-6.249265949450344,B,6.1285935595181895,True,True,True,True,True,False,Brandon Stone,WIN,1,145.0
Haydn Porteous,Joost Luiten,Neil Schietekat,Moderate,Open,Blue,Yellow,Yellow,25,79,25,75.0,78.0,75.0,-6.249265949450344,-0.120672389932154,-7.868072983664332,B,6.1285935595181895,True,True,True,True,True,False,Joost Luiten,WIN,1,95.23809523809524
Euan Walker,Andrew Johnston,Justin Harding,Moderate,Open,Yellow,Yellow,Blue,75,49,25,75.0,56.0,75.0,-0.120672389932154,-7.18010032898105,-6.249265949450344,A,6.1285935595181895,True,True,True,True,True,False,Justin Harding,LOSS,0,-100.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,160.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,160.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,150.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,150.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,160.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,160.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,150.0
Mark Hubbard,Thorbjorn Olesen,Mac Meissner,Moderate,Open,Yellow,Yellow,Yellow,25,31,25,25.0,46.0,75.0,-13.935419213444783,-13.935419213444783,-7.868072983664332,C,6.067346229780453,True,True,True,True,True,False,Mac Meissner,WIN,1,150.0
Ryan Van Velzen,Andres Gallegos,Sadom Kaewkanjana,Calm,Open,Purple,Yellow,Blue,25,40,25,75.0,52.0,50.0,0.048979729118973,-6.0129473429151385,-6.119999625799575,A,6.061927072034112,True,True,True,True,True,False,,2WAY_PUSH_WIN,1,81.0
Makhetha Mazibuko,Graham van der Merwe,Hugo Townsend,Moderate,Open,Blue,Purple,Green,50,79,75,75.0,78.0,75.0,-8.712020618837501,1.2858286206805567,-4.7298850574712645,B,6.015713678151821,True,True,True,True,True,False,Hugo Townsend,LOSS,0,-100.0
Adrian Otaegui,Oliver Bekker,David Ravetto,Moderate,Open,Purple,Blue,Blue,75,49,50,75.0,56.0,75.0,1.2858286206805567,-4.54196252675938,-8.712020618837501,A,5.827791147439937,True,True,True,True,True,False,David Ravetto,LOSS,0,-100.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,320.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,320.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,260.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,260.0
Matti Schmid,Max McGreevy,Takumi Kanaya,Moderate,Open,Yellow,Blue,Yellow,25,31,50,25.0,46.0,50.0,-13.935419213444783,-13.99490841106625,-8.127067722374239,C,5.808351491070546,True,True,True,True,True,False,Matti Schmid,LOSS,0,-100.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,320.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,320.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,260.0
Rasmus Hojgaard,Danny Walker,Kristoffer Reitan,Moderate,Open,Yellow,Yellow,Blue,25,53,25,25.0,68.0,25.0,-13.935419213444783,-8.127067722374239,-13.99490841106625,B,5.808351491070546,True,True,True,True,True,False,Danny Walker,WIN,1,260.0
Erik van Rooyen,Tom Kim,Zac Blair,Calm,Open,Purple,Purple,Green,75,49,75,50.0,57.0,50.0,-8.363221328763021,-2.2271999497468435,-7.936829431588663,B,5.709629481841819,True,True,True,True,True,False,Tom Kim,WIN,1,137.0
Kurt Kitayama,Harry Hall,Stephan Jaeger,Moderate,Open,Blue,Purple,Yellow,25,46,25,25.0,75.0,75.0,-13.99490841106625,-2.201781955537615,-7.868072983664332,B,5.666291028126717,True,True,True,True,True,False,Kurt Kitayama,LOSS,0,-100.0
Martin Kaymer,Tom McKibbin,Ian Poulter,Calm,Open,Yellow,Blue,Blue,75,59,50,50.0,85.0,75.0,-5.01811508652674,-10.621714015079949,-10.621714015079949,A,5.603598928553207,True,True,True,True,True,False,Ian Poulter,LOSS,0,-100.0
Joost Luiten,Samuel Simpson,Dan Bradbury,Calm,Open,Green,Yellow,Yellow,50,70,50,25.0,70.0,50.0,-0.5713454666334234,-6.103294108272843,-6.103294108272843,A,5.53194864163942,True,True,True,True,True,False,Dan Bradbury,LOSS,0,-100.0
Lee Hodges,Matt Wallace,Mac Meissner,Calm,Open,Yellow,Yellow,Green,50,57,50,50.0,66.0,25.0,-6.103294108272843,-6.103294108272843,-0.5713454666334234,C,5.53194864163942,True,True,True,True,True,False,Lee Hodges,LOSS,0,-100.0
Rafael Campos,Nicolai Hojgaard,S.H. Kim,Calm,Open,Green,Yellow,Yellow,50,57,50,25.0,57.0,50.0,-0.5713454666334234,-6.103294108272843,-6.103294108272843,A,5.53194864163942,True,True,True,True,True,False,Nicolai Hojgaard,LOSS,0,-100.0
Jordan Gumberg,Pieter Moolman,Louis Albertse,Moderate,Open,Orange,Blue,Green,25,57,75,75.0,93.0,75.0,0.7982740021574942,-8.712020618837501,-4.7298850574712645,A,5.528159059628758,True,True,True,True,True,False,Jordan Gumberg,WIN,1,187.0
Nico Echavarria,Jason Day,Corey Conners,Moderate,Open,Green,Yellow,Purple,25,31,25,75.0,46.0,75.0,-7.67494000252621,-13.935419213444783,-2.201781955537615,C,5.473158046988595,True,True,True,True,True,False,Corey Conners,WIN,1,162.0
Chad Ramey,Alex Smalley,Pierceson Coody,Moderate,Open,Purple,Green,Yellow,25,46,25,75.0,75.0,25.0,-2.201781955537615,-7.67494000252621,-13.935419213444783,A,5.473158046988595,True,True,True,True,True,False,Alex Smalley,LOSS,0,-100.0
Jovan Rebula,Rafa Cabrera Bello,Benjamin Follett-Smith,Moderate,Open,Blue,Blue,Orange,25,49,25,75.0,56.0,75.0,-6.249265949450344,-4.54196252675938,0.7982740021574942,C,5.340236528916874,True,True,True,True,True,False,Jovan Rebula,LOSS,0,-100.0
Clement Charmasson,Adrian Otaegui,Mike Toorop,Calm,Open,Green,Green,Orange,50,48,25,50.0,78.0,50.0,-9.789553822772817,-4.599156562439124,-13.47647287232165,B,5.190397260333692,True,True,True,True,True,False,Mike Toorop,LOSS,0,-100.0
Bernd Wiesberger,Jason Scrivener,Wenyi Ding,Calm,Open,Green,Green,Blue,25,55,50,75.0,62.0,75.0,-4.599156562439124,-9.789553822772817,-10.621714015079949,A,5.190397260333692,True,True,True,True,True,False,Jason Scrivener,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Chris Gotterup,Justin Rose,Min Woo Lee,Moderate,Open,Yellow,Yellow,Yellow,50,31,25,75.0,46.0,25.0,-8.815040377057523,-13.935419213444783,-13.935419213444783,A,5.120378836387262,True,True,True,True,True,False,Chris Gotterup,WIN,1,175.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Aldrich Potgieter,Jake Knapp,Sungjae Im,Moderate,Open,Yellow,Yellow,Blue,25,61,25,25.0,78.0,25.0,-13.935419213444783,-8.815040377057523,-13.99490841106625,B,5.120378836387262,True,True,True,True,True,False,Aldrich Potgieter,LOSS,0,-100.0
Max Homa,Denny McCarthy,Kevin Yu,Tough,Open,Purple,Orange,Green,50,40,50,50.0,52.0,50.0,-4.459308807134894,7.0023356090549775,2.012950450450452,B,4.9893851586045255,True,True,True,True,False,False,Max Homa,LOSS,0,-100.0
Kevin Yu,Max Homa,Denny McCarthy,Tough,Open,Green,Purple,Orange,50,55,25,50.0,62.0,50.0,2.012950450450452,-4.459308807134894,7.0023356090549775,C,4.9893851586045255,True,True,True,True,False,False,Max Homa,LOSS,0,-100.0
Tony Finau,Max McGreevy,Lucas Glover,Tough,Open,Green,Orange,Yellow,50,40,50,50.0,52.0,75.0,2.012950450450452,7.0023356090549775,-0.5319148936170224,B,4.9893851586045255,True,True,True,True,False,False,Max McGreevy,WIN,1,160.0
Brian Campbell,Wyndham Clark,Marco Penge,Tough,Open,Green,Orange,Yellow,50,40,50,50.0,52.0,75.0,2.012950450450452,7.0023356090549775,-0.5319148936170224,B,4.9893851586045255,True,True,True,True,False,False,Marco Penge,LOSS,0,-100.0
Lucas Glover,Tony Finau,Max McGreevy,Tough,Open,Yellow,Green,Orange,50,73,25,75.0,69.0,50.0,-0.5319148936170224,2.012950450450452,7.0023356090549775,C,4.9893851586045255,True,True,True,True,False,False,Max McGreevy,WIN,1,160.0
Sahith Theegala,Michael Kim,Pierceson Coody,Tough,Open,Purple,Yellow,Orange,25,40,25,75.0,52.0,50.0,-5.8573853989813225,11.986426999266325,7.0023356090549775,B,4.984091390211347,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,110.0
Pierceson Coody,Sahith Theegala,Michael Kim,Tough,Open,Orange,Purple,Yellow,25,48,25,50.0,78.0,50.0,7.0023356090549775,-5.8573853989813225,11.986426999266325,C,4.984091390211347,True,True,True,True,False,False,Pierceson Coody,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Matthew Wolff,Elvis Smylie,Dean Burmester,Moderate,Open,Yellow,Green,Yellow,50,56,50,50.0,69.0,50.0,-8.127067722374239,-3.1430222114709085,-8.127067722374239,B,4.98404551090333,True,True,True,True,False,False,Matthew Wolff,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Brian Harman,Maverick McNealy,Davis Riley,Moderate,Open,Yellow,Yellow,Green,50,56,50,50.0,86.0,50.0,-8.127067722374239,-8.815040377057523,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Maverick McNealy,LOSS,0,-100.0
Cameron Tringale,Luis Masaveu,Sam Horsfield,Moderate,Open,Blue,Yellow,Green,50,56,50,25.0,60.0,50.0,-16.457663080453408,-8.127067722374239,-3.1430222114709085,C,4.98404551090333,True,True,True,True,False,False,Cameron Tringale,LOSS,0,-100.0
Matthieu Pavon,S.H. Kim,Austin Smotherman,Moderate,Open,Purple,Yellow,Yellow,50,61,25,75.0,78.0,25.0,-3.86307923363812,-8.815040377057523,-13.935419213444783,A,4.951961143419403,True,True,True,True,False,False,Austin Smotherman,LOSS,0,-100.0
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Emiliano Grillo,Christiaan Bezuidenhout,Max Greyserman,Moderate,Open,Purple,Yellow,Yellow,50,31,50,75.0,46.0,75.0,-3.86307923363812,-13.935419213444783,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Ricky Castillo,Ryan Gerard,Patrick Cantlay,Moderate,Open,Purple,Yellow,Yellow,50,61,50,75.0,78.0,75.0,-3.86307923363812,-8.815040377057523,-8.815040377057523,A,4.951961143419403,True,True,True,True,False,False,Ricky Castillo,WIN,1,220.00000000000003
Brice Garnett,Dylan Wu,Max Meissner,Calm,Open,Blue,Purple,Blue,75,49,50,50.0,57.0,75.0,-7.105496807348787,-2.2271999497468435,-10.621714015079949,B,4.878296857601944,True,True,True,True,False,False,Dylan Wu,WIN,1,210.0
