player_a,player_b,player_c,condition,round_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c,score_a,score_b,score_c,best_player,best_vs_second,filter_0pct,filter_0.5pct,filter_1pct,filter_2pct,filter_5pct,filter_8pct,actual_winner,result_type,win_indicator,pl
Sepp Straka,Harry Hall,Patrick Cantlay,Tough,Open,Yellow,Green,Blue,50,48,50,75.0,78.0,75.0,-0.5319148936170224,4.937862468931233,0.0669034017806595,B,4.870959067150574,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,110.0
Patrick Cantlay,Sepp Straka,Harry Hall,Tough,Open,Blue,Yellow,Green,50,51,25,75.0,82.0,75.0,0.0669034017806595,-0.5319148936170224,4.937862468931233,C,4.870959067150574,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,120.0
Ben Griffin,Keegan Bradley,Sam Burns,Tough,Open,Blue,Purple,Green,50,51,25,75.0,82.0,75.0,0.0669034017806595,-5.167810831426392,4.937862468931233,C,4.870959067150574,True,True,True,True,False,False,Sam Burns,WIN,1,160.0
Ben Griffin,Sam Burns,Keegan Bradley,Tough,Open,Blue,Green,Purple,50,48,50,75.0,78.0,75.0,0.0669034017806595,4.937862468931233,-5.167810831426392,B,4.870959067150574,True,True,True,True,False,False,Sam Burns,WIN,1,170.0
Francesco Laporta,Joe Dean,Marcus Kinhult,Calm,Open,Green,Purple,Purple,50,48,50,50.0,78.0,75.0,-9.789553822772817,0.048979729118973,-4.800168953049968,B,4.849148682168941,True,True,True,True,False,False,Francesco Laporta,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Erik van Rooyen,Keith Mitchell,Michael Kim,Moderate,Open,Yellow,Green,Yellow,50,56,25,75.0,86.0,25.0,-8.815040377057523,-3.976915936331122,-13.935419213444783,B,4.838124440726401,True,True,True,True,False,False,Keith Mitchell,WIN,1,115.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Viktor Hovland,Russell Henley,Robert MacIntyre,Moderate,Open,Yellow,Yellow,Green,50,56,50,75.0,86.0,75.0,-8.815040377057523,-8.815040377057523,-3.976915936331122,C,4.838124440726401,True,True,True,True,False,False,Russell Henley,LOSS,0,-100.0
Ockie Strydom,Justin Harding,Johannes Veerman,Calm,Open,Green,Green,Yellow,50,57,75,50.0,57.0,50.0,-9.789553822772817,-9.789553822772817,-5.01811508652674,C,4.771438736246076,True,True,True,True,False,False,Johannes Veerman,WIN,1,95.23809523809524
Taylor Moore,Harry Higgs,Hank Lebioda,Calm,Open,Blue,Yellow,Green,50,70,50,25.0,70.0,25.0,-5.3375568192274425,-6.103294108272843,-0.5713454666334234,C,4.766211352594019,True,True,True,True,False,False,Taylor Moore,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jason Day,Alex Noren,Ryo Hisatsune,Tough,Open,Blue,Blue,Green,25,73,50,50.0,69.0,50.0,6.732928278959186,1.5388742561701303,2.012950450450452,A,4.719977828508734,True,True,True,True,False,False,Ryo Hisatsune,LOSS,0,-100.0
Jastas Madoya Asena,Davis Bryant,Callum Tarren,Calm,Open,Green,Orange,Purple,25,40,25,75.0,52.0,75.0,-4.599156562439124,-13.47647287232165,0.048979729118973,C,4.648136291558098,True,True,True,True,False,False,Davis Bryant,LOSS,0,-100.0
Yurav Premall,Felix Mory,Dismas Indiza Anyonyi,Calm,Open,Purple,Green,Yellow,25,48,50,75.0,78.0,75.0,0.048979729118973,-4.599156562439124,-6.654587793268107,A,4.648136291558098,True,True,True,True,False,False,Yurav Premall,WIN,1,110.0
Collin Morikawa,Ludvig Aberg,Si Woo Kim,Moderate,Open,Yellow,Purple,Purple,50,61,50,50.0,78.0,50.0,-8.127067722374239,-3.86307923363812,0.7769622730033564,C,4.640041506641476,True,True,True,True,False,False,,LOSS,0,-100.0
Peter Uihlein,Cameron Smith,Byeong-Hun An,Calm,Open,Blue,Blue,Yellow,50,59,25,75.0,85.0,50.0,-10.621714015079949,-10.621714015079949,-6.0129473429151385,C,4.608766672164808,True,True,True,True,False,False,Cameron Smith,LOSS,0,-100.0
JJ Senekal,MJ Daffue,Jorge Campillo,Moderate,Open,Blue,Purple,Orange,25,60,50,50.0,73.0,75.0,-4.54196252675938,0.7769622730033564,-3.781793842034807,B,4.558756115038163,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Patrick Reed,Martin Couvra,Charl Schwartzel,Calm,Open,Yellow,Green,Yellow,75,52,50,50.0,45.0,50.0,-5.01811508652674,-0.5713454666334234,-6.103294108272843,B,4.446769619893317,True,True,True,True,False,False,Patrick Reed,LOSS,0,-100.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,120.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,120.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,125.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,125.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,120.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,120.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,125.0
Scottie Scheffler,Xander Schauffele,Si Woo Kim,Tough,Open,Green,Yellow,Purple,50,55,50,50.0,62.0,50.0,2.012950450450452,6.382978723404256,-4.459308807134894,B,4.370028272953805,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,125.0
Patrick Rodgers,Kevin Roy,Marco Penge,Moderate,Open,Green,Yellow,Yellow,50,53,50,75.0,68.0,75.0,-3.976915936331122,-8.127067722374239,-8.815040377057523,A,4.150151786043117,True,True,True,True,False,False,Patrick Rodgers,WIN,1,175.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,175.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,175.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,180.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,180.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,175.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,175.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,180.0
Cameron Young,Viktor Hovland,Shane Lowry,Tough,Open,Purple,Yellow,Purple,50,51,25,50.0,82.0,75.0,-4.459308807134894,-0.5319148936170224,-5.8573853989813225,B,3.927393913517872,True,True,True,True,False,False,Viktor Hovland,WIN,1,180.0
Jon Rahm,Thomas Detry,Talor Gooch,Moderate,Open,Green,Blue,Purple,50,51,50,50.0,48.0,50.0,-3.1430222114709085,-16.457663080453408,0.7769622730033564,C,3.919984484474265,True,True,True,True,False,False,Jon Rahm,LOSS,0,-100.0
Scott Vincent,Marc Leishman,Jason Kokrak,Moderate,Open,Green,Green,Purple,50,51,50,50.0,48.0,50.0,-3.1430222114709085,-6.071592282368629,0.7769622730033564,C,3.919984484474265,True,True,True,True,False,False,Marc Leishman,LOSS,0,-100.0
Younghan Song,Charl Schwartzel,Richard Bland,Moderate,Open,Green,Purple,Yellow,50,74,50,50.0,72.0,50.0,-3.1430222114709085,0.7769622730033564,-8.127067722374239,B,3.919984484474265,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,81.0
Joaquin Niemann,Dustin Johnson,Bryson DeChambeau,Moderate,Open,Purple,Yellow,Green,50,74,50,50.0,72.0,50.0,0.7769622730033564,-8.127067722374239,-3.1430222114709085,A,3.919984484474265,True,True,True,True,False,False,Bryson DeChambeau,LOSS,0,-100.0
Miguel Tabuena,Bjorn Hellgren,Yosuke Asaji,Moderate,Open,Purple,Green,Yellow,50,56,50,50.0,69.0,25.0,0.7769622730033564,-3.1430222114709085,-14.882386606837976,A,3.919984484474265,True,True,True,True,False,False,Bjorn Hellgren,LOSS,0,-100.0
John Parry,John Vanderlaan,Marcelo Rozo,Calm,Open,Yellow,Purple,Purple,50,79,25,50.0,65.0,50.0,-6.103294108272843,-8.363221328763021,-2.2271999497468435,C,3.876094158526,True,True,True,True,False,False,John Vanderlaan,LOSS,0,-100.0
Charles Howell III,Jason Kokrak,Caleb Surratt,Calm,Open,Purple,Blue,Yellow,25,59,50,50.0,85.0,50.0,-2.2271999497468435,-10.621714015079949,-6.103294108272843,A,3.876094158526,True,True,True,True,False,False,Charles Howell III,WIN,1,187.0
Caleb Surratt,Victor Perez,Jose Luis Ballester,Moderate,Open,Blue,Blue,Green,50,56,50,25.0,69.0,50.0,-16.457663080453408,-7.004717196146538,-3.1430222114709085,C,3.86169498467563,True,True,True,True,False,False,,2WAY_PUSH_LOSS,0,-100.0
Graeme McDowell,Peter Uihlein,Branden Grace,Moderate,Open,Green,Blue,Blue,50,56,50,50.0,69.0,25.0,-3.1430222114709085,-7.004717196146538,-16.457663080453408,A,3.86169498467563,True,True,True,True,False,False,Graeme McDowell,WIN,1,240.0
Bubba Watson,Ian Poulter,Brendan Steele,Moderate,Open,Blue,Green,Yellow,50,56,50,50.0,69.0,50.0,-7.004717196146538,-3.1430222114709085,-8.127067722374239,B,3.86169498467563,True,True,True,True,False,False,Brendan Steele,LOSS,0,-100.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,115.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,115.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,110.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,110.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,115.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,115.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,110.0
Jhonattan Vegas,Taylor Pendrith,Alex Noren,Moderate,Open,Green,Green,Green,25,46,50,25.0,75.0,75.0,-9.769616348563716,-7.67494000252621,-3.976915936331122,C,3.698024066195088,True,True,True,True,False,False,Alex Noren,WIN,1,110.0
J.J. Spaun,Ludvig Aberg,Hideki Matsuyama,Tough,Open,Blue,Purple,Yellow,50,73,25,50.0,69.0,75.0,1.5388742561701303,-4.459308807134894,5.071533382245045,C,3.5326591260749147,True,True,True,True,False,False,Hideki Matsuyama,WIN,1,140.0
Hideki Matsuyama,Ludvig Aberg,J.J. Spaun,Tough,Open,Yellow,Purple,Blue,25,73,50,75.0,69.0,50.0,5.071533382245045,-4.459308807134894,1.5388742561701303,A,3.5326591260749147,True,True,True,True,False,False,Hideki Matsuyama,WIN,1,130.0
Bryson DeChambeau,Dustin Johnson,Louis Oosthuizen,Calm,Open,Orange,Purple,Blue,50,79,50,75.0,65.0,50.0,-2.801460773912223,-8.363221328763021,-6.2880345882637325,A,3.4865738143515097,True,True,True,True,False,False,Bryson DeChambeau,WIN,1,105.0
Stephen Ferreira,Franklin Manchest,Joel Girrbach,Moderate,Open,Yellow,Yellow,Green,50,60,75,50.0,73.0,75.0,-8.127067722374239,-8.127067722374239,-4.7298850574712645,C,3.3971826649029744,True,True,True,True,False,False,Joel Girrbach,WIN,1,66.66666666666666
Richard Sterne,Marcel Schneider,Hennie Otto,Moderate,Open,Green,Yellow,Yellow,50,60,25,75.0,73.0,50.0,-3.976915936331122,-8.127067722374239,-7.18010032898105,A,3.203184392649928,True,True,True,True,False,False,Richard Sterne,WIN,1,145.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,#ERROR!,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,0.0,C,3.1430222114709085,True,True,True,True,False,False,Eric Cole,LOSS,0,-100.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,Yellow,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,-8.815040377057523,B,0.7200570221672109,True,True,False,False,False,False,Eric Cole,LOSS,0,-100.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,#ERROR!,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,0.0,C,3.1430222114709085,True,True,True,True,False,False,Eric Cole,LOSS,0,-100.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,Yellow,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,-8.815040377057523,B,0.7200570221672109,True,True,False,False,False,False,Eric Cole,LOSS,0,-100.0
Marc Leishman,Jose Luis Ballester,Paul Casey,Calm,Open,Blue,Blue,Purple,50,34,25,50.0,40.0,50.0,-6.2880345882637325,-5.169521856763286,-2.2271999497468435,C,2.942321907016442,True,True,True,True,False,False,Jose Luis Ballester,LOSS,0,-100.0
Angel Ayora,Antoine Rozner,Pablo Larrazabal,Calm,Open,Orange,Orange,Blue,25,40,50,50.0,52.0,75.0,-13.47647287232165,-13.47647287232165,-10.621714015079949,C,2.854758857241704,True,True,True,True,False,False,Angel Ayora,LOSS,0,-100.0
Shubhankar Sharma,Jordan Gumberg,David Ravetto,Calm,Open,Green,Orange,Purple,50,40,50,50.0,52.0,50.0,-9.789553822772817,-13.47647287232165,-7.076348631915785,C,2.713205190857032,True,True,True,True,False,False,Jordan Gumberg,LOSS,0,-100.0
Brian Campbell,Karl Vilips,Aaron Rai,Moderate,Open,Yellow,Blue,Yellow,50,46,50,75.0,75.0,75.0,-8.815040377057523,-6.249265949450344,-8.815040377057523,B,2.565774427607179,True,True,True,True,False,False,Karl Vilips,WIN,1,240.0
Tom Kim,Rickie Fowler,Max Greyserman,Tough,Open,Green,Yellow,Yellow,50,51,50,50.0,82.0,75.0,2.012950450450452,-0.5319148936170224,-0.5319148936170224,A,2.544865344067474,True,True,True,True,False,False,Max Greyserman,LOSS,0,-100.0
Rickie Fowler,Max Greyserman,Tom Kim,Tough,Open,Yellow,Yellow,Green,50,51,50,75.0,82.0,50.0,-0.5319148936170224,-0.5319148936170224,2.012950450450452,C,2.544865344067474,True,True,True,True,False,False,Max Greyserman,LOSS,0,-100.0
Jayden Schaper,Patrick Reed,Andy Sullivan,Moderate,Open,Yellow,Blue,Blue,50,60,25,75.0,73.0,50.0,-8.815040377057523,-7.004717196146538,-4.54196252675938,C,2.4627546693871585,True,True,True,True,False,False,Jayden Schaper,LOSS,0,-100.0
Chris Gotterup,Robert MacIntyre,Justin Rose,Tough,Open,Yellow,Purple,Green,50,51,25,75.0,82.0,50.0,-0.5319148936170224,-5.167810831426392,1.8589011546758027,C,2.390816048292825,True,True,True,True,False,False,Chris Gotterup,LOSS,0,-100.0
Chris Gotterup,Justin Rose,Robert MacIntyre,Tough,Open,Yellow,Green,Purple,50,40,50,75.0,52.0,75.0,-0.5319148936170224,1.8589011546758027,-5.167810831426392,B,2.390816048292825,True,True,True,True,False,False,Chris Gotterup,LOSS,0,-100.0
Yurav Premall,Estiaan Conradie,Rhys Enoch,Moderate,Open,Green,Yellow,Blue,75,57,50,75.0,93.0,50.0,-4.7298850574712645,-8.815040377057523,-7.004717196146538,A,2.274832138675274,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,75.0
Adam Svensson,Rico Hoey,Max McGreevy,Calm,Open,Yellow,Purple,Green,50,75,50,50.0,69.0,50.0,-6.103294108272843,-8.363221328763021,-9.789553822772817,A,2.2599272204901784,True,True,True,True,False,False,Max McGreevy,LOSS,0,-100.0
Marcus Armitage,Herman Loubser,Angel Hidalgo,Calm,Open,Yellow,Purple,Green,50,75,50,50.0,69.0,50.0,-6.103294108272843,-8.363221328763021,-9.789553822772817,A,2.2599272204901784,True,True,True,True,False,False,Herman Loubser,LOSS,0,-100.0
Matt Wallace,Matti Schmid,S.H. Kim,Calm,Open,Purple,Yellow,Purple,75,71,75,50.0,65.0,50.0,-8.363221328763021,-6.103294108272843,-8.363221328763021,B,2.2599272204901784,True,True,True,True,False,False,S.H. Kim,LOSS,0,-100.0
Xander Schauffele,Keegan Bradley,Patrick Cantlay,Calm,Open,Blue,Purple,Yellow,25,34,25,50.0,40.0,25.0,-6.119999625799575,4.227464332036318,2.041197236107569,B,2.1862670959287485,True,True,True,True,False,False,Xander Schauffele,LOSS,0,-100.0
Michael Hollick,Romain Langasque,Casey Jarvis,Calm,Open,Orange,Green,Green,25,55,50,50.0,62.0,75.0,-13.47647287232165,-9.789553822772817,-7.629423036380654,C,2.1601307863921626,True,True,True,True,False,False,Casey Jarvis,WIN,1,130.0
Garrick Higgo,Aaron Rai,Matt Fitzpatrick,Tough,Open,Orange,Yellow,Green,25,51,25,50.0,82.0,75.0,7.0023356090549775,-0.5319148936170224,4.937862468931233,A,2.064473140123744,True,True,True,True,False,False,Aaron Rai,LOSS,0,-100.0
Matt Fitzpatrick,Garrick Higgo,Aaron Rai,Tough,Open,Green,Orange,Yellow,25,40,50,75.0,52.0,75.0,4.937862468931233,7.0023356090549775,-0.5319148936170224,B,2.064473140123744,True,True,True,True,False,False,Aaron Rai,LOSS,0,-100.0
Tobias Jonsson,Aaron Cockerill,Sebastian Garcia Rodriguez,Calm,Open,Green,Yellow,Yellow,25,51,50,75.0,82.0,75.0,-4.599156562439124,-6.654587793268107,-6.654587793268107,A,2.055431230828982,True,True,True,True,False,False,,2WAY_PUSH_WIN,1,90.0
Tom Vaillant,Mike Kisia,Dan Erickson,Calm,Open,Yellow,Orange,Green,25,40,25,75.0,52.0,75.0,-6.564241027910402,-13.47647287232165,-4.599156562439124,C,1.9650844654712776,True,True,True,False,False,False,Tom Vaillant,LOSS,0,-100.0
Maximilian Kieffer,Yannik Paul,Lucas Bjerregaard,Calm,Open,Green,Yellow,Green,25,48,50,75.0,78.0,50.0,-4.599156562439124,-6.564241027910402,-9.789553822772817,A,1.9650844654712776,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,75.0
Kurt Kitayama,Nico Echavarria,Jake Knapp,Tough,Open,Orange,Yellow,Purple,25,48,50,50.0,78.0,50.0,7.0023356090549775,5.071533382245045,-4.459308807134894,A,1.9308022268099323,True,True,True,False,False,False,Kurt Kitayama,WIN,1,175.0
Jake Knapp,Kurt Kitayama,Nico Echavarria,Tough,Open,Purple,Orange,Yellow,50,40,25,50.0,52.0,75.0,-4.459308807134894,7.0023356090549775,5.071533382245045,B,1.9308022268099323,True,True,True,False,False,False,Kurt Kitayama,WIN,1,175.0
Seamus Power,Charley Hoffman,Christiaan Bezuidenhout,Calm,Open,Purple,Green,Yellow,75,75,50,50.0,69.0,50.0,-8.363221328763021,-7.936829431588663,-6.103294108272843,C,1.83353532331582,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,62.5
Jacob Olesen,Greg Snow,Niklas Norgaard,Calm,Open,Yellow,Purple,Purple,25,51,50,75.0,82.0,50.0,-6.564241027910402,-4.800168953049968,-7.076348631915785,B,1.764072074860434,True,True,True,False,False,False,Jacob Olesen,LOSS,0,-100.0
Gary Woodland,Brandt Snedeker,David Lipsky,Calm,Open,Purple,Purple,Blue,50,57,50,50.0,57.0,25.0,-7.076348631915785,-7.076348631915785,-5.3375568192274425,C,1.7387918126883424,True,True,True,False,False,False,David Lipsky,WIN,1,170.0
Matthew Jordan,Marcel Siem,JC Ritchie,Calm,Open,Orange,Blue,Green,25,55,25,50.0,62.0,75.0,-13.47647287232165,-6.2880345882637325,-4.599156562439124,C,1.688878025824608,True,True,True,False,False,False,Matthew Jordan,LOSS,0,-100.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,130.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,130.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,105.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,105.0
