player_a,player_b,condition,round_type,score_a,score_b,winner_score,loser_score,difference,prediction,actual_winner,correct
Jacob Olesen,Jacques Kruyswijk,Calm,Open,0.33799999999999997,0.17550000000000002,0.33799999999999997,0.17550000000000002,0.16249999999999995,Jacob Olesen,Push,
Ewen Ferguson,Mikael Lindberg,Calm,Open,0.17550000000000002,-4.0995,0.17550000000000002,-4.0995,4.275,Ewen Ferguson,Mikael Lindberg,False
Freddy Schott,Guido Migliozzi,Calm,Open,0.33799999999999997,0.9175,0.9175,0.33799999999999997,0.5795,Guido Migliozzi,Freddy Schott,False
J.T. Poston,Kurt Kitayama,Tough,Open,2.4799999999999995,2.0865,2.4799999999999995,2.0865,0.3934999999999995,J.T. Poston,Kurt Kitayama,False
Jake Knapp,Sam Burns,Tough,Open,-0.99,1.892,1.892,-0.99,2.8819999999999997,Sam Burns,Sam Burns,True
Nico Echavarria,Matt McCarty,Tough,Open,-2.063,0.53,0.53,-2.063,2.593,Matt McCarty,Nico Echavarria,False
Taylor Pendrith,Pierceson Coody,Tough,Open,-2.063,2.0865,2.0865,-2.063,4.1495,Pierceson Coody,Pierceson Coody,True
Tom Hoge,Sahith Theegala,Tough,Open,3.1305,-2.7800000000000002,3.1305,-2.7800000000000002,5.910500000000001,Tom Hoge,Tom Hoge,True
Ben Griffin,Maverick McNealy,Tough,Open,-0.14200000000000002,-0.14200000000000002,-0.14200000000000002,-0.14200000000000002,0.0,Maverick McNealy,Maverick McNealy,True
Keegan Bradley,Akshay Bhatia,Tough,Open,-2.3355,4.17,4.17,-2.3355,6.5055,Akshay Bhatia,Akshay Bhatia,True
Jacob Bridgeman,J.J. Spaun,Tough,Open,-1.0235000000000003,0.17,0.17,-1.0235000000000003,1.1935000000000002,J.J. Spaun,Jacob Bridgeman,False
Cameron Young,Viktor Hovland,Tough,Open,-0.99,-1.0235000000000003,-0.99,-1.0235000000000003,0.03350000000000031,Cameron Young,Cameron Young,True
Shane Lowry,Adam Scott,Tough,Open,-2.7800000000000002,0.17,0.17,-2.7800000000000002,2.95,Adam Scott,Adam Scott,True
Hideki Matsuyama,Collin Morikawa,Tough,Open,-2.063,4.17,4.17,-2.063,6.2330000000000005,Collin Morikawa,Collin Morikawa,True
Ludvig Aberg,Rickie Fowler,Tough,Open,-0.99,-1.0235000000000003,-0.99,-1.0235000000000003,0.03350000000000031,Ludvig Aberg,Rickie Fowler,False
Tommy Fleetwood,Rory McIlroy,Tough,Open,4.17,2.0865,4.17,2.0865,2.0835,Tommy Fleetwood,Rory McIlroy,False
Ryan Gerard,Max Homa,Tough,Open,-0.99,-0.99,-0.99,-0.99,0.0,Max Homa,Max Homa,True
Patrick Rodgers,Sam Stevens,Tough,Open,0.17,-1.0235000000000003,0.17,-1.0235000000000003,1.1935000000000002,Patrick Rodgers,Patrick Rodgers,True
Denny McCarthy,Ryan Fox,Tough,Open,2.0865,1.892,2.0865,1.892,0.19450000000000012,Denny McCarthy,Ryan Fox,False
Max Greyserman,Max McGreevy,Tough,Open,-1.0235000000000003,2.0865,2.0865,-1.0235000000000003,3.1100000000000003,Max McGreevy,Max Greyserman,False
Matt Fitzpatrick,Jason Day,Tough,Open,1.892,-1.0899999999999999,1.892,-1.0899999999999999,2.9819999999999998,Matt Fitzpatrick,Matt Fitzpatrick,True
Alex Noren,Ryo Hisatsune,Tough,Open,0.17,0.53,0.53,0.17,0.36,Ryo Hisatsune,Alex Noren,False
Nick Taylor,Corey Conners,Tough,Open,4.17,1.892,4.17,1.892,2.278,Nick Taylor,Nick Taylor,True
Russell Henley,Harris English,Tough,Open,-0.14200000000000002,3.1305,3.1305,-0.14200000000000002,3.2725,Harris English,Russell Henley,False
Patrick Cantlay,Chris Gotterup,Tough,Open,-0.14200000000000002,-1.0235000000000003,-0.14200000000000002,-1.0235000000000003,0.8815000000000003,Patrick Cantlay,Chris Gotterup,False
Robert MacIntyre,Justin Rose,Tough,Open,-2.3355,-0.05799999999999994,-0.05799999999999994,-2.3355,2.2775000000000003,Justin Rose,Justin Rose,True
Scottie Scheffler,Xander Schauffele,Tough,Open,0.53,4.17,4.17,0.53,3.6399999999999997,Xander Schauffele,Xander Schauffele,True
Zander Lombard,Daniel Van Tonder,Calm,Open,0.9175,2.9245,2.9245,0.9175,2.007,Daniel Van Tonder,Zander Lombard,False
Alex Fitzpatrick,Jacob Olesen,Calm,Open,0.1535,0.33799999999999997,0.33799999999999997,0.1535,0.18449999999999997,Jacob Olesen,Push,
Niklas Norgaard,Ewen Ferguson,Calm,Open,-3.319,0.17550000000000002,0.17550000000000002,-3.319,3.4945,Ewen Ferguson,Niklas Norgaard,False
Guido Migliozzi,Freddy Schott,Calm,Open,0.9175,0.33799999999999997,0.9175,0.33799999999999997,0.5795,Guido Migliozzi,Freddy Schott,False
Joakim Lagergren,Jacques Kruyswijk,Calm,Open,-3.319,0.17550000000000002,0.17550000000000002,-3.319,3.4945,Jacques Kruyswijk,Joakim Lagergren,False
Thriston Lawrence,Casey Jarvis,Calm,Open,0.17550000000000002,-2.843,0.17550000000000002,-2.843,3.0185,Thriston Lawrence,Casey Jarvis,False
Doug Ghim,Garrick Higgo,Calm,Open,-0.38250000000000006,-3.319,-0.38250000000000006,-3.319,2.9364999999999997,Doug Ghim,Garrick Higgo,False
Johnny Keefer,Mac Meissner,Calm,Open,-3.319,0.6605000000000005,0.6605000000000005,-3.319,3.9795000000000007,Mac Meissner,Johnny Keefer,False
Keith Mitchell,Max McGreevy,Calm,Open,-1.3625,-2.479,-1.3625,-2.479,1.1165,Keith Mitchell,Push,
Jordan Smith,Rico Hoey,Calm,Open,0.9175,-1.3625,0.9175,-1.3625,2.2800000000000002,Jordan Smith,Jordan Smith,True
Kevin Yu,Matt Wallace,Calm,Open,0.11250000000000027,0.9175,0.9175,0.11250000000000027,0.8049999999999997,Matt Wallace,Kevin Yu,False
Shane Lowry,Nicolai Hojgaard,Calm,Open,6.891,0.9175,6.891,0.9175,5.9735,Shane Lowry,Push,
Aaron Rai,Davis Thompson,Calm,Open,-0.38250000000000006,0.9175,0.9175,-0.38250000000000006,1.3,Davis Thompson,Aaron Rai,False
Nico Echavarria,Chris Kirk,Calm,Open,6.891,0.9175,6.891,0.9175,5.9735,Nico Echavarria,Nico Echavarria,True
Ricky Castillo,Stephan Jaeger,Calm,Open,0.7424999999999999,6.891,6.891,0.7424999999999999,6.1485,Stephan Jaeger,Ricky Castillo,False
Rasmus Neergaard-Petersen,Alex Smalley,Calm,Open,0.9175,6.891,6.891,0.9175,5.9735,Alex Smalley,Rasmus Neergaard-Petersen,False
Ryan Gerard,Rasmus Hojgaard,Calm,Open,0.11250000000000027,0.9175,0.9175,0.11250000000000027,0.8049999999999997,Rasmus Hojgaard,Rasmus Hojgaard,True
Kristoffer Reitan,Michael Brennan,Calm,Open,-2.479,0.9175,0.9175,-2.479,3.3965,Michael Brennan,Kristoffer Reitan,False
Sami Valimaki,Max Homa,Calm,Open,6.891,0.9175,6.891,0.9175,5.9735,Sami Valimaki,Max Homa,False
Daniel Berger,Michael Thorbjornsen,Calm,Open,0.9175,0.7424999999999999,0.9175,0.7424999999999999,0.17500000000000004,Daniel Berger,Daniel Berger,True
Thorbjorn Olesen,Will Zalatoris,Calm,Open,-2.479,0.9175,0.9175,-2.479,3.3965,Will Zalatoris,,False
John Parry,Tom Kim,Calm,Open,0.9175,0.11250000000000027,0.9175,0.11250000000000027,0.8049999999999997,John Parry,John Parry,True
Seamus Power,Mackenzie Hughes,Calm,Open,-1.3625,0.7424999999999999,0.7424999999999999,-1.3625,2.105,Mackenzie Hughes,Seamus Power,False
Christiaan Bezuidenhout,Haotong Li,Calm,Open,0.9175,0.9175,0.9175,0.9175,0.0,Haotong Li,Push,
Ewen Ferguson,Matthew Jordan,Calm,Open,0.9175,-3.319,0.9175,-3.319,4.2364999999999995,Ewen Ferguson,Push,
Justin Walters,Louis Albertse,Calm,Open,0.11250000000000027,6.891,6.891,0.11250000000000027,6.778499999999999,Louis Albertse,Louis Albertse,True
Angel Ayora,Antoine Rozner,Calm,Open,-3.319,-3.319,-3.319,-3.319,0.0,Antoine Rozner,Angel Ayora,False
Jayden Schaper,Thriston Lawrence,Calm,Open,0.9175,0.9175,0.9175,0.9175,0.0,Thriston Lawrence,Push,
Casey Jarvis,Dan Bradbury,Calm,Open,0.7424999999999999,0.9175,0.9175,0.7424999999999999,0.17500000000000004,Dan Bradbury,Casey Jarvis,False
Joost Luiten,Jacques Kruyswijk,Calm,Open,0.6605000000000005,0.9175,0.9175,0.6605000000000005,0.25699999999999945,Jacques Kruyswijk,Joost Luiten,False
Marcus Armitage,Alejandro Del Rey,Calm,Open,0.9175,-0.38250000000000006,0.9175,-0.38250000000000006,1.3,Marcus Armitage,Alejandro Del Rey,False
Dean Burmester,Hennie du Plessis,Calm,Open,0.7424999999999999,0.9175,0.9175,0.7424999999999999,0.17500000000000004,Hennie du Plessis,Dean Burmester,False
Jorge Campillo,Martin Couvra,Calm,Open,0.9175,0.6605000000000005,0.9175,0.6605000000000005,0.25699999999999945,Jorge Campillo,Jorge Campillo,True
Jacob Olesen,Julien Guerrier,Calm,Open,6.891,-3.3,6.891,-3.3,10.190999999999999,Jacob Olesen,Julien Guerrier,False
Wenyi Ding,Alex Fitzpatrick,Calm,Open,-1.3625,-2.479,-1.3625,-2.479,1.1165,Wenyi Ding,Alex Fitzpatrick,False
Calum Hill,Frederic Lacroix,Calm,Open,-0.38250000000000006,-3.319,-0.38250000000000006,-3.319,2.9364999999999997,Calum Hill,Frederic Lacroix,False
Oliver Lindell,Charl Schwartzel,Calm,Open,0.9175,0.9175,0.9175,0.9175,0.0,Charl Schwartzel,Oliver Lindell,False
Patrick Reed,Branden Grace,Calm,Open,0.7424999999999999,-2.479,0.7424999999999999,-2.479,3.2215,Patrick Reed,Branden Grace,False
Francesco Laporta,Nathan Kimsey,Calm,Open,0.11250000000000027,6.891,6.891,0.11250000000000027,6.778499999999999,Nathan Kimsey,Push,
JC Ritchie,Brandon Stone,Calm,Open,6.891,6.891,6.891,6.891,0.0,Brandon Stone,,False
Jacob Olesen,Martin Couvra,Moderate,Open,2.776,2.776,2.776,2.776,0.0,Martin Couvra,Jacob Olesen,False
JC Ritchie,Rafa Cabrera Bello,Moderate,Open,-1.0595,-0.22799999999999987,-0.22799999999999987,-1.0595,0.8315000000000002,Rafa Cabrera Bello,Rafa Cabrera Bello,True
Alejandro Del Rey,Julien Guerrier,Moderate,Open,-0.8114999999999999,2.776,2.776,-0.8114999999999999,3.5874999999999995,Julien Guerrier,Push,
Patrick Reed,Alex Fitzpatrick,Moderate,Open,0.738,-2.7954999999999997,0.738,-2.7954999999999997,3.5334999999999996,Patrick Reed,Alex Fitzpatrick,False
Andy Sullivan,Jacques Kruyswijk,Moderate,Open,-0.22799999999999987,-4.863999999999999,-0.22799999999999987,-4.863999999999999,4.635999999999999,Andy Sullivan,Jacques Kruyswijk,False
Jayden Schaper,Hennie du Plessis,Moderate,Open,0.46249999999999997,-0.9654999999999999,0.46249999999999997,-0.9654999999999999,1.428,Jayden Schaper,Jayden Schaper,True
Richard Sterne,Deon Germishuys,Moderate,Open,-0.2370000000000002,0.46249999999999997,0.46249999999999997,-0.2370000000000002,0.6995000000000002,Deon Germishuys,Richard Sterne,False
Brandon Stone,Romain Langasque,Moderate,Open,2.776,-2.2394999999999996,2.776,-2.2394999999999996,5.015499999999999,Brandon Stone,Romain Langasque,False
Antoine Rozner,Marcus Armitage,Moderate,Open,-2.7954999999999997,6.9245,6.9245,-2.7954999999999997,9.719999999999999,Marcus Armitage,Marcus Armitage,True
Dan Bradbury,Johannes Veerman,Moderate,Open,-0.22799999999999987,0.738,0.738,-0.22799999999999987,0.9659999999999999,Johannes Veerman,Dan Bradbury,False
Jason Scrivener,Joe Dean,Moderate,Open,-2.2394999999999996,2.776,2.776,-2.2394999999999996,5.015499999999999,Joe Dean,Joe Dean,True
Sam Bairstow,Ugo Coussaud,Moderate,Open,2.776,-4.376499999999999,2.776,-4.376499999999999,7.152499999999999,Sam Bairstow,Push,
Calum Hill,Ewen Ferguson,Moderate,Open,-0.8114999999999999,-2.7954999999999997,-0.8114999999999999,-2.7954999999999997,1.9839999999999998,Calum Hill,Push,
Angel Ayora,Casey Jarvis,Moderate,Open,-0.9654999999999999,0.738,0.738,-0.9654999999999999,1.7035,Casey Jarvis,Angel Ayora,False
Francesco Laporta,Thriston Lawrence,Moderate,Open,3.5164999999999997,-0.9654999999999999,3.5164999999999997,-0.9654999999999999,4.481999999999999,Francesco Laporta,Francesco Laporta,True
Kieran Vincent,Jorge Campillo,Moderate,Open,2.776,6.907,6.907,2.776,4.131,Jorge Campillo,Kieran Vincent,False
Daniel Bennett,Joel Dahmen,Calm,Open,0.33799999999999997,-2.3390000000000004,0.33799999999999997,-2.3390000000000004,2.6770000000000005,Daniel Bennett,Daniel Bennett,True
Jhonattan Vegas,Tom Hoge,Calm,Open,0.33799999999999997,-2.3390000000000004,0.33799999999999997,-2.3390000000000004,2.6770000000000005,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Calm,Open,0.905,0.33799999999999997,0.905,0.33799999999999997,0.5670000000000001,Ryan Fox,Ryan Fox,True
Brian Campbell,Patrick Rodgers,Calm,Open,-4.0995,-4.0995,-4.0995,-4.0995,0.0,Patrick Rodgers,Brian Campbell,False
Matt McCarty,Max Greyserman,Calm,Open,1.0799999999999998,0.9175,1.0799999999999998,0.9175,0.16249999999999987,Matt McCarty,Max Greyserman,False
Taylor Moore,Andrew Putnam,Calm,Open,0.905,0.33799999999999997,0.905,0.33799999999999997,0.5670000000000001,Taylor Moore,Taylor Moore,True
Daniel Berger,Alex Noren,Calm,Open,1.873,-4.0995,1.873,-4.0995,5.9725,Daniel Berger,Daniel Berger,True
Min Woo Lee,Michael Thorbjornsen,Calm,Open,1.9605000000000001,0.9175,1.9605000000000001,0.9175,1.0430000000000001,Min Woo Lee,Min Woo Lee,True
Harry Hall,Corey Conners,Calm,Open,0.905,-0.7464999999999999,0.905,-0.7464999999999999,1.6515,Harry Hall,Corey Conners,False
Cameron Young,Sepp Straka,Calm,Open,0.17550000000000002,0.9175,0.9175,0.17550000000000002,0.742,Sepp Straka,Cameron Young,False
Harris English,Patrick Cantlay,Calm,Open,-2.3390000000000004,0.9175,0.9175,-2.3390000000000004,3.2565000000000004,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Calm,Open,0.905,0.9175,0.9175,0.905,0.012499999999999956,Robert MacIntyre,Robert MacIntyre,True
Brian Harman,Akshay Bhatia,Calm,Open,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.0,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Calm,Open,1.873,-2.3390000000000004,1.873,-2.3390000000000004,4.212000000000001,Collin Morikawa,Collin Morikawa,True
Xander Schauffele,Shane Lowry,Calm,Open,0.11799999999999988,-2.5665,0.11799999999999988,-2.5665,2.6845,Xander Schauffele,Xander Schauffele,True
Scottie Scheffler,Russell Henley,Calm,Open,0.17550000000000002,0.11250000000000027,0.17550000000000002,0.11250000000000027,0.06299999999999975,Scottie Scheffler,Push,
Aldrich Potgieter,Adam Scott,Calm,Open,0.33799999999999997,0.17550000000000002,0.33799999999999997,0.17550000000000002,0.16249999999999995,Aldrich Potgieter,Adam Scott,False
J.T. Poston,Keith Mitchell,Calm,Open,0.9175,-2.479,0.9175,-2.479,3.3965,J.T. Poston,Keith Mitchell,False
Nicolai Hojgaard,Austin Smotherman,Calm,Open,-2.3390000000000004,1.9605000000000001,1.9605000000000001,-2.3390000000000004,4.2995,Austin Smotherman,,False
Si Woo Kim,Bud Cauley,Calm,Open,0.17550000000000002,0.905,0.905,0.17550000000000002,0.7295,Bud Cauley,Bud Cauley,True
Lucas Glover,Ryo Hisatsune,Calm,Open,-2.479,0.17550000000000002,0.17550000000000002,-2.479,2.6545,Ryo Hisatsune,Ryo Hisatsune,True
Ryan Gerard,Jason Day,Calm,Open,4.3475,-2.3390000000000004,4.3475,-2.3390000000000004,6.6865000000000006,Ryan Gerard,Jason Day,False
Taylor Pendrith,Denny McCarthy,Calm,Open,0.905,-2.3390000000000004,0.905,-2.3390000000000004,3.2440000000000007,Taylor Pendrith,Denny McCarthy,False
Kurt Kitayama,Pierceson Coody,Calm,Open,-2.3390000000000004,0.33799999999999997,0.33799999999999997,-2.3390000000000004,2.6770000000000005,Pierceson Coody,Kurt Kitayama,False
Jordan Spieth,Sam Stevens,Calm,Open,0.17550000000000002,0.11250000000000027,0.17550000000000002,0.11250000000000027,0.06299999999999975,Jordan Spieth,Jordan Spieth,True
Jake Knapp,Matt Fitzpatrick,Calm,Open,4.3475,-0.7464999999999999,4.3475,-0.7464999999999999,5.094,Jake Knapp,Jake Knapp,True
Sam Burns,Sungjae Im,Calm,Open,0.905,-2.3390000000000004,0.905,-2.3390000000000004,3.2440000000000007,Sam Burns,Sam Burns,True
J.J. Spaun,Nick Taylor,Calm,Open,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.0,Nick Taylor,Nick Taylor,True
Keegan Bradley,Maverick McNealy,Calm,Open,0.11250000000000027,0.9175,0.9175,0.11250000000000027,0.8049999999999997,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Calm,Open,0.11250000000000027,0.11799999999999988,0.11799999999999988,0.11250000000000027,0.005499999999999616,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Calm,Open,0.905,1.0799999999999998,1.0799999999999998,0.905,0.17499999999999982,Ludvig Aberg,Ludvig Aberg,True
Jacob Bridgeman,Chris Gotterup,Calm,Open,0.9175,0.9175,0.9175,0.9175,0.0,Chris Gotterup,Chris Gotterup,True
Justin Thomas,Hideki Matsuyama,Calm,Open,0.905,0.905,0.905,0.905,0.0,Hideki Matsuyama,Hideki Matsuyama,True
Rory McIlroy,Viktor Hovland,Calm,Open,-2.3390000000000004,0.9175,0.9175,-2.3390000000000004,3.2565000000000004,Viktor Hovland,Rory McIlroy,False
Rickie Fowler,Michael Kim,Calm,Open,0.9175,-2.3390000000000004,0.9175,-2.3390000000000004,3.2565000000000004,Rickie Fowler,Rickie Fowler,True
Chris Kirk,Sahith Theegala,Calm,Open,4.3475,-0.7464999999999999,4.3475,-0.7464999999999999,5.094,Chris Kirk,Sahith Theegala,False
Abraham Ancer,Carlos Ortiz,Calm,Open,0.17550000000000002,1.9605000000000001,1.9605000000000001,0.17550000000000002,1.7850000000000001,Carlos Ortiz,Carlos Ortiz,True
Sergio Garcia,Peter Uihlein,Calm,Open,-0.7464999999999999,1.2375,1.2375,-0.7464999999999999,1.984,Peter Uihlein,Push,
Talor Gooch,Byeong-Hun An,Calm,Open,0.3244999999999998,0.17550000000000002,0.3244999999999998,0.17550000000000002,0.14899999999999977,Talor Gooch,Talor Gooch,True
Dustin Johnson,Paul Casey,Calm,Open,-4.0995,1.873,1.873,-4.0995,5.9725,Paul Casey,Paul Casey,True
Marc Leishman,Elvis Smylie,Calm,Open,-0.246,0.905,0.905,-0.246,1.151,Elvis Smylie,Marc Leishman,False
Sebastian Munoz,Joaquin Niemann,Calm,Open,0.33799999999999997,0.17550000000000002,0.33799999999999997,0.17550000000000002,0.16249999999999995,Sebastian Munoz,Joaquin Niemann,False
Thomas Pieters,Anthony Kim,Calm,Open,0.9175,0.17550000000000002,0.9175,0.17550000000000002,0.742,Thomas Pieters,Anthony Kim,False
David Puig,Tyrrell Hatton,Calm,Open,0.33799999999999997,-2.843,0.33799999999999997,-2.843,3.181,David Puig,Tyrrell Hatton,False
Jon Rahm,Bryson DeChambeau,Calm,Open,0.905,1.2375,1.2375,0.905,0.3325,Bryson DeChambeau,Push,
Cameron Smith,Lucas Herbert,Calm,Open,1.2375,0.17550000000000002,1.2375,0.17550000000000002,1.062,Cameron Smith,Cameron Smith,True
Byeong-Hun An,Branden Grace,Moderate,Open,1.8505,-3.7535000000000003,1.8505,-3.7535000000000003,5.604,Byeong-Hun An,Branden Grace,False
Richard Bland,Charl Schwartzel,Moderate,Open,-0.8114999999999999,1.8505,1.8505,-0.8114999999999999,2.662,Charl Schwartzel,Push,
Dean Burmester,Thomas Pieters,Moderate,Open,-0.8114999999999999,-0.8114999999999999,-0.8114999999999999,-0.8114999999999999,0.0,Thomas Pieters,Push,
Bryson DeChambeau,Tyrrell Hatton,Moderate,Open,0.25049999999999983,0.738,0.738,0.25049999999999983,0.48750000000000016,Tyrrell Hatton,Bryson DeChambeau,False
Thomas Detry,Marc Leishman,Moderate,Open,-3.7535000000000003,-2.2585,-2.2585,-3.7535000000000003,1.495,Marc Leishman,Push,
Sergio Garcia,Talor Gooch,Moderate,Open,1.8505,1.8505,1.8505,1.8505,0.0,Talor Gooch,Talor Gooch,True
Lucas Herbert,Cameron Smith,Moderate,Open,-0.8114999999999999,0.738,0.738,-0.8114999999999999,1.5494999999999999,Cameron Smith,Cameron Smith,True
Anirban Lahiri,Jason Kokrak,Moderate,Open,1.8505,1.8505,1.8505,1.8505,0.0,Jason Kokrak,Push,
Sebastian Munoz,Joaquin Niemann,Moderate,Open,-3.457,1.8505,1.8505,-3.457,5.3075,Joaquin Niemann,Joaquin Niemann,True
Victor Perez,Dustin Johnson,Moderate,Open,0.738,-0.8114999999999999,0.738,-0.8114999999999999,1.5494999999999999,Victor Perez,Victor Perez,True
Jon Rahm,David Puig,Moderate,Open,0.25049999999999983,-3.457,0.25049999999999983,-3.457,3.7074999999999996,Jon Rahm,Jon Rahm,True
Elvis Smylie,Abraham Ancer,Moderate,Open,0.25049999999999983,0.25049999999999983,0.25049999999999983,0.25049999999999983,0.0,Abraham Ancer,Elvis Smylie,False
Caleb Surratt,Anthony Kim,Moderate,Open,-3.7535000000000003,1.8505,1.8505,-3.7535000000000003,5.604,Anthony Kim,Push,
Peter Uihlein,Paul Casey,Moderate,Open,0.738,-0.8114999999999999,0.738,-0.8114999999999999,1.5494999999999999,Peter Uihlein,Paul Casey,False
Harold Varner III,Jose Luis Ballester,Moderate,Open,0.25049999999999983,0.25049999999999983,0.25049999999999983,0.25049999999999983,0.0,Jose Luis Ballester,Harold Varner III,False
Matthew Wolff,Richard T. Lee,Moderate,Open,-0.8114999999999999,1.8505,1.8505,-0.8114999999999999,2.662,Richard T. Lee,Richard T. Lee,True
Christiaan Bezuidenhout,Thorbjorn Olesen,Moderate,Open,-4.885,-4.885,-4.885,-4.885,0.0,Thorbjorn Olesen,Christiaan Bezuidenhout,False
Bud Cauley,Mac Meissner,Moderate,Open,-3.4450000000000003,-0.9654999999999999,-0.9654999999999999,-3.4450000000000003,2.4795000000000003,Mac Meissner,Bud Cauley,False
Daniel Berger,Alex Noren,Moderate,Open,-0.8114999999999999,-0.2370000000000002,-0.2370000000000002,-0.8114999999999999,0.5744999999999997,Alex Noren,Alex Noren,True
Ryan Gerard,Michael Thorbjornsen,Moderate,Open,0.46249999999999997,-5.111,0.46249999999999997,-5.111,5.5735,Ryan Gerard,Ryan Gerard,True
Max Homa,Kristoffer Reitan,Moderate,Open,0.25049999999999983,-4.7195,0.25049999999999983,-4.7195,4.97,Max Homa,Max Homa,True
Taylor Pendrith,Rasmus Hojgaard,Moderate,Open,-4.863999999999999,-4.885,-4.863999999999999,-4.885,0.021000000000000796,Taylor Pendrith,Taylor Pendrith,True
Akshay Bhatia,Viktor Hovland,Moderate,Open,0.25049999999999983,0.46249999999999997,0.46249999999999997,0.25049999999999983,0.21200000000000013,Viktor Hovland,Viktor Hovland,True
Patrick Cantlay,Maverick McNealy,Moderate,Open,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.0,Maverick McNealy,Maverick McNealy,True
Ludvig Aberg,Russell Henley,Moderate,Open,-5.111,0.46249999999999997,0.46249999999999997,-5.111,5.5735,Russell Henley,Russell Henley,True
Tommy Fleetwood,Si Woo Kim,Moderate,Open,1.8505,1.8505,1.8505,1.8505,0.0,Si Woo Kim,Tommy Fleetwood,False
Scottie Scheffler,Collin Morikawa,Moderate,Open,1.8505,-0.8114999999999999,1.8505,-0.8114999999999999,2.662,Scottie Scheffler,Scottie Scheffler,True
Harris English,Robert MacIntyre,Moderate,Open,-4.885,-0.2370000000000002,-0.2370000000000002,-4.885,4.648,Robert MacIntyre,Robert MacIntyre,True
Matt Fitzpatrick,Jake Knapp,Moderate,Open,-3.4450000000000003,0.46249999999999997,0.46249999999999997,-3.4450000000000003,3.9075,Jake Knapp,Matt Fitzpatrick,False
Jacob Bridgeman,Pierceson Coody,Moderate,Open,0.46249999999999997,-4.885,0.46249999999999997,-4.885,5.3475,Jacob Bridgeman,Jacob Bridgeman,True
Ryan Fox,Alex Smalley,Moderate,Open,-3.4450000000000003,-4.863999999999999,-3.4450000000000003,-4.863999999999999,1.4189999999999987,Ryan Fox,Alex Smalley,False
Kurt Kitayama,Ben Griffin,Moderate,Open,-4.7195,0.46249999999999997,0.46249999999999997,-4.7195,5.182,Ben Griffin,Ben Griffin,True
Adam Scott,Harry Hall,Moderate,Open,1.8505,-3.4450000000000003,1.8505,-3.4450000000000003,5.2955000000000005,Adam Scott,Adam Scott,True
Rickie Fowler,Shane Lowry,Moderate,Open,0.46249999999999997,-4.863999999999999,0.46249999999999997,-4.863999999999999,5.326499999999999,Rickie Fowler,Push,
Aaron Rai,Keegan Bradley,Moderate,Open,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.0,Keegan Bradley,Aaron Rai,False
Jordan Spieth,J.J. Spaun,Moderate,Open,1.8505,1.8505,1.8505,1.8505,0.0,J.J. Spaun,J.J. Spaun,True
Sepp Straka,Chris Gotterup,Moderate,Open,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.46249999999999997,0.0,Chris Gotterup,Sepp Straka,False
Nico Echavarria,Wyndham Clark,Moderate,Open,-4.863999999999999,-4.885,-4.863999999999999,-4.885,0.021000000000000796,Nico Echavarria,Wyndham Clark,False
Nick Taylor,Max McGreevy,Moderate,Open,-0.8114999999999999,-4.7195,-0.8114999999999999,-4.7195,3.9080000000000004,Nick Taylor,Max McGreevy,False
Sahith Theegala,Justin Rose,Moderate,Open,-4.863999999999999,-4.885,-4.863999999999999,-4.885,0.021000000000000796,Sahith Theegala,Sahith Theegala,True
Hideki Matsuyama,Min Woo Lee,Moderate,Open,-0.9654999999999999,-4.885,-0.9654999999999999,-4.885,3.9194999999999998,Hideki Matsuyama,Hideki Matsuyama,True
Xander Schauffele,Cameron Young,Moderate,Open,1.8505,1.8505,1.8505,1.8505,0.0,Cameron Young,Cameron Young,True
Sam Burns,Jason Day,Moderate,Open,-4.863999999999999,-4.885,-4.863999999999999,-4.885,0.021000000000000796,Sam Burns,Jason Day,False
Davis Thompson,Corey Conners,Moderate,Open,-0.8114999999999999,-3.4450000000000003,-0.8114999999999999,-3.4450000000000003,2.6335000000000006,Davis Thompson,Corey Conners,False
Darius van Driel,Freddy Schott,Calm,Open,1.0799999999999998,0.17550000000000002,1.0799999999999998,0.17550000000000002,0.9044999999999999,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Calm,Open,0.3244999999999998,0.11799999999999988,0.3244999999999998,0.11799999999999988,0.2064999999999999,Tobias Jonsson,Tobias Jonsson,True
Zander Lombard,James Morrison,Calm,Open,-0.246,1.0799999999999998,1.0799999999999998,-0.246,1.3259999999999998,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Calm,Open,0.11799999999999988,0.9175,0.9175,0.11799999999999988,0.7995000000000001,Francesco Molinari,Ashun Wu,False
