color,condition,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio
Purple,Tough,75,75,126,23.0,24.6,22.1,24.1,0.9,0.5,1.02
Red,Calm,25,50,51,27.5,23.5,26.5,22.8,0.9,0.7,1.0
Red,Calm,50,50,245,22.9,26.1,26.5,22.8,-3.6,3.3,0.75
Red,Calm,50,75,496,25.4,23.8,26.5,22.8,-1.1,1.0,0.92
Red,Calm,50,100,38,34.2,23.7,26.5,22.8,7.7,0.9,1.24
Red,Calm,75,75,381,23.6,23.6,26.5,22.8,-2.9,0.8,0.86
Red,Moderate,50,50,110,31.8,26.4,26.2,22.4,5.7,4.0,1.03
Red,Moderate,50,75,289,25.3,27.0,26.2,22.4,-0.9,4.6,0.8
Red,Moderate,75,75,174,28.2,23.6,26.2,22.4,2.0,1.2,1.02
Red,Tough,50,75,31,16.1,25.8,22.1,24.1,-6.0,1.7,0.68
Yellow,Calm,25,50,1294,28.1,20.8,26.5,22.8,1.6,-2.0,1.16
Yellow,Calm,25,75,168,27.4,20.8,26.5,22.8,0.9,-2.0,1.13
Yellow,Calm,50,50,1837,26.2,23.0,26.5,22.8,-0.3,0.2,0.98
Yellow,Calm,50,75,4962,26.5,23.9,26.5,22.8,0.0,1.1,0.95
Yellow,Calm,50,100,559,24.7,22.5,26.5,22.8,-1.8,-0.2,0.94
Yellow,Calm,75,50,409,23.5,23.5,26.5,22.8,-3.0,0.7,0.86
Yellow,Calm,75,75,5283,27.3,22.2,26.5,22.8,0.8,-0.5,1.06
Yellow,Calm,75,100,58,27.6,13.8,26.5,22.8,1.1,-9.0,1.72
Yellow,Moderate,25,50,813,23.4,23.0,26.2,22.4,-2.8,0.6,0.87
Yellow,Moderate,25,75,85,31.8,17.6,26.2,22.4,5.6,-4.8,1.54
Yellow,Moderate,50,50,1240,26.0,20.6,26.2,22.4,-0.1,-1.8,1.08
Yellow,Moderate,50,75,3160,25.4,22.5,26.2,22.4,-0.7,0.1,0.97
Yellow,Moderate,50,100,270,21.9,21.5,26.2,22.4,-4.3,-0.9,0.87
Yellow,Moderate,75,50,169,26.6,19.5,26.2,22.4,0.5,-2.9,1.17
Yellow,Moderate,75,75,3156,25.0,22.8,26.2,22.4,-1.2,0.3,0.94
Yellow,Tough,25,50,77,27.3,19.5,22.1,24.1,5.1,-4.6,1.52
Yellow,Tough,50,50,87,20.7,24.1,22.1,24.1,-1.5,0.1,0.93
Yellow,Tough,50,75,342,21.9,21.1,22.1,24.1,-0.2,-3.0,1.13
Yellow,Tough,75,75,279,19.7,23.3,22.1,24.1,-2.4,-0.8,0.92
