color,condition,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio
Blue,Calm,30,40,31,25.8,12.9,26.5,22.8,-0.7,-9.9,1.72
Blue,Calm,30,45,74,20.3,25.7,26.5,22.8,-6.2,2.9,0.68
Blue,Calm,30,50,37,24.3,18.9,26.5,22.8,-2.2,-3.9,1.11
Blue,Calm,30,55,99,31.3,22.2,26.5,22.8,4.8,-0.6,1.21
Blue,Calm,30,60,68,25.0,23.5,26.5,22.8,-1.5,0.7,0.91
Blue,Calm,30,65,92,22.8,19.6,26.5,22.8,-3.7,-3.2,1.0
Blue,Calm,30,70,44,13.6,29.5,26.5,22.8,-12.9,6.8,0.4
Blue,Calm,35,40,32,21.9,34.4,26.5,22.8,-4.6,11.6,0.55
Blue,Calm,35,45,86,16.3,25.6,26.5,22.8,-10.2,2.8,0.55
Blue,Calm,35,50,102,22.5,30.4,26.5,22.8,-4.0,7.6,0.64
Blue,Calm,35,55,151,25.8,23.8,26.5,22.8,-0.7,1.1,0.93
Blue,Calm,35,60,75,30.7,20.0,26.5,22.8,4.2,-2.8,1.32
Blue,Calm,40,45,30,33.3,10.0,26.5,22.8,6.8,-12.8,2.87
Blue,Calm,40,50,74,33.8,16.2,26.5,22.8,7.3,-6.6,1.79
Blue,Calm,40,55,121,22.3,24.8,26.5,22.8,-4.2,2.0,0.77
Blue,Calm,40,60,42,21.4,23.8,26.5,22.8,-5.1,1.0,0.77
Blue,Calm,40,75,30,3.3,30.0,26.5,22.8,-23.2,7.2,0.1
Blue,Calm,40,80,45,17.8,22.2,26.5,22.8,-8.7,-0.6,0.69
Blue,Calm,45,55,36,47.2,8.3,26.5,22.8,20.7,-14.5,4.87
Blue,Calm,45,60,41,19.5,26.8,26.5,22.8,-7.0,4.0,0.63
Blue,Calm,45,65,42,38.1,21.4,26.5,22.8,11.6,-1.4,1.53
Blue,Calm,45,70,115,35.7,19.1,26.5,22.8,9.2,-3.7,1.6
Blue,Calm,45,75,86,27.9,26.7,26.5,22.8,1.4,4.0,0.9
Blue,Calm,45,80,201,23.9,25.4,26.5,22.8,-2.6,2.6,0.81
Blue,Calm,45,85,121,21.5,19.0,26.5,22.8,-5.0,-3.8,0.97
Blue,Calm,45,90,72,22.2,23.6,26.5,22.8,-4.3,0.8,0.81
Blue,Calm,45,95,61,19.7,23.0,26.5,22.8,-6.8,0.2,0.74
Blue,Calm,50,45,37,24.3,29.7,26.5,22.8,-2.2,6.9,0.7
Blue,Calm,50,50,172,28.5,24.4,26.5,22.8,2.0,1.6,1.0
Blue,Calm,50,55,90,23.3,24.4,26.5,22.8,-3.2,1.7,0.82
Blue,Calm,50,60,55,25.5,23.6,26.5,22.8,-1.0,0.8,0.93
Blue,Calm,50,65,164,23.8,26.2,26.5,22.8,-2.7,3.4,0.78
Blue,Calm,50,70,141,24.8,19.9,26.5,22.8,-1.7,-2.9,1.07
Blue,Calm,50,75,207,24.2,24.2,26.5,22.8,-2.3,1.4,0.86
Blue,Calm,50,80,133,27.1,24.8,26.5,22.8,0.6,2.0,0.94
Blue,Calm,50,85,153,29.4,19.0,26.5,22.8,2.9,-3.8,1.33
Blue,Calm,50,90,153,21.6,22.2,26.5,22.8,-4.9,-0.6,0.83
Blue,Calm,50,95,79,26.6,29.1,26.5,22.8,0.1,6.3,0.79
Blue,Calm,55,60,103,28.2,22.3,26.5,22.8,1.7,-0.5,1.08
Blue,Calm,55,65,169,29.0,24.9,26.5,22.8,2.5,2.1,1.0
Blue,Calm,55,70,140,22.1,23.6,26.5,22.8,-4.4,0.8,0.81
Blue,Calm,55,75,90,24.4,25.6,26.5,22.8,-2.1,2.8,0.82
Blue,Calm,55,80,93,23.7,25.8,26.5,22.8,-2.8,3.0,0.79
Blue,Calm,55,85,171,27.5,28.1,26.5,22.8,1.0,5.3,0.84
Blue,Calm,55,90,31,12.9,25.8,26.5,22.8,-13.6,3.0,0.43
Blue,Calm,60,60,72,26.4,20.8,26.5,22.8,-0.1,-2.0,1.09
Blue,Calm,60,65,103,27.2,23.3,26.5,22.8,0.7,0.5,1.0
Blue,Calm,60,70,110,33.6,18.2,26.5,22.8,7.1,-4.6,1.59
Blue,Calm,60,75,152,19.1,26.3,26.5,22.8,-7.4,3.5,0.62
Blue,Calm,60,80,235,24.7,25.1,26.5,22.8,-1.8,2.3,0.85
Blue,Calm,60,85,61,26.2,27.9,26.5,22.8,-0.3,5.1,0.81
Blue,Calm,65,65,128,30.5,21.9,26.5,22.8,4.0,-0.9,1.2
Blue,Calm,65,70,186,23.1,24.7,26.5,22.8,-3.4,1.9,0.8
Blue,Calm,65,75,259,23.2,23.6,26.5,22.8,-3.3,0.8,0.85
Blue,Calm,65,80,101,22.8,23.8,26.5,22.8,-3.7,1.0,0.82
Blue,Calm,65,85,58,22.4,19.0,26.5,22.8,-4.1,-3.8,1.02
Blue,Calm,65,90,34,35.3,23.5,26.5,22.8,8.8,0.7,1.29
Blue,Calm,70,65,75,28.0,14.7,26.5,22.8,1.5,-8.1,1.64
Blue,Calm,70,70,255,32.5,21.6,26.5,22.8,6.0,-1.2,1.3
Blue,Calm,70,75,244,28.3,23.0,26.5,22.8,1.8,0.2,1.06
Blue,Calm,70,80,121,24.0,32.2,26.5,22.8,-2.5,9.4,0.64
Blue,Calm,70,85,55,21.8,16.4,26.5,22.8,-4.7,-6.4,1.15
Blue,Calm,75,60,71,21.1,29.6,26.5,22.8,-5.4,6.8,0.61
Blue,Calm,75,65,157,25.5,24.2,26.5,22.8,-1.0,1.4,0.91
Blue,Calm,75,70,218,29.4,20.2,26.5,22.8,2.9,-2.6,1.25
Blue,Calm,75,75,137,19.7,27.0,26.5,22.8,-6.8,4.2,0.63
Blue,Calm,80,60,134,26.9,24.6,26.5,22.8,0.4,1.8,0.94
Blue,Calm,80,65,213,25.4,19.7,26.5,22.8,-1.1,-3.1,1.11
Blue,Calm,80,70,136,23.5,19.1,26.5,22.8,-3.0,-3.7,1.06
Blue,Calm,80,75,33,33.3,9.1,26.5,22.8,6.8,-13.7,3.15
Blue,Moderate,30,45,53,24.5,28.3,26.2,22.4,-1.6,5.9,0.74
Blue,Moderate,30,50,32,25.0,25.0,26.2,22.4,-1.2,2.6,0.86
Blue,Moderate,30,55,67,29.9,17.9,26.2,22.4,3.7,-4.5,1.43
Blue,Moderate,30,60,84,28.6,22.6,26.2,22.4,2.4,0.2,1.08
Blue,Moderate,30,65,42,26.2,21.4,26.2,22.4,0.0,-1.0,1.05
Blue,Moderate,35,40,33,36.4,27.3,26.2,22.4,10.2,4.9,1.14
Blue,Moderate,35,45,46,28.3,23.9,26.2,22.4,2.1,1.5,1.01
Blue,Moderate,35,50,64,40.6,17.2,26.2,22.4,14.5,-5.2,2.02
Blue,Moderate,35,55,102,24.5,24.5,26.2,22.4,-1.6,2.1,0.86
Blue,Moderate,35,60,40,12.5,27.5,26.2,22.4,-13.7,5.1,0.39
Blue,Moderate,40,50,55,27.3,25.5,26.2,22.4,1.1,3.1,0.92
Blue,Moderate,40,55,55,23.6,20.0,26.2,22.4,-2.5,-2.4,1.01
Blue,Moderate,45,70,56,23.2,12.5,26.2,22.4,-2.9,-9.9,1.59
Blue,Moderate,45,75,72,25.0,19.4,26.2,22.4,-1.2,-3.0,1.1
Blue,Moderate,45,80,86,31.4,23.3,26.2,22.4,5.2,0.9,1.16
Blue,Moderate,45,85,97,16.5,23.7,26.2,22.4,-9.7,1.3,0.6
Blue,Moderate,45,90,36,19.4,27.8,26.2,22.4,-6.7,5.4,0.6
Blue,Moderate,50,45,34,26.5,17.6,26.2,22.4,0.3,-4.8,1.28
Blue,Moderate,50,50,99,34.3,16.2,26.2,22.4,8.2,-6.2,1.82
Blue,Moderate,50,55,50,30.0,22.0,26.2,22.4,3.8,-0.4,1.17
Blue,Moderate,50,60,49,24.5,22.4,26.2,22.4,-1.7,0.0,0.93
Blue,Moderate,50,65,86,30.2,18.6,26.2,22.4,4.1,-3.8,1.39
Blue,Moderate,50,70,94,27.7,19.1,26.2,22.4,1.5,-3.3,1.24
Blue,Moderate,50,75,147,25.2,20.4,26.2,22.4,-1.0,-2.0,1.06
Blue,Moderate,50,80,81,12.3,29.6,26.2,22.4,-13.8,7.2,0.36
Blue,Moderate,50,85,53,35.8,13.2,26.2,22.4,9.7,-9.2,2.32
Blue,Moderate,50,90,71,22.5,32.4,26.2,22.4,-3.6,10.0,0.6
Blue,Moderate,55,50,40,32.5,17.5,26.2,22.4,6.3,-4.9,1.59
Blue,Moderate,55,60,57,36.8,26.3,26.2,22.4,10.7,3.9,1.2
Blue,Moderate,55,65,96,24.0,26.0,26.2,22.4,-2.2,3.6,0.79
Blue,Moderate,55,70,61,27.9,21.3,26.2,22.4,1.7,-1.1,1.12
Blue,Moderate,55,75,48,27.1,16.7,26.2,22.4,0.9,-5.7,1.39
Blue,Moderate,55,80,68,25.0,26.5,26.2,22.4,-1.2,4.1,0.81
Blue,Moderate,55,85,114,23.7,25.4,26.2,22.4,-2.5,3.0,0.8
Blue,Moderate,55,90,43,25.6,34.9,26.2,22.4,-0.6,12.5,0.63
Blue,Moderate,60,60,39,33.3,20.5,26.2,22.4,7.2,-1.9,1.39
Blue,Moderate,60,65,53,18.9,18.9,26.2,22.4,-7.3,-3.5,0.86
Blue,Moderate,60,70,104,26.9,23.1,26.2,22.4,0.8,0.7,1.0
Blue,Moderate,60,75,67,25.4,22.4,26.2,22.4,-0.8,-0.0,0.97
Blue,Moderate,60,80,186,24.2,22.6,26.2,22.4,-2.0,0.2,0.92
Blue,Moderate,60,85,33,21.2,30.3,26.2,22.4,-4.9,7.9,0.6
Blue,Moderate,65,65,56,25.0,16.1,26.2,22.4,-1.2,-6.3,1.33
Blue,Moderate,65,70,91,20.9,28.6,26.2,22.4,-5.3,6.2,0.63
Blue,Moderate,65,75,135,28.9,24.4,26.2,22.4,2.7,2.0,1.01
Blue,Moderate,65,80,67,28.4,23.9,26.2,22.4,2.2,1.5,1.02
Blue,Moderate,65,85,51,27.5,13.7,26.2,22.4,1.3,-8.7,1.71
Blue,Moderate,70,70,135,37.0,15.6,26.2,22.4,10.9,-6.8,2.04
Blue,Moderate,70,75,192,22.9,25.5,26.2,22.4,-3.2,3.1,0.77
Blue,Moderate,70,80,87,24.1,25.3,26.2,22.4,-2.0,2.9,0.82
Blue,Moderate,70,85,31,32.3,22.6,26.2,22.4,6.1,0.2,1.22
Blue,Moderate,75,65,53,34.0,17.0,26.2,22.4,7.8,-5.4,1.71
Blue,Moderate,75,70,124,24.2,26.6,26.2,22.4,-2.0,4.2,0.78
Blue,Moderate,75,75,104,19.2,25.0,26.2,22.4,-6.9,2.6,0.66
Blue,Moderate,80,60,72,27.8,20.8,26.2,22.4,1.6,-1.6,1.14
Blue,Moderate,80,65,123,22.8,27.6,26.2,22.4,-3.4,5.2,0.71
Blue,Moderate,80,70,74,24.3,29.7,26.2,22.4,-1.8,7.3,0.7
Green,Calm,30,40,42,16.7,31.0,26.5,22.8,-9.8,8.2,0.46
Green,Calm,30,45,45,28.9,20.0,26.5,22.8,2.4,-2.8,1.24
Green,Calm,30,55,48,27.1,16.7,26.5,22.8,0.6,-6.1,1.4
Green,Calm,30,60,30,20.0,23.3,26.5,22.8,-6.5,0.5,0.74
Green,Calm,35,40,48,18.8,22.9,26.5,22.8,-7.8,0.1,0.7
Green,Calm,35,50,31,25.8,32.3,26.5,22.8,-0.7,9.5,0.69
Green,Calm,35,55,56,30.4,25.0,26.5,22.8,3.9,2.2,1.04
Green,Calm,40,55,30,26.7,16.7,26.5,22.8,0.2,-6.1,1.38
Green,Calm,40,80,34,41.2,8.8,26.5,22.8,14.7,-14.0,4.01
Green,Calm,45,60,38,21.1,18.4,26.5,22.8,-5.4,-4.4,0.98
Green,Calm,45,65,39,23.1,15.4,26.5,22.8,-3.4,-7.4,1.29
Green,Calm,45,70,97,24.7,29.9,26.5,22.8,-1.8,7.1,0.71
Green,Calm,45,75,73,26.0,27.4,26.5,22.8,-0.5,4.6,0.82
Green,Calm,45,80,124,26.6,21.8,26.5,22.8,0.1,-1.0,1.05
Green,Calm,45,85,43,18.6,20.9,26.5,22.8,-7.9,-1.9,0.76
Green,Calm,45,90,31,19.4,22.6,26.5,22.8,-7.1,-0.2,0.74
Green,Calm,50,45,39,25.6,28.2,26.5,22.8,-0.9,5.4,0.78
Green,Calm,50,50,116,25.0,26.7,26.5,22.8,-1.5,3.9,0.8
Green,Calm,50,55,94,25.5,18.1,26.5,22.8,-1.0,-4.7,1.21
Green,Calm,50,60,57,22.8,22.8,26.5,22.8,-3.7,0.0,0.86
Green,Calm,50,65,149,22.8,20.8,26.5,22.8,-3.7,-2.0,0.94
Green,Calm,50,70,116,32.8,19.0,26.5,22.8,6.3,-3.8,1.49
Green,Calm,50,75,76,31.6,30.3,26.5,22.8,5.1,7.5,0.9
Green,Calm,50,80,49,30.6,20.4,26.5,22.8,4.1,-2.4,1.29
Green,Calm,50,85,43,25.6,20.9,26.5,22.8,-0.9,-1.9,1.05
Green,Calm,55,55,52,19.2,21.2,26.5,22.8,-7.3,-1.6,0.78
Green,Calm,55,60,146,26.7,22.6,26.5,22.8,0.2,-0.2,1.02
Green,Calm,55,65,176,26.7,19.3,26.5,22.8,0.2,-3.5,1.19
Green,Calm,55,70,132,26.5,28.0,26.5,22.8,0.0,5.2,0.81
Green,Calm,55,75,86,18.6,23.3,26.5,22.8,-7.9,0.5,0.69
Green,Calm,55,80,46,26.1,28.3,26.5,22.8,-0.4,5.5,0.79
Green,Calm,55,85,50,20.0,32.0,26.5,22.8,-6.5,9.2,0.54
Green,Calm,60,60,72,30.6,20.8,26.5,22.8,4.1,-2.0,1.26
Green,Calm,60,65,84,34.5,26.2,26.5,22.8,8.0,3.4,1.13
Green,Calm,60,70,92,23.9,28.3,26.5,22.8,-2.6,5.5,0.73
Green,Calm,60,75,131,25.2,22.1,26.5,22.8,-1.3,-0.6,0.98
Green,Calm,60,80,115,33.9,19.1,26.5,22.8,7.4,-3.7,1.52
Green,Calm,65,60,30,36.7,23.3,26.5,22.8,10.2,0.5,1.35
Green,Calm,65,65,157,28.0,20.4,26.5,22.8,1.5,-2.4,1.18
Green,Calm,65,70,218,26.1,20.2,26.5,22.8,-0.4,-2.6,1.11
Green,Calm,65,75,177,21.5,21.5,26.5,22.8,-5.0,-1.3,0.86
Green,Calm,65,80,49,32.7,12.2,26.5,22.8,6.2,-10.5,2.29
Green,Calm,70,65,64,28.1,21.9,26.5,22.8,1.6,-0.9,1.11
Green,Calm,70,70,150,30.7,22.7,26.5,22.8,4.2,-0.1,1.16
Green,Calm,70,75,149,28.2,22.8,26.5,22.8,1.7,0.0,1.06
Green,Calm,70,80,85,25.9,21.2,26.5,22.8,-0.6,-1.6,1.05
Green,Calm,70,85,31,25.8,9.7,26.5,22.8,-0.7,-13.1,2.29
Green,Calm,75,60,53,20.8,24.5,26.5,22.8,-5.7,1.7,0.73
Green,Calm,75,65,146,33.6,16.4,26.5,22.8,7.1,-6.3,1.76
Green,Calm,75,70,118,22.9,22.0,26.5,22.8,-3.6,-0.8,0.89
Green,Calm,75,75,143,22.4,33.6,26.5,22.8,-4.1,10.8,0.57
Green,Calm,80,65,93,25.8,16.1,26.5,22.8,-0.7,-6.7,1.38
Green,Calm,80,70,98,19.4,19.4,26.5,22.8,-7.1,-3.4,0.86
Green,Moderate,30,60,43,37.2,25.6,26.2,22.4,11.1,3.2,1.25
Green,Moderate,35,55,31,9.7,32.3,26.2,22.4,-16.5,9.9,0.26
Green,Moderate,45,70,46,23.9,28.3,26.2,22.4,-2.2,5.9,0.72
Green,Moderate,45,75,67,25.4,25.4,26.2,22.4,-0.8,3.0,0.86
Green,Moderate,45,80,54,33.3,16.7,26.2,22.4,7.2,-5.7,1.71
Green,Moderate,45,85,31,12.9,35.5,26.2,22.4,-13.3,13.1,0.31
Green,Moderate,50,50,85,28.2,20.0,26.2,22.4,2.1,-2.4,1.21
Green,Moderate,50,55,33,24.2,36.4,26.2,22.4,-1.9,14.0,0.57
Green,Moderate,50,60,50,24.0,20.0,26.2,22.4,-2.2,-2.4,1.03
Green,Moderate,50,65,33,27.3,18.2,26.2,22.4,1.1,-4.2,1.28
Green,Moderate,50,70,45,31.1,24.4,26.2,22.4,5.0,2.0,1.09
Green,Moderate,50,75,116,31.9,17.2,26.2,22.4,5.7,-5.2,1.58
Green,Moderate,55,60,54,24.1,27.8,26.2,22.4,-2.1,5.4,0.74
Green,Moderate,55,65,92,27.2,31.5,26.2,22.4,1.0,9.1,0.74
Green,Moderate,55,70,65,38.5,21.5,26.2,22.4,12.3,-0.9,1.53
Green,Moderate,55,75,58,20.7,27.6,26.2,22.4,-5.5,5.2,0.64
Green,Moderate,55,85,31,25.8,22.6,26.2,22.4,-0.4,0.2,0.98
Green,Moderate,60,60,49,16.3,32.7,26.2,22.4,-9.8,10.2,0.43
Green,Moderate,60,70,52,32.7,17.3,26.2,22.4,6.5,-5.1,1.62
Green,Moderate,60,75,67,29.9,26.9,26.2,22.4,3.7,4.5,0.95
Green,Moderate,60,80,85,27.1,12.9,26.2,22.4,0.9,-9.5,1.79
Green,Moderate,65,65,86,33.7,16.3,26.2,22.4,7.6,-6.1,1.77
Green,Moderate,65,70,127,30.7,22.8,26.2,22.4,4.6,0.4,1.15
Green,Moderate,65,75,57,31.6,15.8,26.2,22.4,5.4,-6.6,1.71
Green,Moderate,70,65,46,28.3,10.9,26.2,22.4,2.1,-11.5,2.23
Green,Moderate,70,70,90,27.8,17.8,26.2,22.4,1.6,-4.6,1.34
