color,condition,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio
Purple,Calm,75,60,500,26.0,22.6,26.5,22.8,-0.5,-0.2,0.99
Purple,Calm,75,75,891,28.4,20.4,26.5,22.8,1.9,-2.4,1.2
Purple,Calm,75,90,35,22.9,17.1,26.5,22.8,-3.6,-5.6,1.15
Purple,Moderate,30,45,68,26.5,16.2,26.2,22.4,0.3,-6.2,1.4
Purple,Moderate,30,60,148,27.7,18.9,26.2,22.4,1.5,-3.5,1.25
Purple,Moderate,45,45,144,27.8,20.1,26.2,22.4,1.6,-2.3,1.18
Purple,Moderate,45,60,223,27.4,20.6,26.2,22.4,1.2,-1.8,1.14
Purple,Moderate,45,75,451,26.6,22.0,26.2,22.4,0.4,-0.5,1.04
Purple,Moderate,45,90,109,29.4,23.9,26.2,22.4,3.2,1.4,1.05
Purple,Moderate,60,60,420,23.8,25.7,26.2,22.4,-2.3,3.3,0.79
Purple,Moderate,60,75,620,26.6,21.5,26.2,22.4,0.5,-1.0,1.06
Purple,Moderate,60,90,84,21.4,22.6,26.2,22.4,-4.7,0.2,0.81
Purple,Moderate,75,60,302,28.1,21.5,26.2,22.4,2.0,-0.9,1.12
Purple,Moderate,75,75,516,28.3,23.6,26.2,22.4,2.1,1.2,1.03
Purple,Tough,45,75,46,10.9,26.1,22.1,24.1,-11.3,2.0,0.45
Purple,Tough,60,60,45,17.8,24.4,22.1,24.1,-4.4,0.4,0.79
Purple,Tough,60,75,108,23.1,27.8,22.1,24.1,1.0,3.7,0.91
Purple,Tough,75,75,62,21.0,27.4,22.1,24.1,-1.2,3.4,0.83
Red,Calm,45,60,145,23.4,22.8,26.5,22.8,-3.1,-0.0,0.89
Red,Calm,45,75,179,29.6,22.3,26.5,22.8,3.1,-0.4,1.14
Red,Calm,45,90,71,29.6,28.2,26.5,22.8,3.1,5.4,0.9
Red,Calm,60,60,268,20.9,26.5,26.5,22.8,-5.6,3.7,0.68
Red,Calm,60,75,209,26.8,21.1,26.5,22.8,0.3,-1.7,1.09
Red,Calm,75,60,43,20.9,32.6,26.5,22.8,-5.6,9.8,0.55
Red,Calm,75,75,248,23.8,24.2,26.5,22.8,-2.7,1.4,0.85
Red,Moderate,45,60,71,33.8,22.5,26.2,22.4,7.6,0.1,1.28
Red,Moderate,45,75,89,19.1,32.6,26.2,22.4,-7.1,10.2,0.5
Red,Moderate,45,90,32,28.1,28.1,26.2,22.4,2.0,5.7,0.86
Red,Moderate,60,60,114,28.9,26.3,26.2,22.4,2.8,3.9,0.94
Red,Moderate,60,75,135,27.4,25.2,26.2,22.4,1.2,2.8,0.93
Red,Moderate,75,75,114,26.3,26.3,26.2,22.4,0.2,3.9,0.86
Yellow,Calm,30,45,680,27.1,20.4,26.5,22.8,0.6,-2.3,1.14
Yellow,Calm,30,60,743,28.5,21.0,26.5,22.8,2.0,-1.8,1.17
Yellow,Calm,30,75,35,31.4,22.9,26.5,22.8,4.9,0.1,1.18
Yellow,Calm,45,45,618,27.5,20.1,26.5,22.8,1.0,-2.7,1.18
Yellow,Calm,45,60,978,27.0,24.1,26.5,22.8,0.5,1.3,0.96
Yellow,Calm,45,75,1671,26.4,23.6,26.5,22.8,-0.1,0.8,0.96
Yellow,Calm,45,90,741,26.6,21.6,26.5,22.8,0.1,-1.2,1.06
Yellow,Calm,45,105,43,30.2,14.0,26.5,22.8,3.7,-8.8,1.86
Yellow,Calm,60,45,129,29.5,20.9,26.5,22.8,3.0,-1.9,1.21
Yellow,Calm,60,60,1267,25.5,23.4,26.5,22.8,-1.0,0.6,0.94
Yellow,Calm,60,75,3030,26.6,23.6,26.5,22.8,0.1,0.8,0.97
Yellow,Calm,60,90,593,28.8,24.8,26.5,22.8,2.3,2.0,1.0
Yellow,Calm,75,60,1219,25.5,20.9,26.5,22.8,-1.0,-1.9,1.05
Yellow,Calm,75,75,2602,27.0,22.9,26.5,22.8,0.5,0.1,1.01
Yellow,Calm,75,90,158,29.7,25.9,26.5,22.8,3.2,3.2,0.99
Yellow,Calm,90,60,59,15.3,28.8,26.5,22.8,-11.2,6.0,0.46
Yellow,Moderate,30,45,429,23.1,19.8,26.2,22.4,-3.1,-2.6,1.0
Yellow,Moderate,30,60,441,25.9,24.9,26.2,22.4,-0.3,2.5,0.89
Yellow,Moderate,45,45,480,26.3,22.7,26.2,22.4,0.1,0.3,0.99
Yellow,Moderate,45,60,502,27.5,20.5,26.2,22.4,1.3,-1.9,1.15
Yellow,Moderate,45,75,1093,25.3,23.1,26.2,22.4,-0.8,0.7,0.94
Yellow,Moderate,45,90,397,23.9,21.4,26.2,22.4,-2.2,-1.0,0.96
Yellow,Moderate,60,45,104,26.0,18.3,26.2,22.4,-0.2,-4.1,1.22
Yellow,Moderate,60,60,860,23.6,21.0,26.2,22.4,-2.6,-1.4,0.96
Yellow,Moderate,60,75,1902,25.8,23.9,26.2,22.4,-0.4,1.5,0.92
Yellow,Moderate,60,90,329,23.4,17.6,26.2,22.4,-2.8,-4.8,1.14
Yellow,Moderate,75,60,658,26.3,19.1,26.2,22.4,0.1,-3.3,1.18
Yellow,Moderate,75,75,1606,24.5,22.9,26.2,22.4,-1.6,0.4,0.92
Yellow,Moderate,75,90,51,29.4,37.3,26.2,22.4,3.3,14.9,0.68
Yellow,Tough,30,45,45,26.7,26.7,22.1,24.1,4.5,2.6,1.09
Yellow,Tough,30,60,40,27.5,15.0,22.1,24.1,5.4,-9.1,1.99
Yellow,Tough,45,60,57,15.8,21.1,22.1,24.1,-6.4,-3.0,0.81
Yellow,Tough,45,75,85,25.9,17.6,22.1,24.1,3.7,-6.4,1.59
Yellow,Tough,45,90,40,25.0,22.5,22.1,24.1,2.9,-1.6,1.21
Yellow,Tough,60,60,75,26.7,18.7,22.1,24.1,4.5,-5.4,1.55
Yellow,Tough,60,75,225,20.4,23.6,22.1,24.1,-1.7,-0.5,0.94
Yellow,Tough,60,90,36,19.4,30.6,22.1,24.1,-2.7,6.5,0.69
Yellow,Tough,75,60,54,7.4,16.7,22.1,24.1,-14.7,-7.4,0.48
Yellow,Tough,75,75,142,22.5,23.2,22.1,24.1,0.4,-0.8,1.05
