color,condition,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio
Green,Moderate,30,60,251,23.1,29.9,26.2,22.4,-3.1,7.5,0.66
Green,Moderate,30,90,62,17.7,22.6,26.2,22.4,-8.4,0.2,0.67
Green,Moderate,60,60,1528,28.7,22.4,26.2,22.4,2.5,-0.0,1.1
Green,Moderate,60,90,570,28.8,20.9,26.2,22.4,2.6,-1.5,1.18
Green,Moderate,90,60,249,23.3,24.9,26.2,22.4,-2.9,2.5,0.8
Green,Tough,60,60,196,21.9,24.0,22.1,24.1,-0.2,-0.1,0.99
Green,Tough,60,90,82,36.6,18.3,22.1,24.1,14.4,-5.8,2.17
Orange,Calm,30,30,35,14.3,22.9,26.5,22.8,-12.2,0.1,0.54
Orange,Calm,30,60,1839,27.0,22.8,26.5,22.8,0.5,0.1,1.02
Orange,Calm,30,90,210,25.2,17.6,26.5,22.8,-1.3,-5.2,1.23
Orange,Calm,60,60,1874,27.3,22.7,26.5,22.8,0.8,-0.1,1.03
Orange,Calm,60,90,1854,26.6,22.7,26.5,22.8,0.1,-0.1,1.01
Orange,Calm,90,60,468,25.0,26.3,26.5,22.8,-1.5,3.5,0.82
Orange,Moderate,30,30,40,47.5,12.5,26.2,22.4,21.3,-9.9,3.25
Orange,Moderate,30,60,1045,29.0,19.9,26.2,22.4,2.8,-2.5,1.25
Orange,Moderate,30,90,85,18.8,28.2,26.2,22.4,-7.3,5.8,0.57
Orange,Moderate,60,60,1171,26.2,20.1,26.2,22.4,0.1,-2.3,1.12
Orange,Moderate,60,90,1202,26.5,21.9,26.2,22.4,0.3,-0.5,1.04
Orange,Moderate,90,60,270,25.2,27.4,26.2,22.4,-1.0,5.0,0.79
Orange,Tough,30,60,88,22.7,21.6,22.1,24.1,0.6,-2.5,1.14
Orange,Tough,60,60,54,25.9,20.4,22.1,24.1,3.8,-3.7,1.38
Orange,Tough,60,90,99,27.3,17.2,22.1,24.1,5.1,-6.9,1.72
Pink,Calm,30,60,119,24.4,23.5,26.5,22.8,-2.1,0.7,0.89
Pink,Calm,30,90,38,39.5,23.7,26.5,22.8,13.0,0.9,1.43
Pink,Calm,60,60,85,30.6,23.5,26.5,22.8,4.1,0.7,1.12
Pink,Moderate,30,60,74,33.8,21.6,26.2,22.4,7.6,-0.8,1.34
Pink,Moderate,60,60,39,25.6,12.8,26.2,22.4,-0.5,-9.6,1.71
Purple,Calm,30,30,113,21.2,27.4,26.5,22.8,-5.3,4.6,0.67
Purple,Calm,30,60,560,29.8,21.6,26.5,22.8,3.3,-1.2,1.19
Purple,Calm,30,90,184,27.7,22.3,26.5,22.8,1.2,-0.5,1.07
Purple,Calm,60,60,3203,27.1,23.1,26.5,22.8,0.6,0.3,1.01
Purple,Calm,60,90,1159,26.2,21.3,26.5,22.8,-0.3,-1.5,1.06
Purple,Calm,90,60,424,28.5,19.8,26.5,22.8,2.0,-3.0,1.24
Purple,Calm,90,90,39,43.6,12.8,26.5,22.8,17.1,-10.0,2.92
Purple,Moderate,30,60,311,26.7,19.0,26.2,22.4,0.5,-3.4,1.2
Purple,Moderate,30,90,58,22.4,24.1,26.2,22.4,-3.7,1.7,0.8
Purple,Moderate,60,60,1714,26.5,22.5,26.2,22.4,0.4,0.1,1.01
Purple,Moderate,60,90,662,27.8,23.4,26.2,22.4,1.6,1.0,1.02
Purple,Moderate,90,60,331,27.5,20.8,26.2,22.4,1.3,-1.6,1.13
Purple,Tough,30,60,31,25.8,9.7,22.1,24.1,3.7,-14.4,2.9
Purple,Tough,60,60,209,21.5,28.2,22.1,24.1,-0.6,4.2,0.83
Purple,Tough,60,90,94,24.5,25.5,22.1,24.1,2.3,1.5,1.04
Red,Calm,30,60,107,34.6,19.6,26.5,22.8,8.1,-3.2,1.51
Red,Calm,30,90,98,26.5,25.5,26.5,22.8,0.0,2.7,0.89
Red,Calm,60,60,721,22.1,25.1,26.5,22.8,-4.4,2.3,0.76
Red,Calm,60,90,213,27.2,21.6,26.5,22.8,0.7,-1.2,1.08
Red,Calm,90,60,79,25.3,26.6,26.5,22.8,-1.2,3.8,0.82
Red,Moderate,30,60,41,24.4,26.8,26.2,22.4,-1.8,4.4,0.78
Red,Moderate,30,90,32,34.4,31.3,26.2,22.4,8.2,8.8,0.94
Red,Moderate,60,60,368,26.4,25.5,26.2,22.4,0.2,3.1,0.88
Red,Moderate,60,90,136,28.7,28.7,26.2,22.4,2.5,6.3,0.86
Red,Moderate,90,60,34,32.4,17.6,26.2,22.4,6.2,-4.8,1.57
Red,Tough,60,60,31,19.4,25.8,22.1,24.1,-2.8,1.7,0.81
Yellow,Calm,30,30,242,21.9,22.7,26.5,22.8,-4.6,-0.1,0.83
Yellow,Calm,30,60,1743,28.6,21.4,26.5,22.8,2.1,-1.4,1.15
Yellow,Calm,30,90,268,25.7,22.0,26.5,22.8,-0.8,-0.8,1.01
Yellow,Calm,60,30,92,31.5,15.2,26.5,22.8,5.0,-7.6,1.78
Yellow,Calm,60,60,7017,26.9,23.0,26.5,22.8,0.4,0.2,1.01
Yellow,Calm,60,90,3911,25.9,23.7,26.5,22.8,-0.6,0.9,0.94
Yellow,Calm,90,60,1241,26.8,21.4,26.5,22.8,0.3,-1.4,1.08
Yellow,Calm,90,90,56,33.9,21.4,26.5,22.8,7.4,-1.4,1.36
Yellow,Moderate,30,30,183,20.2,20.2,26.2,22.4,-5.9,-2.2,0.86
Yellow,Moderate,30,60,1011,26.3,21.8,26.2,22.4,0.2,-0.6,1.04
Yellow,Moderate,30,90,97,22.7,22.7,26.2,22.4,-3.5,0.3,0.86
Yellow,Moderate,60,30,99,31.3,23.2,26.2,22.4,5.2,0.8,1.15
Yellow,Moderate,60,60,4453,23.9,23.0,26.2,22.4,-2.2,0.6,0.89
Yellow,Moderate,60,90,2316,26.8,21.8,26.2,22.4,0.6,-0.6,1.05
Yellow,Moderate,90,60,717,25.7,20.9,26.2,22.4,-0.5,-1.5,1.05
Yellow,Moderate,90,90,34,38.2,11.8,26.2,22.4,12.1,-10.6,2.78
Yellow,Tough,30,60,123,25.2,22.8,22.1,24.1,3.1,-1.3,1.2
Yellow,Tough,60,60,326,22.1,21.2,22.1,24.1,-0.1,-2.9,1.13
Yellow,Tough,60,90,318,22.3,23.0,22.1,24.1,0.2,-1.1,1.06
Yellow,Tough,90,60,52,5.8,15.4,22.1,24.1,-16.4,-8.7,0.41
