color,condition,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio
Blue,Calm,30,40,120,19.2,26.7,26.5,22.8,-7.3,3.9,0.62
Blue,Calm,30,50,237,23.2,24.5,26.5,22.8,-3.3,1.7,0.82
Blue,Calm,30,60,343,26.8,21.0,26.5,22.8,0.3,-1.8,1.1
Blue,Calm,30,70,70,14.3,27.1,26.5,22.8,-12.2,4.4,0.45
Blue,Calm,40,50,219,24.2,19.6,26.5,22.8,-2.3,-3.2,1.06
Blue,Calm,40,60,282,28.7,23.0,26.5,22.8,2.2,0.3,1.07
Blue,Calm,40,70,81,33.3,23.5,26.5,22.8,6.8,0.7,1.22
Blue,Calm,40,80,228,19.7,24.1,26.5,22.8,-6.8,1.3,0.7
Blue,Calm,40,90,111,25.2,21.6,26.5,22.8,-1.3,-1.2,1.0
Blue,Calm,50,40,35,28.6,25.7,26.5,22.8,2.1,2.9,0.96
Blue,Calm,50,50,262,29.4,22.9,26.5,22.8,2.9,0.1,1.1
Blue,Calm,50,60,286,27.6,26.6,26.5,22.8,1.1,3.8,0.89
Blue,Calm,50,70,566,25.8,22.3,26.5,22.8,-0.7,-0.5,1.0
Blue,Calm,50,80,617,24.8,24.1,26.5,22.8,-1.7,1.4,0.88
Blue,Calm,50,90,437,25.6,24.9,26.5,22.8,-0.9,2.2,0.88
Blue,Calm,50,100,32,25.0,28.1,26.5,22.8,-1.5,5.3,0.76
Blue,Calm,60,60,336,28.9,23.5,26.5,22.8,2.4,0.7,1.06
Blue,Calm,60,70,606,25.2,20.8,26.5,22.8,-1.3,-2.0,1.04
Blue,Calm,60,80,698,23.5,26.1,26.5,22.8,-3.0,3.3,0.77
Blue,Calm,60,90,136,25.7,22.1,26.5,22.8,-0.8,-0.7,1.0
Blue,Calm,70,60,196,21.9,25.0,26.5,22.8,-4.6,2.2,0.75
Blue,Calm,70,70,634,29.8,20.7,26.5,22.8,3.3,-2.1,1.24
Blue,Calm,70,80,495,23.6,25.9,26.5,22.8,-2.9,3.1,0.79
Blue,Calm,80,60,293,23.9,23.5,26.5,22.8,-2.6,0.8,0.87
Blue,Calm,80,70,474,25.5,22.8,26.5,22.8,-1.0,-0.0,0.96
Blue,Calm,80,80,64,34.4,23.4,26.5,22.8,7.9,0.7,1.26
Blue,Moderate,30,40,61,26.2,34.4,26.2,22.4,0.1,12.0,0.65
Blue,Moderate,30,50,206,28.6,21.4,26.2,22.4,2.5,-1.0,1.15
Blue,Moderate,30,60,184,25.0,25.0,26.2,22.4,-1.2,2.6,0.86
Blue,Moderate,30,70,48,22.9,25.0,26.2,22.4,-3.2,2.6,0.79
Blue,Moderate,40,50,140,31.4,19.3,26.2,22.4,5.3,-3.1,1.4
Blue,Moderate,40,60,148,27.0,19.6,26.2,22.4,0.9,-2.8,1.18
Blue,Moderate,40,70,38,26.3,21.1,26.2,22.4,0.2,-1.4,1.07
Blue,Moderate,40,80,113,25.7,15.9,26.2,22.4,-0.5,-6.5,1.38
Blue,Moderate,40,90,54,24.1,22.2,26.2,22.4,-2.1,-0.2,0.93
Blue,Moderate,50,40,32,28.1,25.0,26.2,22.4,2.0,2.6,0.96
Blue,Moderate,50,50,162,31.5,17.9,26.2,22.4,5.3,-4.5,1.51
Blue,Moderate,50,60,210,30.0,22.9,26.2,22.4,3.8,0.5,1.12
Blue,Moderate,50,70,298,26.2,17.8,26.2,22.4,0.0,-4.6,1.26
Blue,Moderate,50,80,369,22.8,24.9,26.2,22.4,-3.4,2.5,0.78
Blue,Moderate,50,90,220,23.2,23.2,26.2,22.4,-3.0,0.8,0.86
Blue,Moderate,60,60,181,27.1,26.5,26.2,22.4,0.9,4.1,0.87
Blue,Moderate,60,70,356,26.1,24.2,26.2,22.4,-0.0,1.8,0.93
Blue,Moderate,60,80,424,25.2,22.6,26.2,22.4,-0.9,0.2,0.95
Blue,Moderate,60,90,80,21.3,36.3,26.2,22.4,-4.9,13.8,0.5
Blue,Moderate,70,60,73,16.4,26.0,26.2,22.4,-9.7,3.6,0.54
Blue,Moderate,70,70,355,31.0,21.7,26.2,22.4,4.8,-0.7,1.22
Blue,Moderate,70,80,314,25.5,25.8,26.2,22.4,-0.7,3.4,0.85
Blue,Moderate,70,90,41,26.8,17.1,26.2,22.4,0.7,-5.3,1.35
Blue,Moderate,80,60,156,21.2,24.4,26.2,22.4,-5.0,2.0,0.74
Blue,Moderate,80,70,279,25.4,26.5,26.2,22.4,-0.7,4.1,0.82
Blue,Moderate,80,80,31,25.8,3.2,26.2,22.4,-0.4,-19.2,6.85
Blue,Tough,50,80,46,13.0,34.8,22.1,24.1,-9.1,10.7,0.41
Blue,Tough,60,70,37,27.0,32.4,22.1,24.1,4.9,8.4,0.91
Blue,Tough,60,80,37,13.5,35.1,22.1,24.1,-8.6,11.1,0.42
Blue,Tough,70,70,43,20.9,20.9,22.1,24.1,-1.2,-3.1,1.09
Green,Calm,30,40,109,15.6,27.5,26.5,22.8,-10.9,4.7,0.49
Green,Calm,30,50,76,34.2,19.7,26.5,22.8,7.7,-3.1,1.49
