player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Marcus Armitage,Yuto Katsuragawa,Calm,Closing,-3.355712901476562,1.5733597599422287,-4.9290726614187905,SKIP,Orange,Purple,25,50,50,50,25-50,50-75,50-75,50-75,-2.7842227378190247,0.1194743130227045,-3.927203065134099,3.027245206861753
Collin Morikawa,Jason Day,Moderate,Positioning,5.411561340179977,0.5209820154153588,4.8905793247646185,SKIP,Orange,Yellow,25,25,50,75,25-50,25-50,50-75,75-100,5.393258426966292,2.654867256637165,5.429864253393662,-1.6129032258064475
Rory McIlroy,Scottie Scheffler,Moderate,Positioning,0.5209820154153588,5.411561340179977,-4.8905793247646185,SKIP,Yellow,Orange,25,25,75,50,25-50,25-50,75-100,50-75,2.654867256637165,5.393258426966292,-1.6129032258064475,5.429864253393662
Taylor Pendrith,Denny McCarthy,Calm,Open,-5.569408771522003,-10.453679052615788,4.8842702810937855,SKIP,Yellow,Blue,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,-7.372942018611314,-7.33063700707786,-13.534416086620263
Sam Burns,Sungjae Im,Calm,Open,-5.569408771522003,-10.453679052615788,4.8842702810937855,SKIP,Yellow,Blue,75,25,75,75,75-100,25-50,75-100,75-100,-3.808180535966146,-7.372942018611314,-7.33063700707786,-13.534416086620263
Jake Knapp,Chris Gotterup,Calm,Open,-10.453679052615788,-5.569408771522003,-4.8842702810937855,SKIP,Blue,Yellow,25,75,75,75,25-50,75-100,75-100,75-100,-7.372942018611314,-3.808180535966146,-13.534416086620263,-7.33063700707786
Wenyi Ding,Yanhan Zhou,Calm,Survival,-6.063967088811809,-10.924395660243361,4.860428571431552,SKIP,Blue,Yellow,25,50,25,50,25-50,50-75,25-50,50-75,-3.432282003710577,-12.22155328115593,-8.695652173913041,-9.627238039330791
Min Woo Lee,Nick Taylor,Moderate,Open,-2.1538980947514426,-7.004717196146538,4.850819101395096,SKIP,Orange,Blue,25,50,50,50,25-50,50-75,50-75,50-75,0.4854368932038799,-9.557661927330177,-4.793233082706765,-4.451772464962899
Mac Meissner,Kristoffer Reitan,Calm,Open,-2.2271999497468435,-7.076348631915785,4.849148682168941,SKIP,Purple,Purple,25,50,50,50,25-50,50-75,50-75,50-75,2.2049286640726304,-7.493368700265252,-6.6593285635663175,-6.6593285635663175
Alex Noren,Nick Taylor,Tough,Open,1.5388742561701303,6.382978723404256,-4.844104467234126,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-0.6535947712418311,0.0,3.731343283582092,12.765957446808512
Richard Sterne,Deon Germishuys,Moderate,Open,-3.976915936331122,-8.815040377057523,4.838124440726401,SKIP,Green,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-2.4940617577197126,-10.011686793922866,-5.459770114942531,-7.618393960192178
John Parry,Chan Kim,Calm,Survival,-4.755084682160457,-9.583433034043846,4.828348351883389,SKIP,Green,Blue,75,50,75,50,75-100,50-75,75-100,50-75,-9.154929577464786,-11.74142480211082,-0.3552397868561283,-7.425441265976872
Jordan Spieth,Nick Taylor,Calm,Open,-2.801460773912223,-7.629423036380654,4.827962262468431,SKIP,Orange,Green,50,50,75,75,50-75,50-75,75-100,75-100,2.121504339440694,-9.87284966342558,-7.72442588726514,-5.385996409335728
Sam Burns,Akshay Bhatia,Moderate,Positioning,-2.1458167027787285,2.664793421243518,-4.810610124022246,SKIP,Orange,Yellow,75,25,75,50,75-100,25-50,75-100,50-75,-7.59493670886076,2.654867256637165,3.303303303303303,2.6747195858498705
Rasmus Neergaard-Petersen,David Ford,Calm,Survival,-9.583433034043846,-4.782308016116424,-4.801125017927422,SKIP,Blue,Orange,50,75,50,75,50-75,75-100,50-75,75-100,-11.74142480211082,-6.521739130434785,-7.425441265976872,-3.042876901798063
A.J. Ewart,Joel Dahmen,Moderate,Closing,-2.069496731208056,2.718528670731807,-4.788025401939863,SKIP,Yellow,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-3.3215547703180195,-1.7751479289940817,-0.8174386920980927,7.212205270457696
Kiradech Aphibarnrat,Johannes Veerman,Moderate,Closing,2.718528670731807,-2.069496731208056,4.788025401939863,SKIP,Blue,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,-1.7751479289940817,-3.3215547703180195,7.212205270457696,-0.8174386920980927
Chan Kim,John Parry,Moderate,Closing,-2.069496731208056,2.718528670731807,-4.788025401939863,SKIP,Yellow,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-3.3215547703180195,-1.7751479289940817,-0.8174386920980927,7.212205270457696
Ewen Ferguson,Oliver Lindell,Moderate,Closing,2.718528670731807,-2.069496731208056,4.788025401939863,SKIP,Blue,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,-1.7751479289940817,-3.3215547703180195,7.212205270457696,-0.8174386920980927
Angel Ayora,Jayden Schaper,Moderate,Closing,2.718528670731807,-2.069496731208056,4.788025401939863,SKIP,Blue,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,-1.7751479289940817,-3.3215547703180195,7.212205270457696,-0.8174386920980927
Wenyi Ding,Alex Fitzpatrick,Moderate,Closing,-2.069496731208056,2.718528670731807,-4.788025401939863,SKIP,Yellow,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-3.3215547703180195,-1.7751479289940817,-0.8174386920980927,7.212205270457696
Min Woo Lee,Nick Taylor,Moderate,Positioning,4.3482808651347975,-0.42912185955437754,4.777402724689175,SKIP,Orange,Blue,25,25,75,50,25-50,25-50,75-100,50-75,5.393258426966292,0.956937799043061,3.303303303303303,-1.815181518151816
Patrick Reed,Branden Grace,Calm,Open,-5.01811508652674,-9.789553822772817,4.771438736246076,SKIP,Yellow,Green,75,50,50,50,75-100,50-75,50-75,50-75,-3.808180535966146,-9.87284966342558,-6.228049637087334,-9.706257982120055
Sam Bairstow,Rafa Cabrera Bello,Moderate,Closing,2.6999881838591535,-2.069496731208056,4.76948491506721,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,1.0989010989011003,-3.3215547703180195,4.301075268817207,-0.8174386920980927
Chad Ramey,Adrien Dumont De Chassart,Moderate,Closing,2.6999881838591535,-2.069496731208056,4.76948491506721,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,1.0989010989011003,-3.3215547703180195,4.301075268817207,-0.8174386920980927
Alex Smalley,Danny Walker,Moderate,Closing,2.6999881838591535,-2.069496731208056,4.76948491506721,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,1.0989010989011003,-3.3215547703180195,4.301075268817207,-0.8174386920980927
Andy Sullivan,Sam Bairstow,Moderate,Closing,-2.069496731208056,2.6999881838591535,-4.76948491506721,SKIP,Yellow,Purple,50,50,75,50,50-75,50-75,75-100,50-75,-3.3215547703180195,1.0989010989011003,-0.8174386920980927,4.301075268817207
Zach Bauchou,Chad Ramey,Moderate,Closing,-2.069496731208056,2.6999881838591535,-4.76948491506721,SKIP,Yellow,Purple,50,50,75,50,50-75,50-75,75-100,50-75,-3.3215547703180195,1.0989010989011003,-0.8174386920980927,4.301075268817207
Ryan Fox,Billy Horschel,Calm,Survival,-9.71438024418157,-4.985513151342297,-4.728867092839272,SKIP,Yellow,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-12.22155328115593,-2.763819095477388,-7.207207207207206,-7.207207207207206
Ryan Fox,Billy Horschel,Calm,Survival,-9.71438024418157,-4.985513151342297,-4.728867092839272,SKIP,Yellow,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-12.22155328115593,-2.763819095477388,-7.207207207207206,-7.207207207207206
Kurt Kitayama,Keith Mitchell,Calm,Positioning,-2.132820943917378,2.574156705893233,-4.706977649810611,SKIP,Orange,Blue,50,25,50,50,50-75,25-50,50-75,50-75,1.1889035667106993,2.7544910179640705,-5.454545454545456,2.393822393822396
Aaron Rai,Nico Echavarria,Calm,Survival,-4.34763314547264,-9.052968910216451,4.705335764743811,SKIP,Purple,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-3.5450516986706044,-11.74142480211082,-5.150214592274676,-6.364513018322082
Eddie Pepperell,Sean Crocker,Calm,Closing,-3.339294839039346,1.3618204898446855,-4.701115328884032,SKIP,Blue,Purple,25,50,75,75,25-50,50-75,75-100,75-100,-1.941747572815534,0.1194743130227045,-4.736842105263158,2.6041666666666665
Max Greyserman,Billy Horschel,Moderate,Open,-6.841046277665997,-2.1538980947514426,-4.687148182914555,SKIP,Green,Orange,25,25,50,50,25-50,25-50,50-75,50-75,-9.890109890109889,0.4854368932038799,-3.791982665222105,-4.793233082706765
Harris English,Patrick Cantlay,Calm,Survival,-4.89839751101633,-9.583433034043846,4.6850355230275165,SKIP,Blue,Blue,25,50,75,50,25-50,50-75,75-100,50-75,-3.432282003710577,-11.74142480211082,-6.364513018322082,-7.425441265976872
Harris English,Patrick Cantlay,Calm,Survival,-4.89839751101633,-9.583433034043846,4.6850355230275165,SKIP,Blue,Blue,25,50,75,50,25-50,50-75,75-100,50-75,-3.432282003710577,-11.74142480211082,-6.364513018322082,-7.425441265976872
Tom Vaillant,Kazuma Kobori,Calm,Open,-2.2271999497468435,-6.9079683235649405,4.680768373818097,SKIP,Purple,Red,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,-4.3689320388349495,-6.6593285635663175,-9.44700460829493
Xander Schauffele,Shane Lowry,Calm,Open,-6.759287348831288,-11.439176234165002,4.679888885333714,SKIP,Green,Blue,25,75,50,75,25-50,75-100,50-75,75-100,-3.812316715542521,-9.34393638170974,-9.706257982120055,-13.534416086620263
Alex Smalley,Max McGreevy,Moderate,Closing,2.6999881838591535,7.338551859099804,-4.6385636752406505,SKIP,Purple,Orange,50,25,50,50,50-75,25-50,50-75,50-75,1.0989010989011003,7.534246575342467,4.301075268817207,7.1428571428571415
Eddie Pepperell,Angel Ayora,Tough,Positioning,2.115384615384616,6.748996477430984,-4.633611862046368,SKIP,Yellow,Yellow,25,50,50,50,25-50,50-75,50-75,50-75,-0.64102564102564,8.626198083067095,4.871794871794871,4.871794871794871
Kristoffer Reitan,Mark Hubbard,Moderate,Closing,7.338551859099804,2.718528670731807,4.6200231883679965,SKIP,Orange,Blue,25,25,50,50,25-50,25-50,50-75,50-75,7.534246575342467,-1.7751479289940817,7.1428571428571415,7.212205270457696
Branden Grace,Angel Ayora,Moderate,Closing,7.338551859099804,2.718528670731807,4.6200231883679965,SKIP,Orange,Blue,25,25,50,50,25-50,25-50,50-75,50-75,7.534246575342467,-1.7751479289940817,7.1428571428571415,7.212205270457696
Thorbjorn Olesen,Kristoffer Reitan,Moderate,Closing,2.718528670731807,7.338551859099804,-4.6200231883679965,SKIP,Blue,Orange,25,25,50,50,25-50,25-50,50-75,50-75,-1.7751479289940817,7.534246575342467,7.212205270457696,7.1428571428571415
Matt Fitzpatrick,Jake Knapp,Moderate,Open,-8.127067722374239,-3.5087719298245608,-4.618295792549678,SKIP,Yellow,Pink,50,0,50,25,50-75,0-25,50-75,25-50,-10.011686793922866,-7.0175438596491215,-6.2424486508256125,0.0
Jason Day,Michael Thorbjornsen,Moderate,Open,-7.18010032898105,-2.5708307607875436,-4.609269568193506,SKIP,Yellow,Red,25,25,50,50,25-50,25-50,50-75,50-75,-8.117752007136486,-7.079646017699115,-6.2424486508256125,1.937984496124028
Ewen Ferguson,Mikael Lindberg,Calm,Open,-6.0129473429151385,-10.621714015079947,4.608766672164808,SKIP,Yellow,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-5.797845048742943,-7.70901194353963,-6.228049637087334,-13.534416086620263
Cameron Smith,Lucas Herbert,Calm,Open,-10.621714015079947,-6.0129473429151385,-4.608766672164808,SKIP,Blue,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-7.70901194353963,-5.797845048742943,-13.534416086620263,-6.228049637087334
Max McGreevy,Matti Schmid,Moderate,Open,-2.1538980947514426,2.438259551103861,-4.592157645855304,SKIP,Orange,Purple,25,25,50,50,25-50,25-50,50-75,50-75,0.4854368932038799,1.5189873417721524,-4.793233082706765,3.35753176043557
Min Woo Lee,Robert MacIntyre,Moderate,Open,-2.1538980947514426,2.438259551103861,-4.592157645855304,SKIP,Orange,Purple,25,25,50,50,25-50,25-50,50-75,50-75,0.4854368932038799,1.5189873417721524,-4.793233082706765,3.35753176043557
JC Ritchie,Alex Fitzpatrick,Tough,Positioning,2.1637608966376103,6.748996477430984,-4.585235580793373,SKIP,Purple,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,2.054794520547948,8.626198083067095,2.272727272727273,4.871794871794871
Tom Hoge,Sahith Theegala,Moderate,Open,-2.1538980947514426,-6.733965938943744,4.5800678441923015,SKIP,Orange,Orange,25,50,50,50,25-50,50-75,50-75,50-75,0.4854368932038799,-8.674698795180722,-4.793233082706765,-4.793233082706765
Brian Harman,Patrick Rodgers,Moderate,Positioning,-0.42912185955437754,4.145089971861627,-4.5742118314160045,SKIP,Blue,Orange,25,50,50,75,25-50,50-75,50-75,75-100,0.956937799043061,4.986876640419951,-1.815181518151816,3.303303303303303
Joost Luiten,Sean Crocker,Calm,Open,-6.759287348831288,-2.2271999497468435,-4.532087399084444,SKIP,Green,Purple,25,25,50,50,25-50,25-50,50-75,50-75,-3.812316715542521,2.2049286640726304,-9.706257982120055,-6.6593285635663175
Tobias Jonsson,Nathan Kimsey,Calm,Open,-2.2271999497468435,-6.759287348831288,4.532087399084444,SKIP,Purple,Green,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,-3.812316715542521,-6.6593285635663175,-9.706257982120055
Cameron Adam,Matthew Baldwin,Calm,Open,-2.2271999497468435,-6.759287348831288,4.532087399084444,SKIP,Purple,Green,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,-3.812316715542521,-6.6593285635663175,-9.706257982120055
Ben Griffin,Jake Knapp,Tough,Open,0.06690340178065957,-4.459308807134894,4.526212208915553,SKIP,Blue,Purple,50,50,75,50,50-75,50-75,75-100,50-75,-0.6535947712418311,-5.072463768115943,0.7874015748031502,-3.846153846153845
Pablo Larrazabal,Angel Ayora,Calm,Open,-10.621714015079947,-6.103294108272843,-4.518419906807104,SKIP,Blue,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,-7.70901194353963,-5.978538579458352,-13.534416086620263,-6.228049637087334
Dustin Johnson,Paul Casey,Calm,Open,-10.621714015079947,-6.119999625799575,-4.501714389280372,SKIP,Blue,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-7.70901194353963,-7.372942018611314,-13.534416086620263,-4.867057232987835
Daniel Berger,Alex Noren,Calm,Open,-6.119999625799575,-10.621714015079947,4.501714389280372,SKIP,Blue,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-7.372942018611314,-7.70901194353963,-4.867057232987835,-13.534416086620263
Oliver Lindell,Guido Migliozzi,Calm,Positioning,-1.654535537625306,-6.1454913600606,4.490955822435294,SKIP,Purple,Purple,25,50,75,50,25-50,50-75,75-100,50-75,-4.144144144144142,-6.296691568836713,0.8350730688935301,-5.994291151284487
Todd Clements,Kiradech Aphibarnrat,Calm,Positioning,-1.654535537625306,-6.1454913600606,4.490955822435294,SKIP,Purple,Purple,25,50,75,50,25-50,50-75,75-100,50-75,-4.144144144144142,-6.296691568836713,0.8350730688935301,-5.994291151284487
Marc Leishman,Brendan Steele,Calm,Positioning,-1.654535537625306,-6.1454913600606,4.490955822435294,SKIP,Purple,Purple,25,50,75,50,25-50,50-75,75-100,50-75,-4.144144144144142,-6.296691568836713,0.8350730688935301,-5.994291151284487
Patrick Cantlay,Cameron Young,Moderate,Positioning,0.9217321952524509,5.411561340179977,-4.489829144927526,SKIP,Yellow,Orange,50,25,50,50,50-75,25-50,50-75,50-75,-0.8312551953449688,5.393258426966292,2.6747195858498705,5.429864253393662
Min Woo Lee,Nicolai Hojgaard,Calm,Positioning,-6.1454913600606,-1.6572658643138238,-4.488225495746776,SKIP,Purple,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-6.296691568836713,-4.122011541632319,-5.994291151284487,0.8074798130046713
John Keefer,Daniel Berger,Calm,Closing,-1.864766525166768,2.6116071428571423,-4.476373668023911,SKIP,Blue,Purple,75,25,50,75,75-100,25-50,50-75,75-100,-2.749140893470789,2.619047619047618,-0.9803921568627468,2.6041666666666665
Antoine Rozner,Calum Hill,Calm,Positioning,-2.132820943917378,-6.595971437706492,4.463150493789113,SKIP,Orange,Orange,50,25,50,50,50-75,25-50,50-75,50-75,1.1889035667106993,-7.737397420867527,-5.454545454545456,-5.454545454545456
Victor Perez,Ben Schmidt,Calm,Positioning,-2.132820943917378,-6.595971437706492,4.463150493789113,SKIP,Orange,Orange,50,25,50,50,50-75,25-50,50-75,50-75,1.1889035667106993,-7.737397420867527,-5.454545454545456,-5.454545454545456
Charles Howell III,Jason Kokrak,Calm,Positioning,-6.595971437706492,-2.132820943917378,-4.463150493789113,SKIP,Orange,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-7.737397420867527,1.1889035667106993,-5.454545454545456,-5.454545454545456
Ben Campbell,Anthony Kim,Calm,Positioning,-2.132820943917378,-6.595971437706492,4.463150493789113,SKIP,Orange,Orange,50,25,50,50,50-75,25-50,50-75,50-75,1.1889035667106993,-7.737397420867527,-5.454545454545456,-5.454545454545456
Ben Campbell,Anthony Kim,Calm,Positioning,-2.132820943917378,-6.595971437706492,4.463150493789113,SKIP,Orange,Orange,50,25,50,50,50-75,25-50,50-75,50-75,1.1889035667106993,-7.737397420867527,-5.454545454545456,-5.454545454545456
Si Woo Kim,Maverick McNealy,Moderate,Open,-7.004717196146538,-2.5708307607875436,-4.433886435358994,SKIP,Blue,Red,50,25,50,50,50-75,25-50,50-75,50-75,-9.557661927330177,-7.079646017699115,-4.451772464962899,1.937984496124028
Nacho Elvira,Sean Crocker,Calm,Open,-6.654587793268107,-2.2271999497468435,-4.427387843521263,SKIP,Yellow,Purple,50,25,75,50,50-75,25-50,75-100,50-75,-5.978538579458352,2.2049286640726304,-7.33063700707786,-6.6593285635663175
Min Woo Lee,Matt Fitzpatrick,Calm,Positioning,-5.346531222749036,-0.9489616951556773,-4.397569527593358,SKIP,Orange,Green,25,50,75,75,25-50,50-75,75-100,75-100,-7.737397420867527,0.3645200486026747,-2.955665024630544,-2.2624434389140293
Chad Ramey,Johnny Keefer,Calm,Survival,-9.71438024418157,-5.327741534638085,-4.386638709543484,SKIP,Yellow,Yellow,50,75,75,75,50-75,75-100,75-100,75-100,-12.22155328115593,-3.448275862068965,-7.207207207207206,-7.207207207207206
Scottie Scheffler,Xander Schauffele,Tough,Open,2.0129504504504516,6.382978723404256,-4.370028272953805,SKIP,Green,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,3.1250000000000018,0.0,0.9009009009009016,12.765957446808512
Nacho Elvira,Sean Crocker,Calm,Survival,-4.699290302673285,-9.052968910216451,4.353678607543166,SKIP,Purple,Blue,75,50,50,75,75-100,50-75,50-75,75-100,-4.248366013071895,-11.74142480211082,-5.150214592274676,-6.364513018322082
Rory McIlroy,Viktor Hovland,Calm,Open,-10.453679052615788,-6.103294108272843,-4.350384944342945,SKIP,Blue,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,-7.372942018611314,-5.978538579458352,-13.534416086620263,-6.228049637087334
Rickie Fowler,Michael Kim,Calm,Open,-6.103294108272843,-10.453679052615788,4.350384944342945,SKIP,Yellow,Blue,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,-7.372942018611314,-6.228049637087334,-13.534416086620263
Harris English,Patrick Cantlay,Calm,Open,-10.453679052615788,-6.103294108272843,-4.350384944342945,SKIP,Blue,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,-7.372942018611314,-5.978538579458352,-13.534416086620263,-6.228049637087334
Grant Forrest,Dan Bradbury,Calm,Open,-2.2271999497468435,-6.564241027910402,4.337041078163558,SKIP,Purple,Yellow,25,25,50,75,25-50,25-50,50-75,75-100,2.2049286640726304,-5.797845048742943,-6.6593285635663175,-7.33063700707786
Carlos Ortiz,Tom McKibbin,Calm,Open,-6.2880345882637325,-10.621714015079947,4.333679426816214,SKIP,Blue,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-7.70901194353963,-7.70901194353963,-4.867057232987835,-13.534416086620263
Collin Morikawa,Justin Rose,Calm,Open,-6.119999625799575,-10.453679052615788,4.3336794268162135,SKIP,Blue,Blue,25,25,50,75,25-50,25-50,50-75,75-100,-7.372942018611314,-7.372942018611314,-4.867057232987835,-13.534416086620263
Antoine Rozner,Patrick Reed,Calm,Positioning,0.4420078635111966,4.7344485679196575,-4.292440704408461,SKIP,Purple,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,6.87830687830688,8.661417322834644,-5.994291151284487,0.8074798130046713
Joel Dahmen,Lee Hodges,Calm,Survival,-5.327741534638085,-9.583433034043846,4.255691499405761,SKIP,Yellow,Blue,75,50,75,50,75-100,50-75,75-100,50-75,-3.448275862068965,-11.74142480211082,-7.207207207207206,-7.425441265976872
Maverick McNealy,Jacob Bridgeman,Calm,Positioning,0.49505252126441124,4.7344485679196575,-4.239396046655246,SKIP,Green,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,0.5319148936170224,8.661417322834644,0.4581901489118001,0.8074798130046713
Robert MacIntyre,Nicolai Hojgaard,Calm,Positioning,4.7344485679196575,0.49505252126441124,4.239396046655246,SKIP,Yellow,Green,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,0.5319148936170224,0.8074798130046713,0.4581901489118001
Branden Grace,Dean Burmester,Calm,Positioning,0.49505252126441124,4.7344485679196575,-4.239396046655246,SKIP,Green,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,0.5319148936170224,8.661417322834644,0.4581901489118001,0.8074798130046713
Sadom Kaewkanjana,Mikael Lindberg,Calm,Positioning,-1.6572658643138238,2.574156705893233,-4.231422570207057,SKIP,Yellow,Blue,50,25,50,50,50-75,25-50,50-75,50-75,-4.122011541632319,2.7544910179640705,0.8074798130046713,2.393822393822396
Matt McCarty,Taylor Moore,Calm,Positioning,-1.6572658643138238,2.574156705893233,-4.231422570207057,SKIP,Yellow,Blue,50,25,50,50,50-75,25-50,50-75,50-75,-4.122011541632319,2.7544910179640705,0.8074798130046713,2.393822393822396
Keith Mitchell,Mackenzie Hughes,Moderate,Open,1.6129032258064513,-2.5708307607875436,4.183733986593995,SKIP,Brown,Red,25,25,50,50,25-50,25-50,50-75,50-75,0.0,-7.079646017699115,3.2258064516129026,1.937984496124028
Jake Knapp,Matt Fitzpatrick,Calm,Closing,-0.9959942288999611,3.175937794812566,-4.171932023712527,SKIP,Green,Orange,50,50,50,75,50-75,50-75,50-75,75-100,0.5108556832694735,3.3738191632928465,-2.502844141069396,2.978056426332286
Jesper Svensson,Nathan Kimsey,Calm,Closing,1.7998010707245555,-2.368421052631579,4.168222123356134,SKIP,Yellow,Blue,50,50,75,75,50-75,50-75,75-100,75-100,1.7551755175517585,0.0,1.8444266238973528,-4.736842105263158
Andrew Novak,Patrick Cantlay,Moderate,Open,-6.733965938943744,-2.5708307607875436,-4.1631351781562,SKIP,Orange,Red,50,25,50,50,50-75,25-50,50-75,50-75,-8.674698795180722,-7.079646017699115,-4.793233082706765,1.937984496124028
Sam Burns,Jacob Bridgeman,Moderate,Open,-6.733965938943744,-2.5708307607875436,-4.1631351781562,SKIP,Orange,Red,50,25,50,50,50-75,25-50,50-75,50-75,-8.674698795180722,-7.079646017699115,-4.793233082706765,1.937984496124028
Michael Thorbjornsen,Nico Echavarria,Moderate,Open,-2.5708307607875436,-6.733965938943744,4.1631351781562,SKIP,Red,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-7.079646017699115,-8.674698795180722,1.937984496124028,-4.793233082706765
Ryan Gerard,Jason Day,Calm,Survival,-9.052968910216451,-4.89839751101633,-4.154571399200122,SKIP,Blue,Blue,50,25,75,75,50-75,25-50,75-100,75-100,-11.74142480211082,-3.432282003710577,-6.364513018322082,-6.364513018322082
Ryan Gerard,Jason Day,Calm,Survival,-9.052968910216451,-4.89839751101633,-4.154571399200122,SKIP,Blue,Blue,50,25,75,75,50-75,25-50,75-100,75-100,-11.74142480211082,-3.432282003710577,-6.364513018322082,-6.364513018322082
Daniel Berger,Alex Noren,Moderate,Open,-8.127067722374239,-3.976915936331122,-4.150151786043117,SKIP,Yellow,Green,50,50,50,75,50-75,50-75,50-75,75-100,-10.011686793922866,-2.4940617577197126,-6.2424486508256125,-5.459770114942531
Max Homa,Rasmus Neergaard-Petersen,Calm,Positioning,-5.346531222749036,-1.2043189368770766,-4.14221228587196,SKIP,Orange,Red,25,50,75,50,25-50,50-75,75-100,50-75,-7.737397420867527,1.1627906976744196,-2.955665024630544,-3.5714285714285725
Ricky Castillo,Danny Walker,Moderate,Closing,3.606102635228848,-0.5274214477110658,4.133524082939914,SKIP,Blue,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,0.0,1.8597997138769664,7.212205270457696,-2.914642609299098
Maverick McNealy,Scottie Scheffler,Moderate,Closing,3.606102635228848,-0.5274214477110658,4.133524082939914,SKIP,Blue,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,0.0,1.8597997138769664,7.212205270457696,-2.914642609299098
Rickie Fowler,Jordan Spieth,Moderate,Closing,3.606102635228848,-0.5274214477110658,4.133524082939914,SKIP,Blue,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,0.0,1.8597997138769664,7.212205270457696,-2.914642609299098
Brian Harman,Viktor Hovland,Moderate,Closing,-0.5274214477110658,3.606102635228848,-4.133524082939914,SKIP,Yellow,Blue,25,50,50,50,25-50,50-75,50-75,50-75,1.8597997138769664,0.0,-2.914642609299098,7.212205270457696
Matt McCarty,Taylor Pendrith,Calm,Positioning,-5.069217647714314,-0.9787599083685563,-4.090457739345758,SKIP,Purple,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-4.144144144144142,-0.8835341365461855,-5.994291151284487,-1.073985680190927
Lucas Herbert,Sebastian Munoz,Calm,Positioning,2.574156705893233,-1.5116846457863946,4.085841351679628,SKIP,Blue,Yellow,25,25,50,75,25-50,25-50,50-75,75-100,2.7544910179640705,2.1602160216021598,2.393822393822396,-5.183585313174949
Branden Grace,Lucas Herbert,Calm,Positioning,-1.5116846457863946,2.574156705893233,-4.085841351679628,SKIP,Yellow,Blue,25,25,75,50,25-50,25-50,75-100,50-75,2.1602160216021598,2.7544910179640705,-5.183585313174949,2.393822393822396
Johannes Veerman,Grant Forrest,Calm,Positioning,2.574156705893233,-1.5116846457863946,4.085841351679628,SKIP,Blue,Yellow,25,25,50,75,25-50,25-50,50-75,75-100,2.7544910179640705,2.1602160216021598,2.393822393822396,-5.183585313174949
Harris English,Scottie Scheffler,Calm,Positioning,4.7344485679196575,0.7551441286381053,3.9793044392815524,SKIP,Yellow,Blue,75,50,50,50,75-100,50-75,50-75,50-75,8.661417322834644,-0.8835341365461855,0.8074798130046713,2.393822393822396
Jordan Spieth,Jhonattan Vegas,Calm,Positioning,0.7551441286381053,4.7344485679196575,-3.9793044392815524,SKIP,Blue,Yellow,50,75,50,50,50-75,75-100,50-75,50-75,-0.8835341365461855,8.661417322834644,2.393822393822396,0.8074798130046713
Frederic Lacroix,Calum Hill,Moderate,Closing,7.338551859099804,3.3657344353439465,3.972817423755857,SKIP,Orange,Green,25,50,50,75,25-50,50-75,50-75,75-100,7.534246575342467,8.755760368663598,7.1428571428571415,-2.024291497975705
