player_id,player_name,resid_n,resid_mean,resid_sd,adj_sd,reliability
PLY_0467,Will Zalatoris,180,-0.020907669204444534,3.2730791883275163,3.3293693214077633,STRONG
PLY_0891,Kelly Kraft,179,2.3351022471173186,3.6127069212473963,3.6205159928227815,STRONG
PLY_0454,Robby Shelton,178,1.245931597775281,3.230735792395471,3.293674397322458,STRONG
PLY_0044,Mac Meissner,177,1.6787361008926553,3.0282116582857306,3.120805638228269,STRONG
PLY_0263,Victor Perez,177,-0.046611403554802304,2.8603435660320686,2.9772662549968767,STRONG
PLY_0003,Pierceson Coody,173,1.2689024959052022,3.635321992042494,3.64001974492625,STRONG
PLY_0219,Joe Highsmith,171,1.7238567595409355,3.5207885383226794,3.5426275803475398,STRONG
PLY_0415,Martin Trainer,170,3.7056125417735295,4.395165340714428,4.28595705759065,STRONG
PLY_0371,Danny Willett,170,0.1050268454213529,2.9579623134567306,3.0643344844216074,STRONG
PLY_0440,Ben Silverman,170,2.3458597666270586,3.227217266008499,3.29320119409061,STRONG
PLY_0148,Sami Välimäki,167,-0.029325364842515037,3.449497530428237,3.482636503442604,STRONG
PLY_0329,Francesco Molinari,167,0.1250009171802395,3.1553746279181,3.2333038906548226,STRONG
PLY_0011,Jake Knapp,166,1.0812756193825301,3.522571342182712,3.5446946244847317,STRONG
PLY_0543,Robert Streb,165,1.987233950219394,3.313390117544542,3.3678085794437265,STRONG
PLY_0466,Richy Werenski,165,1.7123558093030304,3.5805215075783234,3.5938428325492344,STRONG
PLY_0553,Patrick Fishburn,165,2.3658467889151513,3.207010382108011,3.2777949571512774,STRONG
PLY_0281,Jason Dufner,165,1.5236752681499999,3.2432710547013697,3.308477064730273,STRONG
PLY_0068,Dylan Frittelli,164,2.768333350522561,4.032349482313074,3.9758691685361933,STRONG
PLY_0870,Kramer Hickok,164,0.7948105818054878,2.8551701690904734,2.9807278934407986,STRONG
PLY_0141,Matthieu Pavon,163,1.9996018242453988,3.9256889928998286,3.8854953856961107,STRONG
PLY_0867,Scott Stallings,163,-0.049240241217791476,3.2204856394580674,3.2899091338256077,STRONG
PLY_0133,Rafael Campos,163,1.1605602135263804,3.40968398195241,3.449698407538446,STRONG
PLY_0314,Nick Watney,161,3.8441343690621115,4.266617004299717,4.172453619313778,STRONG
PLY_0881,Tyson Alexander,160,1.102857973403125,3.4701350966078315,3.501236416073317,STRONG
PLY_0364,Kevin Chappell,158,3.8594421247778476,4.484991690736647,4.354478674112062,STRONG
PLY_0399,Matthias Schwab,158,2.3072141798702535,3.5747891310046995,3.589521203699041,STRONG
PLY_0869,Ben Taylor,157,1.4196129356146494,3.3581050245911737,3.40767803453204,STRONG
PLY_0109,Tyrrell Hatton,154,0.02696276782337668,2.9712266396674174,3.084685902747063,STRONG
PLY_0472,Carl Yuan,152,2.044374161849342,3.543763965232497,3.5640957489671248,STRONG
PLY_0370,S.Y. Noh,152,3.6567916574078945,4.273721793487023,4.173730858278598,STRONG
PLY_0006,Michael Thorbjornsen,152,1.308308522639474,3.61056116483952,3.619882421166398,STRONG
PLY_0359,Brian Stuard,152,1.661754025306579,3.120902937598028,3.2109370885251516,STRONG
PLY_0627,Vincent Norrman,150,1.4636179679726666,3.0354538036578655,3.140729856363095,STRONG
PLY_0622,Nick Dunlap,148,2.196910158652027,4.280295984758745,4.176950052477368,STRONG
PLY_0510,Trevor Cone,147,2.881127239317007,3.765077553227409,3.748472903509076,STRONG
PLY_0531,Harrison Endycott,145,0.9639610898793106,3.307892503243235,3.369472666096837,STRONG
PLY_0211,Bud Cauley,144,-0.11042393961388881,2.866477024850737,3.0045172136504794,STRONG
PLY_0485,Wesley Bryan,144,2.748848974736111,4.073361455583407,4.003318121843034,STRONG
PLY_0539,Doc Redman,144,1.2231783822243054,3.322960362639061,3.382296527682196,STRONG
PLY_0388,Thorbjørn Olesen,144,-0.034667755349999996,3.1913288420104617,3.273360096817149,STRONG
PLY_0126,Jon Rahm,144,-0.07453566406111116,3.3429406178320464,3.3988319112901837,STRONG
PLY_0168,Alejandro Tosti,144,1.5930535151659722,3.9990158031657668,3.9417906853594693,STRONG
PLY_0306,Bill Haas,143,2.485659513239161,3.5079397806797887,3.535541573606284,STRONG
PLY_0496,Hayden Springer,141,1.7047649377460994,3.254669005352601,3.3270270956221872,STRONG
PLY_0156,Hank Lebioda,141,0.868706718009929,3.0379806816331265,3.1483542672920946,STRONG
PLY_0297,Jonathan Byrd,141,2.26911097479078,3.2913951483203823,3.357310055613165,STRONG
PLY_0218,Zecheng Dou,140,1.4197941894021429,3.268380413866095,3.3387444796348853,STRONG
PLY_0883,Michael Gligic,139,3.0773716241823017,4.083710458553402,4.0097577357136105,STRONG
PLY_0339,Ryan Armour,138,0.5225233906072465,2.8803349773457163,3.020830538514203,STRONG
PLY_0137,Takumi Kanaya,135,0.05996693131185191,3.1319659231976162,3.2292648680506395,STRONG
PLY_0294,Jimmy Walker,133,0.08372484597819546,3.002678070119708,3.1249661774392545,STRONG
PLY_0358,Jim Herman,132,0.21589221184242421,3.3647381175439017,3.42073293279304,STRONG
PLY_0413,Roger Sloan,128,1.8313819193640626,3.0961550156007003,3.2045642126175125,STRONG
PLY_0433,MJ Daffue,126,3.1103723375619046,3.929129081312195,3.8787408195000888,STRONG
PLY_0299,Luke Donald,124,0.12611000786499998,2.6583348100264796,2.854849480778966,STRONG
PLY_0889,David Lingmerth,124,1.8458043249554839,3.655692902855635,3.6579170360440005,STRONG
PLY_0528,Rasmus Højgaard,124,1.2505767245403225,3.5476467848383564,3.5709188630950224,STRONG
PLY_0023,Matt McCarty,123,-0.04227268221951224,3.4517041684174226,3.493940629490328,STRONG
PLY_0498,Aaron Wise,120,1.0369974580833332,3.2749778109867522,3.3534042727672504,STRONG
PLY_0374,Sung Kang,119,2.686654535027731,3.8834171889110407,3.839865430047592,STRONG
PLY_0356,William McGirt,117,1.7626810586837607,3.1152177075905634,3.2278488121413145,STRONG
PLY_0445,Satoshi Kodaira,116,1.0051266464586208,3.2910213894116063,3.3682998956741343,STRONG
PLY_1010,Paul Barjon,112,2.2485888642625,3.7803314725123096,3.7564114684370145,STRONG
PLY_0441,Cody Gribble,111,1.0456718496702702,3.2473124602723584,3.3366311112546745,STRONG
PLY_0894,Andrew Landry,111,0.2319155143900901,3.519658029568815,3.5510308147433745,STRONG
PLY_0326,Sean O'Hair,109,2.5388437417431193,3.941770813085588,3.882491526784219,STRONG
PLY_0111,Lucas Herbert,107,0.07833014479813083,3.473419812895209,3.5158337487333187,STRONG
PLY_0078,Jesper Svensson,104,-0.14146832461538456,3.4311667064475295,3.4839898587105997,STRONG
PLY_0607,Ricky Castillo,104,1.8141135944134616,3.262901455792984,3.35339593282946,STRONG
PLY_0163,Adrien Dumont de Chassart,103,0.09412949689320389,3.1888994188306468,3.296766494257398,STRONG
PLY_0895,Cameron Percy,103,1.8305157701320387,3.4695780144821016,3.5141341284837124,STRONG
PLY_0876,Michael Thompson,103,1.8593609897184464,3.30947326771792,3.390143234373106,STRONG
PLY_0396,Erik Barnes,101,2.3649675793635647,3.5366376409729785,3.5665168346179246,STRONG
PLY_0238,Steven Fisk,99,0.42528759176767683,2.7781130588969725,2.9848565614533142,STRONG
PLY_0585,Isaiah Salinda,98,2.0675610865107146,3.5713808604818995,3.593817405655496,STRONG
PLY_0786,Luke Clanton,96,-0.14327351112916664,3.096395304779568,3.232279784567586,STRONG
PLY_0890,Paul Haley II,96,1.3463791148879167,3.486092683795095,3.529192073341321,STRONG
PLY_0652,Jackson Suber,95,1.9353388524210529,3.9460574905319246,3.879110121577681,STRONG
PLY_0344,Tommy Gainey,95,2.8777627474210523,4.192731702797579,4.066582522899578,STRONG
PLY_0550,Kris Ventura,94,1.479497886601064,3.261019049921503,3.3592668894298274,STRONG
PLY_0676,William Mouw,94,-0.1171152154851064,3.400112960247337,3.4647090472574753,STRONG
PLY_0909,Grayson Murray,93,2.1237710611023655,4.122122986820399,4.011144238788409,STRONG
PLY_0319,Scott Gutschewski,93,3.6220651260774193,4.02226432673307,3.935641349454088,STRONG
PLY_0448,Thriston Lawrence,91,0.1611371156651648,3.4103023608626306,3.4739737060758404,STRONG
PLY_0209,Danny Walker,90,1.2038543373422224,3.6255105887686288,3.6359104715487827,STRONG
PLY_0050,Brooks Koepka,90,0.19448012570666665,3.3559444767451967,3.433735887531208,STRONG
PLY_0520,Kyle Westmoreland,87,2.351487108448276,3.610816805379841,3.62525098858738,STRONG
PLY_0608,John Pak,86,1.1349295485174418,3.2370951269086166,3.34830590095533,STRONG
PLY_0144,Brian Campbell,86,0.42448704633069767,3.8216847333479755,3.781708540212097,STRONG
PLY_0878,Tano Goya,86,2.0568900536627908,3.7826373644948195,3.7527596288209635,STRONG
PLY_0519,Joaquín Niemann,86,0.13054454854116287,3.1713755541575273,3.2995827694329707,STRONG
PLY_0885,Trevor Werbylo,85,2.419954313432941,3.503642334431314,3.546286104550774,STRONG
PLY_0523,Trace Crowe,84,0.6922798204904761,2.6618993649060965,2.926428510954293,STRONG
PLY_0491,Frankie Capan III,84,1.103536441907143,3.3257699749659357,3.415596328893122,STRONG
PLY_0872,Brent Grant,84,2.2630152333761906,3.782561714111993,3.7521797156323218,STRONG
PLY_0072,Antoine Rozner,83,-0.04855381712048189,3.2199173675318673,3.338641107095772,STRONG
PLY_0877,Rory Sabbatini,82,0.17161607542439025,3.1358795568486326,3.2781734576630823,STRONG
PLY_0063,Patrick Reed,82,0.32492685494634144,3.060653462570842,3.2230972100668427,STRONG
PLY_0617,Quade Cummins,81,2.2347407345520005,2.7451446902603456,2.9943245361059936,STRONG
PLY_0871,Augusto Núñez,81,2.214125651691358,3.6957268935327803,3.6879926303858785,STRONG
PLY_0893,Sebastián Muñoz,81,0.018801009971604964,2.6439565009004564,2.920484506032561,STRONG
PLY_0325,Chris Stroud,81,2.4050544288197533,3.3859632712423706,3.461948906011796,STRONG
PLY_0145,Aldrich Potgieter,81,0.2633474213049383,3.6579750190622087,3.6604439652316776,STRONG
PLY_1440,John Huh,80,2.3985257703,3.1868135531425965,3.317803525891682,STRONG
PLY_0702,Karl Vilips,80,0.13150018918374992,3.587791771606567,3.6094240484109332,STRONG
PLY_0342,Kyle Stanley,80,0.1882353879075,3.013659540108595,3.1918733345942263,STRONG
PLY_0969,Mito Pereira,79,-0.14486997998227852,2.960667831448992,3.1551014888178686,STRONG
PLY_0515,Brandon Matthews,78,1.667091841474359,3.556320611278952,3.5870954747818105,STRONG
PLY_0541,Philip Knowles,78,0.21879043764871794,3.478778906391191,3.5310931323628725,STRONG
PLY_0124,Cameron Smith,78,0.10466793216410256,3.6373286017727637,3.645601245694008,STRONG
PLY_0873,Scott Harrington,77,1.2672918170857144,3.2688742518979814,3.3805291681572136,STRONG
PLY_0500,Jeremy Paul,77,1.0653055577662336,3.0263681867436567,3.206015457719055,STRONG
PLY_0054,Rikuya Hoshino,77,0.1955878310532468,3.4498819557098312,3.510787048470414,STRONG
PLY_0186,Padraig Harrington,75,0.38962590904799993,2.439861748992781,2.7905041406774846,STRONG
PLY_0507,Thomas Rosenmueller,75,2.4619899201333335,3.33053032756697,3.426695982516191,STRONG
PLY_0259,Brendan Steele,75,0.14455347430000004,2.8768830864034247,3.1026622388279446,STRONG
PLY_0639,Kaito Onishi,75,1.5912604990106667,2.648765736866484,2.939721274872987,STRONG
PLY_0896,Scott Brown,73,1.3949209445260273,3.2643443991239356,3.3816548032303357,STRONG
PLY_0484,Anders Albertson,73,0.261327544749589,2.720720043327567,2.9963676384426186,STRONG
PLY_0260,Danny Lee,72,0.19252582465972223,3.6231849412155324,3.6361041114136827,STRONG
PLY_0546,Noah Goodwin,72,1.2245853421000001,3.3457757734612454,3.440285875351833,STRONG
PLY_1320,Will Chandler,72,1.8768319463444445,3.9196189010198346,3.8453516124520135,STRONG
PLY_0333,Josh Teater,71,1.3071962509929578,2.676638476563573,2.970837974581099,STRONG
