player_a,player_b,color_a,color_b,condition,round_type,exec_ratio_a,upside_ratio_a,score_a,exec_ratio_b,upside_ratio_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Joel Dahmen,Lee Hodges,Yellow,Blue,Calm,Survival,0.5714,0.5714,0.5714,0.5503,0.5558,0.55305,0.5714,0.55305,Joel Dahmen,Joel Dahmen,True
Max McGreevy,Rico Hoey,Purple,Yellow,Calm,Survival,0.5692,0.542,0.5556000000000001,0.5763,0.5584,0.56735,0.56735,0.5556000000000001,Rico Hoey,Push,
Mac Meissner,Matt Wallace,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5503,0.5558,0.55305,0.55305,0.5500499999999999,Matt Wallace,Matt Wallace,True
Shane Lowry,Keith Mitchell,Purple,Yellow,Calm,Survival,0.5582,0.542,0.5501,0.5763,0.5584,0.56735,0.56735,0.5501,Keith Mitchell,Shane Lowry,False
Aaron Rai,Nico Echavarria,Purple,Blue,Calm,Survival,0.6093,0.5942000000000001,0.60175,0.5503,0.5498,0.5500499999999999,0.60175,0.5500499999999999,Aaron Rai,Aaron Rai,True
Garrick Higgo,Kevin Yu,Yellow,Purple,Calm,Survival,0.5714,0.5714,0.5714,0.6093,0.542,0.57565,0.57565,0.5714,Kevin Yu,Garrick Higgo,False
Davis Thompson,Chris Kirk,Green,Blue,Calm,Survival,0.6481999999999999,0.6352,0.6416999999999999,0.5503,0.5558,0.55305,0.6416999999999999,0.55305,Davis Thompson,Davis Thompson,True
Stephan Jaeger,S.H. Kim,Yellow,Blue,Calm,Survival,0.5632,0.5714,0.5673,0.5503,0.5558,0.55305,0.5673,0.55305,Stephan Jaeger,S.H. Kim,False
Nicolai Hojgaard,John Keefer,Green,Yellow,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5714,0.5714,0.5714,0.5802499999999999,0.5714,Nicolai Hojgaard,Nicolai Hojgaard,True
Ricky Castillo,Jordan Smith,Yellow,Orange,Calm,Survival,0.5763,0.5584,0.56735,0.5794,0.5988,0.5891,0.5891,0.56735,Jordan Smith,Ricky Castillo,False
Nicolai Hojgaard,Keith Mitchell,Yellow,Red,Moderate,Survival,0.5204,0.521,0.5206999999999999,0.4742,0.5333,0.50375,0.5206999999999999,0.50375,Nicolai Hojgaard,Keith Mitchell,False
Michael Kim,Alex Smalley,Orange,Blue,Moderate,Survival,0.5329999999999999,0.4808,0.5068999999999999,0.5131,0.5384,0.5257499999999999,0.5257499999999999,0.5068999999999999,Alex Smalley,Alex Smalley,True
Taylor Moore,Ryo Hisatsune,Orange,Yellow,Moderate,Survival,0.4556,0.5028,0.4792,0.5218,0.521,0.5214000000000001,0.5214000000000001,0.4792,Ryo Hisatsune,Ryo Hisatsune,True
Jacob Bridgeman,Ben Griffin,Red,Blue,Moderate,Survival,0.4742,0.5333,0.50375,0.5131,0.5397,0.5264,0.5264,0.50375,Ben Griffin,Jacob Bridgeman,False
Kurt Kitayama,Harry Hall,Purple,Orange,Moderate,Survival,0.6063000000000001,0.5976,0.60195,0.4556,0.5028,0.4792,0.60195,0.4792,Kurt Kitayama,Harry Hall,False
Adam Scott,Wyndham Clark,Orange,Green,Moderate,Survival,0.4556,0.4808,0.4682,0.5414,0.5540999999999999,0.54775,0.54775,0.4682,Wyndham Clark,Wyndham Clark,True
Hideki Matsuyama,Xander Schauffele,Green,Purple,Moderate,Survival,0.5467,0.5462,0.54645,0.5782,0.5976,0.5879000000000001,0.5879000000000001,0.54645,Xander Schauffele,Xander Schauffele,True
Corey Conners,Min Woo Lee,Green,Orange,Moderate,Survival,0.5467,0.5462,0.54645,0.5329999999999999,0.4808,0.5068999999999999,0.54645,0.5068999999999999,Corey Conners,Corey Conners,True
Aaron Rai,Davis Thompson,Green,Yellow,Moderate,Survival,0.5467,0.5540999999999999,0.5504,0.5218,0.521,0.5214000000000001,0.5504,0.5214000000000001,Aaron Rai,Aaron Rai,True
Justin Rose,Jason Day,Orange,Yellow,Moderate,Survival,0.5329999999999999,0.4808,0.5068999999999999,0.5204,0.521,0.5206999999999999,0.5206999999999999,0.5068999999999999,Jason Day,Justin Rose,False
Cameron Young,Chris Gotterup,Orange,Blue,Moderate,Survival,0.4556,0.4808,0.4682,0.5131,0.5397,0.5264,0.5264,0.4682,Chris Gotterup,Cameron Young,False
Daniel Berger,Ricky Castillo,Blue,Red,Moderate,Survival,0.5131,0.5397,0.5264,0.4742,0.5333,0.50375,0.5264,0.50375,Daniel Berger,Push,
Taylor Pendrith,Christiaan Bezuidenhout,Orange,Orange,Moderate,Survival,0.4556,0.5028,0.4792,0.5329999999999999,0.4808,0.5068999999999999,0.5068999999999999,0.4792,Christiaan Bezuidenhout,Taylor Pendrith,False
Tony Finau,Alex Noren,Blue,Orange,Moderate,Survival,0.5881000000000001,0.5384,0.56325,0.5329999999999999,0.5028,0.5179,0.56325,0.5179,Tony Finau,Alex Noren,False
Akshay Bhatia,Robert MacIntyre,Red,Yellow,Moderate,Survival,0.4742,0.5333,0.50375,0.5218,0.521,0.5214000000000001,0.5214000000000001,0.50375,Robert MacIntyre,Akshay Bhatia,False
Ryan Gerard,Patrick Cantlay,Orange,Red,Moderate,Survival,0.5329999999999999,0.5028,0.5179,0.4742,0.5333,0.50375,0.5179,0.50375,Ryan Gerard,Ryan Gerard,True
Brooks Koepka,Harris English,Orange,Orange,Moderate,Survival,0.4556,0.4808,0.4682,0.5329999999999999,0.4808,0.5068999999999999,0.5068999999999999,0.4682,Harris English,Brooks Koepka,False
Tommy Fleetwood,Ludvig Aberg,Blue,Blue,Moderate,Survival,0.5131,0.5397,0.5264,0.5881000000000001,0.5384,0.56325,0.56325,0.5264,Ludvig Aberg,Ludvig Aberg,True
Brian Harman,Michael Brennan,Purple,Purple,Moderate,Survival,0.5782,0.5976,0.5879000000000001,0.5782,0.5976,0.5879000000000001,0.5879000000000001,0.5879000000000001,TIE,Brian Harman,
Maverick McNealy,Justin Thomas,Blue,Blue,Moderate,Survival,0.5131,0.5397,0.5264,0.5131,0.5384,0.5257499999999999,0.5264,0.5257499999999999,Maverick McNealy,Justin Thomas,False
Matt Fitzpatrick,Russell Henley,Blue,Purple,Moderate,Survival,0.5131,0.5384,0.5257499999999999,0.5782,0.5976,0.5879000000000001,0.5879000000000001,0.5257499999999999,Russell Henley,Matt Fitzpatrick,False
Si Woo Kim,Jake Knapp,Blue,Orange,Moderate,Survival,0.5131,0.5397,0.5264,0.5329999999999999,0.5028,0.5179,0.5264,0.5179,Si Woo Kim,Push,
Nicolai Hojgaard,Austin Smotherman,Blue,Orange,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5794,0.5988,0.5891,0.5891,0.5483499999999999,Austin Smotherman,Nicolai Hojgaard,False
Si Woo Kim,Bud Cauley,Yellow,Yellow,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5632,0.5714,0.5673,0.6144000000000001,0.5673,Si Woo Kim,Bud Cauley,False
Lucas Glover,Ryo Hisatsune,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.5608,Ryo Hisatsune,Push,
Ryan Gerard,Jason Day,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5468999999999999,0.5498,0.5483499999999999,0.5500499999999999,0.5483499999999999,Ryan Gerard,,False
Taylor Pendrith,Denny McCarthy,Yellow,Orange,Calm,Survival,0.5632,0.5714,0.5673,0.5794,0.5988,0.5891,0.5891,0.5673,Denny McCarthy,Denny McCarthy,True
Kurt Kitayama,Pierceson Coody,Orange,Blue,Calm,Survival,0.5794,0.5988,0.5891,0.5468999999999999,0.5498,0.5483499999999999,0.5891,0.5483499999999999,Kurt Kitayama,Kurt Kitayama,True
Jordan Spieth,Sam Stevens,Purple,Blue,Calm,Survival,0.6093,0.5574,0.58335,0.5503,0.5558,0.55305,0.58335,0.55305,Jordan Spieth,,False
Sam Burns,Sungjae Im,Purple,Orange,Calm,Survival,0.5582,0.542,0.5501,0.5794,0.5988,0.5891,0.5891,0.5501,Sungjae Im,,False
J.J. Spaun,Nick Taylor,Green,Blue,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5468999999999999,0.5,0.52345,0.5995999999999999,0.52345,J.J. Spaun,Push,
Keegan Bradley,Maverick McNealy,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5584,0.5608,0.5608,0.55305,Maverick McNealy,Keegan Bradley,False
Ben Griffin,Tommy Fleetwood,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.55305,Tommy Fleetwood,Tommy Fleetwood,True
Nico Echavarria,Ludvig Aberg,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5714,0.5673,0.5673,0.5673,TIE,Ludvig Aberg,
Jacob Bridgeman,Chris Gotterup,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5632,0.5584,0.5608,0.5608,0.5608,TIE,Chris Gotterup,
Justin Thomas,Hideki Matsuyama,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5714,0.5673,0.5673,0.5673,TIE,Hideki Matsuyama,
Rory McIlroy,Viktor Hovland,Orange,Yellow,Calm,Survival,0.5794,0.5988,0.5891,0.5632,0.5584,0.5608,0.5891,0.5608,Rory McIlroy,,False
Rickie Fowler,Michael Kim,Yellow,Blue,Calm,Survival,0.5632,0.5584,0.5608,0.5468999999999999,0.5498,0.5483499999999999,0.5608,0.5483499999999999,Rickie Fowler,Michael Kim,False
Chris Kirk,Sahith Theegala,Blue,Purple,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5582,0.542,0.5501,0.5501,0.5500499999999999,Sahith Theegala,Sahith Theegala,True
Daniel Bennett,Joel Dahmen,Yellow,Blue,Calm,Survival,0.5763,0.5714,0.57385,0.5468999999999999,0.5498,0.5483499999999999,0.57385,0.5483499999999999,Daniel Bennett,Daniel Bennett,True
Jhonattan Vegas,Tom Hoge,Yellow,Blue,Calm,Survival,0.5763,0.5714,0.57385,0.5468999999999999,0.5498,0.5483499999999999,0.57385,0.5483499999999999,Jhonattan Vegas,Tom Hoge,False
Ryan Fox,Billy Horschel,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5763,0.5714,0.57385,0.57385,0.5673,Billy Horschel,Billy Horschel,True
Brian Campbell,Patrick Rodgers,Blue,Yellow,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5632,0.5714,0.5673,0.5673,0.5500499999999999,Patrick Rodgers,Patrick Rodgers,True
Matt McCarty,Max Greyserman,Yellow,Blue,Calm,Survival,0.5632,0.5714,0.5673,0.5503,0.5558,0.55305,0.5673,0.55305,Matt McCarty,Matt McCarty,True
Taylor Moore,Andrew Putnam,Purple,Yellow,Calm,Survival,0.5582,0.542,0.5501,0.5763,0.5714,0.57385,0.57385,0.5501,Andrew Putnam,Andrew Putnam,True
Daniel Berger,Alex Noren,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5632,0.5714,0.5673,0.5673,0.52345,Alex Noren,Daniel Berger,False
Min Woo Lee,Michael Thorbjornsen,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5632,0.5584,0.5608,0.5608,0.5483499999999999,Michael Thorbjornsen,Min Woo Lee,False
Harry Hall,Corey Conners,Yellow,Purple,Calm,Survival,0.5632,0.5714,0.5673,0.5582,0.542,0.5501,0.5673,0.5501,Harry Hall,Corey Conners,False
Cameron Young,Sepp Straka,Green,Blue,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5503,0.5558,0.55305,0.5995999999999999,0.55305,Cameron Young,Cameron Young,True
Harris English,Patrick Cantlay,Blue,Blue,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5503,0.5558,0.55305,0.55305,0.5483499999999999,Patrick Cantlay,Patrick Cantlay,True
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5584,0.5608,0.5673,0.5608,Andrew Novak,Robert MacIntyre,False
Brian Harman,Akshay Bhatia,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.52345,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5468999999999999,0.5498,0.5483499999999999,0.5483499999999999,0.52345,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Green,Yellow,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5632,0.5714,0.5673,0.5995999999999999,0.5673,Xander Schauffele,Shane Lowry,False
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5503,0.5558,0.55305,0.6144000000000001,0.55305,Scottie Scheffler,Scottie Scheffler,True
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Survival,0.5763,0.5714,0.57385,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.57385,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5632,0.5584,0.5608,0.5608,0.5608,TIE,Keith Mitchell,
Nicolai Hojgaard,Austin Smotherman,Blue,Orange,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5794,0.5988,0.5891,0.5891,0.5483499999999999,Austin Smotherman,Nicolai Hojgaard,False
Si Woo Kim,Bud Cauley,Yellow,Yellow,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5632,0.5714,0.5673,0.6144000000000001,0.5673,Si Woo Kim,Push,
Lucas Glover,Ryo Hisatsune,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.5608,Ryo Hisatsune,Lucas Glover,False
Ryan Gerard,Jason Day,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5468999999999999,0.5498,0.5483499999999999,0.5500499999999999,0.5483499999999999,Ryan Gerard,Ryan Gerard,True
Taylor Pendrith,Denny McCarthy,Yellow,Orange,Calm,Survival,0.5632,0.5714,0.5673,0.5794,0.5988,0.5891,0.5891,0.5673,Denny McCarthy,Taylor Pendrith,False
Kurt Kitayama,Pierceson Coody,Orange,Blue,Calm,Survival,0.5794,0.5988,0.5891,0.5468999999999999,0.5498,0.5483499999999999,0.5891,0.5483499999999999,Kurt Kitayama,Pierceson Coody,False
Jordan Spieth,Sam Stevens,Purple,Blue,Calm,Survival,0.6093,0.5574,0.58335,0.5503,0.5558,0.55305,0.58335,0.55305,Jordan Spieth,Jordan Spieth,True
Sam Burns,Sungjae Im,Purple,Orange,Calm,Survival,0.5582,0.542,0.5501,0.5794,0.5988,0.5891,0.5891,0.5501,Sungjae Im,Sungjae Im,True
J.J. Spaun,Nick Taylor,Green,Blue,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5468999999999999,0.5,0.52345,0.5995999999999999,0.52345,J.J. Spaun,J.J. Spaun,True
Keegan Bradley,Maverick McNealy,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5584,0.5608,0.5608,0.55305,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.55305,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5714,0.5673,0.5673,0.5673,TIE,Nico Echavarria,
Jacob Bridgeman,Chris Gotterup,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5632,0.5584,0.5608,0.5608,0.5608,TIE,Push,
Justin Thomas,Hideki Matsuyama,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5714,0.5673,0.5673,0.5673,TIE,Hideki Matsuyama,
Rory McIlroy,Viktor Hovland,Orange,Yellow,Calm,Survival,0.5794,0.5988,0.5891,0.5632,0.5584,0.5608,0.5891,0.5608,Rory McIlroy,Viktor Hovland,False
Rickie Fowler,Michael Kim,Yellow,Blue,Calm,Survival,0.5632,0.5584,0.5608,0.5468999999999999,0.5498,0.5483499999999999,0.5608,0.5483499999999999,Rickie Fowler,Michael Kim,False
Chris Kirk,Sahith Theegala,Blue,Purple,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5582,0.542,0.5501,0.5501,0.5500499999999999,Sahith Theegala,Push,
Daniel Bennett,Joel Dahmen,Yellow,Blue,Calm,Survival,0.5763,0.5714,0.57385,0.5468999999999999,0.5498,0.5483499999999999,0.57385,0.5483499999999999,Daniel Bennett,Joel Dahmen,False
Jhonattan Vegas,Tom Hoge,Yellow,Blue,Calm,Survival,0.5763,0.5714,0.57385,0.5468999999999999,0.5498,0.5483499999999999,0.57385,0.5483499999999999,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5763,0.5714,0.57385,0.57385,0.5673,Billy Horschel,Ryan Fox,False
Brian Campbell,Patrick Rodgers,Blue,Yellow,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5632,0.5714,0.5673,0.5673,0.5500499999999999,Patrick Rodgers,Patrick Rodgers,True
Matt McCarty,Max Greyserman,Yellow,Blue,Calm,Survival,0.5632,0.5714,0.5673,0.5503,0.5558,0.55305,0.5673,0.55305,Matt McCarty,Matt McCarty,True
Taylor Moore,Andrew Putnam,Purple,Yellow,Calm,Survival,0.5582,0.542,0.5501,0.5763,0.5714,0.57385,0.57385,0.5501,Andrew Putnam,Taylor Moore,False
Daniel Berger,Alex Noren,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5632,0.5714,0.5673,0.5673,0.52345,Alex Noren,Alex Noren,True
Min Woo Lee,Michael Thorbjornsen,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5632,0.5584,0.5608,0.5608,0.5483499999999999,Michael Thorbjornsen,Min Woo Lee,False
Harry Hall,Corey Conners,Yellow,Purple,Calm,Survival,0.5632,0.5714,0.5673,0.5582,0.542,0.5501,0.5673,0.5501,Harry Hall,Harry Hall,True
Cameron Young,Sepp Straka,Green,Blue,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5503,0.5558,0.55305,0.5995999999999999,0.55305,Cameron Young,Sepp Straka,False
Harris English,Patrick Cantlay,Blue,Blue,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5503,0.5558,0.55305,0.55305,0.5483499999999999,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5584,0.5608,0.5673,0.5608,Andrew Novak,Andrew Novak,True
Brian Harman,Akshay Bhatia,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.52345,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5468999999999999,0.5498,0.5483499999999999,0.5483499999999999,0.52345,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Green,Yellow,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5632,0.5714,0.5673,0.5995999999999999,0.5673,Xander Schauffele,Push,
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5503,0.5558,0.55305,0.6144000000000001,0.55305,Scottie Scheffler,Russell Henley,False
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Survival,0.5763,0.5714,0.57385,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.57385,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5632,0.5584,0.5608,0.5608,0.5608,TIE,Keith Mitchell,
Ugo Coussaud,Sebastian Garcia Rodriguez,Yellow,Yellow,Calm,Survival,0.5763,0.5584,0.56735,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.56735,Sebastian Garcia Rodriguez,Sebastian Garcia Rodriguez,True
Manuel Elvira,Ben Schmidt,Yellow,Purple,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.6093,0.5942000000000001,0.60175,0.6144000000000001,0.60175,Manuel Elvira,Manuel Elvira,True
Mikael Lindberg,Eddie Pepperell,Yellow,Blue,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5468999999999999,0.5,0.52345,0.6144000000000001,0.52345,Mikael Lindberg,Push,
Marcus Armitage,Jason Scrivener,Green,Yellow,Calm,Survival,0.5581,0.5618,0.55995,0.5763,0.5584,0.56735,0.56735,0.55995,Jason Scrivener,Marcus Armitage,False
Kiradech Aphibarnrat,Shubhankar Sharma,Yellow,Purple,Calm,Survival,0.5632,0.5584,0.5608,0.6093,0.5942000000000001,0.60175,0.60175,0.5608,Shubhankar Sharma,Kiradech Aphibarnrat,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5763,0.5584,0.56735,0.56735,0.52345,Rocco Repetto Taylor,Oihan Guillamoundeguy,False
Andy Sullivan,Rafa Cabrera Bello,Yellow,Yellow,Calm,Survival,0.5763,0.5584,0.56735,0.5763,0.5584,0.56735,0.56735,0.56735,TIE,Andy Sullivan,
Adrian Otaegui,Dylan Frittelli,Orange,Yellow,Calm,Survival,0.5734,0.5988,0.5861000000000001,0.5632,0.5714,0.5673,0.5861000000000001,0.5673,Adrian Otaegui,Dylan Frittelli,False
Jordan Gumberg,David Law,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5584,0.5608,0.5608,0.55305,David Law,Push,
Tom Vaillant,Kazuma Kobori,Blue,Orange,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5734,0.5988,0.5861000000000001,0.5861000000000001,0.5500499999999999,Kazuma Kobori,Kazuma Kobori,True
Aaron Cockerill,Stefano Mazzoli,Yellow,Yellow,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5763,0.5584,0.56735,0.6144000000000001,0.56735,Aaron Cockerill,Push,
Darius van Driel,Freddy Schott,Green,Yellow,Calm,Survival,0.6481999999999999,0.551,0.5995999999999999,0.5632,0.5714,0.5673,0.5995999999999999,0.5673,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Yellow,Blue,Calm,Survival,0.5632,0.5714,0.5673,0.5503,0.5498,0.5500499999999999,0.5673,0.5500499999999999,Tobias Jonsson,Nathan Kimsey,False
Zander Lombard,James Morrison,Yellow,Yellow,Calm,Survival,0.5763,0.5584,0.56735,0.5763,0.6525,0.6144000000000001,0.6144000000000001,0.56735,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5503,0.5558,0.55305,0.55305,0.5500499999999999,Francesco Molinari,Francesco Molinari,True
Pablo Larrazabal,Angel Ayora,Yellow,Blue,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5503,0.5558,0.55305,0.6144000000000001,0.55305,Pablo Larrazabal,Angel Ayora,False
Oliver Lindell,Jorge Campillo,Yellow,Purple,Calm,Survival,0.5763,0.5584,0.56735,0.5692,0.5942000000000001,0.5817000000000001,0.5817000000000001,0.56735,Jorge Campillo,Jorge Campillo,True
Calum Hill,Brandon Robinson Thompson,Blue,Blue,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5468999999999999,0.5,0.52345,0.52345,0.52345,TIE,Calum Hill,
Frederic Lacroix,Martin Couvra,Yellow,Blue,Calm,Survival,0.5632,0.5584,0.5608,0.5503,0.5498,0.5500499999999999,0.5608,0.5500499999999999,Frederic Lacroix,Martin Couvra,False
Wenyi Ding,Yanhan Zhou,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5632,0.5584,0.5608,0.5608,0.52345,Yanhan Zhou,Yanhan Zhou,True
Grant Forrest,Junghwan Lee,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5763,0.5584,0.56735,0.56735,0.5673,Junghwan Lee,Grant Forrest,False
Joost Luiten,Joel Girrbach,Blue,Yellow,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5632,0.5714,0.5673,0.5673,0.5500499999999999,Joel Girrbach,Joost Luiten,False
Dan Bradbury,Niklas Norgaard,Yellow,Purple,Calm,Survival,0.5763,0.5584,0.56735,0.5692,0.5942000000000001,0.5817000000000001,0.5817000000000001,0.56735,Niklas Norgaard,Niklas Norgaard,True
Nacho Elvira,Sean Crocker,Purple,Blue,Calm,Survival,0.5692,0.5942000000000001,0.5817000000000001,0.5503,0.5498,0.5500499999999999,0.5817000000000001,0.5500499999999999,Nacho Elvira,Sean Crocker,False
Mikael Lindberg,Grant Forrest,Yellow,Yellow,Calm,Survival,0.5763,0.6525,0.6144000000000001,0.5632,0.5714,0.5673,0.6144000000000001,0.5673,Mikael Lindberg,Mikael Lindberg,True
Adrian Otaegui,Jorge Campillo,Orange,Purple,Calm,Survival,0.5734,0.5988,0.5861000000000001,0.5692,0.5942000000000001,0.5817000000000001,0.5861000000000001,0.5817000000000001,Adrian Otaegui,Jorge Campillo,False
Matthew Jordan,Niklas Norgaard,Yellow,Purple,Calm,Survival,0.5632,0.5584,0.5608,0.5692,0.5942000000000001,0.5817000000000001,0.5817000000000001,0.5608,Niklas Norgaard,Matthew Jordan,False
Sean Crocker,Francesco Molinari,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5503,0.5558,0.55305,0.55305,0.5500499999999999,Francesco Molinari,Sean Crocker,False
Nathan Kimsey,Dan Bradbury,Blue,Yellow,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5763,0.5584,0.56735,0.56735,0.5500499999999999,Dan Bradbury,Push,
Thriston Lawrence,Martin Couvra,Yellow,Blue,Calm,Survival,0.5632,0.5584,0.5608,0.5503,0.5498,0.5500499999999999,0.5608,0.5500499999999999,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5763,0.5584,0.56735,0.56735,0.52345,Eugenio Chacarra,Wenyi Ding,False
Calum Hill,Joost Luiten,Blue,Blue,Calm,Survival,0.5468999999999999,0.5,0.52345,0.5503,0.5498,0.5500499999999999,0.5500499999999999,0.52345,Joost Luiten,Push,
Abraham Ancer,Laurie Canter,Purple,Orange,Calm,Positioning,0.5155,0.5316,0.52355,0.5335,0.5550999999999999,0.5443,0.5443,0.52355,Laurie Canter,Abraham Ancer,False
Yosuke Asaji,John Catlin,Orange,Orange,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5335,0.5550999999999999,0.5443,0.5443,0.5443,TIE,Yosuke Asaji,
Dean Burmester,Victor Perez,Blue,Orange,Calm,Positioning,0.5529999999999999,0.5816,0.5672999999999999,0.5632,0.5366,0.5499,0.5672999999999999,0.5499,Dean Burmester,Dean Burmester,True
Ben Campbell,Anthony Kim,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5366,0.53505,0.5499,0.53505,Ben Campbell,Anthony Kim,False
