player_a,player_b,color_a,color_b,condition,round_type,exec_ratio_a,upside_ratio_a,score_a,exec_ratio_b,upside_ratio_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Matt McCarty,Garrick Higgo,Yellow,Blue,Calm,Open,0.6061,0.6172,0.61165,0.5769,0.6295000000000001,0.6032,0.61165,0.6032,Matt McCarty,Garrick Higgo,False
John Keefer,Haotong Li,Purple,Yellow,Calm,Open,0.5589,0.5864,0.57265,0.6272,0.6148,0.621,0.621,0.57265,Haotong Li,Haotong Li,True
Joel Girrbach,Tapio Pulkkanen,Purple,Purple,Calm,Open,0.6631,0.6264,0.6447499999999999,0.5589,0.5864,0.57265,0.6447499999999999,0.57265,Joel Girrbach,Tapio Pulkkanen,False
Nathan Kimsey,Ben Schmidt,Yellow,Green,Calm,Open,0.6061,0.6172,0.61165,0.5686,0.594,0.5812999999999999,0.61165,0.5812999999999999,Nathan Kimsey,Nathan Kimsey,True
Antoine Rozner,JC Ritchie,Orange,Green,Calm,Open,0.6089,0.6128,0.61085,0.6429,0.5884,0.61565,0.61565,0.61085,JC Ritchie,Antoine Rozner,False
Dan Bradbury,Joost Luiten,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6061,0.6172,0.61165,0.621,0.61165,Dan Bradbury,Joost Luiten,False
Wenyi Ding,Alejandro Del Rey,Blue,Yellow,Calm,Open,0.5769,0.5646,0.57075,0.6272,0.6172,0.6222,0.6222,0.57075,Alejandro Del Rey,Wenyi Ding,False
Jorge Campillo,Francesco Laporta,Purple,Green,Calm,Open,0.5589,0.5864,0.57265,0.5686,0.594,0.5812999999999999,0.5812999999999999,0.57265,Francesco Laporta,Francesco Laporta,True
Angel Ayora,Calum Hill,Orange,Yellow,Calm,Open,0.6089,0.6128,0.61085,0.6272,0.6172,0.6222,0.6222,0.61085,Calum Hill,Angel Ayora,False
Todd Clements,Romain Langasque,Purple,Green,Calm,Open,0.5589,0.5864,0.57265,0.5686,0.594,0.5812999999999999,0.5812999999999999,0.57265,Romain Langasque,Romain Langasque,True
Manuel Elvira,Ricardo Gouveia,Yellow,Blue,Calm,Open,0.6272,0.6172,0.6222,0.5769,0.6295000000000001,0.6032,0.6222,0.6032,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Orange,Green,Calm,Open,0.6089,0.6128,0.61085,0.5686,0.5884,0.5785,0.61085,0.5785,Alex Fitzpatrick,Casey Jarvis,False
Frederic Lacroix,Joakim Lagergren,Orange,Purple,Calm,Open,0.6089,0.6128,0.61085,0.5589,0.5864,0.57265,0.61085,0.57265,Frederic Lacroix,Joakim Lagergren,False
Niklas Norgaard,Daniel van Tonder,Purple,Purple,Calm,Open,0.5589,0.5864,0.57265,0.6631,0.6264,0.6447499999999999,0.6447499999999999,0.57265,Daniel van Tonder,Daniel van Tonder,True
Thriston Lawrence,Hennie du Plessis,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.6104499999999999,TIE,Thriston Lawrence,
Jacob Olesen,Jacques Kruyswijk,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6061,0.6148,0.6104499999999999,0.61165,0.6104499999999999,Jacob Olesen,Push,
Ewen Ferguson,Mikael Lindberg,Yellow,Blue,Calm,Open,0.6061,0.6148,0.6104499999999999,0.5769,0.5646,0.57075,0.6104499999999999,0.57075,Ewen Ferguson,Mikael Lindberg,False
Freddy Schott,Guido Migliozzi,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.6148,0.621,0.621,0.61165,Guido Migliozzi,Freddy Schott,False
Zander Lombard,Daniel Van Tonder,Yellow,Purple,Calm,Open,0.6272,0.6148,0.621,0.6631,0.6264,0.6447499999999999,0.6447499999999999,0.621,Daniel Van Tonder,Zander Lombard,False
Alex Fitzpatrick,Jacob Olesen,Orange,Yellow,Calm,Open,0.6089,0.6128,0.61085,0.6061,0.6172,0.61165,0.61165,0.61085,Jacob Olesen,Push,
Niklas Norgaard,Ewen Ferguson,Purple,Yellow,Calm,Open,0.5589,0.5864,0.57265,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.57265,Ewen Ferguson,Niklas Norgaard,False
Guido Migliozzi,Freddy Schott,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6061,0.6172,0.61165,0.621,0.61165,Guido Migliozzi,Freddy Schott,False
Joakim Lagergren,Jacques Kruyswijk,Purple,Yellow,Calm,Open,0.5589,0.5864,0.57265,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.57265,Jacques Kruyswijk,Joakim Lagergren,False
Thriston Lawrence,Casey Jarvis,Yellow,Green,Calm,Open,0.6061,0.6148,0.6104499999999999,0.5686,0.5884,0.5785,0.6104499999999999,0.5785,Thriston Lawrence,Casey Jarvis,False
Doug Ghim,Garrick Higgo,Green,Purple,Calm,Open,0.6286,0.594,0.6113,0.5589,0.5864,0.57265,0.6113,0.57265,Doug Ghim,Garrick Higgo,False
Johnny Keefer,Mac Meissner,Purple,Green,Calm,Open,0.5589,0.5864,0.57265,0.5686,0.7297,0.64915,0.64915,0.57265,Mac Meissner,Johnny Keefer,False
Keith Mitchell,Max McGreevy,Purple,Green,Calm,Open,0.6148,0.5864,0.6006,0.5686,0.594,0.5812999999999999,0.6006,0.5812999999999999,Keith Mitchell,Push,
Jordan Smith,Rico Hoey,Yellow,Purple,Calm,Open,0.6272,0.6148,0.621,0.6148,0.5864,0.6006,0.621,0.6006,Jordan Smith,Jordan Smith,True
Kevin Yu,Matt Wallace,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.6148,0.621,0.621,0.6032,Matt Wallace,Kevin Yu,False
Shane Lowry,Nicolai Hojgaard,Yellow,Yellow,Calm,Open,0.6272,0.7067,0.6669499999999999,0.6272,0.6148,0.621,0.6669499999999999,0.621,Shane Lowry,Push,
Aaron Rai,Davis Thompson,Green,Yellow,Calm,Open,0.6286,0.594,0.6113,0.6272,0.6148,0.621,0.621,0.6113,Davis Thompson,Aaron Rai,False
Nico Echavarria,Chris Kirk,Yellow,Yellow,Calm,Open,0.6272,0.7067,0.6669499999999999,0.6272,0.6148,0.621,0.6669499999999999,0.621,Nico Echavarria,Nico Echavarria,True
Ricky Castillo,Stephan Jaeger,Yellow,Yellow,Calm,Open,0.6222,0.6148,0.6185,0.6272,0.7067,0.6669499999999999,0.6669499999999999,0.6185,Stephan Jaeger,Ricky Castillo,False
Rasmus Neergaard-Petersen,Alex Smalley,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.7067,0.6669499999999999,0.6669499999999999,0.621,Alex Smalley,Rasmus Neergaard-Petersen,False
Ryan Gerard,Rasmus Hojgaard,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.6148,0.621,0.621,0.6032,Rasmus Hojgaard,Rasmus Hojgaard,True
Kristoffer Reitan,Michael Brennan,Green,Yellow,Calm,Open,0.5686,0.594,0.5812999999999999,0.6272,0.6148,0.621,0.621,0.5812999999999999,Michael Brennan,Kristoffer Reitan,False
Sami Valimaki,Max Homa,Yellow,Yellow,Calm,Open,0.6272,0.7067,0.6669499999999999,0.6272,0.6148,0.621,0.6669499999999999,0.621,Sami Valimaki,Max Homa,False
Daniel Berger,Michael Thorbjornsen,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6222,0.6148,0.6185,0.621,0.6185,Daniel Berger,Daniel Berger,True
Thorbjorn Olesen,Will Zalatoris,Green,Yellow,Calm,Open,0.5686,0.594,0.5812999999999999,0.6272,0.6148,0.621,0.621,0.5812999999999999,Will Zalatoris,,False
John Parry,Tom Kim,Yellow,Blue,Calm,Open,0.6272,0.6148,0.621,0.5769,0.6295000000000001,0.6032,0.621,0.6032,John Parry,John Parry,True
Seamus Power,Mackenzie Hughes,Purple,Yellow,Calm,Open,0.6148,0.5864,0.6006,0.6222,0.6148,0.6185,0.6185,0.6006,Mackenzie Hughes,Seamus Power,False
Christiaan Bezuidenhout,Haotong Li,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6148,0.621,0.621,0.621,TIE,Push,
Ewen Ferguson,Matthew Jordan,Yellow,Purple,Calm,Open,0.6272,0.6148,0.621,0.5589,0.5864,0.57265,0.621,0.57265,Ewen Ferguson,Push,
Justin Walters,Louis Albertse,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.7067,0.6669499999999999,0.6669499999999999,0.6032,Louis Albertse,Louis Albertse,True
Angel Ayora,Antoine Rozner,Purple,Purple,Calm,Open,0.5589,0.5864,0.57265,0.5589,0.5864,0.57265,0.57265,0.57265,TIE,Angel Ayora,
Jayden Schaper,Thriston Lawrence,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6148,0.621,0.621,0.621,TIE,Push,
Casey Jarvis,Dan Bradbury,Yellow,Yellow,Calm,Open,0.6222,0.6148,0.6185,0.6272,0.6148,0.621,0.621,0.6185,Dan Bradbury,Casey Jarvis,False
Joost Luiten,Jacques Kruyswijk,Green,Yellow,Calm,Open,0.5686,0.7297,0.64915,0.6272,0.6148,0.621,0.64915,0.621,Joost Luiten,Joost Luiten,True
Marcus Armitage,Alejandro Del Rey,Yellow,Green,Calm,Open,0.6272,0.6148,0.621,0.6286,0.594,0.6113,0.621,0.6113,Marcus Armitage,Alejandro Del Rey,False
Dean Burmester,Hennie du Plessis,Yellow,Yellow,Calm,Open,0.6222,0.6148,0.6185,0.6272,0.6148,0.621,0.621,0.6185,Hennie du Plessis,Dean Burmester,False
Jorge Campillo,Martin Couvra,Yellow,Green,Calm,Open,0.6272,0.6148,0.621,0.5686,0.7297,0.64915,0.64915,0.621,Martin Couvra,Jorge Campillo,False
Jacob Olesen,Julien Guerrier,Yellow,Blue,Calm,Open,0.6272,0.7067,0.6669499999999999,0.5769,0.5366,0.55675,0.6669499999999999,0.55675,Jacob Olesen,Julien Guerrier,False
Wenyi Ding,Alex Fitzpatrick,Purple,Green,Calm,Open,0.6148,0.5864,0.6006,0.5686,0.594,0.5812999999999999,0.6006,0.5812999999999999,Wenyi Ding,Alex Fitzpatrick,False
Calum Hill,Frederic Lacroix,Green,Purple,Calm,Open,0.6286,0.594,0.6113,0.5589,0.5864,0.57265,0.6113,0.57265,Calum Hill,Frederic Lacroix,False
Oliver Lindell,Charl Schwartzel,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6148,0.621,0.621,0.621,TIE,Oliver Lindell,
Patrick Reed,Branden Grace,Yellow,Green,Calm,Open,0.6222,0.6148,0.6185,0.5686,0.594,0.5812999999999999,0.6185,0.5812999999999999,Patrick Reed,Branden Grace,False
Francesco Laporta,Nathan Kimsey,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.7067,0.6669499999999999,0.6669499999999999,0.6032,Nathan Kimsey,Push,
JC Ritchie,Brandon Stone,Yellow,Yellow,Calm,Open,0.6272,0.7067,0.6669499999999999,0.6272,0.7067,0.6669499999999999,0.6669499999999999,0.6669499999999999,TIE,,
Jacob Olesen,Martin Couvra,Yellow,Yellow,Moderate,Open,0.607,0.5554,0.5811999999999999,0.607,0.5554,0.5811999999999999,0.5811999999999999,0.5811999999999999,TIE,Jacob Olesen,
JC Ritchie,Rafa Cabrera Bello,Blue,Blue,Moderate,Open,0.5806,0.5203,0.55045,0.5129,0.5597,0.5363,0.55045,0.5363,JC Ritchie,Rafa Cabrera Bello,False
Alejandro Del Rey,Julien Guerrier,Yellow,Yellow,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.607,0.5554,0.5811999999999999,0.5811999999999999,0.5383,Julien Guerrier,Push,
Patrick Reed,Alex Fitzpatrick,Blue,Blue,Moderate,Open,0.5405,0.5597,0.5501,0.5129,0.5203,0.5166,0.5501,0.5166,Patrick Reed,Alex Fitzpatrick,False
Andy Sullivan,Jacques Kruyswijk,Blue,Green,Moderate,Open,0.5129,0.5597,0.5363,0.4396,0.528,0.4838,0.5363,0.4838,Andy Sullivan,Jacques Kruyswijk,False
Jayden Schaper,Hennie du Plessis,Yellow,Yellow,Moderate,Open,0.5408,0.5554,0.5481,0.5,0.5554,0.5277000000000001,0.5481,0.5277000000000001,Jayden Schaper,Jayden Schaper,True
Richard Sterne,Deon Germishuys,Green,Yellow,Moderate,Open,0.5718,0.528,0.5499,0.5408,0.5554,0.5481,0.5499,0.5481,Richard Sterne,Richard Sterne,True
Brandon Stone,Romain Langasque,Yellow,Yellow,Moderate,Open,0.607,0.5554,0.5811999999999999,0.5,0.5357999999999999,0.5179,0.5811999999999999,0.5179,Brandon Stone,Romain Langasque,False
Antoine Rozner,Marcus Armitage,Blue,Orange,Moderate,Open,0.5129,0.5203,0.5166,0.5984,0.6236999999999999,0.61105,0.61105,0.5166,Marcus Armitage,Marcus Armitage,True
Dan Bradbury,Johannes Veerman,Blue,Blue,Moderate,Open,0.5129,0.5597,0.5363,0.5405,0.5597,0.5501,0.5501,0.5363,Johannes Veerman,Dan Bradbury,False
Jason Scrivener,Joe Dean,Yellow,Yellow,Moderate,Open,0.5,0.5357999999999999,0.5179,0.607,0.5554,0.5811999999999999,0.5811999999999999,0.5179,Joe Dean,Joe Dean,True
Sam Bairstow,Ugo Coussaud,Yellow,Green,Moderate,Open,0.607,0.5554,0.5811999999999999,0.4396,0.5354,0.4875,0.5811999999999999,0.4875,Sam Bairstow,Push,
Calum Hill,Ewen Ferguson,Yellow,Blue,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5129,0.5203,0.5166,0.5383,0.5166,Calum Hill,Push,
Angel Ayora,Casey Jarvis,Yellow,Blue,Moderate,Open,0.5,0.5554,0.5277000000000001,0.5405,0.5597,0.5501,0.5501,0.5277000000000001,Casey Jarvis,Angel Ayora,False
Francesco Laporta,Thriston Lawrence,Purple,Yellow,Moderate,Open,0.5832999999999999,0.5794,0.58135,0.5,0.5554,0.5277000000000001,0.58135,0.5277000000000001,Francesco Laporta,Francesco Laporta,True
Kieran Vincent,Jorge Campillo,Yellow,Orange,Moderate,Open,0.607,0.5554,0.5811999999999999,0.5979,0.6236999999999999,0.6108,0.6108,0.5811999999999999,Jorge Campillo,Kieran Vincent,False
Daniel Bennett,Joel Dahmen,Yellow,Blue,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.5646,0.5959,0.61165,0.5959,Daniel Bennett,Daniel Bennett,True
Jhonattan Vegas,Tom Hoge,Yellow,Blue,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.5646,0.5959,0.61165,0.5959,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Yellow,Yellow,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6061,0.6172,0.61165,0.6196999999999999,0.61165,Ryan Fox,Ryan Fox,True
Brian Campbell,Patrick Rodgers,Blue,Blue,Calm,Open,0.5769,0.5646,0.57075,0.5769,0.5646,0.57075,0.57075,0.57075,TIE,Brian Campbell,
Matt McCarty,Max Greyserman,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6272,0.6148,0.621,0.6222,0.621,Matt McCarty,Max Greyserman,False
Taylor Moore,Andrew Putnam,Yellow,Yellow,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6061,0.6172,0.61165,0.6196999999999999,0.61165,Taylor Moore,Taylor Moore,True
Daniel Berger,Alex Noren,Blue,Blue,Calm,Open,0.6272,0.6295000000000001,0.62835,0.5769,0.5646,0.57075,0.62835,0.57075,Daniel Berger,Daniel Berger,True
Min Woo Lee,Michael Thorbjornsen,Orange,Yellow,Calm,Open,0.6089,0.6406000000000001,0.62475,0.6272,0.6148,0.621,0.62475,0.621,Min Woo Lee,Min Woo Lee,True
Harry Hall,Corey Conners,Yellow,Green,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6286,0.5884,0.6085,0.6196999999999999,0.6085,Harry Hall,Corey Conners,False
Cameron Young,Sepp Straka,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6272,0.6148,0.621,0.621,0.6104499999999999,Sepp Straka,Cameron Young,False
Harris English,Patrick Cantlay,Blue,Yellow,Calm,Open,0.6272,0.5646,0.5959,0.6272,0.6148,0.621,0.621,0.5959,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6272,0.6148,0.621,0.621,0.6196999999999999,Robert MacIntyre,Robert MacIntyre,True
Brian Harman,Akshay Bhatia,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.6104499999999999,TIE,Akshay Bhatia,
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Open,0.6272,0.6295000000000001,0.62835,0.6272,0.5646,0.5959,0.62835,0.5959,Collin Morikawa,Collin Morikawa,True
Xander Schauffele,Shane Lowry,Green,Blue,Calm,Open,0.6429,0.594,0.6184499999999999,0.6207,0.5646,0.59265,0.6184499999999999,0.59265,Xander Schauffele,Xander Schauffele,True
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Open,0.6061,0.6148,0.6104499999999999,0.5769,0.6295000000000001,0.6032,0.6104499999999999,0.6032,Scottie Scheffler,Push,
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6061,0.6148,0.6104499999999999,0.61165,0.6104499999999999,Aldrich Potgieter,Adam Scott,False
J.T. Poston,Keith Mitchell,Yellow,Green,Calm,Open,0.6272,0.6148,0.621,0.5686,0.594,0.5812999999999999,0.621,0.5812999999999999,J.T. Poston,Keith Mitchell,False
Nicolai Hojgaard,Austin Smotherman,Blue,Orange,Calm,Open,0.6272,0.5646,0.5959,0.6089,0.6406000000000001,0.62475,0.62475,0.5959,Austin Smotherman,,False
Si Woo Kim,Bud Cauley,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6222,0.6172,0.6196999999999999,0.6196999999999999,0.6104499999999999,Bud Cauley,Bud Cauley,True
Lucas Glover,Ryo Hisatsune,Green,Yellow,Calm,Open,0.5686,0.594,0.5812999999999999,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.5812999999999999,Ryo Hisatsune,Ryo Hisatsune,True
Ryan Gerard,Jason Day,Orange,Blue,Calm,Open,0.6770999999999999,0.6406000000000001,0.6588499999999999,0.6272,0.5646,0.5959,0.6588499999999999,0.5959,Ryan Gerard,Jason Day,False
Taylor Pendrith,Denny McCarthy,Yellow,Blue,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6272,0.5646,0.5959,0.6196999999999999,0.5959,Taylor Pendrith,Denny McCarthy,False
Kurt Kitayama,Pierceson Coody,Blue,Yellow,Calm,Open,0.6272,0.5646,0.5959,0.6061,0.6172,0.61165,0.61165,0.5959,Pierceson Coody,Kurt Kitayama,False
Jordan Spieth,Sam Stevens,Yellow,Blue,Calm,Open,0.6061,0.6148,0.6104499999999999,0.5769,0.6295000000000001,0.6032,0.6104499999999999,0.6032,Jordan Spieth,Jordan Spieth,True
Jake Knapp,Matt Fitzpatrick,Orange,Green,Calm,Open,0.6770999999999999,0.6406000000000001,0.6588499999999999,0.6286,0.5884,0.6085,0.6588499999999999,0.6085,Jake Knapp,Jake Knapp,True
Sam Burns,Sungjae Im,Yellow,Blue,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6272,0.5646,0.5959,0.6196999999999999,0.5959,Sam Burns,Sam Burns,True
J.J. Spaun,Nick Taylor,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.6104499999999999,TIE,Nick Taylor,
Keegan Bradley,Maverick McNealy,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.6148,0.621,0.621,0.6032,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Blue,Green,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6429,0.594,0.6184499999999999,0.6184499999999999,0.6032,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Yellow,Yellow,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6272,0.6172,0.6222,0.6222,0.6196999999999999,Ludvig Aberg,Ludvig Aberg,True
Jacob Bridgeman,Chris Gotterup,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6148,0.621,0.621,0.621,TIE,Chris Gotterup,
Justin Thomas,Hideki Matsuyama,Yellow,Yellow,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6222,0.6172,0.6196999999999999,0.6196999999999999,0.6196999999999999,TIE,Hideki Matsuyama,
Rory McIlroy,Viktor Hovland,Blue,Yellow,Calm,Open,0.6272,0.5646,0.5959,0.6272,0.6148,0.621,0.621,0.5959,Viktor Hovland,Rory McIlroy,False
Rickie Fowler,Michael Kim,Yellow,Blue,Calm,Open,0.6272,0.6148,0.621,0.6272,0.5646,0.5959,0.621,0.5959,Rickie Fowler,Rickie Fowler,True
Chris Kirk,Sahith Theegala,Orange,Green,Calm,Open,0.6770999999999999,0.6406000000000001,0.6588499999999999,0.6286,0.5884,0.6085,0.6588499999999999,0.6085,Chris Kirk,Sahith Theegala,False
Abraham Ancer,Carlos Ortiz,Yellow,Orange,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6089,0.6406000000000001,0.62475,0.62475,0.6104499999999999,Carlos Ortiz,Carlos Ortiz,True
Sergio Garcia,Peter Uihlein,Green,Purple,Calm,Open,0.6286,0.5884,0.6085,0.6148,0.6264,0.6206,0.6206,0.6085,Peter Uihlein,Push,
Talor Gooch,Byeong-Hun An,Purple,Yellow,Calm,Open,0.6631,0.5864,0.62475,0.6061,0.6148,0.6104499999999999,0.62475,0.6104499999999999,Talor Gooch,Talor Gooch,True
Dustin Johnson,Paul Casey,Blue,Blue,Calm,Open,0.5769,0.5646,0.57075,0.6272,0.6295000000000001,0.62835,0.62835,0.57075,Paul Casey,Paul Casey,True
Marc Leishman,Elvis Smylie,Green,Yellow,Calm,Open,0.6429,0.5884,0.61565,0.6222,0.6172,0.6196999999999999,0.6196999999999999,0.61565,Elvis Smylie,Marc Leishman,False
Sebastian Munoz,Joaquin Niemann,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6061,0.6148,0.6104499999999999,0.61165,0.6104499999999999,Sebastian Munoz,Joaquin Niemann,False
Thomas Pieters,Anthony Kim,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6061,0.6148,0.6104499999999999,0.621,0.6104499999999999,Thomas Pieters,Anthony Kim,False
David Puig,Tyrrell Hatton,Yellow,Green,Calm,Open,0.6061,0.6172,0.61165,0.5686,0.5884,0.5785,0.61165,0.5785,David Puig,Tyrrell Hatton,False
Jon Rahm,Bryson DeChambeau,Yellow,Purple,Calm,Open,0.6222,0.6172,0.6196999999999999,0.6148,0.6264,0.6206,0.6206,0.6196999999999999,Bryson DeChambeau,Push,
Cameron Smith,Lucas Herbert,Purple,Yellow,Calm,Open,0.6148,0.6264,0.6206,0.6061,0.6148,0.6104499999999999,0.6206,0.6104499999999999,Cameron Smith,Cameron Smith,True
Byeong-Hun An,Branden Grace,Purple,Blue,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5405,0.3889,0.4647,0.5576,0.4647,Byeong-Hun An,Branden Grace,False
Richard Bland,Charl Schwartzel,Yellow,Purple,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5357999999999999,0.5794,0.5576,0.5576,0.5383,Charl Schwartzel,Push,
Dean Burmester,Thomas Pieters,Yellow,Yellow,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5408,0.5357999999999999,0.5383,0.5383,0.5383,TIE,Push,
Bryson DeChambeau,Tyrrell Hatton,Green,Blue,Moderate,Open,0.5718,0.5354,0.5536,0.5405,0.5597,0.5501,0.5536,0.5501,Bryson DeChambeau,Bryson DeChambeau,True
Thomas Detry,Marc Leishman,Blue,Green,Moderate,Open,0.5405,0.3889,0.4647,0.5718,0.3611,0.46645,0.46645,0.4647,Marc Leishman,Push,
Sergio Garcia,Talor Gooch,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5357999999999999,0.5794,0.5576,0.5576,0.5576,TIE,Talor Gooch,
Lucas Herbert,Cameron Smith,Yellow,Blue,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5405,0.5597,0.5501,0.5501,0.5383,Cameron Smith,Cameron Smith,True
Anirban Lahiri,Jason Kokrak,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5357999999999999,0.5794,0.5576,0.5576,0.5576,TIE,Push,
Sebastian Munoz,Joaquin Niemann,Yellow,Purple,Moderate,Open,0.5408,0.4382,0.48949999999999994,0.5357999999999999,0.5794,0.5576,0.5576,0.48949999999999994,Joaquin Niemann,Joaquin Niemann,True
Victor Perez,Dustin Johnson,Blue,Yellow,Moderate,Open,0.5405,0.5597,0.5501,0.5408,0.5357999999999999,0.5383,0.5501,0.5383,Victor Perez,Victor Perez,True
Jon Rahm,David Puig,Green,Yellow,Moderate,Open,0.5718,0.5354,0.5536,0.5408,0.4382,0.48949999999999994,0.5536,0.48949999999999994,Jon Rahm,Jon Rahm,True
Elvis Smylie,Abraham Ancer,Green,Green,Moderate,Open,0.5718,0.5354,0.5536,0.5718,0.5354,0.5536,0.5536,0.5536,TIE,Elvis Smylie,
Caleb Surratt,Anthony Kim,Blue,Purple,Moderate,Open,0.5405,0.3889,0.4647,0.5357999999999999,0.5794,0.5576,0.5576,0.4647,Anthony Kim,Push,
Peter Uihlein,Paul Casey,Blue,Yellow,Moderate,Open,0.5405,0.5597,0.5501,0.5408,0.5357999999999999,0.5383,0.5501,0.5383,Peter Uihlein,Paul Casey,False
Harold Varner III,Jose Luis Ballester,Green,Green,Moderate,Open,0.5718,0.5354,0.5536,0.5718,0.5354,0.5536,0.5536,0.5536,TIE,Harold Varner III,
Matthew Wolff,Richard T. Lee,Yellow,Purple,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5357999999999999,0.5794,0.5576,0.5576,0.5383,Richard T. Lee,Richard T. Lee,True
Christiaan Bezuidenhout,Thorbjorn Olesen,Yellow,Yellow,Moderate,Open,0.5,0.4382,0.46909999999999996,0.5,0.4382,0.46909999999999996,0.46909999999999996,0.46909999999999996,TIE,Christiaan Bezuidenhout,
Bud Cauley,Mac Meissner,Purple,Yellow,Moderate,Open,0.5832999999999999,0.47240000000000004,0.5278499999999999,0.5,0.5554,0.5277000000000001,0.5278499999999999,0.5277000000000001,Bud Cauley,Bud Cauley,True
Daniel Berger,Alex Noren,Yellow,Green,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5718,0.528,0.5499,0.5499,0.5383,Alex Noren,Alex Noren,True
Ryan Gerard,Michael Thorbjornsen,Yellow,Purple,Moderate,Open,0.5408,0.5554,0.5481,0.5357999999999999,0.47240000000000004,0.5041,0.5481,0.5041,Ryan Gerard,Ryan Gerard,True
Max Homa,Kristoffer Reitan,Green,Blue,Moderate,Open,0.5718,0.5354,0.5536,0.5129,0.3889,0.4509,0.5536,0.4509,Max Homa,Max Homa,True
Taylor Pendrith,Rasmus Hojgaard,Green,Yellow,Moderate,Open,0.4396,0.528,0.4838,0.5,0.4382,0.46909999999999996,0.4838,0.46909999999999996,Taylor Pendrith,Taylor Pendrith,True
Akshay Bhatia,Viktor Hovland,Green,Yellow,Moderate,Open,0.5718,0.5354,0.5536,0.5408,0.5554,0.5481,0.5536,0.5481,Akshay Bhatia,Viktor Hovland,False
