condition,round_type,color,exec_bucket,upside_bucket,gap_bucket,n,good,bad,good_rate,bad_rate,edge,avg_off_par,consistency,confidence
Moderate,Open,Green,25-50,75-100,<-20,117,53,27,45.2991452991453,23.076923076923077,22.22222222222222,-0.6068376068376068,3.256180502487605,HIGH
Moderate,Open,Blue,25-50,50-75,-10-0,78,33,17,42.30769230769231,21.794871794871796,20.51282051282051,-0.5769230769230769,3.435941545733033,HIGH
Moderate,Open,Orange,0-25,50-75,<-20,15,6,3,40.0,20.0,20.0,-0.9333333333333333,3.863134675857098,EXPLORATORY
Moderate,Open,Blue,50-75,50-75,-20--10,138,58,31,42.028985507246375,22.463768115942027,19.565217391304344,-0.5289855072463768,3.0618729752517084,HIGH
Moderate,Open,Green,50-75,50-75,0-10,96,39,21,40.625,21.875,18.75,-0.6979166666666666,3.037033842650343,HIGH
Moderate,Open,Yellow,50-75,50-75,<-20,34,14,8,41.17647058823529,23.52941176470588,17.64705882352941,-0.35294117647058826,2.307856843167736,HIGH
Moderate,Open,Orange,50-75,75-100,-20--10,81,31,18,38.2716049382716,22.22222222222222,16.049382716049383,-0.8148148148148148,3.7185720078785316,HIGH
Moderate,Open,Purple,50-75,75-100,-20--10,75,33,21,44.0,28.000000000000004,15.999999999999998,-0.7333333333333333,3.453683240821012,HIGH
Moderate,Open,Blue,25-50,75-100,<-20,223,91,58,40.80717488789238,26.00896860986547,14.79820627802691,-0.43946188340807174,3.367125605655557,HIGH
Moderate,Open,Purple,25-50,50-75,<-20,123,49,31,39.83739837398374,25.203252032520325,14.634146341463417,-0.6422764227642277,3.1313593164735645,HIGH
Moderate,Open,Purple,50-75,25-50,0-10,22,10,7,45.45454545454545,31.818181818181817,13.636363636363635,-0.5,3.2769033000830583,EXPLORATORY
Moderate,Open,Orange,25-50,50-75,<-20,280,101,65,36.07142857142857,23.214285714285715,12.857142857142856,-0.2857142857142857,2.9531241322194672,HIGH
Moderate,Open,Green,50-75,25-50,0-10,24,9,6,37.5,25.0,12.5,-0.041666666666666664,3.1688588903052577,EXPLORATORY
Moderate,Open,Purple,75-100,75-100,-10-0,16,6,4,37.5,25.0,12.5,-1.5,3.3466401061363023,EXPLORATORY
Moderate,Open,Purple,50-75,50-75,0-10,102,40,28,39.21568627450981,27.450980392156865,11.764705882352938,-0.058823529411764705,3.4521439153248163,HIGH
Moderate,Open,Green,50-75,50-75,-10-0,294,120,87,40.816326530612244,29.591836734693878,11.22448979591837,-0.7108843537414966,3.915674796616818,HIGH
Moderate,Open,Orange,50-75,50-75,-20--10,126,40,26,31.746031746031743,20.634920634920633,11.11111111111111,-0.30952380952380953,2.8884993632383877,HIGH
Moderate,Open,Blue,25-50,50-75,<-20,260,97,69,37.30769230769231,26.53846153846154,10.76923076923077,-0.5038461538461538,3.243643117117028,HIGH
Moderate,Open,Purple,25-50,25-50,-10-0,28,10,7,35.714285714285715,25.0,10.714285714285715,-0.17857142857142858,3.115713715615085,EXPLORATORY
Moderate,Open,Purple,50-75,50-75,-20--10,151,59,43,39.0728476821192,28.47682119205298,10.596026490066224,-0.8874172185430463,5.132306883988415,HIGH
Moderate,Open,Green,50-75,50-75,-20--10,139,46,34,33.093525179856115,24.46043165467626,8.633093525179856,-0.1510791366906475,2.8739551827129675,HIGH
Moderate,Open,Yellow,50-75,50-75,-20--10,359,132,102,36.768802228412255,28.412256267409468,8.356545961002787,-0.20334261838440112,3.129493858829626,HIGH
Moderate,Open,Blue,50-75,75-100,-10-0,104,38,30,36.53846153846153,28.846153846153843,7.6923076923076925,-0.09615384615384616,2.9609734386273896,HIGH
