player_a,player_b,condition,round_type,prediction,actual_winner,gap,score_a,score_b,result,correct
Aaron Rai,Keegan Bradley,Moderate,Open,Keegan Bradley,Aaron Rai,-8.815040377057523,-8.815040377057523,0.0,LOSS,False
Jordan Spieth,J.J. Spaun,Moderate,Open,SKIP,J.J. Spaun,0.7769622730033564,0.7769622730033564,0.0,SKIP,
Sepp Straka,Chris Gotterup,Moderate,Open,Chris Gotterup,Sepp Straka,-8.815040377057523,-8.815040377057523,0.0,LOSS,False
Nico Echavarria,Wyndham Clark,Moderate,Open,SKIP,Wyndham Clark,-7.67494000252621,-7.67494000252621,0.0,SKIP,
Nick Taylor,Max McGreevy,Moderate,Open,Max McGreevy,Max McGreevy,-8.127067722374239,-8.127067722374239,0.0,WIN,True
Sahith Theegala,Justin Rose,Moderate,Open,SKIP,Sahith Theegala,-7.67494000252621,-7.67494000252621,0.0,SKIP,
Hideki Matsuyama,Min Woo Lee,Moderate,Open,SKIP,Hideki Matsuyama,-7.868072983664332,-7.868072983664332,0.0,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,SKIP,Cameron Young,0.7769622730033564,0.7769622730033564,0.0,SKIP,
Sam Burns,Jason Day,Moderate,Open,SKIP,Jason Day,-7.67494000252621,-7.67494000252621,0.0,SKIP,
Davis Thompson,Corey Conners,Moderate,Open,Corey Conners,Corey Conners,-8.127067722374239,-8.127067722374239,0.0,WIN,True
Darius van Driel,Freddy Schott,Calm,Open,SKIP,Darius van Driel,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Tobias Jonsson,Nathan Kimsey,Calm,Open,SKIP,Tobias Jonsson,-2.2271999497468435,-2.2271999497468435,0.0,SKIP,
Zander Lombard,James Morrison,Calm,Open,SKIP,Zander Lombard,-4.599156562439124,-4.599156562439124,0.0,SKIP,
Ashun Wu,Francesco Molinari,Calm,Open,SKIP,Ashun Wu,-6.759287348831288,-6.759287348831288,0.0,SKIP,
Albin Bergstrom,Andreas Halvorsen,Calm,Open,SKIP,Albin Bergstrom,-6.564241027910402,-6.564241027910402,0.0,SKIP,
nan,nan,nan,nan,SKIP,Angel Ayora,0.0,0.0,0.0,SKIP,
Thriston Lawrence,Zhao Jin,Calm,Open,SKIP,Thriston Lawrence,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Oliver Lindell,Jorge Campillo,Calm,Open,SKIP,Jorge Campillo,-6.564241027910402,-6.564241027910402,0.0,SKIP,
Eugenio Chacarra,Taichi Kho,Calm,Open,SKIP,Eugenio Chacarra,-6.564241027910402,-6.564241027910402,0.0,SKIP,
Calum Hill,Brandon Robinson Thompson,Calm,Open,SKIP,Calum Hill,-7.629423036380654,-7.629423036380654,0.0,SKIP,
Frederic Lacroix,Martin Couvra,Calm,Open,SKIP,Martin Couvra,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
Wenyi Ding,Yanhan Zhou,Calm,Open,SKIP,Wenyi Ding,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Grant Forrest,Junghwan Lee,Calm,Open,SKIP,Junghwan Lee,-2.2271999497468435,-2.2271999497468435,0.0,SKIP,
Joost Luiten,Joel Girrbach,Calm,Open,SKIP,Joost Luiten,-6.759287348831288,-6.759287348831288,0.0,SKIP,
Dan Bradbury,Niklas Norgaard,Calm,Open,SKIP,Dan Bradbury,-6.564241027910402,-6.564241027910402,0.0,SKIP,
Nacho Elvira,Sean Crocker,Calm,Open,SKIP,Nacho Elvira,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Jeong Weon Ko,Taehoon Ok,Calm,Open,SKIP,Taehoon Ok,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Open,SKIP,Sebastian Garcia Rodriguez,0.04897972911897308,0.04897972911897308,0.0,SKIP,
Cameron Adam,Matthew Baldwin,Calm,Open,SKIP,Matthew Baldwin,-2.2271999497468435,-2.2271999497468435,0.0,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Open,SKIP,Jason Scrivener,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Niklas Lemke,Ivan Cantero Gutierrez,Calm,Open,SKIP,Ivan Cantero Gutierrez,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,SKIP,Shubhankar Sharma,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,SKIP,Rocco Repetto Taylor,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,SKIP,Rafa Cabrera Bello,-6.564241027910402,-6.564241027910402,0.0,SKIP,
Adrian Otaegui,Dylan Frittelli,Calm,Open,SKIP,Push,-6.119999625799575,-6.119999625799575,0.0,PUSH,
Jordan Gumberg,David Law,Calm,Open,SKIP,Jordan Gumberg,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
Tom Vaillant,Kazuma Kobori,Calm,Open,SKIP,Push,-2.2271999497468435,-2.2271999497468435,0.0,PUSH,
Aaron Cockerill,Stefano Mazzoli,Calm,Open,SKIP,Aaron Cockerill,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Matt Killeen,Adri Arnaus,Calm,Open,Adri Arnaus,Adri Arnaus,-10.621714015079947,-10.621714015079947,0.0,WIN,True
Jack Senior,Felix Mory,Calm,Open,SKIP,Jack Senior,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Maximilian Steinlechner,Joshua Berry,Calm,Open,SKIP,Maximilian Steinlechner,-6.564241027910402,-6.564241027910402,0.0,SKIP,
Nathan Kimsey,Niklas Norgaard,Calm,Open,SKIP,Nathan Kimsey,-6.759287348831288,-6.759287348831288,0.0,SKIP,
Angel Ayora,Oliver Lindell,Calm,Open,SKIP,Oliver Lindell,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Jorge Campillo,Adrian Otaegui,Calm,Open,SKIP,Jorge Campillo,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Thriston Lawrence,Frederic Lacroix,Calm,Open,SKIP,Thriston Lawrence,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Wenyi Ding,Eugenio Chacarra,Calm,Open,SKIP,Wenyi Ding,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Mikael Lindberg,Martin Couvra,Calm,Open,SKIP,Martin Couvra,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Grant Forrest,Dan Bradbury,Calm,Open,SKIP,Dan Bradbury,-2.2271999497468435,-2.2271999497468435,0.0,SKIP,
Joost Luiten,Sean Crocker,Calm,Open,SKIP,Joost Luiten,-6.759287348831288,-6.759287348831288,0.0,SKIP,
Jose Luis Ballester,Sergio Garcia,Calm,Open,SKIP,Sergio Garcia,-5.169521856763286,-5.169521856763286,0.0,SKIP,
Bryson DeChambeau,Joaquin Niemann,Calm,Open,SKIP,Bryson DeChambeau,-2.801460773912223,-2.801460773912223,0.0,SKIP,
Talor Gooch,Dustin Johnson,Calm,Open,SKIP,Talor Gooch,-6.119999625799575,-6.119999625799575,0.0,SKIP,
Tyrrell Hatton,Thomas Pieters,Calm,Open,SKIP,Thomas Pieters,-5.01811508652674,-5.01811508652674,0.0,SKIP,
Marc Leishman,Louis Oosthuizen,Calm,Open,SKIP,Louis Oosthuizen,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
Sebastian Munoz,Thomas Detry,Calm,Open,SKIP,Thomas Detry,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
Carlos Ortiz,Tom McKibbin,Calm,Open,SKIP,Carlos Ortiz,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
David Puig,Dean Burmester,Calm,Open,SKIP,David Puig,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,
Cameron Smith,Lucas Herbert,Calm,Open,Lucas Herbert,Cameron Smith,-10.621714015079947,-10.621714015079947,0.0,LOSS,False
Elvis Smylie,Branden Grace,Calm,Open,SKIP,Branden Grace,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Caleb Surratt,Richard T. Lee,Calm,Open,SKIP,Push,-6.103294108272843,-6.103294108272843,0.0,PUSH,
Ricky Castillo,Alex Smalley,Calm,Open,SKIP,Push,2.0411972361075694,2.0411972361075694,0.0,PUSH,
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,SKIP,Christiann Bezuidenhout,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Matt Wallace,Matti Schmid,Calm,Open,Matti Schmid,Push,-8.363221328763021,-8.363221328763021,0.0,PUSH,
Keegan Bradley,Aaron Rai,Calm,Open,SKIP,Aaron Rai,4.227464332036318,4.227464332036318,0.0,SKIP,
Patrick Cantlay,Corey Conners,Calm,Open,SKIP,Corey Conners,2.0411972361075694,2.0411972361075694,0.0,SKIP,
Brooks Koepka,J.J. Spaun,Calm,Open,SKIP,Brooks Koepka,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,
Xander Schauffele,Viktor Hovland,Calm,Open,SKIP,Xander Schauffele,-6.119999625799575,-6.119999625799575,0.0,SKIP,
Davis Thompson,Matt McCarty,Calm,Open,SKIP,Davis Thompson,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,
Eric Cole,Kevin Roy,Calm,Open,SKIP,Push,-6.0129473429151385,-6.0129473429151385,0.0,PUSH,
Doug Ghim,Austin Eckroat,Calm,Open,SKIP,Doug Ghim,2.0411972361075694,2.0411972361075694,0.0,SKIP,
Jordan Spieth,Rasmus Hojgaard,Calm,Open,SKIP,Jordan Spieth,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,
Bud Cauley,Michael Kim,Calm,Open,SKIP,Bud Cauley,-6.654587793268107,-6.654587793268107,0.0,SKIP,
Nicolai Hojgaard,Sahith Theegala,Calm,Open,SKIP,Nicolai Hojgaard,-6.103294108272843,-6.103294108272843,0.0,SKIP,
Jacob Bridgeman,Justin Thomas,Calm,Open,SKIP,Jacob Bridgeman,-5.169521856763286,-5.169521856763286,0.0,SKIP,
Ben Griffin,Wyndham Clark,Calm,Open,SKIP,Push,2.0411972361075694,2.0411972361075694,0.0,PUSH,
Tony Finau,Jordan Smith,Calm,Open,Jordan Smith,Push,-8.363221328763021,-8.363221328763021,0.0,PUSH,
