condition,round_type,color,upside_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Moderate,Positioning,Brown,50-75,4,3,1,75.0,25.0,50.0,3.7037037037037033,WEAK,-0.9497183781499998
Tough,Closing,Purple,25-50,5,2,0,40.0,0.0,40.0,3.6363636363636367,WEAK,-1.094118007506
Calm,Open,Pink,25-50,6,3,1,50.0,16.666666666666664,33.333333333333336,3.5714285714285716,WEAK,-1.0427657333333336
Calm,Survival,Pink,50-75,35,10,7,28.57142857142857,20.0,8.57142857142857,3.5294117647058814,HIGH,-0.17507129038857136
Calm,Positioning,Pink,75-100,9,4,2,44.44444444444444,22.22222222222222,22.22222222222222,3.3898305084745766,WEAK,-0.05937832460000002
Tough,Closing,Orange,75-100,9,3,1,33.33333333333333,11.11111111111111,22.222222222222218,3.3898305084745757,WEAK,-1.7338053238493332
Moderate,Open,Purple,50-75,1052,291,254,27.661596958174904,24.14448669201521,3.517110266159694,3.35753176043557,HIGH,-0.08669685935900302
Moderate,Positioning,Orange,75-100,283,75,64,26.501766784452297,22.614840989399294,3.8869257950530027,3.303303303303303,HIGH,-0.3672342137856184
Calm,Positioning,Red,25-50,11,4,2,36.36363636363637,18.181818181818183,18.181818181818183,3.2786885245901645,WEAK,-1.3079666715454548
Tough,Open,Orange,50-75,42,10,7,23.809523809523807,16.666666666666664,7.142857142857142,3.2608695652173907,HIGH,-0.691429790352143
Moderate,Open,Brown,50-75,12,4,2,33.33333333333333,16.666666666666664,16.666666666666664,3.2258064516129026,WEAK,-1.4843462665575
Calm,Closing,Purple,50-75,941,261,231,27.73645058448459,24.54835281615303,3.1880977683315592,3.0272452068617532,HIGH,-0.18512567297447396
Calm,Closing,Orange,75-100,588,172,153,29.25170068027211,26.02040816326531,3.2312925170068,2.978056426332286,HIGH,-0.21520733903491499
Tough,Positioning,Red,50-75,22,6,4,27.27272727272727,18.181818181818183,9.090909090909086,2.777777777777777,EXPLORATORY,0.07503989116245452
