condition,round_type,moon,life_path,n,good,bad,edge,roi,conf
Calm,Closing,Krishna Jaya,1.0,126,36,42,-4.761904761904762,-3.409090909090909,HIGH
Calm,Closing,Krishna Jaya,6.0,97,20,27,-7.216494845360827,-4.761904761904763,HIGH
Calm,Closing,Krishna Jaya,9.0,101,31,26,4.95049504950495,3.3112582781456945,HIGH
Calm,Closing,Krishna Jaya,5.0,93,12,28,-17.20430107526882,-11.18881118881119,HIGH
Calm,Closing,Krishna Jaya,8.0,88,17,16,1.1363636363636354,0.7246376811594196,HIGH
Calm,Closing,Krishna Jaya,3.0,137,18,42,-17.51824817518248,-12.834224598930483,HIGH
Calm,Closing,Krishna Bhadra,7.0,82,19,24,-6.0975609756097535,-3.7878787878787863,HIGH
Calm,Closing,Krishna Bhadra,2.0,86,11,28,-19.76744186046512,-12.500000000000002,HIGH
Calm,Closing,Krishna Bhadra,4.0,78,14,20,-7.69230769230769,-4.687499999999998,HIGH
Calm,Closing,Krishna Bhadra,1.0,73,14,19,-6.8493150684931505,-4.065040650406504,HIGH
Calm,Closing,Krishna Bhadra,6.0,65,17,15,3.076923076923077,1.7391304347826086,HIGH
Calm,Closing,Krishna Bhadra,9.0,71,14,24,-14.084507042253522,-8.264462809917356,HIGH
Calm,Closing,Krishna Bhadra,5.0,75,9,24,-20.0,-12.0,HIGH
Calm,Closing,Krishna Bhadra,8.0,70,13,13,0.0,0.0,HIGH
Calm,Closing,Krishna Bhadra,3.0,94,12,28,-17.02127659574468,-11.11111111111111,HIGH
Calm,Closing,Krishna Nanda,7.0,87,18,31,-14.942528735632186,-9.489051094890511,HIGH
Calm,Closing,Krishna Nanda,2.0,109,22,34,-11.009174311926607,-7.547169811320756,HIGH
Calm,Closing,Krishna Nanda,4.0,97,19,33,-14.432989690721651,-9.523809523809524,HIGH
Calm,Closing,Krishna Nanda,1.0,89,13,39,-29.21348314606742,-18.705035971223026,HIGH
Calm,Closing,Krishna Nanda,6.0,74,20,25,-6.756756756756754,-4.032258064516128,HIGH
Calm,Closing,Krishna Nanda,9.0,102,10,33,-22.54901960784314,-15.131578947368421,HIGH
Calm,Closing,Krishna Nanda,5.0,77,14,27,-16.883116883116884,-10.236220472440946,HIGH
Calm,Closing,Krishna Nanda,8.0,86,9,29,-23.25581395348837,-14.705882352941176,HIGH
Calm,Closing,Krishna Nanda,3.0,113,23,35,-10.61946902654867,-7.3619631901840465,HIGH
Calm,Closing,Krishna Purna,7.0,91,26,23,3.296703296703296,2.127659574468085,HIGH
Calm,Closing,Krishna Purna,2.0,117,33,30,2.564102564102566,1.7964071856287438,HIGH
Calm,Closing,Krishna Purna,4.0,101,28,30,-1.9801980198019764,-1.3245033112582756,HIGH
Calm,Closing,Krishna Purna,1.0,113,45,21,21.238938053097346,14.723926380368098,HIGH
Calm,Closing,Krishna Purna,6.0,93,24,21,3.225806451612903,2.0979020979020975,HIGH
Calm,Closing,Krishna Purna,9.0,97,31,24,7.216494845360821,4.761904761904759,HIGH
Calm,Closing,Krishna Purna,5.0,84,29,15,16.666666666666664,10.44776119402985,HIGH
Calm,Closing,Krishna Purna,8.0,111,34,35,-0.9009009009009028,-0.6211180124223615,HIGH
Calm,Closing,Krishna Purna,3.0,123,35,26,7.317073170731706,5.202312138728323,HIGH
Calm,Closing,Shukla Purna,7.0,115,30,33,-2.608695652173915,-1.8181818181818197,HIGH
Calm,Closing,Shukla Purna,2.0,158,45,47,-1.2658227848101222,-0.9615384615384582,HIGH
Calm,Closing,Shukla Purna,4.0,119,29,30,-0.8403361344537813,-0.5917159763313609,HIGH
Calm,Closing,Shukla Purna,1.0,127,40,36,3.149606299212598,2.2598870056497176,HIGH
Calm,Closing,Shukla Purna,6.0,101,28,13,14.851485148514854,9.933774834437088,HIGH
Calm,Closing,Shukla Purna,9.0,138,36,30,4.3478260869565215,3.1914893617021276,HIGH
Calm,Closing,Shukla Purna,5.0,87,21,27,-6.896551724137931,-4.37956204379562,HIGH
Calm,Closing,Shukla Purna,8.0,87,12,32,-22.988505747126435,-14.598540145985401,HIGH
Calm,Closing,Shukla Purna,3.0,120,24,35,-9.166666666666668,-6.470588235294119,HIGH
Calm,Closing,Shukla Rikta,7.0,127,42,22,15.748031496062994,11.29943502824859,HIGH
Calm,Closing,Shukla Rikta,2.0,175,52,35,9.714285714285714,7.555555555555555,HIGH
Calm,Closing,Shukla Rikta,4.0,119,36,22,11.764705882352938,8.284023668639051,HIGH
Calm,Closing,Shukla Rikta,1.0,156,58,29,18.58974358974359,14.077669902912623,HIGH
Calm,Closing,Shukla Rikta,6.0,118,39,27,10.16949152542373,7.142857142857143,HIGH
Calm,Closing,Shukla Rikta,9.0,151,52,29,15.231788079470196,11.442786069651739,HIGH
Calm,Closing,Shukla Rikta,5.0,115,42,17,21.73913043478261,15.151515151515152,HIGH
Calm,Closing,Shukla Rikta,8.0,133,39,32,5.263157894736842,3.8251366120218577,HIGH
Calm,Closing,Shukla Rikta,3.0,160,56,27,18.124999999999996,13.809523809523807,HIGH
Calm,Closing,Shukla Nanda,7.0,147,34,59,-17.006802721088434,-12.690355329949238,HIGH
Calm,Closing,Shukla Nanda,2.0,193,54,54,0.0,0.0,HIGH
Calm,Closing,Shukla Nanda,4.0,116,35,29,5.1724137931034475,3.614457831325301,HIGH
Calm,Closing,Shukla Nanda,1.0,157,33,39,-3.821656050955413,-2.8985507246376807,HIGH
Calm,Closing,Shukla Nanda,6.0,102,25,22,2.9411764705882333,1.9736842105263144,HIGH
Calm,Closing,Shukla Nanda,9.0,155,33,48,-9.677419354838712,-7.3170731707317085,HIGH
Calm,Closing,Shukla Nanda,5.0,131,26,33,-5.343511450381677,-3.8674033149171256,HIGH
Calm,Closing,Shukla Nanda,8.0,152,46,46,0.0,0.0,HIGH
Calm,Closing,Shukla Nanda,3.0,168,42,35,4.166666666666666,3.2110091743119265,HIGH
Calm,Closing,Shukla Jaya,7.0,163,46,37,5.521472392638035,4.225352112676055,HIGH
Calm,Closing,Shukla Jaya,2.0,219,56,57,-0.45662100456621,-0.37174721189591076,HIGH
Calm,Closing,Shukla Jaya,4.0,137,45,35,7.299270072992697,5.347593582887698,HIGH
Calm,Closing,Shukla Jaya,1.0,180,63,49,7.777777777777778,6.086956521739131,HIGH
Calm,Closing,Shukla Jaya,6.0,140,45,39,4.285714285714287,3.157894736842106,HIGH
Calm,Closing,Shukla Jaya,9.0,214,53,40,6.074766355140188,4.924242424242425,HIGH
Calm,Closing,Shukla Jaya,5.0,147,33,29,2.72108843537415,2.0304568527918785,HIGH
Calm,Closing,Shukla Jaya,8.0,189,45,40,2.6455026455026456,2.092050209205021,HIGH
Calm,Closing,Shukla Jaya,3.0,231,67,52,6.493506493506493,5.338078291814946,HIGH
Calm,Closing,Shukla Bhadra,7.0,125,42,28,11.200000000000001,8.000000000000002,HIGH
Calm,Closing,Shukla Bhadra,2.0,162,47,27,12.34567901234568,9.433962264150946,HIGH
Calm,Closing,Shukla Bhadra,4.0,106,33,28,4.716981132075471,3.205128205128205,HIGH
Calm,Closing,Shukla Bhadra,1.0,128,36,25,8.59375,6.179775280898876,HIGH
Calm,Closing,Shukla Bhadra,6.0,94,25,21,4.255319148936171,2.7777777777777786,HIGH
Calm,Closing,Shukla Bhadra,9.0,136,40,29,8.088235294117649,5.913978494623657,HIGH
Calm,Closing,Shukla Bhadra,5.0,86,21,16,5.813953488372093,3.676470588235294,HIGH
Calm,Closing,Shukla Bhadra,8.0,120,26,26,0.0,0.0,HIGH
Calm,Closing,Shukla Bhadra,3.0,146,47,40,4.794520547945208,3.5714285714285734,HIGH
Calm,Closing,Krishna Rikta,7.0,61,11,15,-6.557377049180327,-3.6036036036036037,HIGH
Calm,Closing,Krishna Rikta,2.0,69,16,15,1.4492753623188415,0.8403361344537821,HIGH
Calm,Closing,Krishna Rikta,4.0,54,8,15,-12.962962962962965,-6.730769230769233,HIGH
Calm,Closing,Krishna Rikta,1.0,58,18,11,12.06896551724138,6.481481481481483,HIGH
Calm,Closing,Krishna Rikta,6.0,47,11,12,-2.1276595744680824,-1.0309278350515452,HIGH
Calm,Closing,Krishna Rikta,9.0,53,3,12,-16.9811320754717,-8.737864077669903,HIGH
Calm,Closing,Krishna Rikta,5.0,33,3,9,-18.18181818181818,-7.228915662650602,HIGH
Calm,Closing,Krishna Rikta,8.0,37,5,8,-8.108108108108109,-3.4482758620689657,HIGH
Calm,Closing,Krishna Rikta,3.0,63,12,23,-17.46031746031746,-9.734513274336281,HIGH
Moderate,Positioning,Krishna Bhadra,7.0,69,14,19,-7.246376811594201,-4.201680672268907,HIGH
Moderate,Positioning,Krishna Bhadra,2.0,82,15,20,-6.097560975609756,-3.787878787878788,HIGH
Moderate,Positioning,Krishna Bhadra,4.0,67,11,21,-14.92537313432836,-8.547008547008549,HIGH
Moderate,Positioning,Krishna Bhadra,1.0,62,18,14,6.451612903225809,3.571428571428573,HIGH
Moderate,Positioning,Krishna Bhadra,6.0,52,13,9,7.6923076923076925,3.9215686274509802,HIGH
Moderate,Positioning,Krishna Bhadra,9.0,61,18,17,1.6393442622950838,0.900900900900902,HIGH
Moderate,Positioning,Krishna Bhadra,5.0,55,12,19,-12.727272727272728,-6.666666666666668,HIGH
Moderate,Positioning,Krishna Bhadra,8.0,64,13,19,-9.375,-5.263157894736842,HIGH
Moderate,Positioning,Krishna Bhadra,3.0,75,16,19,-4.000000000000001,-2.4000000000000004,HIGH
Moderate,Positioning,Krishna Nanda,7.0,51,9,26,-33.33333333333333,-16.83168316831683,HIGH
Moderate,Positioning,Krishna Nanda,2.0,40,8,14,-14.999999999999996,-6.666666666666664,HIGH
Moderate,Positioning,Krishna Nanda,4.0,41,7,21,-34.14634146341463,-15.384615384615383,HIGH
Moderate,Positioning,Krishna Nanda,1.0,42,7,28,-50.0,-22.82608695652174,HIGH
Moderate,Positioning,Krishna Nanda,6.0,25,5,7,-8.000000000000002,-2.666666666666667,EXPLORATORY
Moderate,Positioning,Krishna Nanda,9.0,47,8,29,-44.680851063829785,-21.649484536082472,HIGH
Moderate,Positioning,Krishna Nanda,5.0,26,4,8,-15.384615384615385,-5.2631578947368425,EXPLORATORY
Moderate,Positioning,Krishna Nanda,8.0,34,10,17,-20.588235294117645,-8.333333333333332,HIGH
Moderate,Positioning,Krishna Nanda,3.0,48,11,21,-20.833333333333336,-10.204081632653063,HIGH
Moderate,Positioning,Krishna Purna,7.0,59,13,13,0.0,0.0,HIGH
Moderate,Positioning,Krishna Purna,2.0,89,23,18,5.61797752808989,3.597122302158275,HIGH
Moderate,Positioning,Krishna Purna,4.0,42,18,4,33.33333333333333,15.217391304347823,HIGH
Moderate,Positioning,Krishna Purna,1.0,49,21,5,32.6530612244898,16.161616161616163,HIGH
Moderate,Positioning,Krishna Purna,6.0,53,17,18,-1.8867924528301883,-0.9708737864077668,HIGH
Moderate,Positioning,Krishna Purna,9.0,52,12,9,5.769230769230771,2.941176470588236,HIGH
Moderate,Positioning,Krishna Purna,5.0,53,21,6,28.301886792452834,14.563106796116507,HIGH
Moderate,Positioning,Krishna Purna,8.0,57,26,9,29.82456140350877,15.887850467289717,HIGH
Moderate,Positioning,Krishna Purna,3.0,73,19,9,13.698630136986301,8.130081300813009,HIGH
Moderate,Positioning,Shukla Bhadra,7.0,16,2,6,-25.0,-6.0606060606060606,EXPLORATORY
Moderate,Positioning,Shukla Bhadra,2.0,26,4,6,-7.6923076923076925,-2.6315789473684212,EXPLORATORY
Moderate,Positioning,Shukla Bhadra,4.0,8,2,2,0.0,0.0,WEAK
Moderate,Positioning,Shukla Bhadra,1.0,16,2,8,-37.5,-9.090909090909092,EXPLORATORY
Moderate,Positioning,Shukla Bhadra,6.0,8,2,4,-25.0,-3.4482758620689653,WEAK
Moderate,Positioning,Shukla Bhadra,9.0,18,4,0,22.22222222222222,5.88235294117647,EXPLORATORY
Moderate,Positioning,Shukla Bhadra,5.0,16,2,4,-12.5,-3.0303030303030303,EXPLORATORY
Moderate,Positioning,Shukla Bhadra,8.0,14,0,8,-57.14285714285714,-12.5,WEAK
Moderate,Positioning,Shukla Bhadra,3.0,24,2,6,-16.666666666666668,-5.405405405405406,EXPLORATORY
Moderate,Positioning,Shukla Nanda,7.0,47,12,14,-4.255319148936171,-2.061855670103093,HIGH
Moderate,Positioning,Shukla Nanda,2.0,62,15,13,3.225806451612903,1.7857142857142858,HIGH
Moderate,Positioning,Shukla Nanda,4.0,63,18,13,7.936507936507936,4.424778761061947,HIGH
Moderate,Positioning,Shukla Nanda,1.0,60,10,15,-8.333333333333334,-4.545454545454546,HIGH
Moderate,Positioning,Shukla Nanda,6.0,46,15,11,8.695652173913043,4.166666666666667,HIGH
Moderate,Positioning,Shukla Nanda,9.0,57,12,19,-12.280701754385964,-6.542056074766354,HIGH
Moderate,Positioning,Shukla Nanda,5.0,48,10,5,10.416666666666668,5.102040816326531,HIGH
Moderate,Positioning,Shukla Nanda,8.0,59,15,16,-1.6949152542372892,-0.917431192660551,HIGH
Moderate,Positioning,Shukla Nanda,3.0,56,13,13,0.0,0.0,HIGH
Moderate,Positioning,Krishna Rikta,7.0,81,15,39,-29.629629629629626,-18.3206106870229,HIGH
Moderate,Positioning,Krishna Rikta,2.0,100,27,18,9.000000000000002,6.000000000000001,HIGH
Moderate,Positioning,Krishna Rikta,4.0,76,14,26,-15.789473684210527,-9.523809523809524,HIGH
Moderate,Positioning,Krishna Rikta,1.0,88,11,25,-15.909090909090912,-10.144927536231885,HIGH
Moderate,Positioning,Krishna Rikta,6.0,61,18,20,-3.2786885245901622,-1.801801801801801,HIGH
Moderate,Positioning,Krishna Rikta,9.0,78,17,26,-11.538461538461537,-7.031249999999999,HIGH
Moderate,Positioning,Krishna Rikta,5.0,63,12,19,-11.11111111111111,-6.1946902654867255,HIGH
Moderate,Positioning,Krishna Rikta,8.0,63,13,23,-15.873015873015872,-8.849557522123893,HIGH
Moderate,Positioning,Krishna Rikta,3.0,97,15,29,-14.432989690721648,-9.523809523809522,HIGH
Moderate,Positioning,Shukla Purna,7.0,76,43,8,46.05263157894737,27.77777777777778,HIGH
Moderate,Positioning,Shukla Purna,2.0,101,38,22,15.841584158415841,10.596026490066224,HIGH
Moderate,Positioning,Shukla Purna,4.0,66,22,12,15.151515151515149,8.620689655172413,HIGH
Moderate,Positioning,Shukla Purna,1.0,89,38,23,16.85393258426966,10.791366906474819,HIGH
Moderate,Positioning,Shukla Purna,6.0,68,30,14,23.52941176470588,13.559322033898304,HIGH
Moderate,Positioning,Shukla Purna,9.0,73,29,10,26.027397260273972,15.447154471544716,HIGH
Moderate,Positioning,Shukla Purna,5.0,64,26,12,21.875,12.280701754385964,HIGH
Moderate,Positioning,Shukla Purna,8.0,68,22,12,14.705882352941178,8.474576271186441,HIGH
Moderate,Positioning,Shukla Purna,3.0,88,39,13,29.54545454545454,18.840579710144922,HIGH
Moderate,Positioning,Shukla Rikta,7.0,60,28,11,28.333333333333332,15.454545454545453,HIGH
Moderate,Positioning,Shukla Rikta,2.0,74,17,15,2.7027027027027026,1.6129032258064517,HIGH
Moderate,Positioning,Shukla Rikta,4.0,53,20,6,26.415094339622648,13.59223300970874,HIGH
Moderate,Positioning,Shukla Rikta,1.0,54,19,9,18.51851851851852,9.615384615384617,HIGH
Moderate,Positioning,Shukla Rikta,6.0,43,25,3,51.162790697674424,23.655913978494624,HIGH
Moderate,Positioning,Shukla Rikta,9.0,63,35,9,41.26984126984127,23.008849557522126,HIGH
Moderate,Positioning,Shukla Rikta,5.0,52,20,13,13.461538461538463,6.862745098039216,HIGH
Moderate,Positioning,Shukla Rikta,8.0,60,22,7,24.999999999999996,13.636363636363633,HIGH
Moderate,Positioning,Shukla Rikta,3.0,68,24,12,17.647058823529413,10.16949152542373,HIGH
Moderate,Positioning,Shukla Jaya,7.0,95,16,31,-15.789473684210527,-10.344827586206897,HIGH
Moderate,Positioning,Shukla Jaya,2.0,96,18,35,-17.708333333333332,-11.643835616438354,HIGH
Moderate,Positioning,Shukla Jaya,4.0,83,19,17,2.409638554216867,1.5037593984962403,HIGH
Moderate,Positioning,Shukla Jaya,1.0,98,25,21,4.081632653061226,2.702702702702704,HIGH
Moderate,Positioning,Shukla Jaya,6.0,61,10,19,-14.75409836065574,-8.10810810810811,HIGH
Moderate,Positioning,Shukla Jaya,9.0,86,22,24,-2.325581395348836,-1.4705882352941169,HIGH
Moderate,Positioning,Shukla Jaya,5.0,53,6,19,-24.528301886792452,-12.62135922330097,HIGH
Moderate,Positioning,Shukla Jaya,8.0,90,28,17,12.222222222222223,7.8571428571428585,HIGH
Moderate,Positioning,Shukla Jaya,3.0,113,22,43,-18.584070796460175,-12.883435582822084,HIGH
Moderate,Positioning,Krishna Jaya,7.0,60,5,19,-23.333333333333332,-12.727272727272725,HIGH
Moderate,Positioning,Krishna Jaya,2.0,49,20,13,14.285714285714285,7.070707070707071,HIGH
Moderate,Positioning,Krishna Jaya,4.0,63,17,18,-1.5873015873015872,-0.8849557522123893,HIGH
Moderate,Positioning,Krishna Jaya,1.0,50,11,19,-16.0,-8.0,HIGH
Moderate,Positioning,Krishna Jaya,6.0,41,5,13,-19.51219512195122,-8.791208791208792,HIGH
Moderate,Positioning,Krishna Jaya,9.0,58,12,21,-15.517241379310345,-8.333333333333334,HIGH
Moderate,Positioning,Krishna Jaya,5.0,57,12,13,-1.7543859649122806,-0.9345794392523363,HIGH
Moderate,Positioning,Krishna Jaya,8.0,42,13,10,7.142857142857145,3.260869565217392,HIGH
Moderate,Positioning,Krishna Jaya,3.0,58,13,28,-25.862068965517242,-13.888888888888891,HIGH
Moderate,Closing,Krishna Bhadra,7.0,52,13,14,-1.9230769230769218,-0.9803921568627444,HIGH
Moderate,Closing,Krishna Bhadra,2.0,64,12,18,-9.375,-5.263157894736842,HIGH
Moderate,Closing,Krishna Bhadra,4.0,38,3,13,-26.315789473684216,-11.363636363636367,HIGH
Moderate,Closing,Krishna Bhadra,1.0,53,10,18,-15.094339622641506,-7.766990291262134,HIGH
Moderate,Closing,Krishna Bhadra,6.0,38,7,10,-7.894736842105263,-3.409090909090909,HIGH
Moderate,Closing,Krishna Bhadra,9.0,45,7,20,-28.888888888888886,-13.684210526315788,HIGH
Moderate,Closing,Krishna Bhadra,5.0,35,2,16,-40.0,-16.470588235294116,HIGH
Moderate,Closing,Krishna Bhadra,8.0,55,11,13,-3.636363636363635,-1.904761904761904,HIGH
Moderate,Closing,Krishna Bhadra,3.0,63,13,19,-9.523809523809524,-5.309734513274336,HIGH
Moderate,Closing,Krishna Nanda,7.0,107,33,24,8.411214953271026,5.732484076433119,HIGH
Moderate,Closing,Krishna Nanda,2.0,134,43,37,4.4776119402985035,3.2608695652173885,HIGH
Moderate,Closing,Krishna Nanda,4.0,94,32,17,15.957446808510637,10.416666666666666,HIGH
Moderate,Closing,Krishna Nanda,1.0,98,44,21,23.46938775510204,15.54054054054054,HIGH
Moderate,Closing,Krishna Nanda,6.0,88,27,21,6.8181818181818175,4.347826086956521,HIGH
Moderate,Closing,Krishna Nanda,9.0,95,30,18,12.63157894736842,8.275862068965516,HIGH
Moderate,Closing,Krishna Nanda,5.0,94,37,13,25.531914893617024,16.666666666666668,HIGH
Moderate,Closing,Krishna Nanda,8.0,88,40,22,20.454545454545453,13.043478260869563,HIGH
Moderate,Closing,Krishna Nanda,3.0,126,44,29,11.904761904761903,8.522727272727272,HIGH
Moderate,Closing,Krishna Purna,7.0,82,17,32,-18.292682926829272,-11.363636363636367,HIGH
Moderate,Closing,Krishna Purna,2.0,86,13,34,-24.418604651162788,-15.441176470588234,HIGH
Moderate,Closing,Krishna Purna,4.0,61,9,28,-31.147540983606557,-17.117117117117118,HIGH
Moderate,Closing,Krishna Purna,1.0,69,16,28,-17.39130434782609,-10.084033613445381,HIGH
Moderate,Closing,Krishna Purna,6.0,56,15,19,-7.142857142857145,-3.7735849056603783,HIGH
Moderate,Closing,Krishna Purna,9.0,74,18,33,-20.27027027027027,-12.096774193548388,HIGH
Moderate,Closing,Krishna Purna,5.0,50,6,16,-20.0,-10.0,HIGH
Moderate,Closing,Krishna Purna,8.0,58,11,25,-24.137931034482758,-12.962962962962964,HIGH
Moderate,Closing,Krishna Purna,3.0,90,17,38,-23.333333333333332,-15.0,HIGH
Moderate,Closing,Shukla Bhadra,7.0,95,25,39,-14.73684210526316,-9.655172413793103,HIGH
Moderate,Closing,Shukla Bhadra,2.0,123,28,38,-8.13008130081301,-5.7803468208092506,HIGH
Moderate,Closing,Shukla Bhadra,4.0,88,10,42,-36.36363636363637,-23.18840579710145,HIGH
Moderate,Closing,Shukla Bhadra,1.0,117,31,38,-5.982905982905984,-4.1916167664670665,HIGH
Moderate,Closing,Shukla Bhadra,6.0,69,18,28,-14.49275362318841,-8.403361344537819,HIGH
Moderate,Closing,Shukla Bhadra,9.0,112,34,41,-6.25,-4.320987654320987,HIGH
Moderate,Closing,Shukla Bhadra,5.0,63,13,25,-19.047619047619047,-10.619469026548671,HIGH
Moderate,Closing,Shukla Bhadra,8.0,94,34,22,12.765957446808512,8.333333333333334,HIGH
Moderate,Closing,Shukla Bhadra,3.0,114,22,39,-14.912280701754387,-10.365853658536585,HIGH
Moderate,Closing,Shukla Nanda,7.0,33,10,7,9.090909090909092,3.6144578313253017,HIGH
Moderate,Closing,Shukla Nanda,2.0,33,9,10,-3.030303030303033,-1.2048192771084347,HIGH
Moderate,Closing,Shukla Nanda,4.0,37,9,11,-5.405405405405405,-2.2988505747126435,HIGH
Moderate,Closing,Shukla Nanda,1.0,44,13,6,15.909090909090912,7.4468085106382995,HIGH
Moderate,Closing,Shukla Nanda,6.0,33,7,9,-6.060606060606058,-2.4096385542168663,HIGH
Moderate,Closing,Shukla Nanda,9.0,37,8,14,-16.216216216216218,-6.8965517241379315,HIGH
Moderate,Closing,Shukla Nanda,5.0,25,5,13,-32.0,-10.666666666666666,EXPLORATORY
Moderate,Closing,Shukla Nanda,8.0,43,11,9,4.651162790697675,2.150537634408602,HIGH
Moderate,Closing,Shukla Nanda,3.0,60,21,15,9.999999999999998,5.454545454545453,HIGH
Moderate,Closing,Krishna Rikta,7.0,101,22,34,-11.881188118811883,-7.9470198675496695,HIGH
Moderate,Closing,Krishna Rikta,2.0,111,29,27,1.8018018018018,1.2422360248447193,HIGH
Moderate,Closing,Krishna Rikta,4.0,72,20,21,-1.3888888888888895,-0.8196721311475413,HIGH
Moderate,Closing,Krishna Rikta,1.0,107,30,31,-0.9345794392523366,-0.6369426751592357,HIGH
Moderate,Closing,Krishna Rikta,6.0,79,17,27,-12.658227848101264,-7.751937984496123,HIGH
Moderate,Closing,Krishna Rikta,9.0,76,23,21,2.631578947368418,1.5873015873015854,HIGH
Moderate,Closing,Krishna Rikta,5.0,76,16,25,-11.842105263157897,-7.142857142857144,HIGH
Moderate,Closing,Krishna Rikta,8.0,83,22,29,-8.433734939759036,-5.2631578947368425,HIGH
Moderate,Closing,Krishna Rikta,3.0,98,25,28,-3.061224489795916,-2.0270270270270254,HIGH
Moderate,Closing,Shukla Purna,7.0,60,17,20,-4.999999999999999,-2.7272727272727266,HIGH
Moderate,Closing,Shukla Purna,2.0,67,20,19,1.4925373134328346,0.8547008547008539,HIGH
Moderate,Closing,Shukla Purna,4.0,63,20,10,15.873015873015872,8.849557522123893,HIGH
Moderate,Closing,Shukla Purna,1.0,62,16,17,-1.6129032258064502,-0.8928571428571421,HIGH
Moderate,Closing,Shukla Purna,6.0,53,7,14,-13.20754716981132,-6.796116504854369,HIGH
Moderate,Closing,Shukla Purna,9.0,67,21,19,2.985074626865675,1.709401709401711,HIGH
Moderate,Closing,Shukla Purna,5.0,65,16,17,-1.5384615384615385,-0.8695652173913043,HIGH
Moderate,Closing,Shukla Purna,8.0,73,16,16,0.0,0.0,HIGH
Moderate,Closing,Shukla Purna,3.0,78,17,16,1.282051282051283,0.7812500000000006,HIGH
Moderate,Closing,Shukla Rikta,7.0,9,2,4,-22.22222222222222,-3.3898305084745766,WEAK
Moderate,Closing,Shukla Rikta,2.0,6,2,2,0.0,0.0,WEAK
Moderate,Closing,Shukla Rikta,4.0,5,3,0,60.0,5.454545454545455,WEAK
Moderate,Closing,Shukla Rikta,1.0,9,4,3,11.11111111111111,1.6949152542372883,WEAK
Moderate,Closing,Shukla Rikta,6.0,3,2,0,66.66666666666666,3.773584905660377,WEAK
Moderate,Closing,Shukla Rikta,9.0,10,3,3,0.0,0.0,WEAK
Moderate,Closing,Shukla Rikta,5.0,2,2,0,100.0,3.8461538461538463,WEAK
Moderate,Closing,Shukla Rikta,8.0,11,3,2,9.090909090909088,1.6393442622950816,WEAK
Moderate,Closing,Shukla Rikta,3.0,11,2,3,-9.090909090909088,-1.6393442622950816,WEAK
Moderate,Closing,Shukla Jaya,7.0,70,29,15,20.000000000000004,11.66666666666667,HIGH
Moderate,Closing,Shukla Jaya,2.0,90,32,10,24.444444444444446,15.714285714285717,HIGH
Moderate,Closing,Shukla Jaya,4.0,70,23,12,15.714285714285714,9.166666666666666,HIGH
Moderate,Closing,Shukla Jaya,1.0,90,33,8,27.777777777777775,17.857142857142858,HIGH
Moderate,Closing,Shukla Jaya,6.0,52,21,8,25.0,12.745098039215685,HIGH
Moderate,Closing,Shukla Jaya,9.0,78,35,13,28.205128205128204,17.1875,HIGH
Moderate,Closing,Shukla Jaya,5.0,60,17,8,15.0,8.181818181818182,HIGH
Moderate,Closing,Shukla Jaya,8.0,74,22,14,10.81081081081081,6.451612903225807,HIGH
Moderate,Closing,Shukla Jaya,3.0,70,19,13,8.57142857142857,4.999999999999999,HIGH
Moderate,Closing,Krishna Jaya,7.0,51,21,12,17.64705882352941,8.91089108910891,HIGH
Moderate,Closing,Krishna Jaya,2.0,72,19,16,4.166666666666669,2.4590163934426243,HIGH
Moderate,Closing,Krishna Jaya,4.0,50,18,4,27.999999999999996,13.999999999999998,HIGH
Moderate,Closing,Krishna Jaya,1.0,60,23,8,25.0,13.636363636363635,HIGH
Moderate,Closing,Krishna Jaya,6.0,48,20,6,29.166666666666668,14.285714285714286,HIGH
Moderate,Closing,Krishna Jaya,9.0,61,26,6,32.78688524590164,18.01801801801802,HIGH
Moderate,Closing,Krishna Jaya,5.0,49,15,8,14.285714285714288,7.070707070707073,HIGH
Moderate,Closing,Krishna Jaya,8.0,51,24,6,35.29411764705882,17.82178217821782,HIGH
Moderate,Closing,Krishna Jaya,3.0,70,21,7,20.0,11.666666666666668,HIGH
Moderate,Survival,Krishna Bhadra,7.0,106,44,19,23.584905660377363,16.02564102564103,HIGH
Moderate,Survival,Krishna Bhadra,2.0,128,46,29,13.28125,9.550561797752808,HIGH
Moderate,Survival,Krishna Bhadra,4.0,90,25,25,0.0,0.0,HIGH
Moderate,Survival,Krishna Bhadra,1.0,105,31,32,-0.9523809523809545,-0.6451612903225821,HIGH
Moderate,Survival,Krishna Bhadra,6.0,104,32,29,2.8846153846153855,1.9480519480519487,HIGH
Moderate,Survival,Krishna Bhadra,9.0,107,39,18,19.626168224299064,13.375796178343947,HIGH
Moderate,Survival,Krishna Bhadra,5.0,93,32,27,5.376344086021506,3.4965034965034967,HIGH
Moderate,Survival,Krishna Bhadra,8.0,81,38,16,27.160493827160494,16.793893129770993,HIGH
Moderate,Survival,Krishna Bhadra,3.0,139,42,47,-3.597122302158273,-2.6455026455026456,HIGH
Moderate,Survival,Krishna Nanda,7.0,142,39,20,13.380281690140846,9.895833333333334,HIGH
Moderate,Survival,Krishna Nanda,2.0,187,63,35,14.973262032085563,11.814345991561183,HIGH
Moderate,Survival,Krishna Nanda,4.0,121,35,27,6.611570247933882,4.678362573099413,HIGH
Moderate,Survival,Krishna Nanda,1.0,136,34,37,-2.205882352941174,-1.6129032258064497,HIGH
