condition,round_type,moon,life_path,n,good,bad,edge,roi,conf
Moderate,Survival,Krishna Nanda,6.0,129,42,28,10.852713178294577,7.821229050279332,HIGH
Moderate,Survival,Krishna Nanda,9.0,161,38,46,-4.968944099378881,-3.7914691943127954,HIGH
Moderate,Survival,Krishna Nanda,5.0,116,28,36,-6.896551724137931,-4.8192771084337345,HIGH
Moderate,Survival,Krishna Nanda,8.0,126,30,29,0.7936507936507936,0.5681818181818181,HIGH
Moderate,Survival,Krishna Nanda,3.0,181,36,57,-11.60220994475138,-9.09090909090909,HIGH
Moderate,Survival,Krishna Purna,7.0,140,23,36,-9.285714285714283,-6.842105263157892,HIGH
Moderate,Survival,Krishna Purna,2.0,207,34,63,-14.009661835748794,-11.284046692607006,HIGH
Moderate,Survival,Krishna Purna,4.0,142,32,33,-0.7042253521126751,-0.5208333333333327,HIGH
Moderate,Survival,Krishna Purna,1.0,160,42,37,3.125,2.380952380952381,HIGH
Moderate,Survival,Krishna Purna,6.0,140,35,43,-5.714285714285716,-4.210526315789475,HIGH
Moderate,Survival,Krishna Purna,9.0,164,38,48,-6.0975609756097535,-4.6728971962616805,HIGH
Moderate,Survival,Krishna Purna,5.0,122,24,25,-0.8196721311475419,-0.58139534883721,HIGH
Moderate,Survival,Krishna Purna,8.0,151,32,44,-7.947019867549668,-5.970149253731343,HIGH
Moderate,Survival,Krishna Purna,3.0,184,32,58,-14.130434782608697,-11.111111111111112,HIGH
Moderate,Survival,Shukla Bhadra,7.0,214,61,63,-0.9345794392523366,-0.7575757575757576,HIGH
Moderate,Survival,Shukla Bhadra,2.0,200,44,71,-13.499999999999998,-10.799999999999999,HIGH
Moderate,Survival,Shukla Bhadra,4.0,199,42,63,-10.552763819095476,-8.433734939759034,HIGH
Moderate,Survival,Shukla Bhadra,1.0,200,45,65,-10.0,-8.0,HIGH
Moderate,Survival,Shukla Bhadra,6.0,171,40,65,-14.619883040935672,-11.312217194570136,HIGH
Moderate,Survival,Shukla Bhadra,9.0,210,55,77,-10.476190476190473,-8.461538461538458,HIGH
Moderate,Survival,Shukla Bhadra,5.0,163,49,40,5.521472392638035,4.225352112676055,HIGH
Moderate,Survival,Shukla Bhadra,8.0,173,36,58,-12.716763005780345,-9.865470852017935,HIGH
Moderate,Survival,Shukla Bhadra,3.0,229,49,85,-15.720524017467246,-12.90322580645161,HIGH
Moderate,Survival,Shukla Nanda,7.0,60,22,13,14.999999999999996,8.18181818181818,HIGH
Moderate,Survival,Shukla Nanda,2.0,83,25,18,8.433734939759038,5.263157894736843,HIGH
Moderate,Survival,Shukla Nanda,4.0,58,12,20,-13.793103448275865,-7.407407407407409,HIGH
Moderate,Survival,Shukla Nanda,1.0,70,16,19,-4.285714285714285,-2.4999999999999996,HIGH
Moderate,Survival,Shukla Nanda,6.0,57,15,22,-12.280701754385964,-6.542056074766354,HIGH
Moderate,Survival,Shukla Nanda,9.0,75,27,15,15.999999999999998,9.599999999999998,HIGH
Moderate,Survival,Shukla Nanda,5.0,51,7,16,-17.64705882352941,-8.91089108910891,HIGH
Moderate,Survival,Shukla Nanda,8.0,69,18,13,7.246376811594201,4.201680672268907,HIGH
Moderate,Survival,Shukla Nanda,3.0,80,21,21,0.0,0.0,HIGH
Moderate,Survival,Krishna Rikta,7.0,140,18,48,-21.42857142857143,-15.789473684210527,HIGH
Moderate,Survival,Krishna Rikta,2.0,175,23,65,-24.000000000000004,-18.66666666666667,HIGH
Moderate,Survival,Krishna Rikta,4.0,126,26,32,-4.761904761904762,-3.409090909090909,HIGH
Moderate,Survival,Krishna Rikta,1.0,148,23,53,-20.27027027027027,-15.151515151515152,HIGH
Moderate,Survival,Krishna Rikta,6.0,100,21,41,-20.0,-13.333333333333332,HIGH
Moderate,Survival,Krishna Rikta,9.0,128,19,49,-23.4375,-16.853932584269664,HIGH
Moderate,Survival,Krishna Rikta,5.0,117,20,46,-22.22222222222222,-15.568862275449101,HIGH
Moderate,Survival,Krishna Rikta,8.0,111,29,43,-12.612612612612612,-8.695652173913043,HIGH
Moderate,Survival,Krishna Rikta,3.0,154,19,54,-22.72727272727273,-17.156862745098042,HIGH
Moderate,Survival,Shukla Purna,7.0,76,26,18,10.526315789473687,6.349206349206351,HIGH
Moderate,Survival,Shukla Purna,2.0,102,29,24,4.901960784313725,3.2894736842105257,HIGH
Moderate,Survival,Shukla Purna,4.0,54,11,7,7.4074074074074066,3.846153846153846,HIGH
Moderate,Survival,Shukla Purna,1.0,76,25,14,14.473684210526319,8.730158730158731,HIGH
Moderate,Survival,Shukla Purna,6.0,60,20,15,8.333333333333332,4.545454545454544,HIGH
Moderate,Survival,Shukla Purna,9.0,82,17,16,1.2195121951219496,0.7575757575757566,HIGH
Moderate,Survival,Shukla Purna,5.0,64,17,10,10.9375,6.140350877192982,HIGH
Moderate,Survival,Shukla Purna,8.0,73,16,19,-4.10958904109589,-2.4390243902439024,HIGH
Moderate,Survival,Shukla Purna,3.0,85,32,22,11.764705882352938,7.407407407407406,HIGH
Moderate,Survival,Shukla Rikta,7.0,76,14,27,-17.105263157894736,-10.317460317460316,HIGH
Moderate,Survival,Shukla Rikta,2.0,68,21,16,7.35294117647059,4.2372881355932215,HIGH
Moderate,Survival,Shukla Rikta,4.0,63,13,19,-9.523809523809524,-5.309734513274336,HIGH
Moderate,Survival,Shukla Rikta,1.0,90,30,23,7.777777777777778,5.0,HIGH
Moderate,Survival,Shukla Rikta,6.0,51,14,15,-1.9607843137254888,-0.9900990099009894,HIGH
Moderate,Survival,Shukla Rikta,9.0,64,18,18,0.0,0.0,HIGH
Moderate,Survival,Shukla Rikta,5.0,48,10,16,-12.499999999999996,-6.122448979591835,HIGH
Moderate,Survival,Shukla Rikta,8.0,65,21,22,-1.5384615384615385,-0.8695652173913043,HIGH
Moderate,Survival,Shukla Rikta,3.0,87,15,32,-19.54022988505747,-12.408759124087592,HIGH
Moderate,Survival,Shukla Jaya,7.0,117,36,21,12.820512820512823,8.982035928143715,HIGH
Moderate,Survival,Shukla Jaya,2.0,150,59,28,20.666666666666664,15.499999999999998,HIGH
Moderate,Survival,Shukla Jaya,4.0,113,30,24,5.309734513274339,3.6809815950920264,HIGH
Moderate,Survival,Shukla Jaya,1.0,113,35,27,7.079646017699112,4.907975460122697,HIGH
Moderate,Survival,Shukla Jaya,6.0,97,30,19,11.34020618556701,7.482993197278911,HIGH
Moderate,Survival,Shukla Jaya,9.0,140,39,23,11.428571428571429,8.421052631578947,HIGH
Moderate,Survival,Shukla Jaya,5.0,108,27,35,-7.4074074074074066,-5.063291139240506,HIGH
Moderate,Survival,Shukla Jaya,8.0,129,37,36,0.7751937984496138,0.5586592178770959,HIGH
Moderate,Survival,Shukla Jaya,3.0,151,53,43,6.622516556291391,4.975124378109453,HIGH
Moderate,Survival,Krishna Jaya,7.0,127,45,33,9.448818897637794,6.779661016949152,HIGH
Moderate,Survival,Krishna Jaya,2.0,153,52,28,15.686274509803924,11.822660098522169,HIGH
Moderate,Survival,Krishna Jaya,4.0,106,26,21,4.716981132075471,3.205128205128205,HIGH
Moderate,Survival,Krishna Jaya,1.0,129,49,19,23.25581395348837,16.75977653631285,HIGH
Moderate,Survival,Krishna Jaya,6.0,122,34,32,1.6393442622950782,1.162790697674416,HIGH
Moderate,Survival,Krishna Jaya,9.0,146,51,28,15.753424657534248,11.734693877551022,HIGH
Moderate,Survival,Krishna Jaya,5.0,126,43,37,4.761904761904762,3.409090909090909,HIGH
Moderate,Survival,Krishna Jaya,8.0,145,41,36,3.448275862068967,2.564102564102565,HIGH
Moderate,Survival,Krishna Jaya,3.0,153,32,31,0.6535947712418305,0.492610837438424,HIGH
Moderate,Open,Krishna Bhadra,7.0,224,40,83,-19.196428571428573,-15.693430656934307,HIGH
Moderate,Open,Krishna Bhadra,2.0,288,73,87,-4.861111111111111,-4.1420118343195265,HIGH
Moderate,Open,Krishna Bhadra,4.0,208,43,74,-14.903846153846157,-12.015503875968994,HIGH
Moderate,Open,Krishna Bhadra,1.0,257,65,71,-2.3346303501945553,-1.9543973941368102,HIGH
Moderate,Open,Krishna Bhadra,6.0,234,57,68,-4.700854700854704,-3.8732394366197207,HIGH
Moderate,Open,Krishna Bhadra,9.0,236,61,91,-12.711864406779666,-10.489510489510494,HIGH
Moderate,Open,Krishna Bhadra,5.0,199,37,66,-14.572864321608039,-11.646586345381523,HIGH
Moderate,Open,Krishna Bhadra,8.0,214,49,69,-9.345794392523363,-7.575757575757574,HIGH
Moderate,Open,Krishna Bhadra,3.0,288,68,70,-0.6944444444444448,-0.5917159763313612,HIGH
Moderate,Open,Krishna Nanda,7.0,88,25,24,1.136363636363641,0.7246376811594232,HIGH
Moderate,Open,Krishna Nanda,2.0,123,34,32,1.6260162601625994,1.1560693641618482,HIGH
Moderate,Open,Krishna Nanda,4.0,78,30,12,23.076923076923077,14.0625,HIGH
Moderate,Open,Krishna Nanda,1.0,102,29,31,-1.9607843137254888,-1.3157894736842095,HIGH
Moderate,Open,Krishna Nanda,6.0,69,19,22,-4.347826086956519,-2.521008403361343,HIGH
Moderate,Open,Krishna Nanda,9.0,104,31,24,6.730769230769229,4.545454545454544,HIGH
Moderate,Open,Krishna Nanda,5.0,73,21,12,12.32876712328767,7.317073170731707,HIGH
Moderate,Open,Krishna Nanda,8.0,91,30,22,8.79120879120879,5.673758865248226,HIGH
Moderate,Open,Krishna Nanda,3.0,121,35,22,10.743801652892559,7.602339181286548,HIGH
Moderate,Open,Krishna Purna,7.0,115,13,37,-20.8695652173913,-14.545454545454545,HIGH
Moderate,Open,Krishna Purna,2.0,128,19,51,-25.0,-17.97752808988764,HIGH
Moderate,Open,Krishna Purna,4.0,101,8,44,-35.64356435643564,-23.841059602649004,HIGH
Moderate,Open,Krishna Purna,1.0,122,12,67,-45.08196721311476,-31.976744186046517,HIGH
Moderate,Open,Krishna Purna,6.0,74,8,32,-32.432432432432435,-19.354838709677423,HIGH
Moderate,Open,Krishna Purna,9.0,103,17,41,-23.300970873786405,-15.686274509803921,HIGH
Moderate,Open,Krishna Purna,5.0,102,13,33,-19.607843137254903,-13.157894736842106,HIGH
Moderate,Open,Krishna Purna,8.0,90,12,39,-30.000000000000004,-19.28571428571429,HIGH
Moderate,Open,Krishna Purna,3.0,113,18,48,-26.54867256637168,-18.40490797546012,HIGH
Moderate,Open,Shukla Bhadra,7.0,52,10,13,-5.769230769230768,-2.9411764705882346,HIGH
Moderate,Open,Shukla Bhadra,2.0,66,11,21,-15.151515151515152,-8.620689655172415,HIGH
Moderate,Open,Shukla Bhadra,4.0,40,12,6,15.0,6.666666666666666,HIGH
Moderate,Open,Shukla Bhadra,1.0,55,11,11,0.0,0.0,HIGH
Moderate,Open,Shukla Bhadra,6.0,42,9,9,0.0,0.0,HIGH
Moderate,Open,Shukla Bhadra,9.0,64,11,16,-7.8125,-4.385964912280701,HIGH
Moderate,Open,Shukla Bhadra,5.0,38,6,13,-18.42105263157895,-7.954545454545455,HIGH
Moderate,Open,Shukla Bhadra,8.0,56,14,15,-1.785714285714285,-0.9433962264150939,HIGH
Moderate,Open,Shukla Bhadra,3.0,64,16,16,0.0,0.0,HIGH
Moderate,Open,Shukla Nanda,7.0,159,48,34,8.805031446540879,6.698564593301434,HIGH
Moderate,Open,Shukla Nanda,2.0,194,63,33,15.463917525773196,12.295081967213115,HIGH
Moderate,Open,Shukla Nanda,4.0,110,26,28,-1.8181818181818161,-1.2499999999999987,HIGH
Moderate,Open,Shukla Nanda,1.0,130,29,27,1.5384615384615385,1.1111111111111112,HIGH
Moderate,Open,Shukla Nanda,6.0,116,37,23,12.06896551724138,8.433734939759038,HIGH
Moderate,Open,Shukla Nanda,9.0,172,58,30,16.279069767441857,12.61261261261261,HIGH
Moderate,Open,Shukla Nanda,5.0,118,33,27,5.0847457627118615,3.571428571428569,HIGH
Moderate,Open,Shukla Nanda,8.0,159,56,29,16.9811320754717,12.91866028708134,HIGH
Moderate,Open,Shukla Nanda,3.0,170,45,40,2.941176470588236,2.2727272727272734,HIGH
Moderate,Open,Krishna Rikta,7.0,113,29,31,-1.769911504424776,-1.2269938650306729,HIGH
Moderate,Open,Krishna Rikta,2.0,122,21,29,-6.557377049180327,-4.651162790697674,HIGH
Moderate,Open,Krishna Rikta,4.0,97,13,28,-15.463917525773194,-10.20408163265306,HIGH
Moderate,Open,Krishna Rikta,1.0,109,19,40,-19.26605504587156,-13.20754716981132,HIGH
Moderate,Open,Krishna Rikta,6.0,117,21,42,-17.94871794871795,-12.574850299401197,HIGH
Moderate,Open,Krishna Rikta,9.0,130,28,41,-9.999999999999998,-7.2222222222222205,HIGH
Moderate,Open,Krishna Rikta,5.0,115,14,39,-21.739130434782606,-15.15151515151515,HIGH
Moderate,Open,Krishna Rikta,8.0,110,28,34,-5.454545454545457,-3.7500000000000018,HIGH
Moderate,Open,Krishna Rikta,3.0,125,31,51,-15.999999999999998,-11.428571428571427,HIGH
Moderate,Open,Shukla Purna,7.0,77,21,17,5.194805194805194,3.149606299212598,HIGH
Moderate,Open,Shukla Purna,2.0,93,24,16,8.602150537634406,5.594405594405592,HIGH
Moderate,Open,Shukla Purna,4.0,65,12,9,4.615384615384616,2.608695652173913,HIGH
Moderate,Open,Shukla Purna,1.0,83,17,26,-10.843373493975905,-6.766917293233084,HIGH
Moderate,Open,Shukla Purna,6.0,57,6,13,-12.280701754385964,-6.542056074766354,HIGH
Moderate,Open,Shukla Purna,9.0,68,22,10,17.647058823529413,10.16949152542373,HIGH
Moderate,Open,Shukla Purna,5.0,55,13,12,1.8181818181818188,0.9523809523809528,HIGH
Moderate,Open,Shukla Purna,8.0,66,18,10,12.12121212121212,6.896551724137931,HIGH
Moderate,Open,Shukla Purna,3.0,93,24,19,5.376344086021503,3.496503496503495,HIGH
Moderate,Open,Shukla Rikta,7.0,104,24,30,-5.769230769230766,-3.896103896103894,HIGH
Moderate,Open,Shukla Rikta,2.0,137,40,44,-2.919708029197082,-2.1390374331550817,HIGH
Moderate,Open,Shukla Rikta,4.0,93,17,33,-17.20430107526882,-11.18881118881119,HIGH
Moderate,Open,Shukla Rikta,1.0,108,24,31,-6.481481481481483,-4.4303797468354436,HIGH
Moderate,Open,Shukla Rikta,6.0,91,24,31,-7.6923076923076925,-4.964539007092199,HIGH
Moderate,Open,Shukla Rikta,9.0,116,36,37,-0.8620689655172431,-0.6024096385542181,HIGH
Moderate,Open,Shukla Rikta,5.0,98,12,32,-20.40816326530612,-13.51351351351351,HIGH
Moderate,Open,Shukla Rikta,8.0,119,18,37,-15.96638655462185,-11.24260355029586,HIGH
Moderate,Open,Shukla Rikta,3.0,133,29,34,-3.7593984962406015,-2.73224043715847,HIGH
Moderate,Open,Shukla Jaya,7.0,173,35,49,-8.092485549132949,-6.278026905829598,HIGH
Moderate,Open,Shukla Jaya,2.0,161,39,44,-3.1055900621118013,-2.3696682464454977,HIGH
Moderate,Open,Shukla Jaya,4.0,159,58,51,4.402515723270439,3.349282296650717,HIGH
Moderate,Open,Shukla Jaya,1.0,156,54,35,12.179487179487177,9.223300970873785,HIGH
Moderate,Open,Shukla Jaya,6.0,156,40,61,-13.461538461538463,-10.194174757281555,HIGH
Moderate,Open,Shukla Jaya,9.0,174,53,47,3.448275862068967,2.6785714285714297,HIGH
Moderate,Open,Shukla Jaya,5.0,140,40,37,2.1428571428571406,1.5789473684210509,HIGH
Moderate,Open,Shukla Jaya,8.0,152,51,42,5.921052631578943,4.455445544554452,HIGH
Moderate,Open,Shukla Jaya,3.0,199,52,74,-11.055276381909545,-8.835341365461845,HIGH
Moderate,Open,Krishna Jaya,7.0,145,26,42,-11.034482758620692,-8.205128205128208,HIGH
Moderate,Open,Krishna Jaya,2.0,158,36,51,-9.49367088607595,-7.211538461538462,HIGH
Moderate,Open,Krishna Jaya,4.0,121,17,47,-24.793388429752063,-17.543859649122805,HIGH
Moderate,Open,Krishna Jaya,1.0,145,29,48,-13.103448275862068,-9.743589743589743,HIGH
Moderate,Open,Krishna Jaya,6.0,126,23,43,-15.873015873015875,-11.363636363636365,HIGH
Moderate,Open,Krishna Jaya,9.0,124,34,32,1.6129032258064502,1.1494252873563209,HIGH
Moderate,Open,Krishna Jaya,5.0,119,23,37,-11.76470588235294,-8.284023668639053,HIGH
Moderate,Open,Krishna Jaya,8.0,98,24,31,-7.142857142857145,-4.729729729729732,HIGH
Moderate,Open,Krishna Jaya,3.0,156,19,51,-20.51282051282051,-15.53398058252427,HIGH
Tough,Open,Shukla Bhadra,7.0,39,17,4,33.333333333333336,14.606741573033709,HIGH
Tough,Open,Shukla Bhadra,2.0,64,14,16,-3.125,-1.7543859649122806,HIGH
Tough,Open,Shukla Bhadra,4.0,51,13,12,1.9607843137254888,0.9900990099009894,HIGH
Tough,Open,Shukla Bhadra,1.0,50,12,8,7.999999999999999,3.9999999999999996,HIGH
Tough,Open,Shukla Bhadra,6.0,42,9,8,2.380952380952381,1.0869565217391304,HIGH
Tough,Open,Shukla Bhadra,9.0,51,10,8,3.9215686274509802,1.9801980198019802,HIGH
Tough,Open,Shukla Bhadra,8.0,54,17,7,18.51851851851852,9.615384615384617,HIGH
Tough,Open,Shukla Bhadra,5.0,31,9,8,3.2258064516129057,1.2345679012345687,HIGH
Tough,Open,Shukla Bhadra,3.0,53,18,9,16.9811320754717,8.737864077669903,HIGH
Tough,Open,Krishna Bhadra,7.0,18,2,6,-22.22222222222222,-5.88235294117647,EXPLORATORY
Tough,Open,Krishna Bhadra,2.0,28,6,6,0.0,0.0,EXPLORATORY
Tough,Open,Krishna Bhadra,4.0,16,7,5,12.5,3.0303030303030303,EXPLORATORY
Tough,Open,Krishna Bhadra,1.0,23,7,2,21.73913043478261,6.8493150684931505,EXPLORATORY
Tough,Open,Krishna Bhadra,6.0,15,4,1,20.0,4.615384615384616,EXPLORATORY
Tough,Open,Krishna Bhadra,9.0,14,2,3,-7.142857142857142,-1.5625,WEAK
Tough,Open,Krishna Bhadra,8.0,19,6,3,15.789473684210526,4.3478260869565215,EXPLORATORY
Tough,Open,Krishna Bhadra,5.0,13,2,4,-15.384615384615385,-3.1746031746031744,WEAK
Tough,Open,Krishna Bhadra,3.0,24,6,7,-4.166666666666669,-1.3513513513513522,EXPLORATORY
Tough,Open,Shukla Jaya,7.0,16,6,8,-12.5,-3.0303030303030303,EXPLORATORY
Tough,Open,Shukla Jaya,2.0,14,2,2,0.0,0.0,WEAK
Tough,Open,Shukla Jaya,4.0,24,2,2,0.0,0.0,EXPLORATORY
Tough,Open,Shukla Jaya,1.0,26,6,6,0.0,0.0,EXPLORATORY
Tough,Open,Shukla Jaya,6.0,14,2,0,14.285714285714285,3.125,WEAK
Tough,Open,Shukla Jaya,9.0,14,4,6,-14.285714285714285,-3.125,WEAK
Tough,Open,Shukla Jaya,8.0,4,0,0,0.0,0.0,WEAK
Tough,Open,Shukla Jaya,5.0,12,0,2,-16.666666666666664,-3.2258064516129026,WEAK
Tough,Open,Shukla Jaya,3.0,20,6,6,0.0,0.0,EXPLORATORY
Tough,Positioning,Shukla Bhadra,7.0,10,0,0,0.0,0.0,WEAK
Tough,Positioning,Shukla Bhadra,2.0,11,6,0,54.54545454545454,9.83606557377049,WEAK
Tough,Positioning,Shukla Bhadra,4.0,10,0,3,-30.0,-5.0,WEAK
Tough,Positioning,Shukla Bhadra,1.0,13,2,6,-30.76923076923077,-6.349206349206349,WEAK
Tough,Positioning,Shukla Bhadra,6.0,7,0,3,-42.857142857142854,-5.263157894736842,WEAK
Tough,Positioning,Shukla Bhadra,9.0,11,1,2,-9.090909090909092,-1.6393442622950822,WEAK
Tough,Positioning,Shukla Bhadra,8.0,13,5,3,15.384615384615385,3.1746031746031744,WEAK
Tough,Positioning,Shukla Bhadra,5.0,6,2,2,0.0,0.0,WEAK
Tough,Positioning,Shukla Bhadra,3.0,10,1,1,0.0,0.0,WEAK
Tough,Positioning,Krishna Jaya,7.0,16,9,2,43.75,10.606060606060606,EXPLORATORY
Tough,Positioning,Krishna Jaya,2.0,21,11,4,33.333333333333336,9.859154929577466,EXPLORATORY
Tough,Positioning,Krishna Jaya,4.0,12,3,1,16.666666666666668,3.2258064516129035,WEAK
Tough,Positioning,Krishna Jaya,1.0,18,6,3,16.666666666666664,4.411764705882352,EXPLORATORY
Tough,Positioning,Krishna Jaya,6.0,15,6,2,26.66666666666667,6.153846153846155,EXPLORATORY
Tough,Positioning,Krishna Jaya,9.0,8,3,1,25.0,3.4482758620689653,WEAK
Tough,Positioning,Krishna Jaya,8.0,11,2,1,9.090909090909092,1.6393442622950822,WEAK
Tough,Positioning,Krishna Jaya,5.0,11,5,2,27.27272727272727,4.918032786885245,WEAK
Tough,Positioning,Krishna Jaya,3.0,23,10,6,17.391304347826086,5.47945205479452,EXPLORATORY
Tough,Positioning,Krishna Purna,7.0,25,7,4,12.000000000000002,4.0,EXPLORATORY
Tough,Positioning,Krishna Purna,2.0,31,9,8,3.2258064516129057,1.2345679012345687,HIGH
Tough,Positioning,Krishna Purna,4.0,19,7,2,26.31578947368421,7.246376811594202,EXPLORATORY
Tough,Positioning,Krishna Purna,1.0,26,11,3,30.76923076923077,10.526315789473685,EXPLORATORY
Tough,Positioning,Krishna Purna,6.0,25,7,5,8.000000000000002,2.666666666666667,EXPLORATORY
Tough,Positioning,Krishna Purna,9.0,24,9,4,20.833333333333336,6.756756756756758,EXPLORATORY
Tough,Positioning,Krishna Purna,8.0,15,4,0,26.666666666666668,6.153846153846154,EXPLORATORY
Tough,Positioning,Krishna Purna,5.0,26,13,3,38.46153846153846,13.157894736842104,EXPLORATORY
Tough,Positioning,Krishna Purna,3.0,23,12,0,52.17391304347826,16.43835616438356,EXPLORATORY
Tough,Positioning,Krishna Bhadra,7.0,26,10,2,30.76923076923077,10.526315789473685,EXPLORATORY
Tough,Positioning,Krishna Bhadra,2.0,42,8,0,19.047619047619047,8.695652173913043,HIGH
Tough,Positioning,Krishna Bhadra,4.0,22,0,4,-18.181818181818183,-5.555555555555556,EXPLORATORY
Tough,Positioning,Krishna Bhadra,1.0,26,10,8,7.6923076923076925,2.6315789473684212,EXPLORATORY
Tough,Positioning,Krishna Bhadra,6.0,28,6,6,0.0,0.0,EXPLORATORY
Tough,Positioning,Krishna Bhadra,9.0,30,6,2,13.333333333333336,5.000000000000001,HIGH
Tough,Positioning,Krishna Bhadra,8.0,24,4,6,-8.333333333333334,-2.702702702702703,EXPLORATORY
Tough,Positioning,Krishna Bhadra,5.0,22,6,6,0.0,0.0,EXPLORATORY
Tough,Positioning,Krishna Bhadra,3.0,40,18,6,30.000000000000004,13.333333333333334,HIGH
Tough,Positioning,Shukla Jaya,7.0,6,0,0,0.0,0.0,WEAK
Tough,Positioning,Shukla Jaya,2.0,24,0,8,-33.33333333333333,-10.81081081081081,EXPLORATORY
Tough,Positioning,Shukla Jaya,4.0,12,2,2,0.0,0.0,WEAK
Tough,Positioning,Shukla Jaya,1.0,18,0,10,-55.55555555555556,-14.705882352941178,EXPLORATORY
Tough,Positioning,Shukla Jaya,6.0,14,0,6,-42.857142857142854,-9.375,WEAK
Tough,Positioning,Shukla Jaya,9.0,16,0,12,-75.0,-18.181818181818183,EXPLORATORY
Tough,Positioning,Shukla Jaya,8.0,12,0,8,-66.66666666666666,-12.90322580645161,WEAK
Tough,Positioning,Shukla Jaya,5.0,10,0,6,-60.0,-10.0,WEAK
Tough,Positioning,Shukla Jaya,3.0,14,2,8,-42.857142857142854,-9.375,WEAK
Tough,Positioning,Shukla Nanda,7.0,30,10,6,13.33333333333333,4.999999999999999,HIGH
Tough,Positioning,Shukla Nanda,2.0,26,0,6,-23.076923076923077,-7.894736842105263,EXPLORATORY
Tough,Positioning,Shukla Nanda,4.0,24,6,6,0.0,0.0,EXPLORATORY
Tough,Positioning,Shukla Nanda,1.0,26,4,6,-7.6923076923076925,-2.6315789473684212,EXPLORATORY
Tough,Positioning,Shukla Nanda,6.0,22,8,2,27.27272727272727,8.333333333333334,EXPLORATORY
Tough,Positioning,Shukla Nanda,9.0,30,8,6,6.666666666666665,2.4999999999999996,HIGH
Tough,Positioning,Shukla Nanda,8.0,22,4,4,0.0,0.0,EXPLORATORY
Tough,Positioning,Shukla Nanda,5.0,32,12,8,12.5,4.878048780487805,HIGH
Tough,Positioning,Shukla Nanda,3.0,30,10,4,20.0,7.5,HIGH
Tough,Positioning,Shukla Rikta,7.0,8,0,6,-75.0,-10.344827586206897,WEAK
Tough,Positioning,Shukla Rikta,2.0,8,0,4,-50.0,-6.896551724137931,WEAK
Tough,Positioning,Shukla Rikta,4.0,6,0,2,-33.33333333333333,-3.5714285714285707,WEAK
Tough,Positioning,Shukla Rikta,1.0,6,1,4,-50.0,-5.357142857142857,WEAK
Tough,Positioning,Shukla Rikta,6.0,6,0,3,-50.0,-5.357142857142857,WEAK
Tough,Positioning,Shukla Rikta,9.0,3,1,1,0.0,0.0,WEAK
Tough,Positioning,Shukla Rikta,8.0,7,0,4,-57.14285714285714,-7.0175438596491215,WEAK
Tough,Positioning,Shukla Rikta,5.0,5,0,3,-60.0,-5.454545454545455,WEAK
Tough,Positioning,Shukla Rikta,3.0,6,0,5,-83.33333333333334,-8.928571428571429,WEAK
Tough,Closing,Krishna Jaya,7.0,22,6,2,18.18181818181818,5.555555555555555,EXPLORATORY
Tough,Closing,Krishna Jaya,2.0,22,2,14,-54.54545454545454,-16.666666666666668,EXPLORATORY
Tough,Closing,Krishna Jaya,4.0,16,4,2,12.5,3.0303030303030303,EXPLORATORY
Tough,Closing,Krishna Jaya,1.0,20,4,6,-9.999999999999998,-2.8571428571428563,EXPLORATORY
Tough,Closing,Krishna Jaya,6.0,12,0,8,-66.66666666666666,-12.90322580645161,WEAK
Tough,Closing,Krishna Jaya,9.0,14,4,4,0.0,0.0,WEAK
Tough,Closing,Krishna Jaya,8.0,8,0,2,-25.0,-3.4482758620689653,WEAK
Tough,Closing,Krishna Jaya,5.0,10,0,6,-60.0,-10.0,WEAK
Tough,Closing,Krishna Jaya,3.0,18,4,6,-11.11111111111111,-2.941176470588235,EXPLORATORY
Tough,Closing,Krishna Rikta,7.0,25,3,4,-4.000000000000001,-1.3333333333333335,EXPLORATORY
Tough,Closing,Krishna Rikta,2.0,31,10,10,0.0,0.0,HIGH
Tough,Closing,Krishna Rikta,4.0,19,1,14,-68.42105263157893,-18.840579710144922,EXPLORATORY
Tough,Closing,Krishna Rikta,1.0,26,2,14,-46.15384615384615,-15.789473684210526,EXPLORATORY
Tough,Closing,Krishna Rikta,6.0,25,2,10,-32.0,-10.666666666666666,EXPLORATORY
Tough,Closing,Krishna Rikta,9.0,24,4,12,-33.333333333333336,-10.810810810810812,EXPLORATORY
Tough,Closing,Krishna Rikta,8.0,15,0,6,-40.0,-9.230769230769232,EXPLORATORY
Tough,Closing,Krishna Rikta,5.0,26,2,17,-57.692307692307686,-19.736842105263158,EXPLORATORY
Tough,Closing,Krishna Rikta,3.0,23,0,8,-34.78260869565217,-10.95890410958904,EXPLORATORY
Tough,Closing,Krishna Bhadra,7.0,18,1,9,-44.44444444444444,-11.76470588235294,EXPLORATORY
Tough,Closing,Krishna Bhadra,2.0,23,4,13,-39.13043478260869,-12.328767123287669,EXPLORATORY
Tough,Closing,Krishna Bhadra,4.0,19,3,10,-36.84210526315789,-10.144927536231883,EXPLORATORY
Tough,Closing,Krishna Bhadra,1.0,16,2,7,-31.25,-7.575757575757576,EXPLORATORY
Tough,Closing,Krishna Bhadra,6.0,13,2,3,-7.6923076923076925,-1.5873015873015872,WEAK
Tough,Closing,Krishna Bhadra,9.0,10,0,4,-40.0,-6.666666666666666,WEAK
Tough,Closing,Krishna Bhadra,8.0,13,3,4,-7.6923076923076925,-1.5873015873015872,WEAK
