condition,round_type,color,exec_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Moderate,Open,Green,75-100,125,33,40,26.400000000000002,32.0,-5.599999999999998,-3.9999999999999987,HIGH,0.32642519852432
Moderate,Open,Red,50-75,173,39,48,22.54335260115607,27.74566473988439,-5.20231213872832,-4.035874439461881,HIGH,0.28637315875526015
Calm,Positioning,Yellow,50-75,2376,503,603,21.170033670033668,25.37878787878788,-4.208754208754211,-4.122011541632319,HIGH,0.1911960643028746
Calm,Positioning,Purple,25-50,505,128,151,25.346534653465348,29.9009900990099,-4.554455445544551,-4.144144144144142,HIGH,0.2716214711672673
Calm,Survival,Purple,75-100,256,58,71,22.65625,27.734375,-5.078125,-4.248366013071895,HIGH,0.2595746472515625
Calm,Positioning,Red,25-50,90,19,25,21.11111111111111,27.77777777777778,-6.666666666666668,-4.2857142857142865,HIGH,0.26582633962255553
Calm,Open,Red,25-50,156,35,44,22.435897435897438,28.205128205128204,-5.7692307692307665,-4.3689320388349495,HIGH,0.07188858912666668
Calm,Survival,Purple,50-75,1109,240,291,21.641118124436428,26.239855725879167,-4.598737601442739,-4.400345125107849,HIGH,0.018630961341992755
Moderate,Positioning,Blue,75-100,85,21,27,24.705882352941178,31.76470588235294,-7.058823529411761,-4.444444444444442,HIGH,0.1648599927669411
Tough,Closing,Purple,25-50,17,2,5,11.76470588235294,29.411764705882355,-17.647058823529413,-4.477611940298508,EXPLORATORY,0.39565301142470577
Moderate,Open,Blue,25-50,684,159,193,23.24561403508772,28.21637426900585,-4.970760233918131,-4.6321525885558605,HIGH,0.31402068728726734
Moderate,Survival,Yellow,25-50,890,211,255,23.70786516853933,28.651685393258425,-4.943820224719097,-4.680851063829784,HIGH,0.3512643433291484
Calm,Closing,Pink,0-25,12,0,3,0.0,25.0,-25.0,-4.838709677419355,WEAK,1.2163943655916667
Moderate,Positioning,Green,75-100,71,13,19,18.30985915492958,26.76056338028169,-8.450704225352109,-4.958677685950411,HIGH,0.24417156122366193
Tough,Open,Purple,50-75,88,20,27,22.727272727272727,30.681818181818183,-7.954545454545457,-5.072463768115943,HIGH,0.5142363343313181
Tough,Survival,Red,25-50,8,0,3,0.0,37.5,-37.5,-5.172413793103448,WEAK,1.1584646041099997
Tough,Closing,Red,50-75,7,0,3,0.0,42.857142857142854,-42.857142857142854,-5.263157894736842,WEAK,2.7284891595634284
Tough,Survival,Orange,50-75,25,2,6,8.0,24.0,-16.0,-5.333333333333333,EXPLORATORY,0.5478957885700402
Moderate,Open,Blue,0-25,6,0,3,0.0,50.0,-50.0,-5.357142857142857,WEAK,1.2637880258666665
Tough,Closing,Yellow,25-50,37,5,10,13.513513513513514,27.027027027027028,-13.513513513513514,-5.747126436781609,HIGH,0.7333012414278378
Calm,Open,Yellow,25-50,1899,439,552,23.117430226434966,29.067930489731435,-5.950500263296469,-5.797845048742943,HIGH,0.40183598594650866
Calm,Open,Yellow,50-75,3864,887,1121,22.955486542443065,29.011387163561075,-6.05590062111801,-5.978538579458352,HIGH,0.3488209555640295
Calm,Open,Red,50-75,292,61,82,20.89041095890411,28.08219178082192,-7.19178082191781,-6.140350877192984,HIGH,0.38750100035832197
Calm,Open,Green,75-100,177,39,53,22.033898305084744,29.943502824858758,-7.909604519774014,-6.1674008810572705,HIGH,0.5565811100472318
Calm,Positioning,Purple,50-75,887,196,255,22.096956031567082,28.74859075535513,-6.6516347237880495,-6.296691568836713,HIGH,0.30903372025211945
Moderate,Survival,Yellow,75-100,465,121,154,26.021505376344084,33.11827956989247,-7.096774193548388,-6.407766990291263,HIGH,0.2935788635041347
Tough,Open,Purple,25-50,12,0,4,0.0,33.33333333333333,-33.33333333333333,-6.451612903225805,WEAK,1.2077794003833333
Calm,Survival,Orange,75-100,134,32,44,23.88059701492537,32.83582089552239,-8.955223880597018,-6.521739130434785,HIGH,0.04276290829499998
Calm,Open,Yellow,0-25,11,1,5,9.090909090909092,45.45454545454545,-36.36363636363636,-6.557377049180327,WEAK,1.2142774221454542
Moderate,Open,Pink,50-75,11,1,5,9.090909090909092,45.45454545454545,-36.36363636363636,-6.557377049180327,WEAK,1.8626029664636368
Moderate,Closing,Pink,0-25,11,0,4,0.0,36.36363636363637,-36.36363636363637,-6.557377049180329,WEAK,1.511650537318182
Moderate,Open,Pink,0-25,7,0,4,0.0,57.14285714285714,-57.14285714285714,-7.0175438596491215,WEAK,2.3749720549142856
Moderate,Open,Red,25-50,63,16,24,25.396825396825395,38.095238095238095,-12.6984126984127,-7.079646017699115,HIGH,0.6586252571968253
Calm,Closing,Orange,0-25,6,0,4,0.0,66.66666666666666,-66.66666666666666,-7.1428571428571415,WEAK,2.852146243016667
Calm,Open,Blue,25-50,1347,285,388,21.158129175946545,28.804751299183373,-7.646622123236828,-7.372942018611314,HIGH,0.3165497672128582
Calm,Open,Purple,50-75,1458,332,445,22.770919067215363,30.521262002743484,-7.750342935528121,-7.493368700265252,HIGH,0.37499245486626204
Moderate,Positioning,Orange,75-100,29,3,9,10.344827586206897,31.03448275862069,-20.689655172413794,-7.59493670886076,EXPLORATORY,0.9904828427517243
Calm,Open,Blue,50-75,1792,370,512,20.647321428571427,28.57142857142857,-7.924107142857142,-7.70901194353963,HIGH,0.3483760112946763
Calm,Positioning,Orange,25-50,803,169,235,21.046077210460773,29.265255292652554,-8.219178082191782,-7.737397420867527,HIGH,0.37752572403262763
Calm,Survival,Green,25-50,598,111,163,18.561872909698995,27.257525083612038,-8.695652173913043,-8.024691358024691,HIGH,0.11948209954558528
Moderate,Open,Orange,75-100,172,38,56,22.093023255813954,32.55813953488372,-10.465116279069768,-8.108108108108109,HIGH,0.47105291650511627
Moderate,Open,Yellow,25-50,1071,252,343,23.52941176470588,32.02614379084967,-8.496732026143793,-8.117752007136486,HIGH,0.43228627224003674
Moderate,Positioning,Purple,50-75,498,109,154,21.88755020080321,30.923694779116467,-9.036144578313255,-8.21167883211679,HIGH,0.43529989818713294
Moderate,Survival,Red,25-50,58,15,24,25.862068965517242,41.37931034482759,-15.517241379310345,-8.333333333333334,HIGH,0.5916948243865517
Calm,Closing,Orange,75-100,164,32,50,19.51219512195122,30.48780487804878,-10.975609756097562,-8.411214953271028,HIGH,0.3916852443286586
Calm,Closing,Red,50-75,147,23,40,15.646258503401361,27.2108843537415,-11.564625850340137,-8.629441624365484,HIGH,0.3281646753979592
Moderate,Open,Orange,50-75,780,163,235,20.897435897435898,30.128205128205128,-9.23076923076923,-8.674698795180722,HIGH,0.4460861219285052
Calm,Survival,Green,75-100,234,52,78,22.22222222222222,33.33333333333333,-11.111111111111107,-9.154929577464786,HIGH,0.6474273295115385
Moderate,Survival,Orange,50-75,850,179,262,21.058823529411764,30.823529411764707,-9.764705882352942,-9.222222222222223,HIGH,0.40942562632443535
Calm,Open,Blue,75-100,453,81,128,17.880794701986755,28.2560706401766,-10.375275938189844,-9.34393638170974,HIGH,0.4670204198052538
Moderate,Closing,Red,50-75,107,17,32,15.887850467289718,29.906542056074763,-14.018691588785044,-9.554140127388532,HIGH,0.7507180720555139
Moderate,Open,Blue,50-75,1216,254,375,20.888157894736842,30.838815789473685,-9.950657894736842,-9.557661927330175,HIGH,0.6595318831876684
Moderate,Closing,Red,25-50,54,10,20,18.51851851851852,37.03703703703704,-18.51851851851852,-9.615384615384617,HIGH,1.3295103004931486
Calm,Open,Green,50-75,1287,249,381,19.34731934731935,29.603729603729604,-10.256410256410255,-9.87284966342558,HIGH,0.5232862995280886
Moderate,Open,Green,25-50,314,73,109,23.248407643312103,34.71337579617834,-11.464968152866238,-9.890109890109887,HIGH,0.7004218447560085
Tough,Closing,Orange,75-100,10,0,6,0.0,60.0,-60.0,-10.0,WEAK,2.6438007931
Moderate,Open,Yellow,50-75,2517,525,782,20.858164481525627,31.068732618196265,-10.210568136670638,-10.011686793922866,HIGH,0.4668176016272988
Calm,Open,Purple,75-100,248,52,82,20.967741935483872,33.064516129032256,-12.096774193548384,-10.067114093959729,HIGH,0.4482733441832259
Calm,Open,Pink,25-50,88,17,31,19.318181818181817,35.22727272727273,-15.90909090909091,-10.144927536231883,HIGH,0.7119286920250001
Moderate,Closing,Purple,25-50,200,44,70,22.0,35.0,-13.0,-10.4,HIGH,0.54355149939405
Tough,Survival,Blue,25-50,51,8,19,15.686274509803921,37.254901960784316,-21.568627450980394,-10.891089108910892,HIGH,1.156338476047451
Calm,Survival,Blue,50-75,1466,308,486,21.00954979536153,33.15143246930423,-12.141882673942703,-11.74142480211082,HIGH,0.6624804029828582
Tough,Survival,Red,50-75,16,3,11,18.75,68.75,-50.0,-12.121212121212121,EXPLORATORY,1.6589469013681248
Calm,Survival,Yellow,50-75,3272,661,1067,20.20171149144254,32.61002444987775,-12.408312958435207,-12.22155328115593,HIGH,0.6175193683661002
Calm,Survival,Orange,50-75,726,145,245,19.97245179063361,33.7465564738292,-13.774104683195592,-12.88659793814433,HIGH,0.6877851832873416
Moderate,Positioning,Orange,0-25,12,0,8,0.0,66.66666666666666,-66.66666666666666,-12.90322580645161,WEAK,2.7261982931500004
Tough,Survival,Orange,25-50,59,6,21,10.16949152542373,35.59322033898305,-25.423728813559322,-13.761467889908257,HIGH,0.930747433587356
Tough,Positioning,Blue,25-50,66,11,27,16.666666666666664,40.909090909090914,-24.24242424242425,-13.793103448275867,HIGH,0.8011152040678787
Tough,Closing,Blue,25-50,27,3,14,11.11111111111111,51.85185185185185,-40.74074074074073,-14.285714285714283,EXPLORATORY,2.0441997928077775
Tough,Closing,Blue,50-75,47,9,23,19.148936170212767,48.93617021276596,-29.78723404255319,-14.43298969072165,HIGH,1.696696066871511
Calm,Open,Orange,25-50,1299,238,441,18.321785989222477,33.94919168591224,-15.627405696689763,-15.048183839881396,HIGH,0.7587798189552194
Calm,Open,Red,75-100,53,6,22,11.320754716981133,41.509433962264154,-30.18867924528302,-15.533980582524272,HIGH,1.2057222642018866
Moderate,Survival,Blue,75-100,147,21,55,14.285714285714285,37.41496598639456,-23.12925170068028,-17.25888324873097,HIGH,1.0544590004631973
Calm,Positioning,Orange,75-100,140,15,49,10.714285714285714,35.0,-24.285714285714285,-17.89473684210526,HIGH,0.9099015452537857
Moderate,Survival,Orange,75-100,150,19,59,12.666666666666668,39.33333333333333,-26.66666666666666,-19.999999999999996,HIGH,1.3586537916218666
Tough,Closing,Purple,50-75,53,8,29,15.09433962264151,54.71698113207547,-39.62264150943396,-20.388349514563107,HIGH,1.3232801880405656
Tough,Closing,Yellow,50-75,176,24,71,13.636363636363635,40.340909090909086,-26.704545454545453,-20.79646017699115,HIGH,1.4077511925647272
Tough,Positioning,Blue,75-100,36,1,19,2.7777777777777777,52.77777777777778,-50.0,-20.930232558139537,HIGH,2.2022440815998334
Tough,Closing,Green,50-75,82,6,39,7.317073170731707,47.5609756097561,-40.243902439024396,-25.000000000000004,HIGH,2.0567728550986097
Calm,Open,Orange,75-100,264,28,112,10.606060606060606,42.42424242424242,-31.818181818181817,-26.751592356687897,HIGH,1.607430783925947
