condition,round_type,color,exec_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Calm,Closing,Red,75-100,27,6,2,22.22222222222222,7.4074074074074066,14.814814814814815,5.194805194805195,EXPLORATORY,-1.0990736387481481
Tough,Open,Orange,50-75,27,8,4,29.629629629629626,14.814814814814813,14.814814814814813,5.194805194805194,EXPLORATORY,-0.533663207382963
Moderate,Positioning,Orange,50-75,331,90,71,27.19033232628399,21.45015105740181,5.7401812688821785,4.9868766404199505,HIGH,-0.40773025975187316
Moderate,Survival,Green,50-75,717,218,181,30.404463040446306,25.24407252440725,5.160390516039055,4.8239895697522845,HIGH,-0.08082509344483234
Tough,Survival,Green,50-75,96,23,16,23.958333333333336,16.666666666666664,7.291666666666671,4.794520547945209,HIGH,-0.44406792284618746
Moderate,Closing,Yellow,75-100,257,87,73,33.85214007782101,28.404669260700388,5.4474708171206245,4.56026058631922,HIGH,-0.5947743202216165
Moderate,Open,Pink,25-50,26,10,7,38.46153846153847,26.923076923076923,11.538461538461544,3.9473684210526336,EXPLORATORY,-0.3292032468961538
Moderate,Positioning,Green,50-75,384,115,98,29.947916666666668,25.520833333333332,4.427083333333336,3.917050691244242,HIGH,-0.12238717328329364
Calm,Positioning,Yellow,0-25,2,2,0,100.0,0.0,100.0,3.8461538461538463,WEAK,-9.888956423
Calm,Positioning,Orange,0-25,2,2,0,100.0,0.0,100.0,3.8461538461538463,WEAK,-3.2711006520000003
Calm,Positioning,Purple,0-25,2,2,0,100.0,0.0,100.0,3.8461538461538463,WEAK,-10.235568108999999
Calm,Positioning,Green,0-25,2,2,0,100.0,0.0,100.0,3.8461538461538463,WEAK,-3.4181906189999998
Moderate,Open,Brown,50-75,3,2,0,66.66666666666666,0.0,66.66666666666666,3.773584905660377,WEAK,-5.702922686296667
Moderate,Survival,Purple,0-25,3,2,0,66.66666666666666,0.0,66.66666666666666,3.773584905660377,WEAK,-3.5820297401
Moderate,Closing,Blue,0-25,4,2,0,50.0,0.0,50.0,3.7037037037037033,WEAK,-1.6402672773047249
Calm,Closing,Blue,0-25,4,2,0,50.0,0.0,50.0,3.7037037037037033,WEAK,-1.2586040106
Tough,Positioning,Purple,25-50,31,8,5,25.806451612903224,16.129032258064516,9.677419354838708,3.703703703703703,HIGH,-0.05967976120406456
Moderate,Positioning,Yellow,75-100,226,70,60,30.973451327433626,26.548672566371685,4.4247787610619405,3.6231884057970962,HIGH,0.07438912318846488
Calm,Open,Pink,0-25,6,3,1,50.0,16.666666666666664,33.333333333333336,3.5714285714285716,WEAK,-1.0427657333333336
Moderate,Positioning,Green,25-50,174,49,41,28.160919540229884,23.563218390804597,4.597701149425287,3.571428571428571,HIGH,-0.12841673350235633
Calm,Open,Blue,0-25,6,2,0,33.33333333333333,0.0,33.33333333333333,3.5714285714285707,WEAK,-1.9074708501333333
Tough,Open,Yellow,75-100,8,3,1,37.5,12.5,25.0,3.4482758620689653,WEAK,-1.6816648019437501
Moderate,Positioning,Red,75-100,8,2,0,25.0,0.0,25.0,3.4482758620689653,WEAK,-0.7144552536
Calm,Positioning,Pink,25-50,38,10,7,26.31578947368421,18.421052631578945,7.894736842105264,3.409090909090909,HIGH,0.2516634135157895
Tough,Open,Orange,75-100,9,2,0,22.22222222222222,0.0,22.22222222222222,3.3898305084745766,WEAK,-0.6903680036711111
Calm,Closing,Orange,50-75,691,178,153,25.759768451519538,22.14182344428365,3.617945007235889,3.3738191632928465,HIGH,-0.14356087093199715
Tough,Closing,Orange,50-75,12,3,1,25.0,8.333333333333332,16.666666666666668,3.2258064516129035,WEAK,-1.6276558825053333
Tough,Open,Green,50-75,78,15,11,19.230769230769234,14.102564102564102,5.128205128205131,3.1250000000000018,HIGH,-0.43863116223699994
Calm,Closing,Pink,50-75,20,5,3,25.0,15.0,10.0,2.8571428571428568,EXPLORATORY,-0.4489292456
Tough,Open,Green,25-50,21,4,2,19.047619047619047,9.523809523809524,9.523809523809524,2.816901408450704,EXPLORATORY,-0.6818937977780953
Calm,Survival,Blue,75-100,240,65,57,27.083333333333332,23.75,3.333333333333332,2.7586206896551713,HIGH,-0.22015065906599998
Calm,Positioning,Blue,25-50,785,210,187,26.751592356687897,23.821656050955415,2.9299363057324825,2.7544910179640705,HIGH,-0.08998525551104458
Tough,Positioning,Green,75-100,25,8,6,32.0,24.0,8.0,2.6666666666666665,EXPLORATORY,-0.3344110952952001
Moderate,Positioning,Yellow,25-50,515,150,135,29.126213592233007,26.21359223300971,2.912621359223298,2.654867256637165,HIGH,-0.027476698967667745
Calm,Closing,Purple,25-50,370,105,94,28.37837837837838,25.405405405405407,2.972972972972972,2.619047619047618,HIGH,-0.08672269712524332
