player_id,player_name,dimension_value,events,avg_score,win_rate,good_count,bad_count
1405,Bubba Watson,Earth,30,0.051,0.167,5.0,8.0
1202,Bud Cauley,Metal,157,-0.254,0.261,41.0,30.0
1105,Byeong Hun An,Metal,273,-0.396,0.289,79.0,52.0
1154,C.T. Pan,Metal,203,0.028,0.217,44.0,50.0
1636,Caleb Surratt,Wood,9,1.894,0.222,2.0,3.0
1591,Callum McNeill,Water,10,2.443,0.0,0.0,6.0
1469,Callum Shinkwin,Wood,18,0.934,0.278,5.0,8.0
1124,Callum Tarren,Metal,244,0.352,0.23,56.0,72.0
1605,Calum Hill,Wood,10,-1.266,0.4,4.0,1.0
1059,Cam Davis,Wood,328,0.116,0.265,87.0,86.0
2335,Cameron Adam,Water,2,-0.285,0.0,0.0,0.0
1117,Cameron Champ,Wood,253,0.295,0.225,57.0,72.0
1260,Cameron Smith,Water,88,-1.213,0.386,34.0,15.0
1306,Cameron Tringale,Fire,66,-0.047,0.227,15.0,17.0
1034,Cameron Young,Fire,360,-0.772,0.339,122.0,63.0
1118,Camilo Villegas,Metal,251,0.702,0.175,44.0,73.0
1187,Carl Yuan,Fire,173,0.672,0.202,35.0,56.0
1338,Carlos Ortiz,Metal,53,0.644,0.189,10.0,17.0
1088,Carson Young,Wood,291,0.062,0.22,64.0,68.0
1576,Casey Jarvis,Water,11,0.985,0.273,3.0,5.0
1023,Chad Ramey,Water,368,0.18,0.242,89.0,92.0
1148,Chan Kim,Metal,208,-0.302,0.255,53.0,39.0
1406,Chandler Blanchet,Wood,29,0.45,0.241,7.0,11.0
1159,Chandler Phillips,Fire,199,-0.044,0.236,47.0,44.0
1360,Charl Schwartzel,Wood,43,0.778,0.116,5.0,12.0
1372,Charles Howell III,Earth,40,-0.413,0.25,10.0,10.0
1826,Charles Osborne,Earth,4,-2.635,0.5,2.0,0.0
1108,Charley Hoffman,Fire,269,0.308,0.227,61.0,75.0
1623,Charlie Reiter,Earth,10,1.842,0.1,1.0,5.0
1426,Chase Johnson,Wood,24,1.816,0.042,1.0,11.0
1106,Chesson Hadley,Fire,271,0.296,0.214,58.0,68.0
1103,Chez Reavie,Metal,275,0.507,0.225,62.0,90.0
1126,Chris Gotterup,Earth,243,-0.413,0.292,71.0,49.0
1051,Chris Kirk,Wood,338,-0.391,0.302,102.0,64.0
1522,Chris Korte,Fire,14,0.089,0.214,3.0,4.0
1261,Chris Stroud,Water,88,0.233,0.114,10.0,13.0
1040,Christiaan Bezuidenhout,Wood,353,-0.494,0.292,103.0,59.0
1384,Christo Lamprecht,Metal,35,1.543,0.171,6.0,16.0
1641,Clément Sordet,Water,9,-2.136,0.444,4.0,1.0
1225,Cody Gribble,Metal,121,0.792,0.182,22.0,37.0
1068,Collin Morikawa,Fire,315,-1.153,0.39,123.0,38.0
2221,Connor McKinney,Metal,2,3.715,0.0,0.0,2.0
1468,Connor Syme,Wood,18,0.312,0.278,5.0,5.0
1969,Conor Purcell,Fire,4,0.295,0.25,1.0,1.0
1030,Corey Conners,Metal,363,-0.819,0.369,134.0,53.0
1707,Corey Pereira,Wood,7,-1.183,0.571,4.0,1.0
1917,Corey Shaun,Fire,4,0.398,0.25,1.0,1.0
1282,Cristobal Del Solar,Water,78,1.091,0.167,13.0,28.0
1816,Curtis Luck,Fire,4,2.35,0.25,1.0,2.0
1452,Dale Whitnell,Earth,20,0.263,0.15,3.0,6.0
1518,Dan Bradbury,Earth,14,1.521,0.143,2.0,8.0
1401,Dan Brown,Wood,31,-0.411,0.387,12.0,5.0
1830,Dan Erickson,Earth,4,1.148,0.0,0.0,1.0
1804,Daniel Bennett,Wood,4,1.342,0.0,0.0,2.0
1132,Daniel Berger,Water,229,-0.436,0.275,63.0,41.0
1782,Daniel Brown,Wood,6,-0.773,0.167,1.0,1.0
1465,Daniel Hillier,Earth,18,-0.201,0.389,7.0,4.0
1692,Daniel Summerhays,Water,8,-0.949,0.375,3.0,2.0
2422,Daniel Young,Metal,2,0.215,0.0,0.0,0.0
1651,Daniel van Tonder,Metal,8,2.171,0.125,1.0,5.0
1288,Danny Lee,Metal,75,0.617,0.213,16.0,26.0
2390,Danny List,Earth,2,2.465,0.0,0.0,1.0
1242,Danny Walker,Wood,102,0.21,0.275,28.0,33.0
1177,Danny Willett,Fire,181,0.399,0.204,37.0,48.0
1682,Darius Van Driel,Earth,8,0.251,0.25,2.0,2.0
1768,Darren Fichardt,Wood,6,2.893,0.167,1.0,4.0
1304,David Ford,Water,66,0.108,0.242,16.0,12.0
