player_id,player_name,condition,round_type,events,avg_score,win_rate,good_count,bad_count
1378,A.J. Ewart,Moderate,Open,6,1.397,0.167,1.0,3.0
1378,A.J. Ewart,Calm,Survival,5,-1.082,0.2,1.0,0.0
1378,A.J. Ewart,Calm,REMOVE,4,-3.12,0.75,3.0,0.0
1378,A.J. Ewart,Calm,Closing,4,-2.093,0.5,2.0,0.0
1378,A.J. Ewart,Calm,Open,4,0.7,0.0,0.0,0.0
1378,A.J. Ewart,Calm,Positioning,3,0.46,0.333,1.0,1.0
1378,A.J. Ewart,Moderate,Survival,2,-1.15,0.5,1.0,0.0
1378,A.J. Ewart,Calm,Mixed,2,-3.685,1.0,2.0,0.0
1378,A.J. Ewart,Moderate,Closing,2,0.9,0.0,0.0,1.0
1378,A.J. Ewart,Moderate,Positioning,1,-0.84,0.0,0.0,0.0
1378,A.J. Ewart,Tough,Positioning,1,0.31,0.0,0.0,0.0
1378,A.J. Ewart,Tough,Survival,1,1.04,0.0,0.0,0.0
1378,A.J. Ewart,Moderate,REMOVE,1,-3.92,1.0,1.0,0.0
1125,Aaron Baddeley,Calm,Open,44,0.487,0.182,8.0,10.0
1125,Aaron Baddeley,Moderate,Survival,32,-0.032,0.281,9.0,6.0
1125,Aaron Baddeley,Calm,Survival,32,1.299,0.125,4.0,11.0
1125,Aaron Baddeley,Moderate,Open,28,-0.045,0.25,7.0,4.0
1125,Aaron Baddeley,Calm,Closing,23,0.089,0.174,4.0,5.0
1125,Aaron Baddeley,Calm,Positioning,19,0.146,0.158,3.0,4.0
1125,Aaron Baddeley,Moderate,Positioning,17,-0.151,0.294,5.0,4.0
1125,Aaron Baddeley,Moderate,Closing,16,1.719,0.063,1.0,8.0
1125,Aaron Baddeley,Calm,REMOVE,12,-3.291,0.667,8.0,1.0
1125,Aaron Baddeley,Calm,Mixed,7,0.38,0.143,1.0,1.0
1125,Aaron Baddeley,Tough,Positioning,3,1.22,0.333,1.0,2.0
1125,Aaron Baddeley,Tough,Open,3,0.847,0.0,0.0,2.0
1125,Aaron Baddeley,Tough,Survival,3,0.33,0.0,0.0,0.0
1125,Aaron Baddeley,Tough,Closing,2,0.87,0.0,0.0,0.0
1125,Aaron Baddeley,Moderate,REMOVE,1,1.46,0.0,0.0,0.0
1125,Aaron Baddeley,Moderate,Mixed,1,3.24,0.0,0.0,1.0
2400,Aaron Beverly,Calm,Survival,1,3.23,0.0,0.0,1.0
2400,Aaron Beverly,Calm,Open,1,11.19,0.0,0.0,1.0
1416,Aaron Cockerill,Calm,REMOVE,7,-0.841,0.286,2.0,2.0
1416,Aaron Cockerill,Calm,Open,6,1.803,0.0,0.0,2.0
1416,Aaron Cockerill,Calm,Survival,5,-0.504,0.4,2.0,1.0
1416,Aaron Cockerill,Calm,Closing,3,0.323,0.0,0.0,1.0
1416,Aaron Cockerill,Moderate,Positioning,3,2.26,0.0,0.0,2.0
1416,Aaron Cockerill,Moderate,Survival,2,-1.105,0.5,1.0,0.0
1416,Aaron Cockerill,Moderate,Open,1,0.01,0.0,0.0,0.0
1698,Aaron Jarvis,Moderate,Open,3,2.127,0.333,1.0,1.0
1698,Aaron Jarvis,Moderate,Survival,3,-0.233,0.333,1.0,1.0
1698,Aaron Jarvis,Calm,Closing,1,3.33,0.0,0.0,1.0
1698,Aaron Jarvis,Moderate,Positioning,1,0.66,0.0,0.0,0.0
1037,Aaron Rai,Calm,Open,59,-1.593,0.407,24.0,3.0
1037,Aaron Rai,Calm,Closing,48,-0.057,0.271,13.0,10.0
1037,Aaron Rai,Calm,Positioning,47,-0.946,0.319,15.0,4.0
1037,Aaron Rai,Calm,Survival,42,-0.582,0.238,10.0,8.0
1037,Aaron Rai,Moderate,Open,40,-0.417,0.225,9.0,5.0
1037,Aaron Rai,Moderate,Survival,34,-0.352,0.235,8.0,4.0
1037,Aaron Rai,Moderate,Positioning,23,0.165,0.174,4.0,3.0
1037,Aaron Rai,Moderate,Closing,18,0.767,0.167,3.0,6.0
1037,Aaron Rai,Calm,REMOVE,15,0.372,0.2,3.0,2.0
1037,Aaron Rai,Calm,Mixed,8,0.919,0.375,3.0,2.0
1037,Aaron Rai,Moderate,REMOVE,6,0.802,0.167,1.0,2.0
1037,Aaron Rai,Calm,Elimination,5,1.042,0.4,2.0,2.0
1037,Aaron Rai,Tough,Survival,5,-0.952,0.2,1.0,0.0
1037,Aaron Rai,Tough,Open,3,-1.173,0.667,2.0,1.0
1037,Aaron Rai,Tough,Closing,2,-2.55,0.5,1.0,0.0
1037,Aaron Rai,Tough,Positioning,2,0.095,0.0,0.0,0.0
1216,Aaron Wise,Calm,Open,28,0.314,0.321,9.0,8.0
1216,Aaron Wise,Calm,Survival,19,0.51,0.211,4.0,5.0
1216,Aaron Wise,Moderate,Survival,16,0.271,0.188,3.0,5.0
1216,Aaron Wise,Moderate,Open,14,-1.4,0.429,6.0,1.0
1216,Aaron Wise,Calm,Positioning,14,-1.094,0.214,3.0,0.0
1216,Aaron Wise,Calm,Closing,12,-0.989,0.333,4.0,2.0
1216,Aaron Wise,Calm,REMOVE,11,-1.416,0.364,4.0,1.0
1216,Aaron Wise,Moderate,Closing,7,0.013,0.286,2.0,1.0
1216,Aaron Wise,Moderate,Positioning,5,0.568,0.0,0.0,1.0
1216,Aaron Wise,Calm,Mixed,3,0.44,0.333,1.0,1.0
1216,Aaron Wise,Tough,Positioning,2,1.525,0.0,0.0,1.0
1216,Aaron Wise,Calm,Elimination,2,0.195,0.5,1.0,1.0
1303,Abraham Ancer,Moderate,Survival,10,-0.96,0.5,5.0,2.0
1303,Abraham Ancer,Calm,Open,10,-0.614,0.3,3.0,2.0
1303,Abraham Ancer,Calm,Closing,9,0.876,0.111,1.0,4.0
1303,Abraham Ancer,Moderate,Open,9,-2.644,0.556,5.0,0.0
1303,Abraham Ancer,Calm,Survival,7,-0.097,0.143,1.0,2.0
1303,Abraham Ancer,Calm,Positioning,6,-0.417,0.167,1.0,1.0
1303,Abraham Ancer,Moderate,Positioning,4,0.18,0.25,1.0,0.0
1303,Abraham Ancer,Moderate,Closing,4,1.94,0.0,0.0,2.0
1303,Abraham Ancer,Tough,Positioning,3,2.153,0.0,0.0,2.0
1303,Abraham Ancer,Moderate,REMOVE,1,-1.12,0.0,0.0,0.0
1303,Abraham Ancer,Calm,REMOVE,1,1.18,0.0,0.0,0.0
1303,Abraham Ancer,Calm,Mixed,1,1.94,0.0,0.0,0.0
1303,Abraham Ancer,Tough,Closing,1,3.0,0.0,0.0,1.0
2071,Adam D'Amario,Calm,Open,1,9.71,0.0,0.0,1.0
2071,Adam D'Amario,Calm,Survival,1,9.5,0.0,0.0,1.0
1049,Adam Hadwin,Calm,Open,56,-0.083,0.321,18.0,17.0
1049,Adam Hadwin,Moderate,Open,42,-0.957,0.429,18.0,9.0
1049,Adam Hadwin,Calm,Survival,40,0.111,0.275,11.0,9.0
1049,Adam Hadwin,Calm,Positioning,39,0.183,0.256,10.0,10.0
1049,Adam Hadwin,Calm,Closing,39,0.016,0.308,12.0,12.0
1049,Adam Hadwin,Moderate,Survival,34,-0.519,0.324,11.0,7.0
1049,Adam Hadwin,Moderate,Closing,20,-0.036,0.15,3.0,3.0
1049,Adam Hadwin,Moderate,Positioning,19,0.176,0.105,2.0,4.0
1049,Adam Hadwin,Calm,REMOVE,17,-0.459,0.294,5.0,3.0
1049,Adam Hadwin,Moderate,REMOVE,8,-0.987,0.375,3.0,1.0
1049,Adam Hadwin,Calm,Mixed,7,0.273,0.286,2.0,2.0
1049,Adam Hadwin,Calm,Elimination,6,2.195,0.0,0.0,1.0
1049,Adam Hadwin,Tough,Positioning,5,-0.788,0.2,1.0,0.0
1049,Adam Hadwin,Tough,Open,4,1.32,0.25,1.0,2.0
1049,Adam Hadwin,Tough,Survival,3,-1.8,0.333,1.0,0.0
1049,Adam Hadwin,Tough,Closing,1,2.59,0.0,0.0,1.0
1144,Adam Long,Calm,Open,44,0.746,0.136,6.0,11.0
1144,Adam Long,Calm,Survival,31,-0.057,0.226,7.0,7.0
1144,Adam Long,Moderate,Survival,31,-0.063,0.323,10.0,6.0
1144,Adam Long,Moderate,Open,28,-0.154,0.179,5.0,4.0
1144,Adam Long,Calm,Positioning,18,1.164,0.111,2.0,7.0
1144,Adam Long,Calm,Closing,18,0.672,0.111,2.0,3.0
1144,Adam Long,Moderate,Closing,14,-0.181,0.214,3.0,2.0
1144,Adam Long,Moderate,Positioning,12,-0.554,0.417,5.0,3.0
1144,Adam Long,Calm,REMOVE,10,0.147,0.3,3.0,2.0
1144,Adam Long,Calm,Mixed,7,0.261,0.286,2.0,1.0
1144,Adam Long,Moderate,REMOVE,2,0.67,0.0,0.0,0.0
1144,Adam Long,Tough,Positioning,2,2.89,0.0,0.0,1.0
1144,Adam Long,Moderate,Mixed,1,-0.76,0.0,0.0,0.0
1144,Adam Long,Tough,Closing,1,0.15,0.0,0.0,0.0
1008,Adam Schenk,Calm,Open,74,0.383,0.162,12.0,18.0
1008,Adam Schenk,Calm,Survival,57,0.388,0.228,13.0,16.0
1008,Adam Schenk,Moderate,Open,50,0.4,0.2,10.0,12.0
1008,Adam Schenk,Moderate,Survival,44,0.07,0.295,13.0,10.0
1008,Adam Schenk,Calm,Positioning,41,-0.343,0.244,10.0,10.0
1008,Adam Schenk,Calm,Closing,34,-0.121,0.265,9.0,6.0
1008,Adam Schenk,Moderate,Closing,24,0.406,0.167,4.0,6.0
1008,Adam Schenk,Moderate,Positioning,17,0.459,0.059,1.0,3.0
1008,Adam Schenk,Calm,REMOVE,12,0.162,0.167,2.0,2.0
1008,Adam Schenk,Calm,Mixed,9,-1.088,0.556,5.0,2.0
1008,Adam Schenk,Tough,Positioning,5,0.504,0.2,1.0,1.0
1008,Adam Schenk,Moderate,REMOVE,5,-1.844,0.6,3.0,0.0
1008,Adam Schenk,Tough,Open,4,1.07,0.0,0.0,2.0
1008,Adam Schenk,Tough,Survival,4,0.495,0.25,1.0,1.0
1008,Adam Schenk,Calm,Elimination,3,0.11,0.333,1.0,0.0
1008,Adam Schenk,Tough,Closing,2,-1.63,0.0,0.0,0.0
1008,Adam Schenk,Moderate,Mixed,1,4.24,0.0,0.0,1.0
1098,Adam Scott,Calm,Open,39,-1.421,0.513,20.0,4.0
1098,Adam Scott,Calm,Positioning,38,0.295,0.211,8.0,11.0
1098,Adam Scott,Calm,Closing,38,-0.584,0.289,11.0,8.0
1098,Adam Scott,Moderate,Open,33,-1.133,0.333,11.0,3.0
1098,Adam Scott,Moderate,Survival,28,-0.844,0.357,10.0,3.0
1098,Adam Scott,Calm,Survival,28,-0.726,0.25,7.0,5.0
1098,Adam Scott,Moderate,Positioning,25,-1.061,0.32,8.0,2.0
1098,Adam Scott,Moderate,Closing,20,-0.921,0.4,8.0,2.0
1098,Adam Scott,Calm,REMOVE,15,-0.988,0.067,1.0,0.0
1098,Adam Scott,Calm,Elimination,4,-0.805,0.5,2.0,0.0
1098,Adam Scott,Tough,Survival,4,-0.748,0.0,0.0,0.0
1098,Adam Scott,Tough,Open,4,1.033,0.0,0.0,1.0
1098,Adam Scott,Moderate,REMOVE,4,0.383,0.0,0.0,0.0
1098,Adam Scott,Calm,Mixed,2,-0.685,0.0,0.0,0.0
1098,Adam Scott,Tough,Closing,2,-0.125,0.0,0.0,0.0
1098,Adam Scott,Tough,Positioning,1,4.3,0.0,0.0,1.0
1002,Adam Svensson,Calm,Open,76,-0.621,0.355,27.0,13.0
1002,Adam Svensson,Calm,Survival,57,-0.279,0.333,19.0,10.0
1002,Adam Svensson,Calm,Positioning,57,0.036,0.246,14.0,14.0
1002,Adam Svensson,Calm,Closing,48,0.644,0.146,7.0,14.0
1002,Adam Svensson,Moderate,Open,43,-0.451,0.209,9.0,10.0
1002,Adam Svensson,Moderate,Survival,43,-0.174,0.302,13.0,9.0
1002,Adam Svensson,Moderate,Closing,28,0.843,0.143,4.0,8.0
1002,Adam Svensson,Moderate,Positioning,18,-0.832,0.389,7.0,2.0
1002,Adam Svensson,Calm,REMOVE,15,-2.186,0.533,8.0,2.0
1002,Adam Svensson,Calm,Mixed,9,-0.662,0.333,3.0,1.0
1002,Adam Svensson,Tough,Survival,4,0.995,0.0,0.0,1.0
1002,Adam Svensson,Tough,Positioning,4,-0.65,0.25,1.0,0.0
1002,Adam Svensson,Moderate,REMOVE,4,-1.608,0.5,2.0,0.0
1002,Adam Svensson,Tough,Open,3,-0.43,0.0,0.0,0.0
1002,Adam Svensson,Calm,Elimination,3,1.11,0.0,0.0,1.0
1002,Adam Svensson,Tough,Closing,1,-2.25,1.0,1.0,0.0
1410,Adri Arnaus,Moderate,Open,7,1.44,0.0,0.0,2.0
1410,Adri Arnaus,Moderate,Survival,6,-0.573,0.5,3.0,1.0
1410,Adri Arnaus,Moderate,Positioning,4,-0.352,0.5,2.0,0.0
1410,Adri Arnaus,Calm,REMOVE,2,1.115,0.0,0.0,0.0
1410,Adri Arnaus,Calm,Open,2,2.57,0.0,0.0,1.0
1410,Adri Arnaus,Calm,Closing,2,2.455,0.0,0.0,2.0
1410,Adri Arnaus,Calm,Survival,2,1.215,0.0,0.0,1.0
1410,Adri Arnaus,Moderate,Closing,2,2.84,0.0,0.0,1.0
1410,Adri Arnaus,Tough,Survival,1,0.21,0.0,0.0,0.0
1359,Adrian Meronk,Moderate,Survival,10,1.125,0.2,2.0,5.0
1359,Adrian Meronk,Calm,Open,8,0.928,0.125,1.0,3.0
1359,Adrian Meronk,Moderate,Open,7,-0.281,0.143,1.0,1.0
1359,Adrian Meronk,Calm,Survival,5,-1.194,0.4,2.0,1.0
1359,Adrian Meronk,Calm,Closing,4,-0.853,0.5,2.0,0.0
1359,Adrian Meronk,Calm,Positioning,3,0.08,0.0,0.0,0.0
1359,Adrian Meronk,Moderate,Positioning,3,1.227,0.0,0.0,1.0
1359,Adrian Meronk,Moderate,Closing,2,-1.865,0.5,1.0,0.0
1359,Adrian Meronk,Tough,Open,1,4.57,0.0,0.0,1.0
1359,Adrian Meronk,Tough,Survival,1,-0.79,0.0,0.0,0.0
1470,Adrian Otaegui,Calm,Open,4,0.82,0.25,1.0,2.0
1470,Adrian Otaegui,Calm,Survival,3,3.68,0.0,0.0,2.0
1470,Adrian Otaegui,Moderate,Open,3,-1.887,0.333,1.0,0.0
1470,Adrian Otaegui,Moderate,Survival,3,0.097,0.0,0.0,0.0
1470,Adrian Otaegui,Moderate,Closing,2,0.13,0.0,0.0,0.0
1470,Adrian Otaegui,Moderate,Positioning,2,2.655,0.0,0.0,1.0
1470,Adrian Otaegui,Tough,Survival,1,2.21,0.0,0.0,1.0
1230,Adrien Dumont de Chassart,Calm,Open,25,0.548,0.24,6.0,9.0
1230,Adrien Dumont de Chassart,Calm,Survival,17,0.471,0.176,3.0,4.0
1230,Adrien Dumont de Chassart,Moderate,Survival,15,1.205,0.067,1.0,6.0
1230,Adrien Dumont de Chassart,Calm,Positioning,10,0.907,0.2,2.0,3.0
1230,Adrien Dumont de Chassart,Moderate,Open,10,-0.541,0.3,3.0,2.0
1230,Adrien Dumont de Chassart,Calm,Closing,10,0.362,0.2,2.0,3.0
1230,Adrien Dumont de Chassart,Moderate,Closing,7,0.2,0.143,1.0,1.0
1230,Adrien Dumont de Chassart,Moderate,Positioning,5,1.154,0.2,1.0,2.0
1230,Adrien Dumont de Chassart,Calm,Mixed,4,0.315,0.25,1.0,1.0
1230,Adrien Dumont de Chassart,Tough,Open,3,0.18,0.0,0.0,0.0
1230,Adrien Dumont de Chassart,Calm,REMOVE,2,-2.49,0.5,1.0,0.0
1230,Adrien Dumont de Chassart,Tough,Positioning,2,-2.365,1.0,2.0,0.0
1230,Adrien Dumont de Chassart,Tough,Survival,2,0.635,0.5,1.0,1.0
1230,Adrien Dumont de Chassart,Tough,Closing,1,-6.41,1.0,1.0,0.0
1370,Adrien Saddier,Calm,REMOVE,7,0.58,0.429,3.0,3.0
1370,Adrien Saddier,Calm,Open,7,-0.28,0.286,2.0,1.0
1370,Adrien Saddier,Calm,Survival,6,-0.048,0.167,1.0,0.0
1370,Adrien Saddier,Calm,Closing,5,-0.34,0.2,1.0,1.0
1370,Adrien Saddier,Moderate,Open,4,-1.178,0.25,1.0,0.0
1370,Adrien Saddier,Calm,Positioning,3,0.647,0.333,1.0,2.0
1370,Adrien Saddier,Moderate,Survival,2,0.42,0.0,0.0,1.0
1370,Adrien Saddier,Moderate,Positioning,2,-1.375,0.5,1.0,0.0
1370,Adrien Saddier,Calm,Mixed,2,0.315,0.0,0.0,0.0
1370,Adrien Saddier,Tough,Survival,1,4.04,0.0,0.0,1.0
1370,Adrien Saddier,Moderate,Closing,1,2.28,0.0,0.0,1.0
1572,Aguri Iwasaki,Moderate,Open,4,3.278,0.0,0.0,3.0
1572,Aguri Iwasaki,Moderate,Survival,2,9.6,0.0,0.0,1.0
1572,Aguri Iwasaki,Calm,Closing,2,-0.16,0.0,0.0,0.0
1572,Aguri Iwasaki,Calm,Positioning,2,1.22,0.0,0.0,1.0
1572,Aguri Iwasaki,Tough,Survival,1,2.55,0.0,0.0,1.0
1572,Aguri Iwasaki,Calm,Survival,1,1.32,0.0,0.0,0.0
1084,Akshay Bhatia,Calm,Open,50,-1.595,0.46,23.0,5.0
1084,Akshay Bhatia,Calm,Positioning,38,-0.357,0.289,11.0,7.0
1084,Akshay Bhatia,Calm,Closing,32,-0.785,0.375,12.0,4.0
1084,Akshay Bhatia,Calm,Survival,31,-1.693,0.452,14.0,2.0
1084,Akshay Bhatia,Moderate,Survival,29,-0.673,0.31,9.0,7.0
1084,Akshay Bhatia,Moderate,Open,28,-0.346,0.25,7.0,7.0
1084,Akshay Bhatia,Calm,REMOVE,23,1.067,0.13,3.0,9.0
1084,Akshay Bhatia,Moderate,Closing,21,0.222,0.238,5.0,5.0
1084,Akshay Bhatia,Moderate,Positioning,18,-0.324,0.222,4.0,1.0
1084,Akshay Bhatia,Moderate,REMOVE,6,-0.305,0.167,1.0,1.0
1084,Akshay Bhatia,Tough,Open,4,0.013,0.25,1.0,1.0
1084,Akshay Bhatia,Calm,Elimination,4,1.695,0.0,0.0,1.0
1084,Akshay Bhatia,Calm,Mixed,4,-1.685,0.5,2.0,0.0
1084,Akshay Bhatia,Tough,Survival,3,-4.003,1.0,3.0,0.0
1084,Akshay Bhatia,Tough,Positioning,2,-1.15,0.0,0.0,0.0
1084,Akshay Bhatia,Tough,Closing,1,-2.85,1.0,1.0,0.0
2024,Alan Morin,Calm,Open,2,5.57,0.0,0.0,2.0
2024,Alan Morin,Calm,Survival,1,3.02,0.0,0.0,1.0
2024,Alan Morin,Moderate,Survival,1,-1.73,0.0,0.0,0.0
2223,Albert Boneta,Calm,REMOVE,2,-8.385,1.0,2.0,0.0
2386,Albin Choi,Calm,Survival,1,6.47,0.0,0.0,1.0
2386,Albin Choi,Moderate,Open,1,8.01,0.0,0.0,1.0
1258,Aldrich Potgieter,Calm,Open,20,0.036,0.35,7.0,6.0
1258,Aldrich Potgieter,Calm,Survival,14,0.129,0.214,3.0,5.0
1258,Aldrich Potgieter,Moderate,Open,12,1.86,0.167,2.0,6.0
1258,Aldrich Potgieter,Moderate,Survival,11,1.516,0.182,2.0,7.0
1258,Aldrich Potgieter,Calm,REMOVE,7,0.747,0.143,1.0,3.0
1258,Aldrich Potgieter,Calm,Positioning,6,-1.758,0.667,4.0,1.0
1258,Aldrich Potgieter,Calm,Closing,5,1.13,0.2,1.0,1.0
1258,Aldrich Potgieter,Moderate,Positioning,4,-2.083,0.5,2.0,0.0
1258,Aldrich Potgieter,Calm,Mixed,4,2.315,0.0,0.0,3.0
1258,Aldrich Potgieter,Moderate,Closing,4,0.96,0.25,1.0,2.0
1258,Aldrich Potgieter,Tough,Open,1,-2.89,1.0,1.0,0.0
1258,Aldrich Potgieter,Calm,Elimination,1,-2.06,1.0,1.0,0.0
1258,Aldrich Potgieter,Tough,Positioning,1,0.12,0.0,0.0,0.0
1789,Alejandro Cañizares,Moderate,Survival,2,6.14,0.0,0.0,2.0
1789,Alejandro Cañizares,Calm,Open,1,-2.18,1.0,1.0,0.0
1789,Alejandro Cañizares,Calm,REMOVE,1,4.0,0.0,0.0,1.0
1789,Alejandro Cañizares,Moderate,Open,1,1.86,0.0,0.0,0.0
1521,Alejandro Del Rey,Calm,Open,4,-2.213,0.5,2.0,0.0
1521,Alejandro Del Rey,Calm,Survival,4,-1.19,0.5,2.0,1.0
1521,Alejandro Del Rey,Calm,Closing,3,0.217,0.333,1.0,1.0
1521,Alejandro Del Rey,Moderate,Positioning,2,1.415,0.0,0.0,1.0
1521,Alejandro Del Rey,Calm,Positioning,1,2.6,0.0,0.0,1.0
2023,Alejandro Madariaga,Calm,Survival,1,-1.02,0.0,0.0,0.0
2023,Alejandro Madariaga,Moderate,Closing,1,-0.57,0.0,0.0,0.0
2023,Alejandro Madariaga,Calm,Positioning,1,-0.93,0.0,0.0,0.0
2023,Alejandro Madariaga,Calm,Open,1,0.53,0.0,0.0,0.0
1195,Alejandro Tosti,Calm,Open,39,0.421,0.333,13.0,11.0
1195,Alejandro Tosti,Calm,Survival,26,0.478,0.385,10.0,10.0
1195,Alejandro Tosti,Moderate,Survival,20,1.623,0.2,4.0,11.0
1195,Alejandro Tosti,Moderate,Open,14,-0.876,0.357,5.0,4.0
1195,Alejandro Tosti,Calm,Positioning,13,1.692,0.154,2.0,5.0
1195,Alejandro Tosti,Calm,Closing,11,0.645,0.182,2.0,2.0
1195,Alejandro Tosti,Calm,REMOVE,11,0.167,0.364,4.0,2.0
1195,Alejandro Tosti,Moderate,Closing,10,0.167,0.3,3.0,3.0
1195,Alejandro Tosti,Calm,Mixed,6,2.482,0.0,0.0,4.0
1195,Alejandro Tosti,Moderate,Positioning,5,0.25,0.4,2.0,1.0
1195,Alejandro Tosti,Tough,Positioning,3,0.127,0.333,1.0,1.0
1195,Alejandro Tosti,Tough,Open,2,0.215,0.0,0.0,0.0
1195,Alejandro Tosti,Tough,Survival,2,2.635,0.0,0.0,1.0
1195,Alejandro Tosti,Moderate,REMOVE,1,-2.92,1.0,1.0,0.0
1195,Alejandro Tosti,Tough,Closing,1,0.75,0.0,0.0,0.0
1971,Alex Beach,Moderate,Survival,2,4.79,0.0,0.0,2.0
1971,Alex Beach,Calm,Open,1,7.43,0.0,0.0,1.0
1971,Alex Beach,Moderate,Open,1,0.17,0.0,0.0,0.0
1635,Alex Cejka,Moderate,Open,3,1.847,0.0,0.0,1.0
1635,Alex Cejka,Moderate,Survival,2,3.63,0.0,0.0,1.0
1635,Alex Cejka,Calm,Positioning,1,-0.44,0.0,0.0,0.0
1635,Alex Cejka,Moderate,Closing,1,6.85,0.0,0.0,1.0
1635,Alex Cejka,Calm,Mixed,1,2.77,0.0,0.0,1.0
1635,Alex Cejka,Calm,REMOVE,1,-0.44,0.0,0.0,0.0
1704,Alex Chiarella,Calm,REMOVE,4,1.955,0.0,0.0,2.0
1704,Alex Chiarella,Calm,Open,2,4.915,0.0,0.0,1.0
1704,Alex Chiarella,Moderate,Survival,1,6.62,0.0,0.0,1.0
1704,Alex Chiarella,Calm,Mixed,1,1.69,0.0,0.0,0.0
1477,Alex Fitzpatrick,Calm,REMOVE,4,0.365,0.5,2.0,1.0
1477,Alex Fitzpatrick,Calm,Open,4,-0.733,0.25,1.0,1.0
1477,Alex Fitzpatrick,Calm,Survival,3,2.12,0.0,0.0,1.0
1477,Alex Fitzpatrick,Moderate,Survival,2,-0.905,0.5,1.0,0.0
1477,Alex Fitzpatrick,Moderate,Closing,2,-2.0,0.5,1.0,0.0
1477,Alex Fitzpatrick,Calm,Positioning,1,0.48,0.0,0.0,0.0
1477,Alex Fitzpatrick,Moderate,Positioning,1,-5.43,1.0,1.0,0.0
1477,Alex Fitzpatrick,Moderate,Open,1,0.86,0.0,0.0,0.0
2214,Alex Gaugert,Moderate,Survival,1,0.51,0.0,0.0,0.0
2214,Alex Gaugert,Moderate,Open,1,6.33,0.0,0.0,1.0
2211,Alex Goff,Calm,Open,1,-1.29,0.0,0.0,0.0
2211,Alex Goff,Calm,Survival,1,3.35,0.0,0.0,1.0
2367,Alex Lee,Calm,Survival,1,2.43,0.0,0.0,1.0
2367,Alex Lee,Calm,Open,1,5.62,0.0,0.0,1.0
2090,Alex Maguire,Moderate,Survival,1,7.57,0.0,0.0,1.0
2090,Alex Maguire,Moderate,Open,1,-1.14,0.0,0.0,0.0
1100,Alex Noren,Calm,Open,47,-0.701,0.298,14.0,7.0
1100,Alex Noren,Calm,Positioning,37,-0.557,0.216,8.0,6.0
1100,Alex Noren,Moderate,Survival,33,-0.73,0.242,8.0,3.0
1100,Alex Noren,Moderate,Open,32,-1.874,0.594,19.0,5.0
1100,Alex Noren,Calm,Survival,31,-0.342,0.226,7.0,5.0
1100,Alex Noren,Calm,Closing,31,-0.879,0.419,13.0,5.0
1100,Alex Noren,Moderate,Closing,21,-1.086,0.429,9.0,2.0
1100,Alex Noren,Moderate,Positioning,16,-1.881,0.563,9.0,1.0
1100,Alex Noren,Calm,REMOVE,15,1.125,0.267,4.0,5.0
1100,Alex Noren,Calm,Mixed,5,-1.96,0.6,3.0,0.0
1100,Alex Noren,Tough,Open,3,0.52,0.0,0.0,1.0
1100,Alex Noren,Calm,Elimination,3,2.28,0.0,0.0,1.0
1100,Alex Noren,Moderate,REMOVE,3,0.133,0.333,1.0,1.0
1100,Alex Noren,Tough,Survival,2,3.38,0.0,0.0,1.0
1100,Alex Noren,Tough,Positioning,2,1.025,0.0,0.0,1.0
1767,Alex Schaake,Calm,REMOVE,4,3.205,0.25,1.0,2.0
1767,Alex Schaake,Calm,Survival,1,0.7,0.0,0.0,0.0
1767,Alex Schaake,Calm,Open,1,3.91,0.0,0.0,1.0
1010,Alex Smalley,Calm,Open,76,0.033,0.237,18.0,18.0
1010,Alex Smalley,Calm,Survival,56,-1.078,0.411,23.0,9.0
1010,Alex Smalley,Calm,Positioning,43,-0.596,0.256,11.0,7.0
1010,Alex Smalley,Moderate,Open,42,-0.465,0.357,15.0,6.0
1010,Alex Smalley,Moderate,Survival,40,-0.441,0.25,10.0,8.0
1010,Alex Smalley,Calm,Closing,39,-0.585,0.308,12.0,8.0
1010,Alex Smalley,Moderate,Closing,25,0.104,0.16,4.0,4.0
1010,Alex Smalley,Moderate,Positioning,17,-0.214,0.294,5.0,3.0
1010,Alex Smalley,Calm,REMOVE,12,0.95,0.167,2.0,4.0
1010,Alex Smalley,Calm,Mixed,11,0.629,0.091,1.0,4.0
1010,Alex Smalley,Tough,Positioning,5,-1.874,0.4,2.0,0.0
1010,Alex Smalley,Tough,Closing,4,0.87,0.25,1.0,2.0
1010,Alex Smalley,Tough,Survival,4,2.16,0.0,0.0,2.0
1010,Alex Smalley,Moderate,REMOVE,3,1.58,0.333,1.0,1.0
1010,Alex Smalley,Tough,Open,3,1.257,0.0,0.0,2.0
1010,Alex Smalley,Calm,Elimination,2,-0.805,0.0,0.0,0.0
1010,Alex Smalley,Moderate,Mixed,1,-3.76,1.0,1.0,0.0
1809,Alex Vogelsong,Calm,REMOVE,3,1.17,0.0,0.0,1.0
1809,Alex Vogelsong,Moderate,REMOVE,1,-0.92,0.0,0.0,0.0
2266,Alex Welch,Moderate,Survival,1,3.79,0.0,0.0,1.0
2266,Alex Welch,Calm,Open,1,5.56,0.0,0.0,1.0
2278,Alex Wrigley,Moderate,Survival,1,-0.03,0.0,0.0,0.0
2278,Alex Wrigley,Moderate,Open,1,8.55,0.0,0.0,1.0
1315,Alexander Björk,Calm,Open,11,0.129,0.182,2.0,2.0
1315,Alexander Björk,Moderate,Survival,11,0.605,0.273,3.0,4.0
1315,Alexander Björk,Moderate,Open,8,0.006,0.25,2.0,2.0
