player_id,player_name,chinese_zodiac,events,avg_score,win_rate,good_count,bad_count
1052,Hideki Matsuyama,Monkey,337,-0.945,0.371,125.0,46.0
2343,Hongtaek Kim,Rooster,2,4.27,0.0,0.0,2.0
1664,Hunter Logan,Snake,8,2.106,0.0,0.0,5.0
1563,Ian Gilligan,Goat,12,-0.316,0.333,4.0,2.0
1391,Ian Poulter,Rabbit,34,-0.003,0.176,6.0,7.0
1228,Isaiah Salinda,Ox,114,0.359,0.219,25.0,32.0
1574,Ivan Cantero,Pig,11,-0.124,0.182,2.0,3.0
1342,J.B. Holmes,Dog,51,2.262,0.078,4.0,26.0
1729,J.J. Grey,Rooster,6,-0.8,0.5,3.0,2.0
1019,J.J. Spaun,Horse,375,-0.44,0.301,113.0,67.0
1017,J.T. Poston,Rooster,377,-0.545,0.289,109.0,61.0
1669,JC Ritchie,Dog,8,0.722,0.375,3.0,3.0
1764,Jack Senior,Dragon,6,0.642,0.0,0.0,1.0
1139,Jacob Bridgeman,Rabbit,224,-0.572,0.295,66.0,36.0
1621,Jacob Skov Olesen,Rabbit,10,1.056,0.2,2.0,6.0
1537,Jacob Solomon,Rat,12,-0.502,0.25,3.0,2.0
1527,Jacques Kruyswijk,Monkey,14,1.178,0.214,3.0,7.0
1174,Jake Knapp,Dog,183,-0.316,0.328,60.0,43.0
1141,James Hahn,Rooster,220,0.682,0.205,45.0,63.0
1473,James Morrison,Rat,18,0.327,0.278,5.0,5.0
1553,James Nicholas,Ox,12,1.048,0.25,3.0,5.0
1499,James Piot,Tiger,16,2.46,0.063,1.0,9.0
1897,Jannik De Bruyn,Rabbit,4,1.073,0.25,1.0,1.0
1096,Jason Day,Rabbit,286,-0.655,0.315,90.0,48.0
1184,Jason Dufner,Snake,175,0.913,0.149,26.0,55.0
1326,Jason Kokrak,Ox,58,-0.088,0.259,15.0,12.0
1417,Jason Scrivener,Snake,27,0.825,0.148,4.0,9.0
1886,Jay Card III,Dog,4,-0.103,0.0,0.0,1.0
1590,Jayden Schaper,Snake,10,0.684,0.3,3.0,3.0
1449,Jeff Overton,Pig,20,3.309,0.05,1.0,13.0
1907,Jeff Winther,Dragon,4,1.303,0.0,0.0,1.0
1399,Jeffrey Kang,Goat,31,1.776,0.097,3.0,17.0
1501,Jens Dantorp,Snake,16,1.715,0.125,2.0,7.0
1559,Jeong weon Ko,Tiger,12,0.709,0.167,2.0,5.0
2011,Jeremy Gandon,Rat,4,0.148,0.25,1.0,1.0
1257,Jeremy Paul,Dog,91,-0.037,0.22,20.0,19.0
1231,Jesper Svensson,Rat,112,-0.376,0.313,35.0,24.0
1671,Jesse Droemer,Goat,8,5.77,0.0,0.0,7.0
1427,Jesse Mueller,Pig,24,1.452,0.125,3.0,10.0
1121,Jhonattan Vegas,Rat,247,-0.1,0.227,56.0,53.0
1213,Jim Herman,Snake,138,1.433,0.13,18.0,51.0
1335,Jimmy Stanger,Pig,54,-0.014,0.296,16.0,12.0
1211,Jimmy Walker,Horse,139,0.851,0.18,25.0,53.0
1738,Jinichiro Kozuma,Dog,6,1.885,0.0,0.0,2.0
1535,Joakim Lagergren,Goat,13,0.648,0.385,5.0,6.0
1249,Joaquín Niemann,Tiger,96,-1.148,0.365,35.0,10.0
1710,Joe Dean,Dog,6,0.078,0.167,1.0,2.0
1168,Joe Highsmith,Dragon,188,0.364,0.223,42.0,52.0
1039,Joel Dahmen,Rabbit,356,0.133,0.233,83.0,85.0
1599,Joel Girrbach,Rooster,10,1.706,0.1,1.0,4.0
2317,Joel Moscatel Nachsh,Tiger,2,1.53,0.0,0.0,1.0
1812,Joey Garber,Goat,4,1.398,0.0,0.0,2.0
1434,Johannes Veerman,Monkey,22,0.485,0.227,5.0,8.0
1758,John Axelsen,Ox,6,-0.768,0.5,3.0,2.0
1497,John Catlin,Horse,16,0.018,0.375,6.0,5.0
1239,John Pak,Tiger,105,0.644,0.19,20.0,29.0
1358,John Parry,Tiger,44,-0.354,0.273,12.0,9.0
1728,John Somers,Goat,6,3.557,0.0,0.0,5.0
1376,John VanDerLaan,Rat,37,-0.022,0.27,10.0,10.0
1369,Johnny Keefer,Dragon,40,0.215,0.225,9.0,10.0
1191,Jon Rahm,Dog,169,-1.612,0.462,78.0,22.0
1205,Jonathan Byrd,Snake,155,0.466,0.181,28.0,42.0
1562,Joost Luiten,Ox,12,0.626,0.083,1.0,2.0
1541,Jordan Gumberg,Pig,12,-1.749,0.25,3.0,2.0
1305,Jordan Smith,Monkey,66,-0.539,0.318,21.0,10.0
1063,Jordan Spieth,Rooster,320,-0.665,0.325,104.0,45.0
1309,Jorge Campillo,Tiger,64,-0.145,0.313,20.0,13.0
1584,Jorge Fernández Valdés,Monkey,10,0.493,0.2,2.0,4.0
1606,Jose Luis Ballester,Goat,10,1.088,0.1,1.0,5.0
1087,Joseph Bramlett,Dragon,291,0.005,0.213,62.0,63.0
1278,Josh Teater,Goat,81,0.932,0.123,10.0,26.0
1656,Juan Jose Guerra,Ox,8,1.356,0.0,0.0,1.0
1525,Julian Suri,Goat,14,0.054,0.143,2.0,3.0
1517,Julien Brun,Monkey,14,-1.261,0.357,5.0,2.0
1486,Julien Guerrier,Ox,16,1.699,0.125,2.0,7.0
1711,Junghwan Lee,Goat,6,0.093,0.167,1.0,1.0
1612,Justin Harding,Tiger,10,0.626,0.2,2.0,3.0
1512,Justin Hicks,Tiger,14,4.348,0.0,0.0,9.0
1694,Justin Leonard,Rat,8,1.999,0.125,1.0,4.0
1014,Justin Lower,Snake,379,-0.032,0.245,93.0,87.0
1115,Justin Rose,Monkey,256,-0.589,0.344,88.0,48.0
1151,Justin Suh,Ox,205,0.082,0.239,49.0,51.0
1073,Justin Thomas,Rooster,309,-0.995,0.369,114.0,46.0
1639,Justin Walters,Monkey,9,1.8,0.111,1.0,4.0
1079,K.H. Lee,Goat,302,-0.014,0.255,77.0,73.0
1533,K.J. Choi,Dog,13,2.197,0.077,1.0,7.0
1276,Kaito Onishi,Tiger,82,1.249,0.11,9.0,35.0
1275,Karl Vilips,Snake,82,0.247,0.293,24.0,19.0
1411,Kazuki Higa,Pig,28,0.907,0.071,2.0,8.0
1725,Kazuma Kobori,Snake,6,2.398,0.0,0.0,4.0
1055,Keegan Bradley,Tiger,335,-0.68,0.313,105.0,54.0
1319,Keita Nakajima,Dragon,62,0.727,0.129,8.0,21.0
1027,Keith Mitchell,Goat,365,-0.677,0.323,118.0,62.0
1366,Kensei Hirata,Dragon,41,0.341,0.22,9.0,10.0
1176,Kevin Chappell,Tiger,182,0.344,0.231,42.0,49.0
1153,Kevin Kisner,Rat,204,0.945,0.162,33.0,71.0
1150,Kevin Roy,Horse,205,-0.099,0.254,52.0,41.0
1093,Kevin Streelman,Horse,287,0.183,0.226,65.0,72.0
1119,Kevin Tway,Dragon,248,0.255,0.181,45.0,56.0
1294,Kevin Velo,Ox,71,0.824,0.113,8.0,18.0
1107,Kevin Yu,Tiger,270,-0.297,0.304,82.0,55.0
1659,Kieron Van Wyk,Snake,8,-0.339,0.25,2.0,2.0
1340,Kiradech Aphibarnrat,Snake,53,0.185,0.245,13.0,19.0
1566,Kota Kaneko,Horse,12,-0.334,0.25,3.0,2.0
1237,Kris Ventura,Pig,106,-0.16,0.292,31.0,20.0
1407,Kristoffer Reitan,Tiger,28,0.019,0.321,9.0,7.0
1070,Kurt Kitayama,Monkey,312,-0.469,0.308,96.0,58.0
2106,Kyle Barker,Tiger,2,5.215,0.0,0.0,2.0
1274,Kyle Stanley,Rabbit,82,1.646,0.085,7.0,34.0
1241,Kyle Westmoreland,Goat,103,0.834,0.184,19.0,36.0
1099,Lanto Griffin,Dragon,283,0.173,0.254,72.0,75.0
1389,Laurie Canter,Snake,34,0.25,0.265,9.0,10.0
1021,Lee Hodges,Pig,373,-0.201,0.29,108.0,80.0
1412,Lee Westwood,Ox,28,0.367,0.214,6.0,9.0
1386,Louis Oosthuizen,Dog,35,0.011,0.314,11.0,9.0
1610,Louis de Jager,Rabbit,10,-1.804,0.3,3.0,0.0
1685,Lucas Bjerregaard,Goat,8,-1.174,0.25,2.0,0.0
1026,Lucas Glover,Goat,365,-0.161,0.26,95.0,79.0
1232,Lucas Herbert,Pig,112,0.105,0.241,27.0,26.0
1146,Ludvig Åberg,Rabbit,216,-1.112,0.394,85.0,35.0
2192,Luis Carrera,Rabbit,2,7.73,0.0,0.0,2.0
1823,Luis Masaveu,Horse,4,2.483,0.0,0.0,2.0
1531,Lukas Nemecz,Snake,14,0.716,0.214,3.0,3.0
1245,Luke Clanton,Goat,101,-0.303,0.267,27.0,20.0
1218,Luke Donald,Snake,131,0.406,0.183,24.0,30.0
1611,Luke Guthrie,Horse,10,1.849,0.1,1.0,5.0
1061,Luke List,Rat,322,0.095,0.227,73.0,77.0
1212,MJ Daffue,Dragon,139,0.558,0.187,26.0,43.0
1164,Mac Meissner,Tiger,193,-0.298,0.28,54.0,37.0
1035,Mackenzie Hughes,Horse,359,-0.236,0.273,98.0,78.0
1640,Manuel Elvira,Rat,9,-2.426,0.444,4.0,2.0
1311,Marc Leishman,Pig,64,-0.263,0.281,18.0,11.0
