condition,round_type,exec_bucket,upside_bucket,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Moderate,Open,50,50,Krishna Nanda,125,29.6,14.4,25.1,24.7,4.5,-10.3,2.02,-0.44
Moderate,Open,50,50,Krishna Purna,116,25.9,21.6,25.1,24.7,0.8,-3.2,1.18,-0.09
Moderate,Open,50,50,Krishna Rikta,194,34.0,15.5,25.1,24.7,8.9,-9.2,2.17,-0.73
Moderate,Open,50,50,Shukla Bhadra,141,34.0,16.3,25.1,24.7,8.9,-8.4,2.05,-0.35
Moderate,Open,50,50,Shukla Jaya,369,30.1,22.0,25.1,24.7,5.0,-2.8,1.35,-0.14
Moderate,Open,50,50,Shukla Nanda,279,23.7,24.7,25.1,24.7,-1.4,0.0,0.94,-0.05
Moderate,Open,50,50,Shukla Purna,165,20.0,28.5,25.1,24.7,-5.1,3.8,0.69,0.17
Moderate,Open,50,50,Shukla Rikta,194,26.8,24.7,25.1,24.7,1.7,0.0,1.07,-0.16
Moderate,Open,50,75,Krishna Bhadra,148,24.3,23.0,25.1,24.7,-0.8,-1.7,1.04,-0.04
Moderate,Open,50,75,Krishna Jaya,69,26.1,17.4,25.1,24.7,1.0,-7.3,1.48,-0.34
Moderate,Open,50,75,Krishna Nanda,114,33.3,19.3,25.1,24.7,8.2,-5.4,1.7,-0.47
Moderate,Open,50,75,Krishna Purna,99,35.4,9.1,25.1,24.7,10.3,-15.6,3.83,-1.15
Moderate,Open,50,75,Krishna Rikta,96,20.8,20.8,25.1,24.7,-4.3,-3.9,0.98,-0.16
Moderate,Open,50,75,Shukla Bhadra,97,26.8,15.5,25.1,24.7,1.7,-9.2,1.71,-0.16
Moderate,Open,50,75,Shukla Jaya,171,33.3,19.9,25.1,24.7,8.2,-4.8,1.65,-0.01
Moderate,Open,50,75,Shukla Nanda,97,22.7,25.8,25.1,24.7,-2.4,1.1,0.87,0.08
Moderate,Open,50,75,Shukla Purna,143,18.2,16.8,25.1,24.7,-6.9,-7.9,1.07,0.02
Moderate,Open,50,75,Shukla Rikta,145,25.5,28.3,25.1,24.7,0.4,3.6,0.89,0.34
Moderate,Open,75,50,Krishna Bhadra,178,19.1,29.8,25.1,24.7,-6.0,5.1,0.63,0.47
Moderate,Open,75,50,Krishna Jaya,90,24.4,23.3,25.1,24.7,-0.7,-1.4,1.03,-0.12
Moderate,Open,75,50,Krishna Nanda,35,20.0,51.4,25.1,24.7,-5.1,26.7,0.38,1.13
Moderate,Open,75,50,Krishna Purna,62,32.3,12.9,25.1,24.7,7.2,-11.8,2.46,-0.7
Moderate,Open,75,50,Krishna Rikta,107,25.2,15.0,25.1,24.7,0.1,-9.8,1.66,-0.39
Moderate,Open,75,50,Shukla Jaya,41,46.3,19.5,25.1,24.7,21.2,-5.2,2.34,-1.22
Moderate,Open,75,50,Shukla Nanda,99,31.3,21.2,25.1,24.7,6.2,-3.5,1.45,-0.44
Moderate,Open,75,50,Shukla Rikta,41,26.8,22.0,25.1,24.7,1.7,-2.8,1.2,-0.29
Moderate,Positioning,0,0,Krishna Bhadra,37,16.2,29.7,25.4,21.9,-9.2,7.8,0.47,0.91
Moderate,Positioning,0,0,Krishna Jaya,30,26.7,16.7,25.4,21.9,1.3,-5.3,1.38,-0.56
Moderate,Positioning,0,0,Shukla Jaya,39,23.1,33.3,25.4,21.9,-2.3,11.4,0.6,0.39
Moderate,Positioning,0,0,Shukla Nanda,30,16.7,16.7,25.4,21.9,-8.7,-5.3,0.86,0.37
Moderate,Positioning,0,0,Shukla Purna,43,7.0,39.5,25.4,21.9,-18.4,17.6,0.15,1.5
Moderate,Positioning,25,25,Krishna Rikta,38,13.2,23.7,25.4,21.9,-12.2,1.7,0.48,0.61
Moderate,Positioning,25,50,Krishna Bhadra,32,15.6,18.8,25.4,21.9,-9.7,-3.2,0.72,0.15
Moderate,Positioning,25,50,Krishna Jaya,52,26.9,28.8,25.4,21.9,1.5,6.9,0.81,0.23
Moderate,Positioning,25,50,Krishna Purna,35,25.7,25.7,25.4,21.9,0.3,3.8,0.86,-0.08
Moderate,Positioning,25,50,Krishna Rikta,66,36.4,12.1,25.4,21.9,11.0,-9.8,2.59,-0.6
Moderate,Positioning,25,50,Shukla Jaya,67,26.9,28.4,25.4,21.9,1.5,6.4,0.82,-0.03
Moderate,Positioning,25,50,Shukla Purna,59,23.7,28.8,25.4,21.9,-1.6,6.9,0.71,-0.09
Moderate,Positioning,25,50,Shukla Rikta,39,30.8,23.1,25.4,21.9,5.4,1.1,1.15,-0.24
Moderate,Positioning,25,75,Krishna Bhadra,69,27.5,26.1,25.4,21.9,2.2,4.1,0.91,0.21
Moderate,Positioning,25,75,Krishna Rikta,37,24.3,16.2,25.4,21.9,-1.1,-5.7,1.3,-0.2
Moderate,Positioning,25,75,Shukla Jaya,91,27.5,22.0,25.4,21.9,2.1,0.0,1.08,-0.08
Moderate,Positioning,25,75,Shukla Purna,66,16.7,27.3,25.4,21.9,-8.7,5.3,0.53,0.14
Moderate,Positioning,50,50,Krishna Bhadra,117,26.5,19.7,25.4,21.9,1.1,-2.3,1.17,-0.16
Moderate,Positioning,50,50,Krishna Jaya,136,30.1,13.2,25.4,21.9,4.8,-8.7,1.97,-0.44
Moderate,Positioning,50,50,Krishna Nanda,62,12.9,33.9,25.4,21.9,-12.5,11.9,0.33,0.8
Moderate,Positioning,50,50,Krishna Purna,69,24.6,15.9,25.4,21.9,-0.7,-6.0,1.34,-0.22
Moderate,Positioning,50,50,Krishna Rikta,100,26.0,16.0,25.4,21.9,0.6,-5.9,1.4,-0.27
Moderate,Positioning,50,50,Shukla Jaya,74,29.7,14.9,25.4,21.9,4.4,-7.1,1.73,-0.48
Moderate,Positioning,50,50,Shukla Nanda,56,21.4,21.4,25.4,21.9,-3.9,-0.5,0.86,0.45
Moderate,Positioning,50,50,Shukla Purna,48,29.2,12.5,25.4,21.9,3.8,-9.4,2.02,-0.55
Moderate,Positioning,50,50,Shukla Rikta,90,27.8,23.3,25.4,21.9,2.4,1.4,1.03,-0.21
Moderate,Positioning,50,75,Krishna Bhadra,35,22.9,28.6,25.4,21.9,-2.5,6.6,0.69,0.62
Moderate,Positioning,50,75,Krishna Jaya,64,21.9,25.0,25.4,21.9,-3.5,3.1,0.76,0.29
Moderate,Positioning,50,75,Krishna Purna,50,32.0,18.0,25.4,21.9,6.6,-3.9,1.54,-0.49
Moderate,Positioning,50,75,Krishna Rikta,71,28.2,22.5,25.4,21.9,2.8,0.6,1.08,0.16
Moderate,Positioning,50,75,Shukla Jaya,108,24.1,22.2,25.4,21.9,-1.3,0.3,0.94,0.1
Moderate,Positioning,50,75,Shukla Nanda,49,30.6,14.3,25.4,21.9,5.2,-7.7,1.85,-0.49
Moderate,Positioning,50,75,Shukla Purna,48,20.8,33.3,25.4,21.9,-4.5,11.4,0.54,0.67
Moderate,Positioning,50,75,Shukla Rikta,63,31.7,17.5,25.4,21.9,6.4,-4.5,1.57,-0.65
Moderate,Positioning,75,50,Krishna Bhadra,44,31.8,18.2,25.4,21.9,6.4,-3.8,1.51,-0.23
Moderate,Positioning,75,50,Krishna Rikta,30,23.3,23.3,25.4,21.9,-2.0,1.4,0.86,0.49
Moderate,Positioning,75,50,Shukla Jaya,49,26.5,26.5,25.4,21.9,1.2,4.6,0.86,0.32
Moderate,Positioning,75,50,Shukla Purna,69,31.9,21.7,25.4,21.9,6.5,-0.2,1.27,-0.46
Moderate,REMOVE,50,50,Shukla Bhadra,78,11.5,46.2,21.8,27.1,-10.3,19.0,0.31,1.8
Moderate,REMOVE,50,75,Krishna Bhadra,37,27.0,21.6,21.8,27.1,5.2,-5.5,1.55,-0.3
Moderate,REMOVE,50,75,Krishna Nanda,32,31.3,21.9,21.8,27.1,9.4,-5.2,1.77,0.47
Moderate,REMOVE,50,75,Shukla Bhadra,57,14.0,43.9,21.8,27.1,-7.8,16.7,0.4,1.4
Moderate,REMOVE,75,50,Krishna Purna,33,21.2,33.3,21.8,27.1,-0.6,6.2,0.79,0.19
Moderate,Survival,0,0,Krishna Bhadra,82,9.8,41.5,23.5,27.2,-13.7,14.3,0.27,1.41
Moderate,Survival,0,0,Krishna Jaya,132,14.4,35.6,23.5,27.2,-9.1,8.4,0.47,1.04
Moderate,Survival,0,0,Krishna Nanda,113,7.1,54.0,23.5,27.2,-16.4,26.8,0.15,2.44
Moderate,Survival,0,0,Krishna Purna,138,17.4,39.9,23.5,27.2,-6.1,12.6,0.51,1.02
Moderate,Survival,0,0,Krishna Rikta,143,16.8,49.0,23.5,27.2,-6.7,21.7,0.4,1.53
Moderate,Survival,0,0,Shukla Bhadra,176,9.7,35.8,23.5,27.2,-13.8,8.6,0.31,1.82
Moderate,Survival,0,0,Shukla Jaya,170,12.9,34.1,23.5,27.2,-10.6,6.9,0.44,1.34
Moderate,Survival,0,0,Shukla Nanda,136,15.4,48.5,23.5,27.2,-8.1,21.3,0.37,1.73
Moderate,Survival,0,0,Shukla Purna,77,19.5,32.5,23.5,27.2,-4.0,5.3,0.69,1.06
Moderate,Survival,0,0,Shukla Rikta,88,17.0,38.6,23.5,27.2,-6.5,11.4,0.51,1.23
Moderate,Survival,25,25,Krishna Bhadra,32,3.1,50.0,23.5,27.2,-20.4,22.8,0.07,2.45
Moderate,Survival,25,25,Krishna Nanda,69,26.1,20.3,23.5,27.2,2.6,-6.9,1.49,-0.24
Moderate,Survival,25,25,Krishna Rikta,30,23.3,33.3,23.5,27.2,-0.2,6.1,0.81,0.96
Moderate,Survival,25,50,Krishna Bhadra,100,26.0,22.0,23.5,27.2,2.5,-5.2,1.37,-0.22
Moderate,Survival,25,50,Krishna Jaya,48,16.7,22.9,23.5,27.2,-6.8,-4.3,0.84,0.24
Moderate,Survival,25,50,Krishna Nanda,54,29.6,24.1,23.5,27.2,6.1,-3.1,1.42,-0.3
Moderate,Survival,25,50,Krishna Purna,161,29.2,21.1,23.5,27.2,5.7,-6.1,1.6,-0.14
Moderate,Survival,25,50,Krishna Rikta,136,27.2,36.0,23.5,27.2,3.7,8.8,0.87,0.16
Moderate,Survival,25,50,Shukla Bhadra,171,21.1,35.1,23.5,27.2,-2.4,7.9,0.69,0.71
Moderate,Survival,25,50,Shukla Jaya,136,27.9,22.1,23.5,27.2,4.4,-5.1,1.47,-0.09
Moderate,Survival,25,50,Shukla Nanda,138,19.6,23.9,23.5,27.2,-3.9,-3.3,0.95,0.45
Moderate,Survival,25,50,Shukla Purna,75,42.7,14.7,23.5,27.2,19.2,-12.5,3.37,-1.28
Moderate,Survival,25,50,Shukla Rikta,116,23.3,21.6,23.5,27.2,-0.2,-5.7,1.25,-0.4
Moderate,Survival,25,75,Krishna Jaya,62,37.1,32.3,23.5,27.2,13.6,5.1,1.33,-0.13
Moderate,Survival,25,75,Krishna Nanda,64,15.6,21.9,23.5,27.2,-7.9,-5.3,0.83,-0.18
Moderate,Survival,25,75,Krishna Purna,71,31.0,16.9,23.5,27.2,7.5,-10.3,2.12,-0.38
Moderate,Survival,25,75,Krishna Rikta,41,24.4,36.6,23.5,27.2,0.9,9.4,0.77,0.58
Moderate,Survival,25,75,Shukla Bhadra,68,30.9,32.4,23.5,27.2,7.4,5.1,1.11,-0.21
Moderate,Survival,25,75,Shukla Jaya,76,31.6,15.8,23.5,27.2,8.1,-11.4,2.32,-0.75
Moderate,Survival,25,75,Shukla Nanda,54,20.4,20.4,23.5,27.2,-3.1,-6.8,1.16,-0.43
Moderate,Survival,25,75,Shukla Purna,55,36.4,25.5,23.5,27.2,12.9,-1.8,1.65,-0.28
Moderate,Survival,25,75,Shukla Rikta,53,24.5,9.4,23.5,27.2,1.0,-17.8,3.01,-0.64
Moderate,Survival,50,25,Shukla Bhadra,43,27.9,20.9,23.5,27.2,4.4,-6.3,1.54,-0.03
Moderate,Survival,50,50,Krishna Bhadra,175,26.3,23.4,23.5,27.2,2.8,-3.8,1.3,0.11
Moderate,Survival,50,50,Krishna Jaya,308,24.0,26.6,23.5,27.2,0.5,-0.6,1.04,0.24
Moderate,Survival,50,50,Krishna Nanda,283,24.0,23.0,23.5,27.2,0.5,-4.2,1.21,0.0
Moderate,Survival,50,50,Krishna Purna,389,27.2,24.7,23.5,27.2,3.7,-2.5,1.28,-0.06
Moderate,Survival,50,50,Krishna Rikta,251,21.1,29.5,23.5,27.2,-2.4,2.3,0.83,0.34
Moderate,Survival,50,50,Shukla Bhadra,333,20.1,32.4,23.5,27.2,-3.4,5.2,0.72,0.58
Moderate,Survival,50,50,Shukla Jaya,156,33.3,9.0,23.5,27.2,9.8,-18.2,4.3,-0.92
Moderate,Survival,50,50,Shukla Nanda,262,29.0,16.0,23.5,27.2,5.5,-11.2,2.09,-0.35
Moderate,Survival,50,50,Shukla Purna,90,35.6,18.9,23.5,27.2,12.1,-8.3,2.18,-0.54
Moderate,Survival,50,50,Shukla Rikta,134,24.6,20.1,23.5,27.2,1.1,-7.1,1.41,-0.15
Moderate,Survival,50,75,Krishna Bhadra,66,27.3,25.8,23.5,27.2,3.8,-1.4,1.23,0.03
Moderate,Survival,50,75,Krishna Jaya,68,26.5,30.9,23.5,27.2,3.0,3.7,0.99,0.74
Moderate,Survival,50,75,Krishna Nanda,113,27.4,22.1,23.5,27.2,3.9,-5.1,1.44,0.08
Moderate,Survival,50,75,Krishna Purna,182,23.6,22.5,23.5,27.2,0.1,-4.7,1.21,0.05
Moderate,Survival,50,75,Krishna Rikta,210,18.1,38.6,23.5,27.2,-5.4,11.4,0.54,1.02
Moderate,Survival,50,75,Shukla Bhadra,99,18.2,23.2,23.5,27.2,-5.3,-4.0,0.91,0.18
Moderate,Survival,50,75,Shukla Jaya,162,19.1,26.5,23.5,27.2,-4.4,-0.7,0.83,0.54
Moderate,Survival,50,75,Shukla Nanda,120,29.2,18.3,23.5,27.2,5.7,-8.9,1.84,-0.64
Moderate,Survival,50,75,Shukla Purna,129,25.6,22.5,23.5,27.2,2.1,-4.7,1.32,-0.0
Moderate,Survival,50,75,Shukla Rikta,87,21.8,24.1,23.5,27.2,-1.7,-3.1,1.05,0.01
Moderate,Survival,75,50,Krishna Bhadra,82,22.0,34.1,23.5,27.2,-1.6,6.9,0.74,0.61
Moderate,Survival,75,50,Krishna Jaya,31,22.6,19.4,23.5,27.2,-0.9,-7.9,1.35,-0.29
Moderate,Survival,75,50,Krishna Nanda,34,29.4,29.4,23.5,27.2,5.9,2.2,1.16,-0.13
Moderate,Survival,75,50,Krishna Rikta,126,36.5,19.8,23.5,27.2,13.0,-7.4,2.13,-0.87
Moderate,Survival,75,50,Shukla Bhadra,102,18.6,25.5,23.5,27.2,-4.9,-1.7,0.85,0.49
Moderate,Survival,75,50,Shukla Jaya,70,35.7,14.3,23.5,27.2,12.2,-12.9,2.89,-0.84
Moderate,Survival,75,50,Shukla Nanda,31,9.7,35.5,23.5,27.2,-13.8,8.3,0.32,0.98
Moderate,Survival,75,50,Shukla Rikta,50,20.0,24.0,23.5,27.2,-3.5,-3.2,0.96,0.3
Tough,Closing,50,50,Krishna Bhadra,97,34.0,27.8,29.6,26.3,4.5,1.6,1.09,-0.05
Tough,Open,0,0,Shukla Bhadra,35,5.7,42.9,20.1,25.5,-14.4,17.4,0.17,1.59
Tough,Open,25,50,Shukla Bhadra,54,27.8,20.4,20.1,25.5,7.7,-5.1,1.73,-0.46
Tough,Open,25,75,Shukla Bhadra,33,18.2,9.1,20.1,25.5,-1.9,-16.4,2.53,-0.56
Tough,Open,50,50,Krishna Bhadra,46,17.4,26.1,20.1,25.5,-2.7,0.6,0.84,-0.17
Tough,Open,50,50,Shukla Bhadra,78,23.1,23.1,20.1,25.5,3.0,-2.4,1.27,-0.28
Tough,Open,50,75,Krishna Bhadra,56,17.9,32.1,20.1,25.5,-2.2,6.7,0.7,0.13
Tough,Open,50,75,Shukla Bhadra,111,27.9,27.0,20.1,25.5,7.8,1.6,1.31,-0.07
Tough,Positioning,25,75,Shukla Nanda,49,26.5,22.4,26.1,23.5,0.5,-1.0,1.07,0.28
Tough,Positioning,50,50,Krishna Jaya,68,16.2,19.1,26.1,23.5,-9.9,-4.4,0.76,0.3
Tough,Positioning,50,50,Shukla Bhadra,36,36.1,13.9,26.1,23.5,10.1,-9.6,2.34,-0.29
Tough,Positioning,50,50,Shukla Nanda,47,19.1,38.3,26.1,23.5,-6.9,14.8,0.45,0.96
Tough,Positioning,50,75,Krishna Purna,42,59.5,4.8,26.1,23.5,33.5,-18.7,11.27,-2.11
Tough,Survival,25,50,Krishna Rikta,30,16.7,26.7,19.2,26.0,-2.5,0.7,0.85,0.21
Tough,Survival,25,75,Krishna Rikta,56,23.2,32.1,19.2,26.0,4.1,6.2,0.98,0.35
Tough,Survival,50,50,Krishna Rikta,53,15.1,22.6,19.2,26.0,-4.1,-3.3,0.9,0.19
Tough,Survival,50,75,Shukla Jaya,59,20.3,25.4,19.2,26.0,1.2,-0.6,1.08,0.18
