condition,round_type,exec_bucket,upside_bucket,chinese_zodiac,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Moderate,Positioning,50,75,Rat,40,30.0,15.0,26.1,21.3,3.9,-6.3,1.64,-0.4
Moderate,Positioning,50,75,Rooster,42,33.3,11.9,26.1,21.3,7.2,-9.4,2.29,-0.87
Moderate,Positioning,50,75,Snake,44,27.3,25.0,26.1,21.3,1.2,3.7,0.89,0.14
Moderate,Positioning,50,75,Tiger,39,33.3,12.8,26.1,21.3,7.2,-8.5,2.13,-0.55
Moderate,Positioning,75,50,Rooster,31,29.0,22.6,26.1,21.3,2.9,1.2,1.05,-0.25
Moderate,Survival,25,25,Pig,30,23.3,16.7,25.3,24.7,-2.0,-8.0,1.36,-0.4
Moderate,Survival,25,25,Rat,31,22.6,29.0,25.3,24.7,-2.7,4.4,0.76,0.32
Moderate,Survival,25,50,Dog,100,25.0,27.0,25.3,24.7,-0.3,2.3,0.9,0.02
Moderate,Survival,25,50,Dragon,75,18.7,34.7,25.3,24.7,-6.6,10.0,0.52,0.58
Moderate,Survival,25,50,Goat,98,22.4,32.7,25.3,24.7,-2.9,8.0,0.67,0.1
Moderate,Survival,25,50,Horse,99,27.3,31.3,25.3,24.7,2.0,6.7,0.85,0.43
Moderate,Survival,25,50,Monkey,68,35.3,26.5,25.3,24.7,10.0,1.8,1.3,-0.32
Moderate,Survival,25,50,Ox,76,17.1,23.7,25.3,24.7,-8.2,-1.0,0.7,0.28
Moderate,Survival,25,50,Pig,87,26.4,31.0,25.3,24.7,1.1,6.4,0.83,0.06
Moderate,Survival,25,50,Rabbit,121,32.2,15.7,25.3,24.7,6.9,-9.0,2.0,-0.58
Moderate,Survival,25,50,Rat,112,24.1,25.9,25.3,24.7,-1.2,1.2,0.91,-0.03
Moderate,Survival,25,50,Rooster,104,23.1,19.2,25.3,24.7,-2.2,-5.4,1.17,0.01
Moderate,Survival,25,50,Snake,100,28.0,20.0,25.3,24.7,2.7,-4.7,1.36,-0.09
Moderate,Survival,25,50,Tiger,89,30.3,20.2,25.3,24.7,5.0,-4.4,1.46,-0.33
Moderate,Survival,25,75,Dog,43,25.6,25.6,25.3,24.7,0.3,0.9,0.97,-0.17
Moderate,Survival,25,75,Dragon,43,25.6,27.9,25.3,24.7,0.3,3.2,0.89,0.16
Moderate,Survival,25,75,Goat,46,28.3,8.7,25.3,24.7,3.0,-16.0,3.17,-1.1
Moderate,Survival,25,75,Horse,44,29.5,27.3,25.3,24.7,4.2,2.6,1.06,-0.56
Moderate,Survival,25,75,Monkey,31,45.2,19.4,25.3,24.7,19.9,-5.3,2.27,-1.14
Moderate,Survival,25,75,Ox,34,32.4,26.5,25.3,24.7,7.1,1.8,1.19,0.07
Moderate,Survival,25,75,Pig,58,32.8,22.4,25.3,24.7,7.5,-2.2,1.42,-0.32
Moderate,Survival,25,75,Rabbit,66,28.8,30.3,25.3,24.7,3.5,5.6,0.93,0.02
Moderate,Survival,25,75,Rat,65,26.2,15.4,25.3,24.7,0.9,-9.3,1.66,-0.52
Moderate,Survival,25,75,Rooster,61,24.6,27.9,25.3,24.7,-0.7,3.2,0.86,-0.04
Moderate,Survival,25,75,Snake,50,24.0,16.0,25.3,24.7,-1.3,-8.7,1.46,-0.51
Moderate,Survival,50,50,Dog,202,24.8,25.2,25.3,24.7,-0.5,0.6,0.96,0.26
Moderate,Survival,50,50,Dragon,214,21.0,26.6,25.3,24.7,-4.3,2.0,0.77,0.39
Moderate,Survival,50,50,Goat,191,28.3,22.0,25.3,24.7,3.0,-2.7,1.25,-0.2
Moderate,Survival,50,50,Horse,216,25.9,19.9,25.3,24.7,0.6,-4.8,1.27,-0.27
Moderate,Survival,50,50,Monkey,126,22.2,24.6,25.3,24.7,-3.1,-0.1,0.88,0.17
Moderate,Survival,50,50,Ox,154,30.5,20.8,25.3,24.7,5.2,-3.9,1.43,-0.47
Moderate,Survival,50,50,Pig,215,22.3,30.2,25.3,24.7,-3.0,5.6,0.72,0.49
Moderate,Survival,50,50,Rabbit,227,21.6,21.6,25.3,24.7,-3.7,-3.1,0.97,0.33
Moderate,Survival,50,50,Rat,261,26.1,27.2,25.3,24.7,0.8,2.5,0.93,-0.04
Moderate,Survival,50,50,Rooster,183,27.3,18.0,25.3,24.7,2.0,-6.6,1.48,-0.32
Moderate,Survival,50,50,Snake,201,27.9,22.4,25.3,24.7,2.6,-2.3,1.21,-0.17
Moderate,Survival,50,50,Tiger,177,30.5,23.2,25.3,24.7,5.2,-1.5,1.28,-0.29
Moderate,Survival,50,75,Dog,114,21.9,27.2,25.3,24.7,-3.4,2.5,0.79,0.14
Moderate,Survival,50,75,Dragon,95,28.4,27.4,25.3,24.7,3.1,2.7,1.01,0.05
Moderate,Survival,50,75,Goat,112,18.8,32.1,25.3,24.7,-6.6,7.5,0.57,0.79
Moderate,Survival,50,75,Horse,102,25.5,26.5,25.3,24.7,0.2,1.8,0.94,-0.03
Moderate,Survival,50,75,Monkey,82,30.5,15.9,25.3,24.7,5.2,-8.8,1.87,-0.33
Moderate,Survival,50,75,Ox,112,19.6,26.8,25.3,24.7,-5.7,2.1,0.71,0.22
Moderate,Survival,50,75,Pig,95,22.1,29.5,25.3,24.7,-3.2,4.8,0.73,0.54
Moderate,Survival,50,75,Rabbit,126,19.0,23.8,25.3,24.7,-6.3,-0.8,0.78,0.42
Moderate,Survival,50,75,Rat,125,20.8,32.0,25.3,24.7,-4.5,7.3,0.63,0.5
Moderate,Survival,50,75,Rooster,105,27.6,22.9,25.3,24.7,2.3,-1.8,1.18,0.15
Moderate,Survival,50,75,Snake,92,25.0,21.7,25.3,24.7,-0.3,-2.9,1.12,-0.05
Moderate,Survival,50,75,Tiger,69,20.3,23.2,25.3,24.7,-5.0,-1.5,0.85,0.17
Moderate,Survival,75,50,Dog,37,32.4,21.6,25.3,24.7,7.1,-3.0,1.46,-0.29
Moderate,Survival,75,50,Dragon,44,25.0,27.3,25.3,24.7,-0.3,2.6,0.89,0.1
Moderate,Survival,75,50,Goat,51,31.4,23.5,25.3,24.7,6.1,-1.1,1.3,-0.09
Moderate,Survival,75,50,Horse,52,28.8,25.0,25.3,24.7,3.5,0.3,1.12,-0.02
Moderate,Survival,75,50,Monkey,34,26.5,11.8,25.3,24.7,1.2,-12.9,2.19,-0.82
Moderate,Survival,75,50,Ox,41,43.9,24.4,25.3,24.7,18.6,-0.3,1.75,-0.87
Moderate,Survival,75,50,Pig,44,25.0,34.1,25.3,24.7,-0.3,9.4,0.71,0.04
Moderate,Survival,75,50,Rabbit,63,25.4,19.0,25.3,24.7,0.1,-5.6,1.3,-0.01
Moderate,Survival,75,50,Rat,55,21.8,20.0,25.3,24.7,-3.5,-4.7,1.06,-0.26
Moderate,Survival,75,50,Rooster,63,23.8,19.0,25.3,24.7,-1.5,-5.6,1.22,-0.41
Moderate,Survival,75,50,Snake,43,20.9,25.6,25.3,24.7,-4.4,0.9,0.8,0.27
Moderate,Survival,75,50,Tiger,39,12.8,46.2,25.3,24.7,-12.5,21.5,0.27,1.24
