round_type,condition,color,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Positioning,Calm,Yellow,Shukla Purna,205,19.5,19.5,24.9,21.6,-5.4,-2.1,0.87,-0.12
Positioning,Calm,Yellow,Shukla Rikta,151,21.9,23.2,24.9,21.6,-3.1,1.6,0.82,-0.02
Positioning,Moderate,Blue,Krishna Bhadra,61,26.2,27.9,26.1,21.3,0.1,6.6,0.77,-0.08
Positioning,Moderate,Blue,Krishna Jaya,59,22.0,23.7,26.1,21.3,-4.1,2.5,0.76,0.58
Positioning,Moderate,Blue,Krishna Purna,43,25.6,23.3,26.1,21.3,-0.5,2.0,0.9,-0.12
Positioning,Moderate,Blue,Krishna Rikta,70,31.4,15.7,26.1,21.3,5.3,-5.5,1.63,-0.4
Positioning,Moderate,Blue,Shukla Jaya,99,22.2,20.2,26.1,21.3,-3.9,-1.1,0.9,0.12
Positioning,Moderate,Blue,Shukla Purna,64,25.0,31.3,26.1,21.3,-1.1,10.0,0.65,0.05
Positioning,Moderate,Blue,Shukla Rikta,53,20.8,18.9,26.1,21.3,-5.4,-2.4,0.9,-0.03
Positioning,Moderate,Green,Krishna Bhadra,39,23.1,28.2,26.1,21.3,-3.0,6.9,0.67,0.48
Positioning,Moderate,Green,Krishna Jaya,32,37.5,12.5,26.1,21.3,11.4,-8.8,2.44,-0.74
Positioning,Moderate,Green,Shukla Jaya,50,28.0,22.0,26.1,21.3,1.9,0.7,1.04,-0.16
Positioning,Moderate,Green,Shukla Rikta,30,33.3,23.3,26.1,21.3,7.2,2.1,1.16,-0.08
Positioning,Moderate,Orange,Krishna Bhadra,52,26.9,21.2,26.1,21.3,0.8,-0.1,1.04,0.17
Positioning,Moderate,Orange,Krishna Jaya,43,32.6,23.3,26.1,21.3,6.4,2.0,1.14,-0.27
Positioning,Moderate,Orange,Krishna Purna,48,22.9,18.8,26.1,21.3,-3.2,-2.5,0.99,-0.12
Positioning,Moderate,Orange,Krishna Rikta,91,23.1,20.9,26.1,21.3,-3.0,-0.4,0.9,0.22
Positioning,Moderate,Orange,Shukla Jaya,76,35.5,21.1,26.1,21.3,9.4,-0.2,1.37,-0.41
Positioning,Moderate,Orange,Shukla Purna,78,19.2,21.8,26.1,21.3,-6.9,0.5,0.72,0.02
Positioning,Moderate,Orange,Shukla Rikta,50,30.0,14.0,26.1,21.3,3.9,-7.3,1.74,-0.71
Positioning,Moderate,Purple,Krishna Bhadra,50,24.0,18.0,26.1,21.3,-2.1,-3.3,1.08,0.13
Positioning,Moderate,Purple,Krishna Jaya,36,22.2,25.0,26.1,21.3,-3.9,3.7,0.72,0.36
Positioning,Moderate,Purple,Shukla Jaya,52,25.0,15.4,26.1,21.3,-1.1,-5.9,1.32,-0.29
Positioning,Moderate,Purple,Shukla Nanda,35,28.6,14.3,26.1,21.3,2.4,-7.0,1.63,-0.41
Positioning,Moderate,Purple,Shukla Purna,39,46.2,12.8,26.1,21.3,20.0,-8.4,2.93,-1.07
Positioning,Moderate,Yellow,Krishna Bhadra,113,28.3,16.8,26.1,21.3,2.2,-4.4,1.37,-0.18
Positioning,Moderate,Yellow,Krishna Jaya,103,29.1,15.5,26.1,21.3,3.0,-5.7,1.53,-0.4
Positioning,Moderate,Yellow,Krishna Nanda,71,18.3,23.9,26.1,21.3,-7.8,2.7,0.62,0.2
Positioning,Moderate,Yellow,Krishna Purna,51,33.3,15.7,26.1,21.3,7.2,-5.6,1.73,-0.69
Positioning,Moderate,Yellow,Krishna Rikta,117,24.8,16.2,26.1,21.3,-1.3,-5.0,1.24,0.04
Positioning,Moderate,Yellow,Shukla Jaya,138,26.8,26.1,26.1,21.3,0.7,4.8,0.84,0.13
Positioning,Moderate,Yellow,Shukla Nanda,84,25.0,25.0,26.1,21.3,-1.1,3.7,0.81,0.3
Positioning,Moderate,Yellow,Shukla Purna,104,24.0,20.2,26.1,21.3,-2.1,-1.1,0.97,-0.2
Positioning,Moderate,Yellow,Shukla Rikta,93,29.0,21.5,26.1,21.3,2.9,0.2,1.1,-0.41
Positioning,Tough,Orange,Shukla Nanda,36,33.3,13.9,26.2,22.1,7.2,-8.2,2.03,-0.07
Positioning,Tough,Yellow,Krishna Bhadra,48,12.5,29.2,26.2,22.1,-13.7,7.0,0.36,0.48
Positioning,Tough,Yellow,Krishna Jaya,65,10.8,20.0,26.2,22.1,-15.4,-2.1,0.46,0.39
REMOVE,Calm,Blue,Krishna Jaya,53,22.6,32.1,25.6,29.6,-3.0,2.5,0.81,0.01
REMOVE,Calm,Blue,Krishna Nanda,75,30.7,29.3,25.6,29.6,5.0,-0.3,1.21,-0.75
REMOVE,Calm,Blue,Krishna Purna,114,18.4,25.4,25.6,29.6,-7.2,-4.2,0.84,0.42
REMOVE,Calm,Blue,Krishna Rikta,39,20.5,41.0,25.6,29.6,-5.1,11.4,0.58,0.83
REMOVE,Calm,Blue,Shukla Bhadra,42,31.0,31.0,25.6,29.6,5.3,1.4,1.15,0.43
REMOVE,Calm,Blue,Shukla Nanda,79,22.8,17.7,25.6,29.6,-2.9,-11.9,1.48,-0.11
REMOVE,Calm,Blue,Shukla Purna,51,35.3,19.6,25.6,29.6,9.7,-10.0,2.08,-0.53
REMOVE,Calm,Blue,Shukla Rikta,63,20.6,46.0,25.6,29.6,-5.0,16.4,0.52,1.27
REMOVE,Calm,Green,Krishna Purna,30,20.0,33.3,25.6,29.6,-5.6,3.7,0.69,0.36
REMOVE,Calm,Green,Shukla Bhadra,33,24.2,33.3,25.6,29.6,-1.4,3.7,0.84,0.9
REMOVE,Calm,Green,Shukla Nanda,45,20.0,37.8,25.6,29.6,-5.6,8.2,0.61,1.09
REMOVE,Calm,Green,Shukla Purna,52,30.8,25.0,25.6,29.6,5.1,-4.6,1.42,-0.26
REMOVE,Calm,Orange,Krishna Jaya,45,22.2,28.9,25.6,29.6,-3.4,-0.7,0.89,0.08
REMOVE,Calm,Orange,Krishna Nanda,86,23.3,31.4,25.6,29.6,-2.4,1.8,0.86,-0.11
REMOVE,Calm,Orange,Krishna Purna,48,22.9,27.1,25.6,29.6,-2.7,-2.5,0.98,0.67
REMOVE,Calm,Orange,Krishna Rikta,61,26.2,29.5,25.6,29.6,0.6,-0.1,1.03,-0.11
REMOVE,Calm,Orange,Shukla Bhadra,37,16.2,45.9,25.6,29.6,-9.4,16.3,0.41,1.32
REMOVE,Calm,Orange,Shukla Jaya,39,30.8,48.7,25.6,29.6,5.1,19.1,0.73,1.06
REMOVE,Calm,Orange,Shukla Nanda,69,21.7,34.8,25.6,29.6,-3.9,5.2,0.72,0.99
REMOVE,Calm,Orange,Shukla Purna,61,24.6,23.0,25.6,29.6,-1.0,-6.6,1.24,-0.28
REMOVE,Calm,Orange,Shukla Rikta,58,20.7,25.9,25.6,29.6,-4.9,-3.7,0.92,0.22
REMOVE,Calm,Purple,Krishna Nanda,38,36.8,5.3,25.6,29.6,11.2,-24.3,8.08,-0.87
REMOVE,Calm,Purple,Krishna Purna,55,10.9,32.7,25.6,29.6,-14.7,3.1,0.38,0.82
REMOVE,Calm,Purple,Shukla Nanda,30,36.7,40.0,25.6,29.6,11.0,10.4,1.06,0.59
REMOVE,Calm,Purple,Shukla Purna,48,41.7,16.7,25.6,29.6,16.0,-12.9,2.89,-1.03
REMOVE,Calm,Yellow,Krishna Bhadra,37,40.5,35.1,25.6,29.6,14.9,5.5,1.33,-0.24
REMOVE,Calm,Yellow,Krishna Jaya,96,29.2,28.1,25.6,29.6,3.5,-1.5,1.2,0.02
REMOVE,Calm,Yellow,Krishna Nanda,113,29.2,21.2,25.6,29.6,3.6,-8.4,1.59,-0.32
REMOVE,Calm,Yellow,Krishna Purna,105,21.0,29.5,25.6,29.6,-4.7,-0.1,0.82,0.41
REMOVE,Calm,Yellow,Krishna Rikta,47,23.4,23.4,25.6,29.6,-2.2,-6.2,1.15,0.19
REMOVE,Calm,Yellow,Shukla Bhadra,109,26.6,44.0,25.6,29.6,1.0,14.4,0.7,1.14
REMOVE,Calm,Yellow,Shukla Nanda,133,27.1,30.8,25.6,29.6,1.4,1.2,1.01,0.25
REMOVE,Calm,Yellow,Shukla Purna,122,33.6,22.1,25.6,29.6,8.0,-7.5,1.75,-0.32
REMOVE,Calm,Yellow,Shukla Rikta,105,23.8,27.6,25.6,29.6,-1.8,-2.0,1.0,0.76
REMOVE,Moderate,Purple,Krishna Nanda,42,40.5,4.8,23.2,26.1,17.3,-21.4,9.57,-0.55
REMOVE,Moderate,Yellow,Krishna Nanda,44,25.0,13.6,23.2,26.1,1.8,-12.5,2.06,0.06
REMOVE,Moderate,Yellow,Shukla Bhadra,73,11.0,41.1,23.2,26.1,-12.2,15.0,0.3,1.54
Survival,Calm,Blue,Krishna Bhadra,107,24.3,21.5,26.6,22.6,-2.3,-1.1,0.96,-0.04
Survival,Calm,Blue,Krishna Jaya,97,27.8,21.6,26.6,22.6,1.2,-0.9,1.09,-0.37
Survival,Calm,Blue,Krishna Nanda,101,22.8,26.7,26.6,22.6,-3.8,4.2,0.72,0.0
Survival,Calm,Blue,Krishna Purna,38,26.3,23.7,26.6,22.6,-0.3,1.1,0.94,0.08
Survival,Calm,Blue,Krishna Rikta,85,16.5,34.1,26.6,22.6,-10.1,11.6,0.41,0.65
Survival,Calm,Blue,Shukla Bhadra,73,28.8,23.3,26.6,22.6,2.2,0.7,1.05,0.07
Survival,Calm,Blue,Shukla Jaya,79,34.2,21.5,26.6,22.6,7.6,-1.0,1.35,-0.44
Survival,Calm,Blue,Shukla Nanda,161,35.4,23.0,26.6,22.6,8.8,0.4,1.31,-0.29
Survival,Calm,Blue,Shukla Purna,175,27.4,27.4,26.6,22.6,0.8,4.9,0.85,0.05
Survival,Calm,Blue,Shukla Rikta,178,28.1,22.5,26.6,22.6,1.5,-0.1,1.06,0.0
Survival,Calm,Green,Krishna Bhadra,65,23.1,15.4,26.6,22.6,-3.5,-7.2,1.27,-0.49
Survival,Calm,Green,Krishna Jaya,63,27.0,20.6,26.6,22.6,0.4,-1.9,1.11,-0.48
Survival,Calm,Green,Krishna Nanda,66,28.8,13.6,26.6,22.6,2.2,-8.9,1.79,-0.69
Survival,Calm,Green,Krishna Rikta,61,23.0,23.0,26.6,22.6,-3.6,0.4,0.85,0.14
Survival,Calm,Green,Shukla Bhadra,36,25.0,22.2,26.6,22.6,-1.6,-0.3,0.95,-0.06
Survival,Calm,Green,Shukla Jaya,84,31.0,16.7,26.6,22.6,4.4,-5.9,1.57,-0.65
Survival,Calm,Green,Shukla Nanda,105,37.1,13.3,26.6,22.6,10.5,-9.2,2.36,-0.85
Survival,Calm,Green,Shukla Purna,79,19.0,30.4,26.6,22.6,-7.6,7.8,0.53,0.65
Survival,Calm,Green,Shukla Rikta,95,20.0,28.4,26.6,22.6,-6.6,5.9,0.6,0.34
Survival,Calm,Orange,Krishna Bhadra,120,21.7,24.2,26.6,22.6,-4.9,1.6,0.76,0.05
Survival,Calm,Orange,Krishna Jaya,66,31.8,18.2,26.6,22.6,5.2,-4.4,1.48,-0.53
Survival,Calm,Orange,Krishna Nanda,126,21.4,23.8,26.6,22.6,-5.2,1.3,0.76,0.17
Survival,Calm,Orange,Krishna Purna,50,22.0,30.0,26.6,22.6,-4.6,7.4,0.62,0.32
Survival,Calm,Orange,Krishna Rikta,86,24.4,32.6,26.6,22.6,-2.2,10.0,0.64,0.19
Survival,Calm,Orange,Shukla Bhadra,40,20.0,35.0,26.6,22.6,-6.6,12.4,0.48,0.68
Survival,Calm,Orange,Shukla Jaya,74,31.1,25.7,26.6,22.6,4.5,3.1,1.03,-0.14
Survival,Calm,Orange,Shukla Nanda,115,38.3,13.9,26.6,22.6,11.7,-8.6,2.33,-0.75
Survival,Calm,Orange,Shukla Purna,168,20.2,26.8,26.6,22.6,-6.4,4.2,0.64,0.4
Survival,Calm,Orange,Shukla Rikta,156,36.5,16.0,26.6,22.6,9.9,-6.5,1.93,-0.65
Survival,Calm,Purple,Krishna Bhadra,69,31.9,20.3,26.6,22.6,5.3,-2.3,1.33,-0.2
Survival,Calm,Purple,Krishna Jaya,62,19.4,17.7,26.6,22.6,-7.2,-4.8,0.93,-0.12
Survival,Calm,Purple,Krishna Nanda,81,19.8,22.2,26.6,22.6,-6.8,-0.3,0.75,0.08
Survival,Calm,Purple,Krishna Rikta,67,28.4,23.9,26.6,22.6,1.8,1.3,1.01,-0.05
Survival,Calm,Purple,Shukla Bhadra,31,22.6,16.1,26.6,22.6,-4.0,-6.4,1.19,-0.39
Survival,Calm,Purple,Shukla Jaya,81,27.2,14.8,26.6,22.6,0.6,-7.7,1.55,-0.56
Survival,Calm,Purple,Shukla Nanda,110,25.5,22.7,26.6,22.6,-1.1,0.2,0.95,0.07
Survival,Calm,Purple,Shukla Purna,92,25.0,17.4,26.6,22.6,-1.6,-5.2,1.22,-0.07
Survival,Calm,Purple,Shukla Rikta,78,26.9,21.8,26.6,22.6,0.3,-0.8,1.05,-0.06
Survival,Calm,Red,Krishna Bhadra,34,23.5,14.7,26.6,22.6,-3.1,-7.9,1.36,-0.18
Survival,Calm,Red,Krishna Rikta,31,38.7,12.9,26.6,22.6,12.1,-9.7,2.54,-0.89
Survival,Calm,Red,Shukla Nanda,49,30.6,26.5,26.6,22.6,4.0,4.0,0.98,0.04
Survival,Calm,Red,Shukla Purna,38,36.8,28.9,26.6,22.6,10.2,6.4,1.08,-0.12
Survival,Calm,Yellow,Krishna Bhadra,159,34.6,20.1,26.6,22.6,8.0,-2.4,1.46,-0.37
Survival,Calm,Yellow,Krishna Jaya,201,23.4,21.4,26.6,22.6,-3.2,-1.2,0.93,-0.2
Survival,Calm,Yellow,Krishna Nanda,165,20.6,24.2,26.6,22.6,-6.0,1.7,0.72,0.11
Survival,Calm,Yellow,Krishna Purna,31,16.1,38.7,26.6,22.6,-10.5,16.2,0.35,1.15
Survival,Calm,Yellow,Krishna Rikta,124,24.2,23.4,26.6,22.6,-2.4,0.8,0.88,-0.04
Survival,Calm,Yellow,Shukla Bhadra,149,26.8,28.9,26.6,22.6,0.2,6.3,0.79,0.2
Survival,Calm,Yellow,Shukla Jaya,225,21.3,23.6,26.6,22.6,-5.3,1.0,0.77,0.21
Survival,Calm,Yellow,Shukla Nanda,352,30.1,19.6,26.6,22.6,3.5,-3.0,1.3,-0.29
Survival,Calm,Yellow,Shukla Purna,277,23.5,21.3,26.6,22.6,-3.1,-1.3,0.93,0.13
Survival,Calm,Yellow,Shukla Rikta,320,27.5,23.8,26.6,22.6,0.9,1.2,0.98,-0.07
Survival,Moderate,Blue,Krishna Bhadra,109,22.9,27.5,25.4,24.5,-2.5,3.0,0.8,0.47
Survival,Moderate,Blue,Krishna Jaya,97,32.0,19.6,25.4,24.5,6.5,-4.9,1.57,-0.35
Survival,Moderate,Blue,Krishna Nanda,115,28.7,20.0,25.4,24.5,3.3,-4.5,1.38,-0.39
Survival,Moderate,Blue,Krishna Purna,132,25.8,20.5,25.4,24.5,0.3,-4.0,1.21,-0.14
Survival,Moderate,Blue,Krishna Rikta,169,29.0,31.4,25.4,24.5,3.6,6.9,0.89,0.14
Survival,Moderate,Blue,Shukla Bhadra,174,24.1,24.1,25.4,24.5,-1.3,-0.3,0.96,0.06
Survival,Moderate,Blue,Shukla Jaya,126,20.6,23.0,25.4,24.5,-4.8,-1.5,0.86,0.1
Survival,Moderate,Blue,Shukla Nanda,105,21.9,26.7,25.4,24.5,-3.5,2.2,0.79,0.27
Survival,Moderate,Blue,Shukla Purna,69,31.9,21.7,25.4,24.5,6.4,-2.7,1.41,-0.44
Survival,Moderate,Blue,Shukla Rikta,88,25.0,25.0,25.4,24.5,-0.4,0.5,0.96,-0.41
Survival,Moderate,Green,Krishna Bhadra,59,27.1,39.0,25.4,24.5,1.7,14.5,0.67,0.68
Survival,Moderate,Green,Krishna Jaya,72,23.6,26.4,25.4,24.5,-1.8,1.9,0.86,0.07
Survival,Moderate,Green,Krishna Nanda,71,21.1,19.7,25.4,24.5,-4.3,-4.8,1.03,-0.45
Survival,Moderate,Green,Krishna Purna,116,30.2,21.6,25.4,24.5,4.7,-2.9,1.35,-0.51
Survival,Moderate,Green,Krishna Rikta,81,11.1,39.5,25.4,24.5,-14.3,15.0,0.27,1.2
Survival,Moderate,Green,Shukla Bhadra,71,21.1,29.6,25.4,24.5,-4.3,5.1,0.69,0.59
Survival,Moderate,Green,Shukla Jaya,79,38.0,13.9,25.4,24.5,12.5,-10.6,2.63,-0.6
Survival,Moderate,Green,Shukla Nanda,72,33.3,18.1,25.4,24.5,7.9,-6.4,1.78,-0.57
Survival,Moderate,Green,Shukla Purna,38,50.0,13.2,25.4,24.5,24.6,-11.3,3.66,-1.52
Survival,Moderate,Green,Shukla Rikta,73,23.3,24.7,25.4,24.5,-2.1,0.2,0.91,-0.27
Survival,Moderate,Orange,Krishna Bhadra,93,30.1,18.3,25.4,24.5,4.7,-6.2,1.59,-0.34
Survival,Moderate,Orange,Krishna Jaya,55,25.5,21.8,25.4,24.5,0.0,-2.7,1.12,0.01
Survival,Moderate,Orange,Krishna Nanda,68,25.0,23.5,25.4,24.5,-0.4,-1.0,1.02,0.3
Survival,Moderate,Orange,Krishna Purna,157,26.1,21.7,25.4,24.5,0.7,-2.8,1.16,-0.06
Survival,Moderate,Orange,Krishna Rikta,173,26.6,29.5,25.4,24.5,1.2,5.0,0.87,0.09
Survival,Moderate,Orange,Shukla Bhadra,170,15.9,34.7,25.4,24.5,-9.6,10.2,0.44,0.7
Survival,Moderate,Orange,Shukla Jaya,89,23.6,16.9,25.4,24.5,-1.8,-7.6,1.35,-0.36
Survival,Moderate,Orange,Shukla Nanda,151,25.8,17.2,25.4,24.5,0.4,-7.3,1.44,-0.24
Survival,Moderate,Orange,Shukla Purna,108,20.4,29.6,25.4,24.5,-5.1,5.1,0.66,0.39
Survival,Moderate,Orange,Shukla Rikta,65,23.1,24.6,25.4,24.5,-2.4,0.1,0.9,0.0
Survival,Moderate,Purple,Krishna Bhadra,58,24.1,20.7,25.4,24.5,-1.3,-3.8,1.12,-0.04
Survival,Moderate,Purple,Krishna Jaya,70,20.0,24.3,25.4,24.5,-5.4,-0.2,0.79,-0.06
Survival,Moderate,Purple,Krishna Nanda,93,24.7,26.9,25.4,24.5,-0.7,2.4,0.89,0.2
Survival,Moderate,Purple,Krishna Purna,109,22.9,27.5,25.4,24.5,-2.5,3.0,0.8,0.18
Survival,Moderate,Purple,Krishna Rikta,104,15.4,39.4,25.4,24.5,-10.1,14.9,0.38,1.01
Survival,Moderate,Purple,Shukla Bhadra,71,22.5,32.4,25.4,24.5,-2.9,7.9,0.67,0.32
Survival,Moderate,Purple,Shukla Jaya,77,36.4,15.6,25.4,24.5,10.9,-8.9,2.25,-0.87
Survival,Moderate,Purple,Shukla Nanda,80,27.5,21.3,25.4,24.5,2.1,-3.2,1.25,-0.26
Survival,Moderate,Purple,Shukla Purna,49,46.9,6.1,25.4,24.5,21.5,-18.4,7.38,-1.25
Survival,Moderate,Purple,Shukla Rikta,68,17.6,19.1,25.4,24.5,-7.8,-5.4,0.89,0.05
Survival,Moderate,Yellow,Krishna Bhadra,181,23.8,25.4,25.4,24.5,-1.7,0.9,0.9,0.11
Survival,Moderate,Yellow,Krishna Jaya,255,24.7,31.4,25.4,24.5,-0.7,6.9,0.76,0.57
Survival,Moderate,Yellow,Krishna Nanda,281,24.2,24.9,25.4,24.5,-1.2,0.4,0.94,0.06
Survival,Moderate,Yellow,Krishna Purna,326,28.8,22.7,25.4,24.5,3.4,-1.8,1.22,-0.07
Survival,Moderate,Yellow,Krishna Rikta,282,26.2,25.9,25.4,24.5,0.8,1.4,0.98,0.03
Survival,Moderate,Yellow,Shukla Bhadra,308,22.1,30.2,25.4,24.5,-3.4,5.7,0.7,0.48
Survival,Moderate,Yellow,Shukla Jaya,225,28.0,18.2,25.4,24.5,2.6,-6.3,1.48,-0.14
Survival,Moderate,Yellow,Shukla Nanda,187,23.0,18.2,25.4,24.5,-2.4,-6.3,1.22,-0.28
Survival,Moderate,Yellow,Shukla Purna,103,35.9,20.4,25.4,24.5,10.5,-4.1,1.7,-0.59
Survival,Moderate,Yellow,Shukla Rikta,136,25.7,16.2,25.4,24.5,0.3,-8.3,1.53,-0.23
Survival,Tough,Yellow,Krishna Rikta,37,16.2,21.6,19.5,25.0,-3.3,-3.4,0.96,-0.01
Survival,Tough,Yellow,Shukla Jaya,47,21.3,25.5,19.5,25.0,1.7,0.5,1.07,-0.07
