round_type,condition,color,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Closing,Moderate,Blue,25,75,86,16.3,24.4,26.5,20.9,-10.3,3.5,0.52,0.44
Closing,Moderate,Blue,50,50,138,27.5,23.2,26.5,20.9,1.0,2.3,0.93,-0.17
Closing,Moderate,Blue,50,75,128,26.6,21.1,26.5,20.9,0.0,0.2,0.99,-0.27
Closing,Moderate,Blue,75,50,59,20.3,27.1,26.5,20.9,-6.2,6.2,0.59,0.46
Closing,Moderate,Green,25,50,35,17.1,31.4,26.5,20.9,-9.4,10.5,0.43,0.61
Closing,Moderate,Green,50,50,114,28.1,14.9,26.5,20.9,1.5,-6.0,1.48,-0.68
Closing,Moderate,Green,50,75,41,31.7,7.3,26.5,20.9,5.2,-13.6,3.41,-0.66
Closing,Moderate,Orange,25,25,33,33.3,21.2,26.5,20.9,6.8,0.3,1.24,0.03
Closing,Moderate,Orange,25,50,108,28.7,12.0,26.5,20.9,2.2,-8.9,1.88,-0.44
Closing,Moderate,Orange,25,75,64,29.7,18.8,26.5,20.9,3.1,-2.1,1.25,-0.23
Closing,Moderate,Orange,50,50,75,26.7,25.3,26.5,20.9,0.1,4.4,0.83,-0.1
Closing,Moderate,Orange,50,75,120,25.8,20.0,26.5,20.9,-0.7,-0.9,1.02,-0.17
Closing,Moderate,Purple,25,50,49,32.7,30.6,26.5,20.9,6.1,9.7,0.84,-0.0
Closing,Moderate,Purple,25,75,43,39.5,23.3,26.5,20.9,13.0,2.4,1.34,-0.61
Closing,Moderate,Purple,50,50,122,28.7,18.9,26.5,20.9,2.1,-2.0,1.2,-0.46
Closing,Moderate,Purple,50,75,44,29.5,25.0,26.5,20.9,3.0,4.1,0.93,0.01
Closing,Moderate,Purple,75,50,34,11.8,11.8,26.5,20.9,-14.8,-9.1,0.79,-0.18
Closing,Moderate,Red,50,50,37,21.6,18.9,26.5,20.9,-4.9,-2.0,0.9,0.21
Closing,Moderate,Yellow,25,25,74,23.0,13.5,26.5,20.9,-3.6,-7.4,1.34,-0.15
Closing,Moderate,Yellow,25,50,149,26.8,22.1,26.5,20.9,0.3,1.3,0.95,-0.1
Closing,Moderate,Yellow,25,75,98,31.6,18.4,26.5,20.9,5.1,-2.5,1.36,-0.53
Closing,Moderate,Yellow,50,50,422,25.1,23.0,26.5,20.9,-1.4,2.1,0.86,-0.05
Closing,Moderate,Yellow,50,75,232,28.0,24.6,26.5,20.9,1.5,3.7,0.9,-0.13
Closing,Moderate,Yellow,75,50,135,21.5,20.0,26.5,20.9,-5.1,-0.9,0.85,0.05
Closing,Tough,Yellow,50,50,71,38.0,21.1,32.3,24.6,5.8,-3.5,1.37,-0.68
Closing,Tough,Yellow,50,75,32,18.8,18.8,32.3,24.6,-13.5,-5.8,0.76,0.04
Mixed,Calm,Blue,50,50,45,35.6,26.7,33.0,22.2,2.5,4.5,0.89,-0.35
Mixed,Calm,Blue,50,75,45,31.1,22.2,33.0,22.2,-1.9,0.0,0.94,0.15
Mixed,Calm,Green,50,50,51,27.5,21.6,33.0,22.2,-5.6,-0.6,0.85,0.42
Mixed,Calm,Orange,50,50,48,27.1,22.9,33.0,22.2,-6.0,0.7,0.79,0.19
Mixed,Calm,Orange,50,75,35,37.1,22.9,33.0,22.2,4.1,0.7,1.09,-0.46
Mixed,Calm,Purple,50,50,53,26.4,34.0,33.0,22.2,-6.6,11.8,0.52,0.75
Mixed,Calm,Yellow,25,25,34,20.6,26.5,33.0,22.2,-12.5,4.3,0.52,0.52
Mixed,Calm,Yellow,50,50,104,35.6,22.1,33.0,22.2,2.5,-0.1,1.08,-0.1
Mixed,Calm,Yellow,50,75,125,32.0,21.6,33.0,22.2,-1.0,-0.6,0.99,-0.03
Open,Calm,Blue,25,25,69,20.3,15.9,28.4,20.9,-8.1,-4.9,0.94,-0.26
Open,Calm,Blue,25,50,297,27.9,19.9,28.4,20.9,-0.5,-1.0,1.03,-0.27
Open,Calm,Blue,25,75,227,26.0,24.2,28.4,20.9,-2.4,3.3,0.79,-0.0
Open,Calm,Blue,50,50,459,27.0,19.8,28.4,20.9,-1.4,-1.1,1.0,-0.23
Open,Calm,Blue,50,75,332,23.5,25.0,28.4,20.9,-4.9,4.1,0.69,0.19
Open,Calm,Blue,75,50,171,25.7,22.2,28.4,20.9,-2.7,1.3,0.85,0.07
Open,Calm,Green,25,50,173,28.3,18.5,28.4,20.9,-0.1,-2.4,1.13,-0.33
Open,Calm,Green,25,75,94,21.3,30.9,28.4,20.9,-7.2,10.0,0.51,0.56
Open,Calm,Green,50,50,452,27.2,23.5,28.4,20.9,-1.2,2.6,0.85,-0.12
Open,Calm,Green,50,75,149,26.2,20.1,28.4,20.9,-2.3,-0.8,0.96,-0.14
Open,Calm,Green,75,50,64,26.6,20.3,28.4,20.9,-1.9,-0.6,0.96,0.03
Open,Calm,Orange,25,25,33,33.3,18.2,28.4,20.9,4.9,-2.7,1.35,-0.39
Open,Calm,Orange,25,50,406,25.6,19.2,28.4,20.9,-2.8,-1.7,0.98,-0.21
Open,Calm,Orange,25,75,252,28.6,21.0,28.4,20.9,0.1,0.1,1.0,-0.11
Open,Calm,Orange,50,50,272,32.7,17.3,28.4,20.9,4.3,-3.6,1.39,-0.65
Open,Calm,Orange,50,75,256,26.2,21.1,28.4,20.9,-2.3,0.2,0.91,-0.12
Open,Calm,Orange,75,50,141,20.6,24.8,28.4,20.9,-7.9,3.9,0.61,0.21
Open,Calm,Pink,25,50,31,25.8,29.0,28.4,20.9,-2.6,8.1,0.65,0.2
Open,Calm,Pink,25,75,32,46.9,15.6,28.4,20.9,18.4,-5.3,2.2,-0.67
Open,Calm,Purple,25,25,30,40.0,20.0,28.4,20.9,11.6,-0.9,1.47,-0.37
Open,Calm,Purple,25,50,219,29.7,16.4,28.4,20.9,1.3,-4.5,1.33,-0.31
Open,Calm,Purple,25,75,114,33.3,18.4,28.4,20.9,4.9,-2.5,1.33,-0.57
Open,Calm,Purple,50,50,497,28.6,26.4,28.4,20.9,0.1,5.5,0.8,-0.01
Open,Calm,Purple,50,75,172,26.2,20.3,28.4,20.9,-2.3,-0.5,0.94,-0.31
Open,Calm,Purple,75,50,92,28.3,25.0,28.4,20.9,-0.2,4.1,0.83,0.24
Open,Calm,Red,25,50,31,35.5,9.7,28.4,20.9,7.1,-11.2,2.69,-0.95
Open,Calm,Red,25,75,35,31.4,20.0,28.4,20.9,3.0,-0.9,1.15,-0.6
Open,Calm,Red,50,50,146,21.2,21.9,28.4,20.9,-7.2,1.0,0.71,0.23
Open,Calm,Yellow,25,25,82,37.8,17.1,28.4,20.9,9.4,-3.8,1.63,-0.71
Open,Calm,Yellow,25,50,452,31.6,20.8,28.4,20.9,3.2,-0.1,1.12,-0.26
Open,Calm,Yellow,25,75,282,25.9,21.3,28.4,20.9,-2.5,0.4,0.89,-0.08
Open,Calm,Yellow,50,25,46,34.8,13.0,28.4,20.9,6.4,-7.8,1.96,-0.71
Open,Calm,Yellow,50,50,1031,31.2,18.3,28.4,20.9,2.8,-2.6,1.25,-0.41
Open,Calm,Yellow,50,75,607,29.5,22.7,28.4,20.9,1.1,1.8,0.95,-0.2
Open,Calm,Yellow,75,50,276,27.5,19.6,28.4,20.9,-0.9,-1.3,1.03,-0.15
Open,Moderate,Blue,25,25,37,43.2,32.4,27.0,21.4,16.2,11.0,1.06,-0.61
Open,Moderate,Blue,25,50,186,27.4,18.3,27.0,21.4,0.4,-3.1,1.19,-0.29
Open,Moderate,Blue,25,75,91,26.4,23.1,27.0,21.4,-0.7,1.7,0.91,0.09
Open,Moderate,Blue,50,50,300,29.3,19.3,27.0,21.4,2.3,-2.1,1.2,-0.34
Open,Moderate,Blue,50,75,293,24.6,20.8,27.0,21.4,-2.5,-0.6,0.93,-0.0
Open,Moderate,Blue,75,50,128,22.7,22.7,27.0,21.4,-4.4,1.2,0.79,0.03
Open,Moderate,Green,25,50,85,21.2,31.8,27.0,21.4,-5.9,10.3,0.53,0.49
Open,Moderate,Green,25,75,60,23.3,26.7,27.0,21.4,-3.7,5.2,0.69,0.38
Open,Moderate,Green,50,50,307,30.0,22.5,27.0,21.4,2.9,1.1,1.06,-0.28
Open,Moderate,Green,50,75,63,36.5,17.5,27.0,21.4,9.5,-4.0,1.66,-0.65
Open,Moderate,Green,75,50,59,22.0,28.8,27.0,21.4,-5.0,7.4,0.61,0.1
Open,Moderate,Orange,25,25,79,30.4,16.5,27.0,21.4,3.3,-5.0,1.46,-0.7
Open,Moderate,Orange,25,50,234,29.5,19.7,27.0,21.4,2.4,-1.8,1.19,-0.35
Open,Moderate,Orange,25,75,88,35.2,19.3,27.0,21.4,8.2,-2.1,1.44,-0.62
Open,Moderate,Orange,50,50,203,25.6,21.7,27.0,21.4,-1.4,0.3,0.94,0.02
Open,Moderate,Orange,50,75,217,31.8,19.4,27.0,21.4,4.8,-2.1,1.3,-0.37
Open,Moderate,Orange,75,50,119,25.2,25.2,27.0,21.4,-1.8,3.8,0.79,0.29
Open,Moderate,Purple,25,25,34,35.3,17.6,27.0,21.4,8.2,-3.8,1.58,-0.9
Open,Moderate,Purple,25,50,96,26.0,21.9,27.0,21.4,-1.0,0.5,0.94,-0.2
Open,Moderate,Purple,25,75,56,19.6,16.1,27.0,21.4,-7.4,-5.3,0.97,-0.03
Open,Moderate,Purple,50,50,330,32.1,19.1,27.0,21.4,5.1,-2.3,1.33,-0.56
Open,Moderate,Purple,50,75,97,22.7,27.8,27.0,21.4,-4.4,6.4,0.65,0.28
Open,Moderate,Purple,75,50,115,27.8,25.2,27.0,21.4,0.8,3.8,0.87,-0.25
Open,Moderate,Red,50,50,75,29.3,32.0,27.0,21.4,2.3,10.6,0.73,-0.08
Open,Moderate,Yellow,25,25,72,26.4,15.3,27.0,21.4,-0.7,-6.1,1.37,-0.18
Open,Moderate,Yellow,25,50,273,20.9,25.6,27.0,21.4,-6.2,4.2,0.64,0.29
Open,Moderate,Yellow,25,75,146,28.1,19.2,27.0,21.4,1.0,-2.2,1.16,-0.32
Open,Moderate,Yellow,50,25,53,30.2,15.1,27.0,21.4,3.1,-6.3,1.58,-0.7
Open,Moderate,Yellow,50,50,718,23.8,22.3,27.0,21.4,-3.2,0.9,0.85,-0.09
Open,Moderate,Yellow,50,75,497,24.9,18.5,27.0,21.4,-2.1,-2.9,1.07,-0.15
Open,Moderate,Yellow,75,50,241,29.0,20.7,27.0,21.4,2.0,-0.7,1.11,-0.42
Open,Tough,Blue,25,50,30,23.3,33.3,21.1,24.5,2.2,8.8,0.81,-0.07
Open,Tough,Blue,50,50,34,17.6,26.5,21.1,24.5,-3.5,2.0,0.77,-0.14
Open,Tough,Blue,50,75,36,30.6,33.3,21.1,24.5,9.4,8.8,1.06,-0.38
Open,Tough,Orange,25,75,31,16.1,12.9,21.1,24.5,-5.0,-11.6,1.45,-0.32
Open,Tough,Purple,50,75,35,25.7,28.6,21.1,24.5,4.6,4.1,1.04,0.08
Open,Tough,Yellow,50,50,31,19.4,25.8,21.1,24.5,-1.8,1.3,0.87,-0.06
Open,Tough,Yellow,50,75,81,16.0,32.1,21.1,24.5,-5.1,7.6,0.58,0.48
Positioning,Calm,Blue,25,25,53,20.8,22.6,24.9,21.6,-4.2,1.0,0.79,0.11
Positioning,Calm,Blue,25,50,149,26.2,21.5,24.9,21.6,1.2,-0.1,1.06,-0.09
Positioning,Calm,Blue,25,75,133,22.6,22.6,24.9,21.6,-2.4,1.0,0.87,0.08
Positioning,Calm,Blue,50,50,281,25.6,18.5,24.9,21.6,0.7,-3.1,1.2,-0.16
Positioning,Calm,Blue,50,75,243,24.7,23.5,24.9,21.6,-0.2,1.9,0.91,0.1
Positioning,Calm,Blue,75,50,79,24.1,19.0,24.9,21.6,-0.9,-2.6,1.1,-0.02
Positioning,Calm,Green,25,50,73,23.3,21.9,24.9,21.6,-1.6,0.3,0.92,-0.16
Positioning,Calm,Green,25,75,55,18.2,27.3,24.9,21.6,-6.8,5.7,0.58,0.35
Positioning,Calm,Green,50,50,250,24.4,18.8,24.9,21.6,-0.5,-2.8,1.12,-0.24
Positioning,Calm,Green,50,75,112,28.6,17.0,24.9,21.6,3.6,-4.6,1.46,-0.47
Positioning,Calm,Green,75,50,34,29.4,20.6,24.9,21.6,4.5,-1.0,1.24,0.47
Positioning,Calm,Orange,25,25,42,26.2,16.7,24.9,21.6,1.3,-4.9,1.36,-0.48
Positioning,Calm,Orange,25,50,244,26.2,25.4,24.9,21.6,1.3,3.8,0.89,0.15
Positioning,Calm,Orange,25,75,134,23.1,19.4,24.9,21.6,-1.8,-2.2,1.03,-0.09
Positioning,Calm,Orange,50,50,215,31.6,22.8,24.9,21.6,6.7,1.2,1.2,-0.41
Positioning,Calm,Orange,50,75,159,24.5,20.8,24.9,21.6,-0.4,-0.8,1.02,-0.16
Positioning,Calm,Orange,75,50,79,22.8,29.1,24.9,21.6,-2.1,7.5,0.68,0.56
Positioning,Calm,Purple,25,50,101,23.8,24.8,24.9,21.6,-1.2,3.2,0.83,0.04
Positioning,Calm,Purple,25,75,69,29.0,24.6,24.9,21.6,4.1,3.0,1.02,-0.28
Positioning,Calm,Purple,50,50,315,24.1,18.4,24.9,21.6,-0.8,-3.2,1.14,-0.19
Positioning,Calm,Purple,50,75,113,24.8,19.5,24.9,21.6,-0.2,-2.1,1.1,-0.2
Positioning,Calm,Purple,75,50,40,27.5,25.0,24.9,21.6,2.6,3.4,0.95,0.14
Positioning,Calm,Red,50,50,50,22.0,24.0,24.9,21.6,-2.9,2.4,0.79,0.05
Positioning,Calm,Yellow,25,25,100,31.0,21.0,24.9,21.6,6.1,-0.6,1.28,-0.51
Positioning,Calm,Yellow,25,50,225,28.0,16.9,24.9,21.6,3.1,-4.7,1.44,-0.43
Positioning,Calm,Yellow,25,75,148,22.3,20.9,24.9,21.6,-2.6,-0.7,0.92,0.01
Positioning,Calm,Yellow,50,25,32,34.4,28.1,24.9,21.6,9.4,6.5,1.06,-0.3
Positioning,Calm,Yellow,50,50,609,22.7,23.2,24.9,21.6,-2.3,1.6,0.85,-0.03
Positioning,Calm,Yellow,50,75,421,22.3,21.6,24.9,21.6,-2.6,0.0,0.89,0.07
Positioning,Calm,Yellow,75,50,172,24.4,25.6,24.9,21.6,-0.5,4.0,0.83,-0.07
Positioning,Moderate,Blue,25,25,38,34.2,23.7,26.1,21.3,8.1,2.4,1.18,-0.18
Positioning,Moderate,Blue,25,50,73,16.4,31.5,26.1,21.3,-9.7,10.2,0.42,0.57
Positioning,Moderate,Blue,25,75,68,20.6,20.6,26.1,21.3,-5.5,-0.7,0.81,-0.02
Positioning,Moderate,Blue,50,50,125,26.4,20.8,26.1,21.3,0.3,-0.5,1.03,-0.12
Positioning,Moderate,Blue,50,75,125,30.4,24.8,26.1,21.3,4.3,3.5,1.0,-0.0
Positioning,Moderate,Blue,75,50,43,25.6,16.3,26.1,21.3,-0.5,-5.0,1.28,-0.17
Positioning,Moderate,Green,50,50,105,32.4,19.0,26.1,21.3,6.3,-2.2,1.38,-0.43
Positioning,Moderate,Green,50,75,39,23.1,17.9,26.1,21.3,-3.0,-3.3,1.05,0.01
Positioning,Moderate,Green,75,50,32,18.8,34.4,26.1,21.3,-7.4,13.1,0.44,0.71
Positioning,Moderate,Orange,25,25,47,29.8,19.1,26.1,21.3,3.7,-2.1,1.27,0.08
Positioning,Moderate,Orange,25,50,108,26.9,23.1,26.1,21.3,0.7,1.9,0.94,-0.1
Positioning,Moderate,Orange,25,75,75,25.3,21.3,26.1,21.3,-0.8,0.1,0.97,-0.04
Positioning,Moderate,Orange,50,50,109,21.1,16.5,26.1,21.3,-5.0,-4.7,1.04,0.09
Positioning,Moderate,Orange,50,75,89,31.5,18.0,26.1,21.3,5.3,-3.3,1.42,-0.58
Positioning,Moderate,Purple,25,50,41,31.7,19.5,26.1,21.3,5.6,-1.7,1.32,-0.34
Positioning,Moderate,Purple,25,75,30,30.0,23.3,26.1,21.3,3.9,2.1,1.05,-0.19
Positioning,Moderate,Purple,50,50,124,21.8,20.2,26.1,21.3,-4.4,-1.1,0.88,0.0
Positioning,Moderate,Purple,50,75,43,18.6,25.6,26.1,21.3,-7.5,4.3,0.59,0.42
Positioning,Moderate,Purple,75,50,50,36.0,20.0,26.1,21.3,9.9,-1.3,1.46,-0.3
Positioning,Moderate,Yellow,25,25,52,17.3,13.5,26.1,21.3,-8.8,-7.8,1.05,-0.19
Positioning,Moderate,Yellow,25,50,93,31.2,18.3,26.1,21.3,5.1,-3.0,1.39,-0.4
Positioning,Moderate,Yellow,25,75,89,21.3,28.1,26.1,21.3,-4.8,6.8,0.62,0.25
Positioning,Moderate,Yellow,50,25,50,24.0,16.0,26.1,21.3,-2.1,-5.3,1.22,0.08
Positioning,Moderate,Yellow,50,50,266,26.3,17.7,26.1,21.3,0.2,-3.6,1.21,-0.2
Positioning,Moderate,Yellow,50,75,207,26.6,22.2,26.1,21.3,0.4,1.0,0.97,0.01
Positioning,Moderate,Yellow,75,50,109,30.3,23.9,26.1,21.3,4.1,2.6,1.03,-0.12
Positioning,Tough,Blue,50,50,30,36.7,26.7,26.2,22.1,10.5,4.5,1.16,-0.04
Positioning,Tough,Purple,50,50,36,27.8,25.0,26.2,22.1,1.6,2.9,0.94,0.36
Positioning,Tough,Yellow,50,50,67,14.9,19.4,26.2,22.1,-11.2,-2.7,0.65,0.31
Positioning,Tough,Yellow,50,75,58,34.5,19.0,26.2,22.1,8.3,-3.2,1.54,-0.41
Positioning,Tough,Yellow,75,50,32,6.3,21.9,26.2,22.1,-19.9,-0.3,0.24,0.94
REMOVE,Calm,Blue,25,50,108,24.1,30.6,25.6,29.6,-1.6,1.0,0.91,0.2
REMOVE,Calm,Blue,25,75,41,9.8,26.8,25.6,29.6,-15.9,-2.8,0.42,0.65
REMOVE,Calm,Blue,50,50,184,23.4,29.9,25.6,29.6,-2.3,0.3,0.9,0.6
REMOVE,Calm,Blue,50,75,146,28.8,30.8,25.6,29.6,3.1,1.2,1.08,0.03
REMOVE,Calm,Blue,75,50,58,27.6,25.9,25.6,29.6,1.9,-3.7,1.23,-0.27
REMOVE,Calm,Green,25,50,42,23.8,31.0,25.6,29.6,-1.8,1.4,0.89,0.61
REMOVE,Calm,Green,50,50,92,26.1,30.4,25.6,29.6,0.4,0.8,0.99,0.16
REMOVE,Calm,Green,50,75,67,16.4,31.3,25.6,29.6,-9.2,1.7,0.6,0.59
REMOVE,Calm,Orange,25,25,31,29.0,25.8,25.6,29.6,3.4,-3.8,1.3,-0.4
REMOVE,Calm,Orange,25,50,128,22.7,26.6,25.6,29.6,-3.0,-3.0,0.98,0.21
REMOVE,Calm,Orange,25,75,33,21.2,27.3,25.6,29.6,-4.4,-2.3,0.9,0.31
REMOVE,Calm,Orange,50,50,151,21.9,37.7,25.6,29.6,-3.8,8.1,0.67,0.65
REMOVE,Calm,Orange,50,75,138,22.5,29.0,25.6,29.6,-3.2,-0.6,0.89,0.17
REMOVE,Calm,Orange,75,50,42,31.0,35.7,25.6,29.6,5.3,6.1,1.0,0.37
REMOVE,Calm,Purple,25,50,41,24.4,31.7,25.6,29.6,-1.2,2.1,0.89,0.35
REMOVE,Calm,Purple,50,50,100,33.0,27.0,25.6,29.6,7.4,-2.6,1.41,-0.09
REMOVE,Calm,Purple,50,75,67,28.4,22.4,25.6,29.6,2.7,-7.2,1.46,-0.28
REMOVE,Calm,Yellow,25,25,39,28.2,23.1,25.6,29.6,2.6,-6.5,1.41,0.15
REMOVE,Calm,Yellow,25,50,126,26.2,31.7,25.6,29.6,0.6,2.1,0.95,0.32
REMOVE,Calm,Yellow,25,75,45,28.9,28.9,25.6,29.6,3.3,-0.7,1.15,0.08
REMOVE,Calm,Yellow,50,50,282,28.0,29.4,25.6,29.6,2.4,-0.2,1.1,0.28
REMOVE,Calm,Yellow,50,75,280,26.1,32.9,25.6,29.6,0.4,3.3,0.92,0.6
REMOVE,Calm,Yellow,75,50,98,31.6,21.4,25.6,29.6,6.0,-8.2,1.7,-0.28
REMOVE,Moderate,Blue,50,75,38,15.8,36.8,23.2,26.1,-7.4,10.7,0.48,0.75
REMOVE,Moderate,Purple,50,50,40,20.0,30.0,23.2,26.1,-3.2,3.9,0.75,0.63
REMOVE,Moderate,Yellow,50,50,64,12.5,31.3,23.2,26.1,-10.7,5.1,0.45,1.06
REMOVE,Moderate,Yellow,50,75,71,16.9,28.2,23.2,26.1,-6.3,2.0,0.68,0.77
Survival,Calm,Blue,25,25,50,32.0,30.0,26.6,22.6,5.4,7.4,0.9,0.13
Survival,Calm,Blue,25,50,203,27.6,21.2,26.6,22.6,1.0,-1.4,1.1,-0.24
Survival,Calm,Blue,25,75,147,25.2,26.5,26.6,22.6,-1.4,4.0,0.8,0.3
Survival,Calm,Blue,50,50,326,30.4,22.4,26.6,22.6,3.8,-0.2,1.15,-0.26
Survival,Calm,Blue,50,75,252,25.4,27.4,26.6,22.6,-1.2,4.8,0.79,0.18
Survival,Calm,Blue,75,50,92,23.9,27.2,26.6,22.6,-2.7,4.6,0.75,0.03
Survival,Calm,Green,25,50,108,27.8,12.0,26.6,22.6,1.2,-10.5,1.96,-0.43
Survival,Calm,Green,25,75,79,25.3,15.2,26.6,22.6,-1.3,-7.4,1.41,-0.31
Survival,Calm,Green,50,50,272,27.6,22.4,26.6,22.6,1.0,-0.1,1.04,-0.26
Survival,Calm,Green,50,75,113,27.4,23.0,26.6,22.6,0.8,0.5,1.01,-0.26
Survival,Calm,Green,75,50,55,20.0,27.3,26.6,22.6,-6.6,4.7,0.62,0.03
Survival,Calm,Orange,25,25,52,30.8,28.8,26.6,22.6,4.2,6.3,0.9,0.27
Survival,Calm,Orange,25,50,309,25.9,18.1,26.6,22.6,-0.7,-4.4,1.21,-0.26
Survival,Calm,Orange,25,75,177,31.6,21.5,26.6,22.6,5.0,-1.1,1.25,-0.44
Survival,Calm,Orange,50,50,217,26.7,26.3,26.6,22.6,0.1,3.7,0.86,0.22
Survival,Calm,Orange,50,75,152,25.7,25.7,26.6,22.6,-0.9,3.1,0.85,-0.09
Survival,Calm,Orange,75,50,72,20.8,31.9,26.6,22.6,-5.8,9.4,0.55,0.59
Survival,Calm,Purple,25,50,109,30.3,22.0,26.6,22.6,3.7,-0.5,1.17,-0.31
Survival,Calm,Purple,25,75,83,25.3,22.9,26.6,22.6,-1.3,0.3,0.94,0.12
Survival,Calm,Purple,50,50,242,24.4,18.6,26.6,22.6,-2.2,-4.0,1.11,-0.18
Survival,Calm,Purple,50,75,120,20.8,22.5,26.6,22.6,-5.8,-0.1,0.79,0.27
Survival,Calm,Purple,75,50,88,28.4,15.9,26.6,22.6,1.8,-6.6,1.51,-0.48
Survival,Calm,Red,25,75,30,36.7,13.3,26.6,22.6,10.1,-9.2,2.33,-0.61
Survival,Calm,Red,50,50,114,27.2,24.6,26.6,22.6,0.6,2.0,0.94,0.19
Survival,Calm,Yellow,25,25,77,29.9,15.6,26.6,22.6,3.3,-7.0,1.63,-0.51
Survival,Calm,Yellow,25,50,314,23.9,21.7,26.6,22.6,-2.7,-0.9,0.94,-0.06
Survival,Calm,Yellow,25,75,161,29.8,23.6,26.6,22.6,3.2,1.0,1.07,-0.06
Survival,Calm,Yellow,50,50,761,23.1,23.9,26.6,22.6,-3.5,1.4,0.82,0.18
Survival,Calm,Yellow,50,75,471,29.9,21.9,26.6,22.6,3.3,-0.7,1.16,-0.27
Survival,Calm,Yellow,75,50,168,25.0,25.6,26.6,22.6,-1.6,3.0,0.83,0.09
Survival,Moderate,Blue,25,25,53,22.6,22.6,25.4,24.5,-2.8,-1.8,0.96,-0.03
Survival,Moderate,Blue,25,50,222,27.5,26.1,25.4,24.5,2.0,1.6,1.01,0.02
Survival,Moderate,Blue,25,75,115,26.1,19.1,25.4,24.5,0.7,-5.4,1.31,-0.44
Survival,Moderate,Blue,50,25,32,28.1,28.1,25.4,24.5,2.7,3.6,0.96,0.22
Survival,Moderate,Blue,50,50,383,25.3,25.1,25.4,24.5,-0.1,0.6,0.97,0.01
Survival,Moderate,Blue,50,75,265,25.3,24.2,25.4,24.5,-0.2,-0.3,1.01,0.04
Survival,Moderate,Blue,75,50,106,27.4,24.5,25.4,24.5,1.9,0.0,1.07,-0.06
Survival,Moderate,Green,25,50,118,25.4,25.4,25.4,24.5,-0.0,0.9,0.96,-0.0
