condition,round_type,color,horoscope,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Moderate,Positioning,Yellow,SAGITTARIUS,36,19.4,19.4,23.7,22.6,-4.2,-3.2,0.96,-0.16
Moderate,Positioning,Yellow,SCORPIO,52,21.2,25.0,23.7,22.6,-2.5,2.4,0.81,0.03
Moderate,Positioning,Yellow,TAURUS,47,19.1,14.9,23.7,22.6,-4.5,-7.7,1.23,-0.2
Moderate,Positioning,Yellow,VIRGO,43,27.9,30.2,23.7,22.6,4.3,7.6,0.88,0.07
Moderate,Survival,Blue,AQUARIUS,54,22.2,25.9,24.8,24.5,-2.5,1.4,0.85,0.35
Moderate,Survival,Blue,ARIES,66,22.7,22.7,24.8,24.5,-2.0,-1.8,0.99,-0.01
Moderate,Survival,Blue,CANCER,43,25.6,16.3,24.8,24.5,0.8,-8.2,1.56,-0.2
Moderate,Survival,Blue,CAPRICORN,61,23.0,14.8,24.8,24.5,-1.8,-9.8,1.54,-0.17
Moderate,Survival,Blue,GEMINI,89,22.5,27.0,24.8,24.5,-2.3,2.4,0.82,0.09
Moderate,Survival,Blue,LEO,73,30.1,26.0,24.8,24.5,5.4,1.5,1.15,-0.14
Moderate,Survival,Blue,LIBRA,32,18.8,28.1,24.8,24.5,-6.0,3.6,0.66,0.53
Moderate,Survival,Blue,PISCES,79,30.4,25.3,24.8,24.5,5.6,0.8,1.19,0.23
Moderate,Survival,Blue,SAGITTARIUS,41,34.1,39.0,24.8,24.5,9.4,14.5,0.87,0.39
Moderate,Survival,Blue,SCORPIO,96,32.3,18.8,24.8,24.5,7.5,-5.8,1.7,-0.65
Moderate,Survival,Blue,TAURUS,63,30.2,22.2,24.8,24.5,5.4,-2.3,1.34,-0.5
Moderate,Survival,Blue,VIRGO,45,26.7,24.4,24.8,24.5,1.9,-0.1,1.08,0.16
Moderate,Survival,Green,AQUARIUS,34,23.5,20.6,24.8,24.5,-1.2,-3.9,1.13,0.18
Moderate,Survival,Green,ARIES,38,21.1,13.2,24.8,24.5,-3.7,-11.4,1.58,-0.11
Moderate,Survival,Green,CANCER,35,37.1,17.1,24.8,24.5,12.4,-7.4,2.14,-0.26
Moderate,Survival,Green,CAPRICORN,35,34.3,25.7,24.8,24.5,9.5,1.2,1.32,-0.28
Moderate,Survival,Green,GEMINI,56,28.6,32.1,24.8,24.5,3.8,7.6,0.88,0.09
Moderate,Survival,Green,LEO,50,32.0,24.0,24.8,24.5,7.2,-0.5,1.32,-0.38
Moderate,Survival,Green,PISCES,42,23.8,33.3,24.8,24.5,-1.0,8.8,0.71,0.44
Moderate,Survival,Green,SAGITTARIUS,34,17.6,32.4,24.8,24.5,-7.1,7.8,0.54,0.55
Moderate,Survival,Green,SCORPIO,60,28.3,23.3,24.8,24.5,3.6,-1.2,1.2,-0.16
Moderate,Survival,Green,TAURUS,35,17.1,34.3,24.8,24.5,-7.6,9.8,0.49,0.59
Moderate,Survival,Orange,AQUARIUS,75,22.7,25.3,24.8,24.5,-2.1,0.8,0.89,-0.02
Moderate,Survival,Orange,ARIES,96,17.7,28.1,24.8,24.5,-7.1,3.6,0.62,0.34
Moderate,Survival,Orange,CANCER,41,31.7,24.4,24.8,24.5,6.9,-0.1,1.29,-0.34
Moderate,Survival,Orange,CAPRICORN,111,19.8,30.6,24.8,24.5,-5.0,6.1,0.64,0.53
Moderate,Survival,Orange,GEMINI,46,23.9,34.8,24.8,24.5,-0.9,10.3,0.68,0.18
Moderate,Survival,Orange,LEO,40,32.5,27.5,24.8,24.5,7.7,3.0,1.17,-0.04
Moderate,Survival,Orange,PISCES,71,28.2,22.5,24.8,24.5,3.4,-2.0,1.24,0.1
Moderate,Survival,Orange,SAGITTARIUS,68,20.6,25.0,24.8,24.5,-4.2,0.5,0.82,0.22
Moderate,Survival,Orange,SCORPIO,84,21.4,27.4,24.8,24.5,-3.3,2.9,0.77,0.5
Moderate,Survival,Orange,TAURUS,43,20.9,11.6,24.8,24.5,-3.8,-12.9,1.78,-0.18
Moderate,Survival,Purple,ARIES,50,24.0,34.0,24.8,24.5,-0.8,9.5,0.7,0.77
Moderate,Survival,Purple,CANCER,37,24.3,21.6,24.8,24.5,-0.4,-2.9,1.11,-0.08
Moderate,Survival,Purple,CAPRICORN,41,17.1,24.4,24.8,24.5,-7.7,-0.1,0.69,0.19
Moderate,Survival,Purple,GEMINI,56,19.6,35.7,24.8,24.5,-5.1,11.2,0.54,0.64
Moderate,Survival,Purple,LEO,58,29.3,17.2,24.8,24.5,4.5,-7.3,1.68,-0.45
Moderate,Survival,Purple,PISCES,37,21.6,16.2,24.8,24.5,-3.2,-8.3,1.32,-0.6
Moderate,Survival,Purple,SCORPIO,70,30.0,12.9,24.8,24.5,5.2,-11.7,2.31,-0.45
Moderate,Survival,Purple,VIRGO,37,35.1,16.2,24.8,24.5,10.4,-8.3,2.14,-0.92
Moderate,Survival,Yellow,AQUARIUS,128,21.1,23.4,24.8,24.5,-3.7,-1.1,0.89,0.16
Moderate,Survival,Yellow,ARIES,119,18.5,24.4,24.8,24.5,-6.3,-0.1,0.75,0.44
Moderate,Survival,Yellow,CANCER,128,23.4,23.4,24.8,24.5,-1.3,-1.1,0.99,0.11
Moderate,Survival,Yellow,CAPRICORN,119,31.9,16.8,24.8,24.5,7.2,-7.7,1.88,-0.43
Moderate,Survival,Yellow,GEMINI,203,28.6,23.2,24.8,24.5,3.8,-1.4,1.22,-0.18
Moderate,Survival,Yellow,LEO,122,26.2,20.5,24.8,24.5,1.5,-4.0,1.27,-0.14
Moderate,Survival,Yellow,LIBRA,95,20.0,31.6,24.8,24.5,-4.8,7.1,0.63,0.42
Moderate,Survival,Yellow,PISCES,113,23.9,30.1,24.8,24.5,-0.9,5.6,0.79,0.36
Moderate,Survival,Yellow,SAGITTARIUS,94,23.4,30.9,24.8,24.5,-1.4,6.3,0.75,0.34
Moderate,Survival,Yellow,SCORPIO,126,29.4,19.0,24.8,24.5,4.6,-5.5,1.53,-0.31
Moderate,Survival,Yellow,TAURUS,105,20.0,29.5,24.8,24.5,-4.8,5.0,0.67,0.6
Moderate,Survival,Yellow,VIRGO,78,25.6,19.2,24.8,24.5,0.9,-5.3,1.32,-0.3
